estado;divisao;ano;data;mandante;visitante;placar;gols_mandante;gols_visitante;resultado;peso_importancia
nacional;0;2021;2021-06-09;Athletico Paranaense / PR;Avaí / SC;1-0;1;0;H;10.0
nacional;0;2021;2021-06-10;Atlético Mineiro / MG;Remo / PA;2-1;2;1;H;10.0
nacional;0;2021;2021-06-09;Atlético Goianiense / GO;Corinthians / SP;0-0;0;0;D;10.0
nacional;0;2021;2021-06-10;Internacional / RS;Vitória / BA;1-3;1;3;A;10.0
nacional;0;2021;2021-06-09;Juazeirense / BA;Cruzeiro / MG;1-0;1;0;H;10.0
nacional;0;2021;2021-06-09;ABC / RN;Chapecoense / SC;3-0;3;0;H;10.0
nacional;0;2021;2021-06-16;Flamengo / RJ;Coritiba / PR;2-0;2;0;H;10.0
nacional;0;2021;2021-06-09;Vasco da Gama / RJ;Boavista / RJ;1-1;1;1;D;10.0
nacional;0;2021;2021-07-28;São Paulo / SP;Vasco da Gama / RJ;2-0;2;0;H;10.0
nacional;0;2021;2021-07-27;Criciúma / SC;Fluminense / RJ;2-1;2;1;H;10.0
nacional;0;2021;2021-07-27;Vitória / BA;Grêmio / RS;0-3;0;3;A;10.0
nacional;0;2021;2021-07-29;Fortaleza / CE;CRB / AL;2-1;2;1;H;10.0
nacional;0;2021;2021-07-29;Flamengo / RJ;ABC / RN;6-0;6;0;H;10.0
nacional;0;2021;2021-07-28;Athletico Paranaense / PR;Atlético Goianiense / GO;2-1;2;1;H;10.0
nacional;0;2021;2021-07-28;Atlético Mineiro / MG;Bahia / BA;2-0;2;0;H;10.0
nacional;0;2021;2021-07-28;Santos / SP;Juazeirense / BA;4-0;4;0;H;10.0
nacional;0;2021;2021-08-04;Vasco da Gama / RJ;São Paulo / SP;1-2;1;2;A;10.0
nacional;0;2021;2021-07-31;Fluminense / RJ;Criciúma / SC;3-0;3;0;H;10.0
nacional;0;2021;2021-08-03;Grêmio / RS;Vitória / BA;1-0;1;0;H;10.0
nacional;0;2021;2021-08-04;CRB / AL;Fortaleza / CE;0-1;0;1;A;10.0
nacional;0;2021;2021-08-05;ABC / RN;Flamengo / RJ;0-1;0;1;A;10.0
nacional;0;2021;2021-08-04;Atlético Goianiense / GO;Athletico Paranaense / PR;2-2;2;2;D;10.0
nacional;0;2021;2021-08-04;Bahia / BA;Atlético Mineiro / MG;2-1;2;1;H;10.0
nacional;0;2021;2021-08-05;Juazeirense / BA;Santos / SP;2-0;2;0;H;10.0
nacional;0;2021;2021-08-25;Athletico Paranaense / PR;Santos / SP;1-0;1;0;H;10.0
nacional;0;2021;2021-08-25;Grêmio / RS;Flamengo / RJ;0-4;0;4;A;10.0
nacional;0;2021;2021-08-25;São Paulo / SP;Fortaleza / CE;2-2;2;2;D;10.0
nacional;0;2021;2021-08-26;Fluminense / RJ;Atlético Mineiro / MG;1-2;1;2;A;10.0
nacional;0;2021;2021-09-14;Santos / SP;Athletico Paranaense / PR;0-1;0;1;A;10.0
nacional;0;2021;2021-09-15;Flamengo / RJ;Grêmio / RS;2-0;2;0;H;10.0
nacional;0;2021;2021-09-15;Fortaleza / CE;São Paulo / SP;3-1;3;1;H;10.0
nacional;0;2021;2021-09-15;Atlético Mineiro / MG;Fluminense / RJ;1-0;1;0;H;10.0
nacional;0;2021;2021-10-20;Athletico Paranaense / PR;Flamengo / RJ;2-2;2;2;D;10.0
nacional;0;2021;2021-10-20;Atlético Mineiro / MG;Fortaleza / CE;4-0;4;0;H;10.0
nacional;0;2021;2021-10-27;Flamengo / RJ;Athletico Paranaense / PR;0-3;0;3;A;10.0
nacional;0;2021;2021-10-27;Fortaleza / CE;Atlético Mineiro / MG;1-2;1;2;A;10.0
nacional;0;2021;2021-12-12;Atlético Mineiro / MG;Athletico Paranaense / PR;4-0;4;0;H;10.0
nacional;0;2021;2021-12-15;Athletico Paranaense / PR;Atlético Mineiro / MG;1-2;1;2;A;10.0
nacional;0;2022;2022-03-01;Moto Club / MA;Chapecoense / SC;3-2;3;2;H;10.0
nacional;0;2022;2022-03-01;Icasa / CE;Tombense / MG;0-0;0;0;D;10.0
nacional;0;2022;2022-02-24;Bahia de Feira / BA;Coritiba / PR;2-5;2;5;A;10.0
nacional;0;2022;2022-03-01;Pouso Alegre / MG;Paraná / PR;2-0;2;0;H;10.0
nacional;0;2022;2022-03-01;Mirassol / SP;Grêmio / RS;3-2;3;2;H;10.0
nacional;0;2022;2022-02-23;Azuriz / PR;Botafogo / SP;1-0;1;0;H;10.0
nacional;0;2022;2022-02-22;URT / MG;Avaí / SC;1-1;1;1;D;10.0
nacional;0;2022;2022-03-02;Ceilândia / DF;Londrina / PR;2-0;2;0;H;10.0
nacional;0;2022;2022-03-03;União de Rondonópolis / MT;Atlético Goianiense / GO;0-3;0;3;A;10.0
nacional;0;2022;2022-03-03;Nova Venecia / ES;Ferroviário / CE;2-1;2;1;H;10.0
nacional;0;2022;2022-03-02;Porto Velho / RO;Juventude / RS;1-2;1;2;A;10.0
nacional;0;2022;2022-03-02;Real Noroeste / ES;Operário / PR;2-1;2;1;H;10.0
nacional;0;2022;2022-03-02;Ferroviária / SP;Vasco da Gama / RJ;0-1;0;1;A;10.0
nacional;0;2022;2022-03-02;Gremio Anapolis / GO;Juazeirense / BA;0-0;0;0;D;10.0
nacional;0;2022;2022-02-23;Atlético / BA;CSA / AL;1-1;1;1;D;10.0
nacional;0;2022;2022-03-02;Trem / AP;Paysandu / PA;0-3;0;3;A;10.0
nacional;0;2022;2022-03-02;São Raimundo / RR;Ceará / CE;0-3;0;3;A;10.0
nacional;0;2022;2022-03-02;Tuna Luso / PA;Novorizontino / SP;1-0;1;0;H;10.0
nacional;0;2022;2022-02-23;ASA / AL;Cuiabá / MT;0-2;0;2;A;10.0
nacional;0;2022;2022-02-22;Lagarto / SE;Figueirense / SC;0-0;0;0;D;10.0
nacional;0;2022;2022-03-02;Altos / PI;Sport / PE;1-0;1;0;H;10.0
nacional;0;2022;2022-03-02;Costa Rica / MS;ABC / RN;0-3;0;3;A;10.0
nacional;0;2022;2022-03-01;Sousa / PB;Goiás / GO;1-1;1;1;D;10.0
nacional;0;2022;2022-02-24;Nova Iguaçu / RJ;Criciúma / SC;0-0;0;0;D;10.0
nacional;0;2022;2022-03-03;Globo / RN;Internacional / RS;2-0;2;0;H;10.0
nacional;0;2022;2022-02-23;Humaitá / AC;Brasiliense / DF;2-2;2;2;D;10.0
nacional;0;2022;2022-03-02;Rio Branco / AC;Vila Nova / GO;0-0;0;0;D;10.0
nacional;0;2022;2022-03-01;Marica / RJ;Guarani / SP;0-1;0;1;A;10.0
nacional;0;2022;2022-02-23;Sergipe / SE;Cruzeiro / MG;0-5;0;5;A;10.0
nacional;0;2022;2022-02-23;Tuntum / MA;Volta Redonda / RJ;4-2;4;2;H;10.0
nacional;0;2022;2022-03-02;Portuguesa / RJ;CRB / AL;1-0;1;0;H;10.0
nacional;0;2022;2022-03-02;Operário / MT;Sampaio Corrêa / MA;1-2;1;2;A;10.0
nacional;0;2022;2022-02-24;Campinense / PB;São Paulo / SP;0-0;0;0;D;10.0
nacional;0;2022;2022-02-24;São Raimundo / AM;Manaus / AM;0-1;0;1;A;10.0
nacional;0;2022;2022-02-22;Cascavel / PR;Ponte Preta / SP;1-0;1;0;H;10.0
nacional;0;2022;2022-02-23;Tocantinópolis / TO;Náutico / PE;1-0;1;0;H;10.0
nacional;0;2022;2022-02-23;Salgueiro / PE;Santos / SP;0-3;0;3;A;10.0
nacional;0;2022;2022-02-24;Fluminense / PI;Oeste / SP;2-0;2;0;H;10.0
nacional;0;2022;2022-03-03;Castanhal / PA;Vitória / BA;1-1;1;1;D;10.0
nacional;0;2022;2022-02-23;Gloria / RS;Brasil / RS;1-0;1;0;H;10.0
nacional;0;2022;2022-03-08;Figueirense / SC;Cuiabá / MT;2-2;2;2;D;10.0
nacional;0;2022;2022-03-08;Fluminense / PI;Santos / SP;1-1;1;1;D;10.0
nacional;0;2022;2022-03-09;Azuriz / PR;Mirassol / SP;1-0;1;0;H;10.0
nacional;0;2022;2022-03-23;Vitória / BA;Gloria / RS;2-0;2;0;H;10.0
nacional;0;2022;2022-03-09;Juazeirense / BA;Vasco da Gama / RJ;1-1;1;1;D;10.0
nacional;0;2022;2022-03-10;Pouso Alegre / MG;Coritiba / PR;1-1;1;1;D;10.0
nacional;0;2022;2022-03-10;Avaí / SC;Ceilândia / DF;1-2;1;2;A;10.0
nacional;0;2022;2022-03-15;Portuguesa / RJ;Sampaio Corrêa / MA;2-0;2;0;H;10.0
nacional;0;2022;2022-03-15;Atlético Goianiense / GO;Nova Venecia / ES;2-1;2;1;H;10.0
nacional;0;2022;2022-03-15;Ceará / CE;Tuna Luso / PA;2-0;2;0;H;10.0
nacional;0;2022;2022-03-15;Guarani / SP;Vila Nova / GO;2-2;2;2;D;10.0
nacional;0;2022;2022-03-16;ABC / RN;Altos / PI;1-1;1;1;D;10.0
nacional;0;2022;2022-03-16;Globo / RN;Brasiliense / DF;1-1;1;1;D;10.0
nacional;0;2022;2022-03-16;Tuntum / MA;Cruzeiro / MG;0-3;0;3;A;10.0
nacional;0;2022;2022-03-16;Tocantinópolis / TO;Cascavel / PR;2-0;2;0;H;10.0
nacional;0;2022;2022-03-16;CSA / AL;Paysandu / PA;4-1;4;1;H;10.0
nacional;0;2022;2022-03-16;São Paulo / SP;Manaus / AM;2-0;2;0;H;10.0
nacional;0;2022;2022-03-16;Moto Club / MA;Tombense / MG;1-1;1;1;D;10.0
nacional;0;2022;2022-03-17;Real Noroeste / ES;Juventude / RS;0-1;0;1;A;10.0
nacional;0;2022;2022-03-17;Goiás / GO;Criciúma / SC;1-0;1;0;H;10.0
nacional;0;2022;2022-04-19;Bahia / BA;Azuriz / PR;0-0;0;0;D;10.0
nacional;0;2022;2022-04-19;CSA / AL;América / MG;0-3;0;3;A;10.0
nacional;0;2022;2022-04-19;Fluminense / RJ;Vila Nova / GO;3-2;3;2;H;10.0
nacional;0;2022;2022-04-19;Remo / PA;Cruzeiro / MG;2-1;2;1;H;10.0
nacional;0;2022;2022-04-20;Goiás / GO;Red Bull Bragantino / SP;1-2;1;2;A;10.0
nacional;0;2022;2022-04-20;Atlético Mineiro / MG;Brasiliense / DF;3-0;3;0;H;10.0
nacional;0;2022;2022-04-20;Fortaleza / CE;Vitória / BA;3-0;3;0;H;10.0
nacional;0;2022;2022-04-20;Tocantinópolis / TO;Athletico Paranaense / PR;2-5;2;5;A;10.0
nacional;0;2022;2022-04-20;Juventude / RS;São Paulo / SP;2-2;2;2;D;10.0
nacional;0;2022;2022-04-20;Coritiba / PR;Santos / SP;1-0;1;0;H;10.0
nacional;0;2022;2022-04-20;Tombense / MG;Ceará / CE;0-2;0;2;A;10.0
nacional;0;2022;2022-04-20;Portuguesa / RJ;Corinthians / SP;1-1;1;1;D;10.0
nacional;0;2022;2022-04-20;Ceilândia / DF;Botafogo / RJ;0-3;0;3;A;10.0
nacional;0;2022;2022-04-21;Atlético Goianiense / GO;Cuiabá / MT;1-1;1;1;D;10.0
nacional;0;2022;2022-04-30;Palmeiras / SP;Juazeirense / BA;2-1;2;1;H;10.0
nacional;0;2022;2022-05-01;Altos / PI;Flamengo / RJ;1-2;1;2;A;10.0
nacional;0;2022;2022-05-10;América / MG;CSA / AL;2-0;2;0;H;10.0
nacional;0;2022;2022-05-10;Azuriz / PR;Bahia / BA;1-1;1;1;D;10.0
nacional;0;2022;2022-05-10;Athletico Paranaense / PR;Tocantinópolis / TO;4-0;4;0;H;10.0
nacional;0;2022;2022-05-11;Ceará / CE;Tombense / MG;2-0;2;0;H;10.0
nacional;0;2022;2022-05-11;Juazeirense / BA;Palmeiras / SP;1-2;1;2;A;10.0
nacional;0;2022;2022-05-12;Cruzeiro / MG;Remo / PA;1-0;1;0;H;10.0
nacional;0;2022;2022-05-11;Vila Nova / GO;Fluminense / RJ;0-2;0;2;A;10.0
nacional;0;2022;2022-05-11;Corinthians / SP;Portuguesa / RJ;2-0;2;0;H;10.0
nacional;0;2022;2022-05-11;Cuiabá / MT;Atlético Goianiense / GO;0-0;0;0;D;10.0
nacional;0;2022;2022-05-12;Vitória / BA;Fortaleza / CE;0-1;0;1;A;10.0
nacional;0;2022;2022-05-12;São Paulo / SP;Juventude / RS;2-0;2;0;H;10.0
nacional;0;2022;2022-05-12;Botafogo / RJ;Ceilândia / DF;3-0;3;0;H;10.0
nacional;0;2022;2022-05-12;Santos / SP;Coritiba / PR;3-0;3;0;H;10.0
nacional;0;2022;2022-05-31;Red Bull Bragantino / SP;Goiás / GO;0-1;0;1;A;10.0
nacional;0;2022;2022-05-11;Flamengo / RJ;Altos / PI;2-0;2;0;H;10.0
nacional;0;2022;2022-05-22;Brasiliense / DF;Atlético Mineiro / MG;0-1;0;1;A;10.0
nacional;0;2022;2022-06-22;Corinthians / SP;Santos / SP;4-0;4;0;H;10.0
nacional;0;2022;2022-06-23;São Paulo / SP;Palmeiras / SP;1-0;1;0;H;10.0
nacional;0;2022;2022-06-22;Bahia / BA;Athletico Paranaense / PR;1-2;1;2;A;10.0
nacional;0;2022;2022-06-22;Atlético Goianiense / GO;Goiás / GO;0-0;0;0;D;10.0
nacional;0;2022;2022-06-22;Fortaleza / CE;Ceará / CE;2-0;2;0;H;10.0
nacional;0;2022;2022-06-23;Fluminense / RJ;Cruzeiro / MG;2-1;2;1;H;10.0
nacional;0;2022;2022-06-30;América / MG;Botafogo / RJ;3-0;3;0;H;10.0
nacional;0;2022;2022-06-22;Atlético Mineiro / MG;Flamengo / RJ;2-1;2;1;H;10.0
nacional;0;2022;2022-07-13;Santos / SP;Corinthians / SP;1-0;1;0;H;10.0
nacional;0;2022;2022-07-14;Palmeiras / SP;São Paulo / SP;2-1;2;1;H;10.0
nacional;0;2022;2022-07-12;Athletico Paranaense / PR;Bahia / BA;2-1;2;1;H;10.0
nacional;0;2022;2022-07-13;Goiás / GO;Atlético Goianiense / GO;0-3;0;3;A;10.0
nacional;0;2022;2022-07-13;Ceará / CE;Fortaleza / CE;1-0;1;0;H;10.0
nacional;0;2022;2022-07-12;Cruzeiro / MG;Fluminense / RJ;0-3;0;3;A;10.0
nacional;0;2022;2022-07-14;Botafogo / RJ;América / MG;0-2;0;2;A;10.0
nacional;0;2022;2022-07-13;Flamengo / RJ;Atlético Mineiro / MG;2-0;2;0;H;10.0
nacional;0;2022;2022-07-27;Atlético Goianiense / GO;Corinthians / SP;2-0;2;0;H;10.0
nacional;0;2022;2022-07-27;Flamengo / RJ;Athletico Paranaense / PR;0-0;0;0;D;10.0
nacional;0;2022;2022-07-28;São Paulo / SP;América / MG;1-0;1;0;H;10.0
nacional;0;2022;2022-07-28;Fortaleza / CE;Fluminense / RJ;0-1;0;1;A;10.0
nacional;0;2022;2022-08-17;Fluminense / RJ;Fortaleza / CE;2-2;2;2;D;10.0
nacional;0;2022;2022-08-17;Corinthians / SP;Atlético Goianiense / GO;4-1;4;1;H;10.0
nacional;0;2022;2022-08-17;Athletico Paranaense / PR;Flamengo / RJ;0-1;0;1;A;10.0
nacional;0;2022;2022-08-18;América / MG;São Paulo / SP;2-2;2;2;D;10.0
nacional;0;2022;2022-08-24;Fluminense / RJ;Corinthians / SP;2-2;2;2;D;10.0
nacional;0;2022;2022-08-24;São Paulo / SP;Flamengo / RJ;1-3;1;3;A;10.0
nacional;0;2022;2022-09-14;Flamengo / RJ;São Paulo / SP;1-0;1;0;H;10.0
nacional;0;2022;2022-09-15;Corinthians / SP;Fluminense / RJ;3-0;3;0;H;10.0
nacional;0;2022;2022-10-12;Corinthians / SP;Flamengo / RJ;0-0;0;0;D;10.0
nacional;0;2022;2022-10-19;Flamengo / RJ;Corinthians / SP;1-1;1;1;D;10.0
nacional;0;2023;2023-03-01;Campinense / PB;Grêmio / RS;0-2;0;2;A;10.0
nacional;0;2023;2023-02-28;Resende / RJ;Ferroviário / CE;1-2;1;2;A;10.0
nacional;0;2023;2023-02-28;Fluminense / PI;Ponte Preta / SP;0-4;0;4;A;10.0
nacional;0;2023;2023-03-01;Cordino / MA;Brasil / RS;0-2;0;2;A;10.0
nacional;0;2023;2023-03-01;Caldense / MG;Ceará / CE;0-3;0;3;A;10.0
nacional;0;2023;2023-03-01;Princesa do Solimões / AM;Ituano / SP;1-1;1;1;D;10.0
nacional;0;2023;2023-03-01;União de Rondonópolis / MT;CRB / AL;0-1;0;1;A;10.0
nacional;0;2023;2023-03-01;Operário / MS;Operário / PR;1-0;1;0;H;10.0
nacional;0;2023;2023-03-02;Sergipe / SE;Botafogo / RJ;1-1;1;1;D;10.0
nacional;0;2023;2023-03-01;Atlhetic Ce / MG;Brasiliense / DF;1-1;1;1;D;10.0
nacional;0;2023;2023-02-23;São Luiz / RS;Juventude / RS;1-0;1;0;H;10.0
nacional;0;2023;2023-02-23;Vitória / ES;Remo / PA;0-1;0;1;A;10.0
nacional;0;2023;2023-03-01;ASA / AL;Goiás / GO;1-1;1;1;D;10.0
nacional;0;2023;2023-03-02;Aguia de Maraba / PA;Botafogo / PB;2-1;2;1;H;10.0
nacional;0;2023;2023-03-01;Tuna Luso / PA;CSA / AL;0-1;0;1;A;10.0
nacional;0;2023;2023-02-22;Marília / SP;Brusque / SC;0-3;0;3;A;10.0
nacional;0;2023;2023-02-28;Tocantinópolis / TO;América / MG;1-1;1;1;D;10.0
nacional;0;2023;2023-02-28;Ec Democrata / MG;Santa Cruz / PE;1-1;1;1;D;10.0
nacional;0;2023;2023-02-21;Marcílio Dias / SC;Chapecoense / SC;1-0;1;0;H;10.0
nacional;0;2023;2023-03-02;Maringá / PR;Sampaio Corrêa / MA;2-1;2;1;H;10.0
nacional;0;2023;2023-03-01;Jacuipense / BA;Bahia / BA;1-4;1;4;A;10.0
nacional;0;2023;2023-03-01;Camboriu / SC;Manaus / AM;1-0;1;0;H;10.0
nacional;0;2023;2023-02-23;Humaitá / AC;Coritiba / PR;0-3;0;3;A;10.0
nacional;0;2023;2023-03-02;Real Ariquemes / RO;Criciúma / SC;0-3;0;3;A;10.0
nacional;0;2023;2023-03-01;Atlético / BA;Atlético Goianiense / GO;0-0;0;0;D;10.0
nacional;0;2023;2023-02-22;Falcon / SE;Volta Redonda / RJ;1-3;1;3;A;10.0
nacional;0;2023;2023-02-28;Real Noroeste / ES;Vila Nova / GO;1-1;1;1;D;10.0
nacional;0;2023;2023-03-01;Sao Bernardo / SP;Náutico / PE;0-1;0;1;A;10.0
nacional;0;2023;2023-03-01;Bahia de Feira / BA;Red Bull Bragantino / SP;1-1;1;1;D;10.0
nacional;0;2023;2023-02-22;Sao Francisco / AC;Ypiranga / RS;1-1;1;1;D;10.0
nacional;0;2023;2023-02-23;Trem / AP;Vasco da Gama / RJ;0-4;0;4;A;10.0
nacional;0;2023;2023-03-01;Tuntum / MA;ABC / RN;0-5;0;5;A;10.0
nacional;0;2023;2023-02-23;Ceilândia / DF;Santos / SP;0-1;0;1;A;10.0
nacional;0;2023;2023-03-02;Iguatu / CE;América / RN;1-0;1;0;H;10.0
nacional;0;2023;2023-03-01;Retrô / PE;Avaí / SC;3-2;3;2;H;10.0
nacional;0;2023;2023-02-22;Caucaia / CE;Tombense / MG;0-0;0;0;D;10.0
nacional;0;2023;2023-02-22;São Raimundo / RR;Cuiabá / MT;4-3;4;3;H;10.0
nacional;0;2023;2023-03-01;Parnahyba / PI;Botafogo / SP;0-0;0;0;D;10.0
nacional;0;2023;2023-03-01;Nova Iguaçu / RJ;Vitória / BA;2-0;2;0;H;10.0
nacional;0;2023;2023-02-22;Nova Mutum / MT;Londrina / PR;4-2;4;2;H;10.0
nacional;0;2023;2023-03-07;Brasil / RS;Ponte Preta / SP;2-0;2;0;H;10.0
nacional;0;2023;2023-03-08;Camboriu / SC;Bahia / BA;0-1;0;1;A;10.0
nacional;0;2023;2023-03-08;Remo / PA;São Luiz / RS;2-1;2;1;H;10.0
nacional;0;2023;2023-03-08;Tombense / MG;Retrô / PE;1-0;1;0;H;10.0
nacional;0;2023;2023-03-09;Náutico / PE;Vila Nova / GO;2-1;2;1;H;10.0
nacional;0;2023;2023-03-09;Botafogo / SP;São Raimundo / RR;3-1;3;1;H;10.0
nacional;0;2023;2023-03-09;Santos / SP;Iguatu / CE;3-0;3;0;H;10.0
nacional;0;2023;2023-03-14;Maringá / PR;Marcílio Dias / SC;2-0;2;0;H;10.0
nacional;0;2023;2023-03-14;Coritiba / PR;Criciúma / SC;1-1;1;1;D;10.0
nacional;0;2023;2023-03-14;América / MG;Santa Cruz / PE;1-0;1;0;H;10.0
nacional;0;2023;2023-03-15;Nova Iguaçu / RJ;Mutum / MT;5-2;5;2;H;10.0
nacional;0;2023;2023-03-15;Ituano / SP;Ceará / CE;1-1;1;1;D;10.0
nacional;0;2023;2023-03-15;Aguia de Maraba / PA;Goiás / GO;0-0;0;0;D;10.0
nacional;0;2023;2023-03-15;Botafogo / RJ;Brasiliense / DF;7-1;7;1;H;10.0
nacional;0;2023;2023-03-15;CRB / AL;Operário / MS;5-0;5;0;H;10.0
nacional;0;2023;2023-03-15;Ypiranga / RS;Red Bull Bragantino / SP;3-1;3;1;H;10.0
nacional;0;2023;2023-03-16;CSA / AL;Brusque / SC;1-0;1;0;H;10.0
nacional;0;2023;2023-03-15;Atlético Goianiense / GO;Volta Redonda / RJ;1-1;1;1;D;10.0
nacional;0;2023;2023-03-16;Grêmio / RS;Ferroviário / CE;3-0;3;0;H;10.0
nacional;0;2023;2023-03-16;Vasco da Gama / RJ;ABC / RN;0-0;0;0;D;10.0
nacional;0;2023;2023-04-11;Botafogo / SP;Santos / SP;0-2;0;2;A;10.0
nacional;0;2023;2023-04-12;Nova Iguaçu / RJ;América / MG;1-2;1;2;A;10.0
nacional;0;2023;2023-04-12;Coritiba / PR;Sport / PE;3-3;3;3;D;10.0
nacional;0;2023;2023-04-13;Náutico / PE;Cruzeiro / MG;1-0;1;0;H;10.0
nacional;0;2023;2023-04-12;Atlético Mineiro / MG;Brasil / RS;2-1;2;1;H;10.0
nacional;0;2023;2023-04-11;Volta Redonda / RJ;Bahia / BA;1-2;1;2;A;10.0
nacional;0;2023;2023-04-12;Ypiranga / RS;Botafogo / RJ;0-2;0;2;A;10.0
nacional;0;2023;2023-04-13;ABC / RN;Grêmio / RS;0-2;0;2;A;10.0
nacional;0;2023;2023-04-13;Maringá / PR;Flamengo / RJ;2-0;2;0;H;10.0
nacional;0;2023;2023-04-11;São Paulo / SP;Ituano / SP;0-0;0;0;D;10.0
nacional;0;2023;2023-04-12;Fluminense / RJ;Paysandu / PA;3-0;3;0;H;10.0
nacional;0;2023;2023-04-12;Remo / PA;Corinthians / SP;2-0;2;0;H;10.0
nacional;0;2023;2023-04-11;Internacional / RS;CSA / AL;2-1;2;1;H;10.0
nacional;0;2023;2023-04-11;Fortaleza / CE;Aguia de Maraba / PA;6-1;6;1;H;10.0
nacional;0;2023;2023-04-12;CRB / AL;Athletico Paranaense / PR;1-0;1;0;H;10.0
nacional;0;2023;2023-04-12;Palmeiras / SP;Tombense / MG;4-2;4;2;H;10.0
nacional;0;2023;2023-04-26;Santos / SP;Botafogo / SP;1-0;1;0;H;10.0
nacional;0;2023;2023-04-26;América / MG;Nova Iguaçu / RJ;5-0;5;0;H;10.0
nacional;0;2023;2023-04-26;Sport / PE;Coritiba / PR;2-0;2;0;H;10.0
nacional;0;2023;2023-04-25;Cruzeiro / MG;Náutico / PE;2-0;2;0;H;10.0
nacional;0;2023;2023-04-26;Brasil / RS;Atlético Mineiro / MG;1-1;1;1;D;10.0
nacional;0;2023;2023-04-27;Bahia / BA;Volta Redonda / RJ;4-0;4;0;H;10.0
nacional;0;2023;2023-04-27;Botafogo / RJ;Ypiranga / RS;2-0;2;0;H;10.0
nacional;0;2023;2023-04-27;Grêmio / RS;ABC / RN;1-1;1;1;D;10.0
nacional;0;2023;2023-04-26;Flamengo / RJ;Maringá / PR;8-2;8;2;H;10.0
nacional;0;2023;2023-04-25;Ituano / SP;São Paulo / SP;0-1;0;1;A;10.0
nacional;0;2023;2023-04-25;Paysandu / PA;Fluminense / RJ;0-3;0;3;A;10.0
nacional;0;2023;2023-04-26;Corinthians / SP;Remo / PA;2-0;2;0;H;10.0
nacional;0;2023;2023-04-27;CSA / AL;Internacional / RS;2-1;2;1;H;10.0
nacional;0;2023;2023-04-26;Aguia de Maraba / PA;Fortaleza / CE;0-2;0;2;A;10.0
nacional;0;2023;2023-04-25;Athletico Paranaense / PR;CRB / AL;2-1;2;1;H;10.0
nacional;0;2023;2023-04-26;Tombense / MG;Palmeiras / SP;1-1;1;1;D;10.0
nacional;0;2023;2023-05-17;América / MG;Internacional / RS;2-0;2;0;H;10.0
nacional;0;2023;2023-05-17;Sport / PE;São Paulo / SP;0-2;0;2;A;10.0
nacional;0;2023;2023-05-17;Athletico Paranaense / PR;Botafogo / RJ;3-2;3;2;H;10.0
nacional;0;2023;2023-05-16;Fluminense / RJ;Flamengo / RJ;0-0;0;0;D;10.0
nacional;0;2023;2023-05-17;Santos / SP;Bahia / BA;0-0;0;0;D;10.0
nacional;0;2023;2023-05-17;Palmeiras / SP;Fortaleza / CE;3-0;3;0;H;10.0
nacional;0;2023;2023-05-17;Atlético Mineiro / MG;Corinthians / SP;2-0;2;0;H;10.0
nacional;0;2023;2023-05-17;Grêmio / RS;Cruzeiro / MG;1-1;1;1;D;10.0
nacional;0;2023;2023-05-31;Internacional / RS;América / MG;3-1;3;1;H;10.0
nacional;0;2023;2023-06-01;São Paulo / SP;Sport / PE;1-3;1;3;A;10.0
nacional;0;2023;2023-05-31;Botafogo / RJ;Athletico Paranaense / PR;1-0;1;0;H;10.0
nacional;0;2023;2023-06-01;Flamengo / RJ;Fluminense / RJ;2-0;2;0;H;10.0
nacional;0;2023;2023-05-31;Bahia / BA;Santos / SP;1-1;1;1;D;10.0
nacional;0;2023;2023-05-31;Fortaleza / CE;Palmeiras / SP;1-0;1;0;H;10.0
nacional;0;2023;2023-05-31;Corinthians / SP;Atlético Mineiro / MG;2-0;2;0;H;10.0
nacional;0;2023;2023-05-31;Cruzeiro / MG;Grêmio / RS;0-1;0;1;A;10.0
nacional;0;2023;2023-07-05;América / MG;Corinthians / SP;1-0;1;0;H;10.0
nacional;0;2023;2023-07-05;São Paulo / SP;Palmeiras / SP;1-0;1;0;H;10.0
nacional;0;2023;2023-07-04;Bahia / BA;Grêmio / RS;1-1;1;1;D;10.0
nacional;0;2023;2023-07-05;Flamengo / RJ;Athletico Paranaense / PR;2-1;2;1;H;10.0
nacional;0;2023;2023-07-15;Corinthians / SP;América / MG;3-2;3;2;H;10.0
nacional;0;2023;2023-07-13;Palmeiras / SP;São Paulo / SP;1-2;1;2;A;10.0
nacional;0;2023;2023-07-12;Grêmio / RS;Bahia / BA;1-1;1;1;D;10.0
nacional;0;2023;2023-07-12;Athletico Paranaense / PR;Flamengo / RJ;0-2;0;2;A;10.0
nacional;0;2023;2023-07-25;Corinthians / SP;São Paulo / SP;2-1;2;1;H;10.0
nacional;0;2023;2023-07-26;Grêmio / RS;Flamengo / RJ;0-2;0;2;A;10.0
nacional;0;2023;2023-08-16;São Paulo / SP;Corinthians / SP;2-0;2;0;H;10.0
nacional;0;2023;2023-08-16;Flamengo / RJ;Grêmio / RS;1-0;1;0;H;10.0
nacional;0;2023;2023-09-17;Flamengo / RJ;São Paulo / SP;0-1;0;1;A;10.0
nacional;0;2023;2023-09-24;São Paulo / SP;Flamengo / RJ;1-1;1;1;D;10.0
nacional;0;2024;2024-02-21;Sousa / PB;Cruzeiro / MG;2-0;2;0;H;10.0
nacional;0;2024;2024-02-28;Petrolina / PE;Cascavel / PR;3-2;3;2;H;10.0
nacional;0;2024;2024-02-21;Anápolis / GO;Tombense / MG;1-0;1;0;H;10.0
