estado;divisao;ano;data;mandante;visitante;placar;gols_mandante;gols_visitante;resultado;peso_importancia
maranhao;2;2025;2025-10-08;Cordino;São Luís FC;1-0;1;0;H;1.5
maranhao;2;2025;2025-10-11;Luminense;Timon;0-0(4-3 Pen.);0;0;D;1.5
maranhao;2;2025;2025-10-11;Lago Verde;Tupan;3-1;3;1;H;1.5
maranhao;2;2025;2025-10-11;ITZ Sport;Americano-MA;4-1;4;1;H;1.5
maranhao;2;2025;2025-10-12;São Luís FC;Cordino;2-1(5-3 Pen.);2;1;H;1.5
maranhao;2;2025;2025-10-15;São Luís FC;Luminense;1-0;1;0;H;1.5
maranhao;2;2025;2025-10-15;ITZ Sport;Lago Verde;2-1;2;1;H;1.5
maranhao;2;2025;2025-10-19;Lago Verde;ITZ Sport;1-1;1;1;D;1.5
maranhao;2;2025;2025-10-19;Luminense;São Luís FC;1-0(4-2 Pen.);1;0;H;1.5
maranhao;2;2025;2025-10-25;ITZ Sport;Luminense;0-0(2-3 Pen.);0;0;D;1.5
maranhao;2;2024;2024-09-14;São Luís FC;Americano-MA;3-2;3;2;H;1.5
maranhao;2;2024;2024-09-18;Americano-MA;Expressinho;1-0;1;0;H;1.5
maranhao;2;2024;2024-09-21;Viana;Bacabal;1-1;1;1;D;1.5
maranhao;2;2024;2024-09-27;Expressinho;São Luís FC;0-8;0;8;A;1.5
maranhao;2;2024;2024-09-28;Bacabal;Viana;0-2;0;2;A;1.5
maranhao;2;2024;2024-10-12;Luminense;ITZ Sport;1-1;1;1;D;1.5
maranhao;2;2024;2024-10-12;Viana;Timon;2-0;2;0;H;1.5
maranhao;2;2024;2024-10-17;São Luís FC;São José-MA;3-1;3;1;H;1.5
maranhao;2;2024;2024-10-17;Luminense;Timon;0-2;0;2;A;1.5
maranhao;2;2024;2024-10-18;ITZ Sport;Viana;0-5;0;5;A;1.5
maranhao;2;2024;2024-10-20;IAPE;São Luís FC;6-1;6;1;H;1.5
maranhao;2;2024;2024-10-27;Viana;Luminense;1-0;1;0;H;1.5
maranhao;2;2024;2024-10-29;São José-MA;São Luís FC;1-1;1;1;D;1.5
maranhao;2;2024;2024-10-30;ITZ Sport;Luminense;2-1;2;1;H;1.5
maranhao;2;2024;2024-10-30;Timon;Viana;0-0;0;0;D;1.5
maranhao;2;2024;2024-11-03;Timon;Luminense;0-0;0;0;D;1.5
maranhao;2;2024;2024-11-04;Viana;ITZ Sport;0-0;0;0;D;1.5
maranhao;2;2024;2024-11-05;São Luís FC;IAPE;1-1;1;1;D;1.5
maranhao;2;2024;2024-11-07;Timon;ITZ Sport;0-0;0;0;D;1.5
maranhao;2;2024;2024-11-09;Luminense;Viana;0-2;0;2;A;1.5
maranhao;2;2024;2024-11-11;ITZ Sport;Timon;1-0;1;0;H;1.5
maranhao;2;2024;2024-11-15;São Luís FC;Viana;1-3;1;3;A;1.5
maranhao;2;2024;2024-11-17;ITZ Sport;IAPE;0-3;0;3;A;1.5
maranhao;2;2024;2024-11-20;Viana;São Luís FC;1-0;1;0;H;1.5
maranhao;2;2024;2024-11-21;IAPE;ITZ Sport;3-1;3;1;H;1.5
maranhao;2;2024;2024-11-24;IAPE;Viana;0-0(4-5 Pen.);0;0;D;1.5
maranhao;2;2023;2023-08-29;Luminense;São Luís FC;1-1;1;1;D;1.5
maranhao;2;2023;2023-09-01;São Luís FC;Expressinho;5-0;5;0;H;1.5
maranhao;2;2023;2023-09-04;Expressinho;Luminense;0-4;0;4;A;1.5
maranhao;2;2023;2023-09-07;Luminense;Expressinho;0-1;0;1;A;1.5
maranhao;2;2023;2023-09-09;ITZ Sport;Imperatriz;0-5;0;5;A;1.5
maranhao;2;2023;2023-09-10;Expressinho;São Luís FC;0-4;0;4;A;1.5
maranhao;2;2023;2023-09-11;Bacabal;Tuntum;0-0;0;0;D;1.5
maranhao;2;2023;2023-09-13;São Luís FC;Luminense;0-1;0;1;A;1.5
maranhao;2;2023;2023-09-14;Tuntum;ITZ Sport;4-0;4;0;H;1.5
maranhao;2;2023;2023-09-15;Imperatriz;Bacabal;2-0;2;0;H;1.5
maranhao;2;2023;2023-09-16;Tupan;Luminense;2-0;2;0;H;1.5
maranhao;2;2023;2023-09-17;Timon;São Luís FC;2-1;2;1;H;1.5
maranhao;2;2023;2023-09-18;Tuntum;Imperatriz;3-1;3;1;H;1.5
maranhao;2;2023;2023-09-20;Luminense;Timon;3-8;3;8;A;1.5
maranhao;2;2023;2023-09-20;São Luís FC;Tupan;0-1;0;1;A;1.5
maranhao;2;2023;2023-09-20;ITZ Sport;Bacabal;1-1;1;1;D;1.5
maranhao;2;2023;2023-09-23;Timon;Tupan;2-1;2;1;H;1.5
maranhao;2;2023;2023-09-23;Luminense;São Luís FC;3-1;3;1;H;1.5
maranhao;2;2023;2023-09-23;Imperatriz;Tuntum;2-2;2;2;D;1.5
maranhao;2;2023;2023-09-25;Bacabal;ITZ Sport;1-2;1;2;A;1.5
maranhao;2;2023;2023-09-26;São Luís FC;Luminense;3-1;3;1;H;1.5
maranhao;2;2023;2023-09-26;Tupan;Timon;3-0;3;0;H;1.5
maranhao;2;2023;2023-09-29;Tupan;São Luís FC;2-1;2;1;H;1.5
maranhao;2;2023;2023-09-29;Timon;Luminense;1-2;1;2;A;1.5
maranhao;2;2023;2023-09-29;Bacabal;Imperatriz;0-0;0;0;D;1.5
maranhao;2;2023;2023-09-29;ITZ Sport;Tuntum;2-2;2;2;D;1.5
maranhao;2;2023;2023-10-02;Imperatriz;ITZ Sport;2-1;2;1;H;1.5
maranhao;2;2023;2023-10-02;Tuntum;Bacabal;2-1;2;1;H;1.5
maranhao;2;2023;2023-10-02;São Luís FC;Timon;1-1;1;1;D;1.5
maranhao;2;2023;2023-10-02;Luminense;Tupan;0-0;0;0;D;1.5
maranhao;2;2023;2023-10-06;Imperatriz;Tupan;3-0;3;0;H;1.5
maranhao;2;2023;2023-10-09;Timon;Tuntum;2-2;2;2;D;1.5
maranhao;2;2023;2023-10-09;Tupan;Imperatriz;2-4;2;4;A;1.5
maranhao;2;2023;2023-10-12;Tuntum;Timon;3-0;3;0;H;1.5
maranhao;2;2023;2023-10-15;Tuntum;Imperatriz;3-1;3;1;H;1.5
maranhao;2;2022;2022-07-09;ITZ Sport;Luminense;1-2;1;2;A;1.5
maranhao;2;2022;2022-07-11;Chapadinha;Expressinho;5-0;5;0;H;1.5
maranhao;2;2022;2022-07-13;Luminense;ITZ Sport;0-2;0;2;A;1.5
maranhao;2;2022;2022-07-15;Expressinho;Chapadinha;1-12;1;12;A;1.5
maranhao;2;2022;2022-07-21;ITZ Sport;Chapadinha;0-4;0;4;A;1.5
maranhao;2;2022;2022-07-24;Sabiá;ITZ Sport;3-0;3;0;H;1.5
maranhao;2;2022;2022-07-27;Chapadinha;Sabiá;4-2;4;2;H;1.5
maranhao;2;2022;2022-08-11;Imperatriz;Chapadinha;1-0;1;0;H;1.5
maranhao;2;2022;2022-08-11;Sabiá;Timon;2-2;2;2;D;1.5
maranhao;2;2022;2022-08-11;Bacabal;Tupan;2-2;2;2;D;1.5
maranhao;2;2022;2022-08-13;Maranhão;Chapadinha;1-1;1;1;D;1.5
maranhao;2;2022;2022-08-14;Sabiá;Imperatriz;1-0;1;0;H;1.5
maranhao;2;2022;2022-08-16;Timon;Bacabal;1-0;1;0;H;1.5
maranhao;2;2022;2022-08-19;Bacabal;Sabiá;0-4;0;4;A;1.5
maranhao;2;2022;2022-08-19;Tupan;Maranhão;2-1;2;1;H;1.5
maranhao;2;2022;2022-08-23;Sabiá;Maranhão;1-2;1;2;A;1.5
maranhao;2;2022;2022-08-23;Timon;Imperatriz;0-1;0;1;A;1.5
maranhao;2;2022;2022-08-25;Tupan;Chapadinha;1-2;1;2;A;1.5
maranhao;2;2022;2022-08-26;Bacabal;Maranhão;0-5;0;5;A;1.5
maranhao;2;2022;2022-08-28;Chapadinha;Sabiá;4-1;4;1;H;1.5
maranhao;2;2022;2022-08-30;Maranhão;Timon;2-1;2;1;H;1.5
maranhao;2;2022;2022-09-04;Imperatriz;Tupan;4-0;4;0;H;1.5
maranhao;2;2022;2022-09-05;Chapadinha;Bacabal;7-0;7;0;H;1.5
maranhao;2;2022;2022-09-08;Maranhão;Imperatriz;1-0;1;0;H;1.5
maranhao;2;2022;2022-09-10;Timon;Tupan;3-0;3;0;H;1.5
maranhao;2;2022;2022-09-14;Chapadinha;Timon;1-1;1;1;D;1.5
maranhao;2;2022;2022-09-14;Tupan;Sabiá;2-3;2;3;A;1.5
maranhao;2;2022;2022-09-18;Sabiá;Maranhão;2-4;2;4;A;1.5
maranhao;2;2022;2022-09-18;Chapadinha;Imperatriz;3-0;3;0;H;1.5
maranhao;2;2022;2022-09-22;Maranhão;Sabiá;2-1;2;1;H;1.5
maranhao;2;2022;2022-09-22;Imperatriz;Chapadinha;1-1;1;1;D;1.5
maranhao;2;2022;2022-09-26;Maranhão;Chapadinha;1-0;1;0;H;1.5
maranhao;2;2021;2021-08-23;Americano-MA;Timon;3-3;3;3;D;1.5
maranhao;2;2021;2021-08-25;Tupan;Araioses;1-0;1;0;H;1.5
maranhao;2;2021;2021-08-27;Timon;Americano-MA;1-0;1;0;H;1.5
maranhao;2;2021;2021-09-02;Araioses;Tupan;0-1;0;1;A;1.5
maranhao;2;2021;2021-09-09;Expressinho;Tupan;0-2;0;2;A;1.5
maranhao;2;2021;2021-09-16;Tupan;Expressinho;3-0;3;0;H;1.5
maranhao;2;2021;2021-09-18;Maranhão;Tuntum;2-1;2;1;H;1.5
maranhao;2;2021;2021-09-20;Timon;Cordino;2-1;2;1;H;1.5
maranhao;2;2021;2021-09-23;Tupan;Viana;1-0;1;0;H;1.5
maranhao;2;2021;2021-09-24;Cordino;Maranhão;1-0;1;0;H;1.5
maranhao;2;2021;2021-09-26;Viana;Tuntum;0-3;0;3;A;1.5
maranhao;2;2021;2021-09-27;Tupan;Timon;2-2;2;2;D;1.5
maranhao;2;2021;2021-09-29;Viana;Maranhão;1-2;1;2;A;1.5
maranhao;2;2021;2021-09-30;Cordino;Tupan;5-1;5;1;H;1.5
maranhao;2;2021;2021-09-30;Tuntum;Timon;1-1;1;1;D;1.5
maranhao;2;2021;2021-10-03;Cordino;Viana;1-1;1;1;D;1.5
maranhao;2;2021;2021-10-03;Tuntum;Tupan;1-1;1;1;D;1.5
maranhao;2;2021;2021-10-04;Timon;Maranhão;0-2;0;2;A;1.5
maranhao;2;2021;2021-10-07;Maranhão;Tupan;4-0;4;0;H;1.5
maranhao;2;2021;2021-10-07;Tuntum;Cordino;1-0;1;0;H;1.5
maranhao;2;2021;2021-10-07;Viana;Timon;0-2;0;2;A;1.5
maranhao;2;2021;2021-10-16;Cordino;Maranhão;1-0;1;0;H;1.5
maranhao;2;2021;2021-10-16;Timon;Tuntum;0-0;0;0;D;1.5
maranhao;2;2021;2021-10-23;Maranhão;Cordino;1-1;1;1;D;1.5
maranhao;2;2021;2021-10-24;Tuntum;Timon;1-1(4-3 Pen.);1;1;D;1.5
maranhao;2;2021;2021-10-31;Cordino;Tuntum;1-1(4-1 Pen.);1;1;D;1.5
maranhao;2;2020;2020-10-30;Tupan;IAPE;0-1;0;1;A;1.5
maranhao;2;2020;2020-11-05;IAPE;Tupan;2-2;2;2;D;1.5
maranhao;2;2020;2020-11-17;Timon;Viana;0-1;0;1;A;1.5
maranhao;2;2020;2020-11-17;Bacabal;IAPE;0-2;0;2;A;1.5
maranhao;2;2020;2020-11-17;ITZ Sport;Chapadinha;0-0;0;0;D;1.5
maranhao;2;2020;2020-11-20;Viana;Bacabal;2-3;2;3;A;1.5
maranhao;2;2020;2020-11-20;Atlético Bacabal;ITZ Sport;2-1;2;1;H;1.5
maranhao;2;2020;2020-11-21;Chapadinha;Timon;0-2;0;2;A;1.5
maranhao;2;2020;2020-11-23;Bacabal;ITZ Sport;2-0;2;0;H;1.5
maranhao;2;2020;2020-11-24;Atlético Bacabal;Chapadinha;1-0;1;0;H;1.5
maranhao;2;2020;2020-11-24;Timon;IAPE;1-0;1;0;H;1.5
maranhao;2;2020;2020-11-27;IAPE;Atlético Bacabal;2-2;2;2;D;1.5
maranhao;2;2020;2020-11-27;Bacabal;Timon;1-0;1;0;H;1.5
maranhao;2;2020;2020-11-27;ITZ Sport;Viana;1-2;1;2;A;1.5
maranhao;2;2020;2020-11-30;IAPE;Chapadinha;2-0;2;0;H;1.5
maranhao;2;2020;2020-11-30;Atlético Bacabal;Viana;0-2;0;2;A;1.5
maranhao;2;2020;2020-11-30;ITZ Sport;Timon;2-3;2;3;A;1.5
maranhao;2;2020;2020-12-03;Chapadinha;Viana;1-0;1;0;H;1.5
maranhao;2;2020;2020-12-03;Bacabal;Atlético Bacabal;0-2;0;2;A;1.5
maranhao;2;2020;2020-12-03;ITZ Sport;IAPE;0-6;0;6;A;1.5
maranhao;2;2020;2020-12-07;Chapadinha;Bacabal;1-2;1;2;A;1.5
maranhao;2;2020;2020-12-11;Timon;Atlético Bacabal;3-1;3;1;H;1.5
maranhao;2;2020;2020-12-11;Viana;IAPE;1-8;1;8;A;1.5
maranhao;2;2020;2020-12-15;Bacabal;Timon;1-1;1;1;D;1.5
maranhao;2;2020;2020-12-16;Atlético Bacabal;IAPE;0-2;0;2;A;1.5
maranhao;2;2020;2020-12-18;Timon;Bacabal;3-0;3;0;H;1.5
maranhao;2;2020;2020-12-19;IAPE;Atlético Bacabal;4-0;4;0;H;1.5
maranhao;2;2020;2020-12-23;IAPE;Timon;0-0(2-4 Pen.);0;0;D;1.5
maranhao;1;2025;2025-01-11;Imperatriz;Sampaio Corrêa;0-0;0;0;D;2.0
maranhao;1;2025;2025-01-12;Pinheiro-MA;Viana;3-0;3;0;H;2.0
maranhao;1;2025;2025-01-12;Moto Club;Maranhão;1-1;1;1;D;2.0
maranhao;1;2025;2025-01-15;Tuntum;Imperatriz;1-2;1;2;A;2.0
maranhao;1;2025;2025-01-15;IAPE;Sampaio Corrêa;0-3;0;3;A;2.0
maranhao;1;2025;2025-01-15;Pinheiro-MA;Maranhão;2-0;2;0;H;2.0
maranhao;1;2025;2025-01-18;Imperatriz;Pinheiro-MA;2-1;2;1;H;2.0
maranhao;1;2025;2025-01-19;Viana;Sampaio Corrêa;0-3;0;3;A;2.0
maranhao;1;2025;2025-01-25;IAPE;Imperatriz;1-1;1;1;D;2.0
maranhao;1;2025;2025-01-26;Tuntum;Sampaio Corrêa;1-2;1;2;A;2.0
maranhao;1;2025;2025-01-26;Viana;Maranhão;0-1;0;1;A;2.0
maranhao;1;2025;2025-01-29;Tuntum;Moto Club;1-1;1;1;D;2.0
maranhao;1;2025;2025-01-29;Pinheiro-MA;Moto Club;1-0;1;0;H;2.0
maranhao;1;2025;2025-01-29;Sampaio Corrêa;Pinheiro-MA;3-1;3;1;H;2.0
maranhao;1;2025;2025-01-30;Imperatriz;Viana;5-0;5;0;H;2.0
maranhao;1;2025;2025-02-01;Tuntum;Pinheiro-MA;2-1;2;1;H;2.0
maranhao;1;2025;2025-02-01;Sampaio Corrêa;Moto Club;1-1;1;1;D;2.0
maranhao;1;2025;2025-02-02;Viana;IAPE;1-2;1;2;A;2.0
maranhao;1;2025;2025-02-02;Maranhão;Imperatriz;3-2;3;2;H;2.0
maranhao;1;2025;2025-02-08;Moto Club;Imperatriz;0-1;0;1;A;2.0
maranhao;1;2025;2025-02-09;Viana;Tuntum;1-3;1;3;A;2.0
maranhao;1;2025;2025-02-09;Pinheiro-MA;IAPE;0-2;0;2;A;2.0
maranhao;1;2025;2025-02-15;Moto Club;Viana;4-1;4;1;H;2.0
maranhao;1;2025;2025-02-18;Tuntum;IAPE;1-1;1;1;D;2.0
maranhao;1;2025;2025-02-19;Maranhão;Viana;3-0;3;0;H;2.0
maranhao;1;2025;2025-02-23;Imperatriz;Tuntum;0-0;0;0;D;2.0
maranhao;1;2025;2025-02-25;Moto Club;IAPE;1-0;1;0;H;2.0
maranhao;1;2025;2025-02-26;Viana;Pinheiro-MA;1-2;1;2;A;2.0
maranhao;1;2025;2025-03-01;IAPE;Maranhão;1-0;1;0;H;2.0
maranhao;1;2025;2025-03-06;Pinheiro-MA;Imperatriz;1-1;1;1;D;2.0
maranhao;1;2025;2025-03-08;Sampaio Corrêa;Imperatriz;1-2;1;2;A;2.0
maranhao;1;2025;2025-03-15;Maranhão;Sampaio Corrêa;1-0;1;0;H;2.0
maranhao;1;2025;2025-03-16;Moto Club;Pinheiro-MA;1-0;1;0;H;2.0
maranhao;1;2025;2025-03-19;IAPE;Tuntum;2-1;2;1;H;2.0
maranhao;1;2025;2025-03-21;Maranhão;Tuntum;1-0;1;0;H;2.0
maranhao;1;2025;2025-03-22;Imperatriz;IAPE;1-0;1;0;H;2.0
maranhao;1;2025;2025-03-23;Sampaio Corrêa;Viana;1-0;1;0;H;2.0
maranhao;1;2025;2025-03-29;Maranhão;Moto Club;1-1;1;1;D;2.0
maranhao;1;2025;2025-03-30;Viana;Imperatriz;1-0;1;0;H;2.0
maranhao;1;2025;2025-03-30;Sampaio Corrêa;IAPE;3-1;3;1;H;2.0
maranhao;1;2025;2025-04-02;Viana;Moto Club;0-2;0;2;A;2.0
maranhao;1;2025;2025-04-02;Tuntum;Maranhão;1-0;1;0;H;2.0
maranhao;1;2025;2025-04-02;Pinheiro-MA;Sampaio Corrêa;0-0;0;0;D;2.0
maranhao;1;2025;2025-04-05;Moto Club;Sampaio Corrêa;0-0;0;0;D;2.0
maranhao;1;2025;2025-04-05;Imperatriz;Maranhão;0-0;0;0;D;2.0
maranhao;1;2025;2025-04-06;IAPE;Viana;3-0;3;0;H;2.0
maranhao;1;2025;2025-04-06;Pinheiro-MA;Tuntum;0-0;0;0;D;2.0
maranhao;1;2025;2025-04-09;Maranhão;Pinheiro-MA;1-1;1;1;D;2.0
maranhao;1;2025;2025-04-09;IAPE;Moto Club;2-0;2;0;H;2.0
maranhao;1;2025;2025-04-12;Moto Club;Tuntum;2-0;2;0;H;2.0
maranhao;1;2025;2025-04-13;Maranhão;IAPE;1-1;1;1;D;2.0
maranhao;1;2025;2025-04-15;Sampaio Corrêa;Tuntum;1-1;1;1;D;2.0
maranhao;1;2025;2025-04-23;Sampaio Corrêa;Maranhão;0-3;0;3;A;2.0
maranhao;1;2025;2025-04-23;Tuntum;Viana;4-0;4;0;H;2.0
maranhao;1;2025;2025-04-23;Imperatriz;Moto Club;0-1;0;1;A;2.0
maranhao;1;2025;2025-04-23;IAPE;Pinheiro-MA;2-0;2;0;H;2.0
maranhao;1;2025;2025-04-30;Maranhão;IAPE;4-0;4;0;H;2.0
maranhao;1;2025;2025-04-30;Imperatriz;Sampaio Corrêa;1-2;1;2;A;2.0
maranhao;1;2025;2025-05-07;IAPE;Maranhão;1-0;1;0;H;2.0
maranhao;1;2025;2025-05-07;Sampaio Corrêa;Imperatriz;0-2;0;2;A;2.0
maranhao;1;2025;2025-05-14;Imperatriz;Maranhão;0-0;0;0;D;2.0
maranhao;1;2025;2025-05-17;Maranhão;Imperatriz;2-0;2;0;H;2.0
maranhao;1;2024;2024-01-13;Chapadinha;Maranhão;0-2;0;2;A;2.0
maranhao;1;2024;2024-01-13;Moto Club;Pinheiro-MA;0-0;0;0;D;2.0
maranhao;1;2024;2024-01-13;Sampaio Corrêa;Cordino;2-1;2;1;H;2.0
maranhao;1;2024;2024-01-14;Tuntum;Imperatriz;1-1;1;1;D;2.0
maranhao;1;2024;2024-01-17;Cordino;Chapadinha;0-0;0;0;D;2.0
maranhao;1;2024;2024-01-17;Pinheiro-MA;Sampaio Corrêa;1-2;1;2;A;2.0
maranhao;1;2024;2024-01-17;Maranhão;Tuntum;4-0;4;0;H;2.0
maranhao;1;2024;2024-01-17;Imperatriz;Moto Club;3-1;3;1;H;2.0
maranhao;1;2024;2024-01-20;Moto Club;Chapadinha;4-2;4;2;H;2.0
maranhao;1;2024;2024-01-20;Pinheiro-MA;Maranhão;2-2;2;2;D;2.0
maranhao;1;2024;2024-01-20;Imperatriz;Cordino;1-0;1;0;H;2.0
maranhao;1;2024;2024-01-21;Tuntum;Sampaio Corrêa;0-1;0;1;A;2.0
maranhao;1;2024;2024-01-24;Cordino;Maranhão;1-2;1;2;A;2.0
maranhao;1;2024;2024-01-24;Tuntum;Moto Club;3-2;3;2;H;2.0
maranhao;1;2024;2024-01-24;Pinheiro-MA;Imperatriz;2-2;2;2;D;2.0
maranhao;1;2024;2024-01-24;Sampaio Corrêa;Chapadinha;2-0;2;0;H;2.0
maranhao;1;2024;2024-01-27;Chapadinha;Imperatriz;0-1;0;1;A;2.0
maranhao;1;2024;2024-01-27;Cordino;Moto Club;0-0;0;0;D;2.0
maranhao;1;2024;2024-01-28;Maranhão;Sampaio Corrêa;3-0;3;0;H;2.0
maranhao;1;2024;2024-01-28;Tuntum;Pinheiro-MA;0-0;0;0;D;2.0
maranhao;1;2024;2024-01-31;Imperatriz;Maranhão;0-1;0;1;A;2.0
maranhao;1;2024;2024-02-03;Sampaio Corrêa;Moto Club;2-0;2;0;H;2.0
maranhao;1;2024;2024-02-03;Pinheiro-MA;Cordino;2-0;2;0;H;2.0
maranhao;1;2024;2024-02-03;Chapadinha;Tuntum;1-0;1;0;H;2.0
maranhao;1;2024;2024-02-07;Cordino;Tuntum;3-3;3;3;D;2.0
maranhao;1;2024;2024-02-07;Imperatriz;Sampaio Corrêa;1-0;1;0;H;2.0
maranhao;1;2024;2024-02-07;Moto Club;Maranhão;1-5;1;5;A;2.0
maranhao;1;2024;2024-02-09;Chapadinha;Pinheiro-MA;1-1;1;1;D;2.0
maranhao;1;2024;2024-02-17;Maranhão;Chapadinha;1-0;1;0;H;2.0
maranhao;1;2024;2024-02-17;Cordino;Sampaio Corrêa;2-5;2;5;A;2.0
maranhao;1;2024;2024-02-17;Imperatriz;Tuntum;0-1;0;1;A;2.0
maranhao;1;2024;2024-02-22;Sampaio Corrêa;Pinheiro-MA;2-2;2;2;D;2.0
maranhao;1;2024;2024-02-24;Chapadinha;Cordino;2-1;2;1;H;2.0
maranhao;1;2024;2024-02-24;Tuntum;Maranhão;2-0;2;0;H;2.0
maranhao;1;2024;2024-02-25;Pinheiro-MA;Moto Club;2-3;2;3;A;2.0
maranhao;1;2024;2024-02-29;Moto Club;Imperatriz;0-1;0;1;A;2.0
maranhao;1;2024;2024-03-02;Maranhão;Pinheiro-MA;2-0;2;0;H;2.0
maranhao;1;2024;2024-03-03;Chapadinha;Moto Club;0-1;0;1;A;2.0
maranhao;1;2024;2024-03-03;Cordino;Imperatriz;3-2;3;2;H;2.0
maranhao;1;2024;2024-03-04;Sampaio Corrêa;Tuntum;2-0;2;0;H;2.0
maranhao;1;2024;2024-03-09;Imperatriz;Pinheiro-MA;2-1;2;1;H;2.0
maranhao;1;2024;2024-03-10;Moto Club;Tuntum;1-1;1;1;D;2.0
maranhao;1;2024;2024-03-10;Maranhão;Cordino;2-0;2;0;H;2.0
maranhao;1;2024;2024-03-16;Pinheiro-MA;Tuntum;4-0;4;0;H;2.0
maranhao;1;2024;2024-03-16;Sampaio Corrêa;Maranhão;2-2;2;2;D;2.0
maranhao;1;2024;2024-03-16;Imperatriz;Chapadinha;1-0;1;0;H;2.0
maranhao;1;2024;2024-03-19;Moto Club;Cordino;2-1;2;1;H;2.0
maranhao;1;2024;2024-03-23;Moto Club;Sampaio Corrêa;0-0;0;0;D;2.0
maranhao;1;2024;2024-03-24;Cordino;Pinheiro-MA;2-2;2;2;D;2.0
maranhao;1;2024;2024-03-24;Tuntum;Chapadinha;5-4;5;4;H;2.0
maranhao;1;2024;2024-03-30;Maranhão;Imperatriz;1-1;1;1;D;2.0
maranhao;1;2024;2024-04-02;Sampaio Corrêa;Imperatriz;1-1;1;1;D;2.0
maranhao;1;2024;2024-04-02;Tuntum;Cordino;3-0;3;0;H;2.0
maranhao;1;2024;2024-04-02;Maranhão;Moto Club;0-0;0;0;D;2.0
maranhao;1;2024;2024-04-02;Pinheiro-MA;Chapadinha;1-1;1;1;D;2.0
maranhao;1;2024;2024-04-06;Imperatriz;Sampaio Corrêa;0-2;0;2;A;2.0
maranhao;1;2024;2024-04-09;Sampaio Corrêa;Imperatriz;3-0;3;0;H;2.0
maranhao;1;2024;2024-04-23;Moto Club;Maranhão;0-1;0;1;A;2.0
maranhao;1;2024;2024-05-08;Maranhão;Moto Club;1-1;1;1;D;2.0
maranhao;1;2024;2024-05-29;Sampaio Corrêa;Maranhão;1-0;1;0;H;2.0
maranhao;1;2024;2024-06-15;Maranhão;Sampaio Corrêa;0-1;0;1;A;2.0
maranhao;1;2023;2023-01-11;IAPE;Sampaio Corrêa;0-1;0;1;A;2.0
maranhao;1;2023;2023-01-11;Chapadinha;Pinheiro-MA;3-2;3;2;H;2.0
maranhao;1;2023;2023-01-12;São José-MA;Maranhão;0-7;0;7;A;2.0
maranhao;1;2023;2023-01-12;Cordino;Moto Club;0-0;0;0;D;2.0
maranhao;1;2023;2023-01-14;Sampaio Corrêa;Chapadinha;2-0;2;0;H;2.0
maranhao;1;2023;2023-01-14;IAPE;Pinheiro-MA;0-1;0;1;A;2.0
maranhao;1;2023;2023-01-15;Moto Club;São José-MA;1-0;1;0;H;2.0
maranhao;1;2023;2023-01-15;Cordino;Maranhão;0-1;0;1;A;2.0
maranhao;1;2023;2023-01-18;São José-MA;Cordino;3-5;3;5;A;2.0
maranhao;1;2023;2023-01-18;Pinheiro-MA;Sampaio Corrêa;0-2;0;2;A;2.0
maranhao;1;2023;2023-01-18;Chapadinha;IAPE;1-2;1;2;A;2.0
maranhao;1;2023;2023-01-18;Maranhão;Moto Club;1-1;1;1;D;2.0
maranhao;1;2023;2023-01-22;Maranhão;IAPE;3-1;3;1;H;2.0
maranhao;1;2023;2023-01-26;Sampaio Corrêa;Moto Club;2-0;2;0;H;2.0
maranhao;1;2023;2023-01-29;Sampaio Corrêa;Maranhão;0-0(2-4 Pen.);0;0;D;2.0
maranhao;1;2023;2023-02-01;Pinheiro-MA;Moto Club;2-0;2;0;H;2.0
maranhao;1;2023;2023-02-01;Sampaio Corrêa;São José-MA;5-0;5;0;H;2.0
maranhao;1;2023;2023-02-02;Maranhão;Chapadinha;3-1;3;1;H;2.0
maranhao;1;2023;2023-02-04;Pinheiro-MA;Cordino;0-2;0;2;A;2.0
maranhao;1;2023;2023-02-05;São José-MA;IAPE;0-4;0;4;A;2.0
maranhao;1;2023;2023-02-05;Moto Club;Chapadinha;2-0;2;0;H;2.0
maranhao;1;2023;2023-02-08;Cordino;Sampaio Corrêa;1-4;1;4;A;2.0
maranhao;1;2023;2023-02-09;Maranhão;IAPE;3-0;3;0;H;2.0
maranhao;1;2023;2023-02-12;Moto Club;Sampaio Corrêa;0-3;0;3;A;2.0
maranhao;1;2023;2023-02-14;Maranhão;Pinheiro-MA;0-0;0;0;D;2.0
maranhao;1;2023;2023-02-15;Chapadinha;São José-MA;6-2;6;2;H;2.0
maranhao;1;2023;2023-02-16;IAPE;Cordino;1-1;1;1;D;2.0
maranhao;1;2023;2023-02-25;Sampaio Corrêa;Maranhão;2-2;2;2;D;2.0
maranhao;1;2023;2023-02-25;IAPE;Moto Club;0-3;0;3;A;2.0
maranhao;1;2023;2023-02-25;Cordino;Chapadinha;1-1;1;1;D;2.0
maranhao;1;2023;2023-02-25;Pinheiro-MA;São José-MA;10-2;10;2;H;2.0
maranhao;1;2023;2023-03-05;Maranhão;Pinheiro-MA;3-0;3;0;H;2.0
maranhao;1;2023;2023-03-12;Sampaio Corrêa;Moto Club;0-2;0;2;A;2.0
maranhao;1;2023;2023-03-19;Maranhão;Moto Club;0-1;0;1;A;2.0
maranhao;1;2023;2023-03-22;Moto Club;Maranhão;1-1;1;1;D;2.0
