estado;divisao;ano;data;mandante;mandante_estado;visitante;visitante_estado;placar;resultado;peso_importancia;gols_mandante;gols_visitante;estado_slug
nacional;3;2021;2021-11-07;GREMIO NOVORIZONTINO;sao_paulo;MANAUS;amazonas;2-0;H;5.0;2;0;sao_paulo
nacional;3;2021;2021-11-07;TOMBENSE;minas_gerais;YPIRANGA;rio_grande_do_sul;1-1;D;5.0;1;1;minas_gerais
nacional;3;2021;2021-11-13;TOMBENSE;minas_gerais;ITUANO;sao_paulo;1-1;D;5.0;1;1;minas_gerais
nacional;3;2021;2021-11-20;ITUANO;sao_paulo;TOMBENSE;minas_gerais;3-0;H;5.0;3;0;sao_paulo
nacional;3;2022;2022-04-09;YPIRANGA;rio_grande_do_sul;APARECIDENSE;goias;0-2;A;5.0;0;2;rio_grande_do_sul
nacional;3;2022;2022-04-09;BOTAFOGO;paraiba;SÃO JOSÉ;rio_grande_do_sul;2-1;H;5.0;2;1;paraiba
nacional;3;2022;2022-04-09;ATLÉTICO;ceara;CAMPINENSE;paraiba;0-1;A;5.0;0;1;ceara
nacional;3;2022;2022-04-20;ABC;rio_grande_do_norte;PAYSANDU;para;1-1;D;5.0;1;1;rio_grande_do_norte
nacional;3;2022;2022-04-11;BRASIL;rio_grande_do_sul;MANAUS;amazonas;1-1;D;5.0;1;1;rio_grande_do_sul
nacional;3;2022;2022-04-10;ALTOS;piaui;BOTAFOGO;sao_paulo;1-3;A;5.0;1;3;piaui
nacional;3;2022;2022-04-10;MIRASSOL;sao_paulo;FERROVIÁRIO;ceara;2-1;H;5.0;2;1;sao_paulo
nacional;3;2022;2022-04-09;VOLTA REDONDA;rio_de_janeiro;FIGUEIRENSE;santa_catarina;1-1;D;5.0;1;1;rio_de_janeiro
nacional;3;2022;2022-04-09;REMO;para;VITÓRIA;bahia;2-1;H;5.0;2;1;para
nacional;3;2022;2022-04-10;FLORESTA;ceara;CONFIANÇA;sergipe;1-0;H;5.0;1;0;ceara
nacional;3;2022;2022-04-16;SÃO JOSÉ;rio_grande_do_sul;VOLTA REDONDA;rio_de_janeiro;3-1;H;5.0;3;1;rio_grande_do_sul
nacional;3;2022;2022-04-17;CAMPINENSE;paraiba;BRASIL;rio_grande_do_sul;2-0;H;5.0;2;0;paraiba
nacional;3;2022;2022-04-16;CONFIANÇA;sergipe;YPIRANGA;rio_grande_do_sul;0-0;D;5.0;0;0;sergipe
nacional;3;2022;2022-04-16;VITÓRIA;bahia;FLORESTA;ceara;0-1;A;5.0;0;1;bahia
nacional;3;2022;2022-04-17;BOTAFOGO;sao_paulo;BOTAFOGO;paraiba;2-1;H;5.0;2;1;sao_paulo
nacional;3;2022;2022-04-16;MANAUS;amazonas;REMO;para;1-0;H;5.0;1;0;amazonas
nacional;3;2022;2022-04-18;FIGUEIRENSE;santa_catarina;ALTOS;piaui;4-1;H;5.0;4;1;santa_catarina
nacional;3;2022;2022-04-17;APARECIDENSE;goias;MIRASSOL;sao_paulo;0-1;A;5.0;0;1;goias
nacional;3;2022;2022-04-16;FERROVIÁRIO;ceara;ABC;rio_grande_do_norte;1-3;A;5.0;1;3;ceara
nacional;3;2022;2022-04-17;PAYSANDU;para;ATLÉTICO;ceara;5-0;H;5.0;5;0;para
nacional;3;2022;2022-04-24;YPIRANGA;rio_grande_do_sul;VITÓRIA;bahia;2-1;H;5.0;2;1;rio_grande_do_sul
nacional;3;2022;2022-04-23;BOTAFOGO;paraiba;CONFIANÇA;sergipe;1-0;H;5.0;1;0;paraiba
nacional;3;2022;2022-04-23;ATLÉTICO;ceara;FERROVIÁRIO;ceara;0-1;A;5.0;0;1;ceara
nacional;3;2022;2022-04-23;ABC;rio_grande_do_norte;CAMPINENSE;paraiba;1-0;H;5.0;1;0;rio_grande_do_norte
nacional;3;2022;2022-04-23;BRASIL;rio_grande_do_sul;BOTAFOGO;sao_paulo;1-1;D;5.0;1;1;rio_grande_do_sul
nacional;3;2022;2022-04-24;MANAUS;amazonas;APARECIDENSE;goias;1-0;H;5.0;1;0;amazonas
nacional;3;2022;2022-04-25;MIRASSOL;sao_paulo;PAYSANDU;para;1-1;D;5.0;1;1;sao_paulo
nacional;3;2022;2022-04-24;VOLTA REDONDA;rio_de_janeiro;ALTOS;piaui;3-1;H;5.0;3;1;rio_de_janeiro
nacional;3;2022;2022-04-23;REMO;para;SÃO JOSÉ;rio_grande_do_sul;2-2;D;5.0;2;2;para
nacional;3;2022;2022-04-24;FLORESTA;ceara;FIGUEIRENSE;santa_catarina;0-0;D;5.0;0;0;ceara
nacional;3;2022;2022-05-01;SÃO JOSÉ;rio_grande_do_sul;BRASIL;rio_grande_do_sul;1-1;D;5.0;1;1;rio_grande_do_sul
nacional;3;2022;2022-04-30;CAMPINENSE;paraiba;APARECIDENSE;goias;1-1;D;5.0;1;1;paraiba
nacional;3;2022;2022-05-01;CONFIANÇA;sergipe;REMO;para;1-2;A;5.0;1;2;sergipe
nacional;3;2022;2022-04-30;VITÓRIA;bahia;MANAUS;amazonas;1-0;H;5.0;1;0;bahia
nacional;3;2022;2022-05-02;BOTAFOGO;sao_paulo;FLORESTA;ceara;0-1;A;5.0;0;1;sao_paulo
nacional;3;2022;2022-05-04;ALTOS;piaui;ABC;rio_grande_do_norte;2-1;H;5.0;2;1;piaui
nacional;3;2022;2022-05-01;FIGUEIRENSE;santa_catarina;MIRASSOL;sao_paulo;0-2;A;5.0;0;2;santa_catarina
nacional;3;2022;2022-04-30;VOLTA REDONDA;rio_de_janeiro;ATLÉTICO;ceara;4-0;H;5.0;4;0;rio_de_janeiro
nacional;3;2022;2022-05-01;FERROVIÁRIO;ceara;BOTAFOGO;paraiba;1-0;H;5.0;1;0;ceara
nacional;3;2022;2022-04-30;PAYSANDU;para;YPIRANGA;rio_grande_do_sul;1-1;D;5.0;1;1;para
nacional;3;2022;2022-05-08;YPIRANGA;rio_grande_do_sul;FLORESTA;ceara;2-0;H;5.0;2;0;rio_grande_do_sul
nacional;3;2022;2022-05-07;BOTAFOGO;paraiba;ALTOS;piaui;2-1;H;5.0;2;1;paraiba
nacional;3;2022;2022-05-08;ATLÉTICO;ceara;FIGUEIRENSE;santa_catarina;1-1;D;5.0;1;1;ceara
nacional;3;2022;2022-05-08;ABC;rio_grande_do_norte;VOLTA REDONDA;rio_de_janeiro;1-0;H;5.0;1;0;rio_grande_do_norte
nacional;3;2022;2022-05-07;BRASIL;rio_grande_do_sul;REMO;para;1-0;H;5.0;1;0;rio_grande_do_sul
nacional;3;2022;2022-05-07;MANAUS;amazonas;CONFIANÇA;sergipe;0-0;D;5.0;0;0;amazonas
nacional;3;2022;2022-05-07;MIRASSOL;sao_paulo;CAMPINENSE;paraiba;1-0;H;5.0;1;0;sao_paulo
nacional;3;2022;2022-05-09;APARECIDENSE;goias;VITÓRIA;bahia;0-0;D;5.0;0;0;goias
nacional;3;2022;2022-05-07;FERROVIÁRIO;ceara;SÃO JOSÉ;rio_grande_do_sul;2-0;H;5.0;2;0;ceara
nacional;3;2022;2022-05-08;PAYSANDU;para;BOTAFOGO;sao_paulo;4-1;H;5.0;4;1;para
nacional;3;2022;2022-05-15;SÃO JOSÉ;rio_grande_do_sul;PAYSANDU;para;2-0;H;5.0;2;0;rio_grande_do_sul
nacional;3;2022;2022-05-18;CAMPINENSE;paraiba;YPIRANGA;rio_grande_do_sul;0-0;D;5.0;0;0;paraiba
nacional;3;2022;2022-05-17;CONFIANÇA;sergipe;FERROVIÁRIO;ceara;1-0;H;5.0;1;0;sergipe
nacional;3;2022;2022-05-18;VITÓRIA;bahia;BOTAFOGO;paraiba;0-1;A;5.0;0;1;bahia
nacional;3;2022;2022-05-14;BOTAFOGO;sao_paulo;ABC;rio_grande_do_norte;2-0;H;5.0;2;0;sao_paulo
nacional;3;2022;2022-05-14;ALTOS;piaui;ATLÉTICO;ceara;0-1;A;5.0;0;1;piaui
nacional;3;2022;2022-05-15;FIGUEIRENSE;santa_catarina;APARECIDENSE;goias;2-1;H;5.0;2;1;santa_catarina
nacional;3;2022;2022-05-15;VOLTA REDONDA;rio_de_janeiro;BRASIL;rio_grande_do_sul;3-1;H;5.0;3;1;rio_de_janeiro
nacional;3;2022;2022-05-15;REMO;para;MIRASSOL;sao_paulo;3-1;H;5.0;3;1;para
nacional;3;2022;2022-05-14;FLORESTA;ceara;MANAUS;amazonas;0-1;A;5.0;0;1;ceara
nacional;3;2022;2022-05-23;YPIRANGA;rio_grande_do_sul;REMO;para;2-1;H;5.0;2;1;rio_grande_do_sul
nacional;3;2022;2022-05-25;BOTAFOGO;paraiba;CAMPINENSE;paraiba;1-1;D;5.0;1;1;paraiba
nacional;3;2022;2022-05-21;ATLÉTICO;ceara;ABC;rio_grande_do_norte;0-1;A;5.0;0;1;ceara
nacional;3;2022;2022-05-22;VITÓRIA;bahia;CONFIANÇA;sergipe;3-0;H;5.0;3;0;bahia
nacional;3;2022;2022-05-21;BRASIL;rio_grande_do_sul;FIGUEIRENSE;santa_catarina;0-1;A;5.0;0;1;rio_grande_do_sul
nacional;3;2022;2022-05-22;MANAUS;amazonas;SÃO JOSÉ;rio_grande_do_sul;1-1;D;5.0;1;1;amazonas
nacional;3;2022;2022-05-22;MIRASSOL;sao_paulo;ALTOS;piaui;2-1;H;5.0;2;1;sao_paulo
nacional;3;2022;2022-05-22;APARECIDENSE;goias;FLORESTA;ceara;3-2;H;5.0;3;2;goias
nacional;3;2022;2022-05-21;FERROVIÁRIO;ceara;BOTAFOGO;sao_paulo;1-0;H;5.0;1;0;ceara
nacional;3;2022;2022-05-22;PAYSANDU;para;VOLTA REDONDA;rio_de_janeiro;2-1;H;5.0;2;1;para
nacional;3;2022;2022-05-28;SÃO JOSÉ;rio_grande_do_sul;ATLÉTICO;ceara;1-1;D;5.0;1;1;rio_grande_do_sul
nacional;3;2022;2022-05-28;CAMPINENSE;paraiba;VITÓRIA;bahia;0-1;A;5.0;0;1;paraiba
nacional;3;2022;2022-05-28;CONFIANÇA;sergipe;APARECIDENSE;goias;1-1;D;5.0;1;1;sergipe
nacional;3;2022;2022-05-28;ABC;rio_grande_do_norte;BRASIL;rio_grande_do_sul;3-0;H;5.0;3;0;rio_grande_do_norte
nacional;3;2022;2022-05-29;BOTAFOGO;sao_paulo;MIRASSOL;sao_paulo;2-2;D;5.0;2;2;sao_paulo
nacional;3;2022;2022-05-29;ALTOS;piaui;YPIRANGA;rio_grande_do_sul;3-0;H;5.0;3;0;piaui
nacional;3;2022;2022-05-28;FIGUEIRENSE;santa_catarina;FERROVIÁRIO;ceara;1-0;H;5.0;1;0;santa_catarina
nacional;3;2022;2022-05-29;VOLTA REDONDA;rio_de_janeiro;BOTAFOGO;paraiba;0-1;A;5.0;0;1;rio_de_janeiro
nacional;3;2022;2022-05-29;REMO;para;FLORESTA;ceara;2-0;H;5.0;2;0;para
nacional;3;2022;2022-05-30;PAYSANDU;para;MANAUS;amazonas;2-0;H;5.0;2;0;para
nacional;3;2022;2022-06-04;YPIRANGA;rio_grande_do_sul;FIGUEIRENSE;santa_catarina;3-3;D;5.0;3;3;rio_grande_do_sul
nacional;3;2022;2022-06-04;BOTAFOGO;paraiba;ABC;rio_grande_do_norte;0-0;D;5.0;0;0;paraiba
nacional;3;2022;2022-06-04;CONFIANÇA;sergipe;BOTAFOGO;sao_paulo;2-1;H;5.0;2;1;sergipe
nacional;3;2022;2022-06-05;VITÓRIA;bahia;VOLTA REDONDA;rio_de_janeiro;1-2;A;5.0;1;2;bahia
nacional;3;2022;2022-06-05;FERROVIÁRIO;ceara;PAYSANDU;para;1-2;A;5.0;1;2;ceara
nacional;3;2022;2022-06-05;MANAUS;amazonas;ALTOS;piaui;0-0;D;5.0;0;0;amazonas
nacional;3;2022;2022-06-04;MIRASSOL;sao_paulo;BRASIL;rio_grande_do_sul;2-0;H;5.0;2;0;sao_paulo
nacional;3;2022;2022-06-05;APARECIDENSE;goias;SÃO JOSÉ;rio_grande_do_sul;1-2;A;5.0;1;2;goias
nacional;3;2022;2022-06-06;REMO;para;CAMPINENSE;paraiba;4-0;H;5.0;4;0;para
nacional;3;2022;2022-06-03;FLORESTA;ceara;ATLÉTICO;ceara;2-3;A;5.0;2;3;ceara
nacional;3;2022;2022-06-11;SÃO JOSÉ;rio_grande_do_sul;FLORESTA;ceara;4-0;H;5.0;4;0;rio_grande_do_sul
nacional;3;2022;2022-06-11;CAMPINENSE;paraiba;MANAUS;amazonas;1-2;A;5.0;1;2;paraiba
nacional;3;2022;2022-06-11;ATLÉTICO;ceara;VITÓRIA;bahia;1-1;D;5.0;1;1;ceara
nacional;3;2022;2022-06-12;ABC;rio_grande_do_norte;MIRASSOL;sao_paulo;1-0;H;5.0;1;0;rio_grande_do_norte
nacional;3;2022;2022-06-11;BRASIL;rio_grande_do_sul;YPIRANGA;rio_grande_do_sul;0-2;A;5.0;0;2;rio_grande_do_sul
nacional;3;2022;2022-06-13;BOTAFOGO;sao_paulo;APARECIDENSE;goias;0-2;A;5.0;0;2;sao_paulo
nacional;3;2022;2022-06-12;FIGUEIRENSE;santa_catarina;CONFIANÇA;sergipe;0-0;D;5.0;0;0;santa_catarina
nacional;3;2022;2022-06-13;VOLTA REDONDA;rio_de_janeiro;REMO;para;3-0;H;5.0;3;0;rio_de_janeiro
nacional;3;2022;2022-06-12;ALTOS;piaui;FERROVIÁRIO;ceara;1-0;H;5.0;1;0;piaui
nacional;3;2022;2022-06-12;PAYSANDU;para;BOTAFOGO;paraiba;2-1;H;5.0;2;1;para
nacional;3;2022;2022-06-20;YPIRANGA;rio_grande_do_sul;ABC;rio_grande_do_norte;0-0;D;5.0;0;0;rio_grande_do_sul
nacional;3;2022;2022-06-19;BOTAFOGO;paraiba;ATLÉTICO;ceara;2-0;H;5.0;2;0;paraiba
nacional;3;2022;2022-06-18;CONFIANÇA;sergipe;CAMPINENSE;paraiba;2-3;A;5.0;2;3;sergipe
nacional;3;2022;2022-06-19;VITÓRIA;bahia;BOTAFOGO;sao_paulo;0-1;A;5.0;0;1;bahia
nacional;3;2022;2022-06-18;BRASIL;rio_grande_do_sul;FERROVIÁRIO;ceara;3-1;H;5.0;3;1;rio_grande_do_sul
nacional;3;2022;2022-06-18;MANAUS;amazonas;FIGUEIRENSE;santa_catarina;1-1;D;5.0;1;1;amazonas
nacional;3;2022;2022-06-19;MIRASSOL;sao_paulo;SÃO JOSÉ;rio_grande_do_sul;2-1;H;5.0;2;1;sao_paulo
nacional;3;2022;2022-06-18;APARECIDENSE;goias;PAYSANDU;para;1-0;H;5.0;1;0;goias
nacional;3;2022;2022-06-19;REMO;para;ALTOS;piaui;1-2;A;5.0;1;2;para
nacional;3;2022;2022-06-20;FLORESTA;ceara;VOLTA REDONDA;rio_de_janeiro;1-1;D;5.0;1;1;ceara
nacional;3;2022;2022-06-26;SÃO JOSÉ;rio_grande_do_sul;CAMPINENSE;paraiba;2-1;H;5.0;2;1;rio_grande_do_sul
nacional;3;2022;2022-08-03;BOTAFOGO;paraiba;MIRASSOL;sao_paulo;1-1;D;5.0;1;1;paraiba
nacional;3;2022;2022-06-26;ATLÉTICO;ceara;YPIRANGA;rio_grande_do_sul;0-0;D;5.0;0;0;ceara
nacional;3;2022;2022-06-25;ABC;rio_grande_do_norte;CONFIANÇA;sergipe;0-0;D;5.0;0;0;rio_grande_do_norte
nacional;3;2022;2022-06-26;BOTAFOGO;sao_paulo;MANAUS;amazonas;1-0;H;5.0;1;0;sao_paulo
nacional;3;2022;2022-06-25;ALTOS;piaui;VITÓRIA;bahia;0-0;D;5.0;0;0;piaui
nacional;3;2022;2022-06-27;FIGUEIRENSE;santa_catarina;REMO;para;0-0;D;5.0;0;0;santa_catarina
nacional;3;2022;2022-06-26;VOLTA REDONDA;rio_de_janeiro;APARECIDENSE;goias;0-3;A;5.0;0;3;rio_de_janeiro
nacional;3;2022;2022-06-26;FERROVIÁRIO;ceara;FLORESTA;ceara;0-2;A;5.0;0;2;ceara
nacional;3;2022;2022-06-26;PAYSANDU;para;BRASIL;rio_grande_do_sul;1-1;D;5.0;1;1;para
nacional;3;2022;2022-07-03;YPIRANGA;rio_grande_do_sul;SÃO JOSÉ;rio_grande_do_sul;2-2;D;5.0;2;2;rio_grande_do_sul
nacional;3;2022;2022-07-03;CAMPINENSE;paraiba;BOTAFOGO;sao_paulo;1-3;A;5.0;1;3;paraiba
nacional;3;2022;2022-07-02;CONFIANÇA;sergipe;VOLTA REDONDA;rio_de_janeiro;1-0;H;5.0;1;0;sergipe
nacional;3;2022;2022-07-02;VITÓRIA;bahia;FIGUEIRENSE;santa_catarina;2-0;H;5.0;2;0;bahia
nacional;3;2022;2022-07-03;BRASIL;rio_grande_do_sul;BOTAFOGO;paraiba;0-0;D;5.0;0;0;rio_grande_do_sul
nacional;3;2022;2022-07-02;MANAUS;amazonas;FERROVIÁRIO;ceara;4-2;H;5.0;4;2;amazonas
nacional;3;2022;2022-07-03;MIRASSOL;sao_paulo;ATLÉTICO;ceara;6-0;H;5.0;6;0;sao_paulo
nacional;3;2022;2022-07-04;APARECIDENSE;goias;ABC;rio_grande_do_norte;2-2;D;5.0;2;2;goias
nacional;3;2022;2022-07-03;REMO;para;PAYSANDU;para;2-2;D;5.0;2;2;para
nacional;3;2022;2022-07-02;FLORESTA;ceara;ALTOS;piaui;2-2;D;5.0;2;2;ceara
nacional;3;2022;2022-07-10;SÃO JOSÉ;rio_grande_do_sul;VITÓRIA;bahia;1-2;A;5.0;1;2;rio_grande_do_sul
nacional;3;2022;2022-07-09;BOTAFOGO;paraiba;FLORESTA;ceara;1-1;D;5.0;1;1;paraiba
nacional;3;2022;2022-07-10;ATLÉTICO;ceara;REMO;para;3-1;H;5.0;3;1;ceara
nacional;3;2022;2022-07-11;ABC;rio_grande_do_norte;MANAUS;amazonas;0-0;D;5.0;0;0;rio_grande_do_norte
nacional;3;2022;2022-07-10;BOTAFOGO;sao_paulo;YPIRANGA;rio_grande_do_sul;1-0;H;5.0;1;0;sao_paulo
nacional;3;2022;2022-07-10;ALTOS;piaui;BRASIL;rio_grande_do_sul;3-2;H;5.0;3;2;piaui
nacional;3;2022;2022-07-09;FIGUEIRENSE;santa_catarina;CAMPINENSE;paraiba;4-0;H;5.0;4;0;santa_catarina
nacional;3;2022;2022-07-10;VOLTA REDONDA;rio_de_janeiro;MIRASSOL;sao_paulo;2-1;H;5.0;2;1;rio_de_janeiro
nacional;3;2022;2022-07-09;FERROVIÁRIO;ceara;APARECIDENSE;goias;1-0;H;5.0;1;0;ceara
nacional;3;2022;2022-07-09;PAYSANDU;para;CONFIANÇA;sergipe;1-0;H;5.0;1;0;para
nacional;3;2022;2022-07-16;YPIRANGA;rio_grande_do_sul;BOTAFOGO;paraiba;1-2;A;5.0;1;2;rio_grande_do_sul
nacional;3;2022;2022-07-16;CAMPINENSE;paraiba;FERROVIÁRIO;ceara;2-0;H;5.0;2;0;paraiba
nacional;3;2022;2022-07-17;CONFIANÇA;sergipe;SÃO JOSÉ;rio_grande_do_sul;1-0;H;5.0;1;0;sergipe
nacional;3;2022;2022-07-17;VITÓRIA;bahia;PAYSANDU;para;1-0;H;5.0;1;0;bahia
nacional;3;2022;2022-07-17;BRASIL;rio_grande_do_sul;ATLÉTICO;ceara;4-1;H;5.0;4;1;rio_grande_do_sul
nacional;3;2022;2022-07-18;MANAUS;amazonas;VOLTA REDONDA;rio_de_janeiro;1-2;A;5.0;1;2;amazonas
nacional;3;2022;2022-07-16;FIGUEIRENSE;santa_catarina;BOTAFOGO;sao_paulo;2-1;H;5.0;2;1;santa_catarina
nacional;3;2022;2022-07-17;APARECIDENSE;goias;ALTOS;piaui;2-1;H;5.0;2;1;goias
nacional;3;2022;2022-07-17;REMO;para;ABC;rio_grande_do_norte;2-0;H;5.0;2;0;para
nacional;3;2022;2022-07-16;FLORESTA;ceara;MIRASSOL;sao_paulo;0-2;A;5.0;0;2;ceara
nacional;3;2022;2022-07-23;SÃO JOSÉ;rio_grande_do_sul;BOTAFOGO;sao_paulo;2-1;H;5.0;2;1;rio_grande_do_sul
nacional;3;2022;2022-07-24;BOTAFOGO;paraiba;REMO;para;0-0;D;5.0;0;0;paraiba
nacional;3;2022;2022-07-23;ATLÉTICO;ceara;MANAUS;amazonas;3-1;H;5.0;3;1;ceara
nacional;3;2022;2022-07-23;ABC;rio_grande_do_norte;FLORESTA;ceara;2-0;H;5.0;2;0;rio_grande_do_norte
nacional;3;2022;2022-07-24;BRASIL;rio_grande_do_sul;APARECIDENSE;goias;1-2;A;5.0;1;2;rio_grande_do_sul
nacional;3;2022;2022-07-24;ALTOS;piaui;CAMPINENSE;paraiba;1-0;H;5.0;1;0;piaui
nacional;3;2022;2022-07-25;MIRASSOL;sao_paulo;CONFIANÇA;sergipe;3-1;H;5.0;3;1;sao_paulo
nacional;3;2022;2022-07-25;VOLTA REDONDA;rio_de_janeiro;YPIRANGA;rio_grande_do_sul;2-1;H;5.0;2;1;rio_de_janeiro
nacional;3;2022;2022-07-24;FERROVIÁRIO;ceara;VITÓRIA;bahia;0-0;D;5.0;0;0;ceara
nacional;3;2022;2022-07-25;PAYSANDU;para;FIGUEIRENSE;santa_catarina;1-1;D;5.0;1;1;para
nacional;3;2022;2022-07-30;YPIRANGA;rio_grande_do_sul;MIRASSOL;sao_paulo;2-1;H;5.0;2;1;rio_grande_do_sul
nacional;3;2022;2022-07-30;CAMPINENSE;paraiba;PAYSANDU;para;1-3;A;5.0;1;3;paraiba
nacional;3;2022;2022-07-30;CONFIANÇA;sergipe;ALTOS;piaui;1-0;H;5.0;1;0;sergipe
nacional;3;2022;2022-07-31;VITÓRIA;bahia;ABC;rio_grande_do_norte;2-2;D;5.0;2;2;bahia
nacional;3;2022;2022-07-31;BOTAFOGO;sao_paulo;VOLTA REDONDA;rio_de_janeiro;2-1;H;5.0;2;1;sao_paulo
nacional;3;2022;2022-07-30;MANAUS;amazonas;BOTAFOGO;paraiba;0-0;D;5.0;0;0;amazonas
nacional;3;2022;2022-07-31;FIGUEIRENSE;santa_catarina;SÃO JOSÉ;rio_grande_do_sul;3-2;H;5.0;3;2;santa_catarina
nacional;3;2022;2022-07-31;APARECIDENSE;goias;ATLÉTICO;ceara;1-3;A;5.0;1;3;goias
nacional;3;2022;2022-08-01;REMO;para;FERROVIÁRIO;ceara;2-1;H;5.0;2;1;para
nacional;3;2022;2022-07-31;FLORESTA;ceara;BRASIL;rio_grande_do_sul;2-1;H;5.0;2;1;ceara
nacional;3;2022;2022-08-06;YPIRANGA;rio_grande_do_sul;MANAUS;amazonas;5-0;H;5.0;5;0;rio_grande_do_sul
nacional;3;2022;2022-08-08;BOTAFOGO;paraiba;FIGUEIRENSE;santa_catarina;1-1;D;5.0;1;1;paraiba
nacional;3;2022;2022-08-06;ATLÉTICO;ceara;BOTAFOGO;sao_paulo;0-2;A;5.0;0;2;ceara
nacional;3;2022;2022-08-06;ABC;rio_grande_do_norte;SÃO JOSÉ;rio_grande_do_sul;3-2;H;5.0;3;2;rio_grande_do_norte
nacional;3;2022;2022-08-07;BRASIL;rio_grande_do_sul;CONFIANÇA;sergipe;1-0;H;5.0;1;0;rio_grande_do_sul
nacional;3;2022;2022-08-06;ALTOS;piaui;PAYSANDU;para;0-3;A;5.0;0;3;piaui
nacional;3;2022;2022-08-07;MIRASSOL;sao_paulo;VITÓRIA;bahia;1-2;A;5.0;1;2;sao_paulo
nacional;3;2022;2022-08-07;VOLTA REDONDA;rio_de_janeiro;FERROVIÁRIO;ceara;2-1;H;5.0;2;1;rio_de_janeiro
nacional;3;2022;2022-08-07;REMO;para;APARECIDENSE;goias;0-0;D;5.0;0;0;para
nacional;3;2022;2022-08-07;FLORESTA;ceara;CAMPINENSE;paraiba;1-1;D;5.0;1;1;ceara
nacional;3;2022;2022-08-13;SÃO JOSÉ;rio_grande_do_sul;ALTOS;piaui;4-1;H;5.0;4;1;rio_grande_do_sul
nacional;3;2022;2022-08-13;CAMPINENSE;paraiba;VOLTA REDONDA;rio_de_janeiro;0-1;A;5.0;0;1;paraiba
nacional;3;2022;2022-08-13;CONFIANÇA;sergipe;ATLÉTICO;ceara;1-0;H;5.0;1;0;sergipe
nacional;3;2022;2022-08-13;VITÓRIA;bahia;BRASIL;rio_grande_do_sul;3-1;H;5.0;3;1;bahia
nacional;3;2022;2022-08-13;BOTAFOGO;sao_paulo;REMO;para;2-1;H;5.0;2;1;sao_paulo
nacional;3;2022;2022-08-13;MANAUS;amazonas;MIRASSOL;sao_paulo;2-1;H;5.0;2;1;amazonas
nacional;3;2022;2022-08-13;FIGUEIRENSE;santa_catarina;ABC;rio_grande_do_norte;2-1;H;5.0;2;1;santa_catarina
nacional;3;2022;2022-08-13;APARECIDENSE;goias;BOTAFOGO;paraiba;1-0;H;5.0;1;0;goias
nacional;3;2022;2022-08-13;FERROVIÁRIO;ceara;YPIRANGA;rio_grande_do_sul;1-2;A;5.0;1;2;ceara
nacional;3;2022;2022-08-13;PAYSANDU;para;FLORESTA;ceara;0-1;A;5.0;0;1;para
nacional;3;2022;2022-08-20;ABC;rio_grande_do_norte;FIGUEIRENSE;santa_catarina;2-1;H;5.0;2;1;rio_grande_do_norte
nacional;3;2022;2022-08-21;APARECIDENSE;goias;MIRASSOL;sao_paulo;2-2;D;5.0;2;2;goias
nacional;3;2022;2022-08-21;VITÓRIA;bahia;PAYSANDU;para;1-0;H;5.0;1;0;bahia
nacional;3;2022;2022-08-21;BOTAFOGO;sao_paulo;VOLTA REDONDA;rio_de_janeiro;3-1;H;5.0;3;1;sao_paulo
nacional;3;2022;2022-08-27;PAYSANDU;para;ABC;rio_grande_do_norte;0-1;A;5.0;0;1;para
nacional;3;2022;2022-08-27;MIRASSOL;sao_paulo;BOTAFOGO;sao_paulo;1-0;H;5.0;1;0;sao_paulo
nacional;3;2022;2022-08-28;FIGUEIRENSE;santa_catarina;VITÓRIA;bahia;5-1;H;5.0;5;1;santa_catarina
nacional;3;2022;2022-08-29;VOLTA REDONDA;rio_de_janeiro;APARECIDENSE;goias;1-0;H;5.0;1;0;rio_de_janeiro
nacional;3;2022;2022-09-03;FIGUEIRENSE;santa_catarina;PAYSANDU;para;2-1;H;5.0;2;1;santa_catarina
nacional;3;2022;2022-09-04;VOLTA REDONDA;rio_de_janeiro;MIRASSOL;sao_paulo;1-2;A;5.0;1;2;rio_de_janeiro
nacional;3;2022;2022-09-04;APARECIDENSE;goias;BOTAFOGO;sao_paulo;1-3;A;5.0;1;3;goias
nacional;3;2022;2022-09-04;VITÓRIA;bahia;ABC;rio_grande_do_norte;0-0;D;5.0;0;0;bahia
nacional;3;2022;2022-09-10;ABC;rio_grande_do_norte;VITÓRIA;bahia;0-0;D;5.0;0;0;rio_grande_do_norte
nacional;3;2022;2022-09-11;MIRASSOL;sao_paulo;VOLTA REDONDA;rio_de_janeiro;3-3;D;5.0;3;3;sao_paulo
nacional;3;2022;2022-09-11;PAYSANDU;para;FIGUEIRENSE;santa_catarina;1-0;H;5.0;1;0;para
nacional;3;2022;2022-09-11;BOTAFOGO;sao_paulo;APARECIDENSE;goias;2-3;A;5.0;2;3;sao_paulo
nacional;3;2022;2022-09-17;ABC;rio_grande_do_norte;PAYSANDU;para;1-0;H;5.0;1;0;rio_grande_do_norte
nacional;3;2022;2022-09-17;APARECIDENSE;goias;VOLTA REDONDA;rio_de_janeiro;1-0;H;5.0;1;0;goias
nacional;3;2022;2022-09-18;VITÓRIA;bahia;FIGUEIRENSE;santa_catarina;1-0;H;5.0;1;0;bahia
nacional;3;2022;2022-09-19;BOTAFOGO;sao_paulo;MIRASSOL;sao_paulo;1-1;D;5.0;1;1;sao_paulo
nacional;3;2022;2022-09-24;PAYSANDU;para;VITÓRIA;bahia;1-1;D;5.0;1;1;para
