estado;divisao;ano;data;mandante;mandante_estado;visitante;visitante_estado;placar;resultado;peso_importancia;gols_mandante;gols_visitante;estado_slug
mato-grosso-do-sul;1;2024;2024-04-07;DOURADOS;mato-grosso-do-sul;CORUMBAENSE;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2024;2024-04-14;DOURADOS;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2024;2024-04-21;OPERÁRIO;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;3-1;H;2.0;3;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-01-22;DOURADOS;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-01-22;COSTA RICA;mato-grosso-do-sul;SERC;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-01-28;AQUIDAUANENSE;mato-grosso-do-sul;NOVOPERÁRIO;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-01-29;OPERÁRIO;mato-grosso-do-sul;IVINHEMA;mato-grosso-do-sul;0-3;A;2.0;0;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-01-29;COMERCIAL;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-3;A;2.0;1;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-01;NOVOPERÁRIO;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-01;COMERCIAL;mato-grosso-do-sul;COXIM;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-05;OPERÁRIO;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-05;COXIM;mato-grosso-do-sul;SERC;mato-grosso-do-sul;0-2;A;2.0;0;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-05;IVINHEMA;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-05;OPERÁRIO;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-08;COXIM;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-4;A;2.0;1;4;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-12;SERC;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-12;AQUIDAUANENSE;mato-grosso-do-sul;IVINHEMA;mato-grosso-do-sul;3-1;H;2.0;3;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-12;DOURADOS;mato-grosso-do-sul;NOVOPERÁRIO;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-12;COSTA RICA;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-18;SERC;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-18;COSTA RICA;mato-grosso-do-sul;COXIM;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-18;DOURADOS;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-18;NOVOPERÁRIO;mato-grosso-do-sul;IVINHEMA;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-25;AQUIDAUANENSE;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;2-2;D;2.0;2;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-26;COXIM;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-26;SERC;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;3-4;A;2.0;3;4;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-02-26;OPERÁRIO;mato-grosso-do-sul;NOVOPERÁRIO;mato-grosso-do-sul;4-4;D;2.0;4;4;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-01;IVINHEMA;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-01;NOVOPERÁRIO;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;3-0;H;2.0;3;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-02;COMERCIAL;mato-grosso-do-sul;SERC;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-04;AQUIDAUANENSE;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-04;DOURADOS;mato-grosso-do-sul;IVINHEMA;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-05;SERC;mato-grosso-do-sul;COXIM;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-05;COSTA RICA;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;3-0;H;2.0;3;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-08;OPERÁRIO;mato-grosso-do-sul;COXIM;mato-grosso-do-sul;3-0;H;2.0;3;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-11;COMERCIAL;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;2-2;D;2.0;2;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-11;NOVOPERÁRIO;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-12;OPERÁRIO;mato-grosso-do-sul;SERC;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-12;IVINHEMA;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;5-0;H;2.0;5;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-19;OPERÁRIO;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-19;COXIM;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-19;IVINHEMA;mato-grosso-do-sul;NOVOPERÁRIO;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-19;OPERÁRIO;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;1-2;A;2.0;1;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-25;AQUIDAUANENSE;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-25;NOVOPERÁRIO;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-26;SERC;mato-grosso-do-sul;IVINHEMA;mato-grosso-do-sul;0-3;A;2.0;0;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-03-26;COXIM;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;0-2;A;2.0;0;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-04-02;COSTA RICA;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-04-02;IVINHEMA;mato-grosso-do-sul;SERC;mato-grosso-do-sul;2-4;A;2.0;2;4;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-04-02;DOURADOS;mato-grosso-do-sul;COXIM;mato-grosso-do-sul;6-0;H;2.0;6;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-04-02;OPERÁRIO;mato-grosso-do-sul;NOVOPERÁRIO;mato-grosso-do-sul;4-1;H;2.0;4;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-04-08;IVINHEMA;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-04-08;OPERÁRIO;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-04-16;COSTA RICA;mato-grosso-do-sul;IVINHEMA;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-04-16;DOURADOS;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-04-23;OPERÁRIO;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2023;2023-04-30;COSTA RICA;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-02;DOURADOS;mato-grosso-do-sul;COXIM;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-02;AQUIDAUANENSE;mato-grosso-do-sul;NAVIRAIENSE;mato-grosso-do-sul;3-1;H;2.0;3;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-02;COSTA RICA;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-02;COMERCIAL;mato-grosso-do-sul;UNIÃO;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-06;COXIM;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-06;OPERÁRIO;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-06;ÁGUIA NEGRA;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-09;UNIÃO;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;0-5;A;2.0;0;5;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-09;NAVIRAIENSE;mato-grosso-do-sul;COXIM;mato-grosso-do-sul;5-1;H;2.0;5;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-09;AQUIDAUANENSE;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-09;COMERCIAL;mato-grosso-do-sul;SERC;mato-grosso-do-sul;3-1;H;2.0;3;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-13;SERC;mato-grosso-do-sul;UNIÃO;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-13;COSTA RICA;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;4-0;H;2.0;4;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-13;DOURADOS;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-13;ÁGUIA NEGRA;mato-grosso-do-sul;NAVIRAIENSE;mato-grosso-do-sul;0-3;A;2.0;0;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-16;COXIM;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;3-1;H;2.0;3;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-16;OPERÁRIO;mato-grosso-do-sul;SERC;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-16;UNIÃO;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-16;NAVIRAIENSE;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-19;UNIÃO;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;1-3;A;2.0;1;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-20;OPERÁRIO;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-20;COXIM;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;1-2;A;2.0;1;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-20;NAVIRAIENSE;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-23;SERC;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-26;AQUIDAUANENSE;mato-grosso-do-sul;COXIM;mato-grosso-do-sul;5-1;H;2.0;5;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-26;COSTA RICA;mato-grosso-do-sul;SERC;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-02-26;DOURADOS;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-02;SERC;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-02;COXIM;mato-grosso-do-sul;NAVIRAIENSE;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-02;OPERÁRIO;mato-grosso-do-sul;UNIÃO;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-02;ÁGUIA NEGRA;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;1-2;A;2.0;1;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-05;AQUIDAUANENSE;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-05;UNIÃO;mato-grosso-do-sul;SERC;mato-grosso-do-sul;1-3;A;2.0;1;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-06;COMERCIAL;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-06;NAVIRAIENSE;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-09;COMERCIAL;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;2-3;A;2.0;2;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-13;ÁGUIA NEGRA;mato-grosso-do-sul;COXIM;mato-grosso-do-sul;5-0;H;2.0;5;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-13;COSTA RICA;mato-grosso-do-sul;UNIÃO;mato-grosso-do-sul;4-0;H;2.0;4;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-13;SERC;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;2-2;D;2.0;2;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-13;DOURADOS;mato-grosso-do-sul;NAVIRAIENSE;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-19;AQUIDAUANENSE;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;1-2;A;2.0;1;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-19;DOURADOS;mato-grosso-do-sul;NAVIRAIENSE;mato-grosso-do-sul;1-3;A;2.0;1;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-20;OPERÁRIO;mato-grosso-do-sul;SERC;mato-grosso-do-sul;4-0;H;2.0;4;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-23;SERC;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-23;NAVIRAIENSE;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-23;COSTA RICA;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-27;DOURADOS;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;2-3;A;2.0;2;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-27;OPERÁRIO;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-27;NAVIRAIENSE;mato-grosso-do-sul;SERC;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-30;DOURADOS;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-30;AQUIDAUANENSE;mato-grosso-do-sul;NAVIRAIENSE;mato-grosso-do-sul;2-3;A;2.0;2;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-03-30;COSTA RICA;mato-grosso-do-sul;SERC;mato-grosso-do-sul;1-2;A;2.0;1;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-03;SERC;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-03;OPERÁRIO;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-03;NAVIRAIENSE;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;0-0;D;2.0;0;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-06;SERC;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-06;NAVIRAIENSE;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;4-1;H;2.0;4;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-06;COSTA RICA;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-10;AQUIDAUANENSE;mato-grosso-do-sul;SERC;mato-grosso-do-sul;2-2;D;2.0;2;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-10;DOURADOS;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;1-5;A;2.0;1;5;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-10;OPERÁRIO;mato-grosso-do-sul;NAVIRAIENSE;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-13;SERC;mato-grosso-do-sul;NAVIRAIENSE;mato-grosso-do-sul;3-2;H;2.0;3;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-13;AQUIDAUANENSE;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;2-3;A;2.0;2;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-13;COSTA RICA;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-17;OPERÁRIO;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-17;NAVIRAIENSE;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-20;SERC;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-24;COSTA RICA;mato-grosso-do-sul;NAVIRAIENSE;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-24;AQUIDAUANENSE;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-3;A;2.0;1;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2022;2022-04-24;DOURADOS;mato-grosso-do-sul;SERC;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-02-28;COMERCIAL;mato-grosso-do-sul;UNIÃO;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-02-28;COSTA RICA;mato-grosso-do-sul;TRÊS LAGOAS;mato-grosso-do-sul;3-0;H;2.0;3;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-02-28;DOURADOS;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-02-28;ÁGUIA NEGRA;mato-grosso-do-sul;NOVOPERÁRIO;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-06;NOVOPERÁRIO;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;0-3;A;2.0;0;3;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-06;ÁGUIA NEGRA;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-07;UNIÃO;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-07;SERC;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;1-1;D;2.0;1;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-13;AQUIDAUANENSE;mato-grosso-do-sul;NOVOPERÁRIO;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-14;COSTA RICA;mato-grosso-do-sul;SERC;mato-grosso-do-sul;3-0;H;2.0;3;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-14;DOURADOS;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-17;TRÊS LAGOAS;mato-grosso-do-sul;UNIÃO;mato-grosso-do-sul;1-4;A;2.0;1;4;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-17;OPERÁRIO;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;3-4;A;2.0;3;4;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-19;COMERCIAL;mato-grosso-do-sul;COSTA RICA;mato-grosso-do-sul;0-1;A;2.0;0;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-20;SERC;mato-grosso-do-sul;TRÊS LAGOAS;mato-grosso-do-sul;3-0;H;2.0;3;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-21;DOURADOS;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;3-2;H;2.0;3;2;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-21;OPERÁRIO;mato-grosso-do-sul;AQUIDAUANENSE;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-26;TRÊS LAGOAS;mato-grosso-do-sul;COMERCIAL;mato-grosso-do-sul;3-4;A;2.0;3;4;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-28;AQUIDAUANENSE;mato-grosso-do-sul;DOURADOS;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-29;NOVOPERÁRIO;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-8;A;2.0;1;8;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-03-30;UNIÃO;mato-grosso-do-sul;SERC;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-01;NOVOPERÁRIO;mato-grosso-do-sul;ÁGUIA NEGRA;mato-grosso-do-sul;0-6;A;2.0;0;6;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-03;COSTA RICA;mato-grosso-do-sul;UNIÃO;mato-grosso-do-sul;2-0;H;2.0;2;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-04;DOURADOS;mato-grosso-do-sul;NOVOPERÁRIO;mato-grosso-do-sul;6-0;H;2.0;6;0;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-04;COMERCIAL;mato-grosso-do-sul;SERC;mato-grosso-do-sul;2-1;H;2.0;2;1;mato_grosso_do_sul
mato-grosso-do-sul;1;2021;2021-04-05;ÁGUIA NEGRA;mato-grosso-do-sul;OPERÁRIO;mato-grosso-do-sul;1-0;H;2.0;1;0;mato_grosso_do_sul
