clube;estado;cidade;lat;lon;ibge;wins;draws;losses
ROYAL;goias;Luziânia;-16.2524;-47.9504;5212501.0;0;5;1
SERRANO;pernambuco;Serra Talhada;-7.98178;-38.289;2613909.0;0;1;9
MONTE CRISTO;goias;Goiânia;-16.6864;-49.2643;5208707.0;0;0;6
MISTO;mato-grosso-do-sul;Três Lagoas;-20.7849;-51.7007;5008305.0;0;3;4
MIRANORTE;tocantins;Miranorte;-9.52907;-48.5922;1713304.0;0;1;5
CAMAÇARI;bahia;Camaçari;-12.6996;-38.3263;2905701.0;0;0;5
BALSAS;maranhao;Balsas;-7.53214;-46.0372;2101400.0;0;1;3
SÃO GABRIEL;rio-grande-do-sul;São Gabriel;-30.3337;-54.3217;4318309.0;0;3;17
SANTA FÉ;pernambuco;Recife;-8.04666;-34.8771;2611606.0;0;2;3
BOLAMENSE;sergipe;Tobias Barreto;-11.1798;-37.9995;2807402.0;0;0;6
MARAU;rio-grande-do-sul;Santa Maria;-29.6868;-53.8149;4316907.0;0;5;27
SÃO DOMINGOS;alagoas;Marechal Deodoro;-9.711;-35.8953;2704708.0;0;1;5
GRÊMIO CARAJÁS;para;Belém;-1.4558;-48.4902;1501402.0;0;0;5
VOTUPORANGUENSE;sao-paulo;Guaíra;-20.3196;-48.312;3517406.0;0;1;0
ALTAMIRA;para;Altamira;-3.20407;-52.21;1500602.0;0;2;11
SOCIAL;minas-gerais;Coronel Fabriciano;-19.5179;-42.6276;3119401.0;0;2;6
CLUBE 1992;rio-grande-do-sul;Carazinho;-28.2839;-52.7844;4304705.0;0;8;6
MUTUM;mato-grosso;Nova Mutum;-13.8344;-56.0728;5106224.0;0;0;2
CHÃ GRANDE;pernambuco;Chã Grande;-8.23827;-35.4571;2604502.0;0;1;4
CEART;mato-grosso-do-sul;Dourados;-22.2239;-54.8064;5003702.0;0;1;5
PROGRESSO;roraima;Mucajaí;2.43998;-60.9096;1400308.0;0;3;20
TEIXEIRA DE FREITAS;bahia;Teixeira de Freitas;-17.5399;-39.74;2931350.0;0;0;2
NOVA ANDRADINA;mato-grosso-do-sul;Nova Andradina;-22.238;-53.3437;5006200.0;0;2;11
COLINAS;tocantins;Colinas do Tocantins;-8.05764;-48.4757;1705508.0;0;0;4
PORTELA;bahia;Teixeira de Freitas;-17.5348;-39.7424;2931350.0;0;1;5
ORLEANS;santa-catarina;Orleans;-28.3487;-49.2986;4211702.0;0;0;6
PAULISTANO;mato-grosso;Nortelândia;-14.4539;-56.8028;5106208.0;0;0;12
ARAGUARI;minas-gerais;Araguari;-18.6456;-48.1934;3103504.0;0;1;14
ARAIOSES;maranhao;Araioses;-2.8942;-41.9058;2100909.0;0;0;2
INTER SÃO GOTARDO;minas-gerais;São Gotardo;-19.3117;-46.0492;3162104.0;0;2;5
