nome_clube;estado;uf;cidade;latitude;longitude;inception;codigo_ibge
Baré Esporte Clube;Roraima;RR;Boa Vista;2.82384;-60.6753;1946-01-01T00:00:00Z;1400100
Atlético Clube Corintians;Rio Grande do Norte;RN;Caicó;-6.45441;-37.1067;1968-01-25T00:00:00Z;2402006
Santana Esporte Clube;Bahia;BA;Santana;-12.9792;-44.0506;1955-09-25T00:00:00Z;2928208
Uberaba Sport Club;Minas Gerais;MG;Uberaba;-19.7472;-47.9381;1917-01-01T00:00:00Z;3170107
Clube Esportivo Naviraiense;Mato Grosso do Sul;MS;Naviraí;-23.0618;-54.1995;2005-01-01T00:00:00Z;5005707
Sertãozinho Futebol Clube;São Paulo;SP;Sertãozinho;-21.1316;-47.9875;1944-08-06T00:00:00Z;3551702
Atlético Roraima Clube;Roraima;RR;Boa Vista;2.82384;-60.6753;1944-10-01T00:00:00Z;1400100
Sampaio Corrêa Futebol Clube;Maranhão;MA;São Luís;-2.53874;-44.2825;1923-01-01T00:00:00Z;2111300
Clube Atlético Matogrossense;Mato Grosso;MT;Cuiabá;-15.601;-56.0974;1943-01-01T00:00:00Z;5103403
Guarani Esporte Clube;Minas Gerais;MG;Divinópolis;-20.1446;-44.8912;1930-09-20T00:00:00Z;3122306
Associação Desportiva Ferroviária Vale do Rio Doce;Espírito Santo;ES;Cariacica;-20.2632;-40.4165;1963-06-17T00:00:00Z;3201308
Clube Esportivo Bento Gonçalves;Rio Grande do Sul;RS;Bento Gonçalves;-29.1662;-51.5165;1919-01-01T00:00:00Z;4302105
Grêmio Esportivo Juventus;Santa Catarina;SC;Jaraguá do Sul;-26.4851;-49.0713;1966-05-01T00:00:00Z;4208906
Náuas Esporte Clube;Paraná;PR;Cruzeiro do Sul;-22.9624;-52.1622;1923-01-01T00:00:00Z;4106704
Fluminense de Feira Futebol Clube;Bahia;BA;Feira de Santana;-12.2664;-38.9663;1941-01-01T00:00:00Z;2910800
Ferroviário Atlético Clube;Ceará;CE;Fortaleza;-3.71664;-38.5423;1933-05-09T00:00:00Z;2304400
Iraty Sport Club;Paraná;PR;Irati;-25.4697;-50.6493;1914-01-01T00:00:00Z;4110706
Esporte Clube Flamengo;Piauí;PI;Teresina;-5.09194;-42.8034;1937-12-08T00:00:00Z;2211001
Clube Esportivo Nova Esperança;Alagoas;AL;Campo Grande;-9.95542;-36.7926;1999-01-01T00:00:00Z;2701506
Associação Sportiva Sociedade Unida;Rio Grande do Sul;RS;Montenegro;-29.6824;-51.4679;2002-01-01T00:00:00Z;4312401
1º de Maio Esporte Clube;Pernambuco;PE;Petrolina;-9.38866;-40.5027;1985-01-01T00:00:00Z;2611101
4 de Julho Esporte Clube;Piauí;PI;Piripiri;-4.27157;-41.7716;1987-07-04T00:00:00Z;2208403
Alegrense Futebol Clube;Espírito Santo;ES;Alegre;-20.758;-41.5382;1971-01-01T00:00:00Z;3200201
Amapá Clube;Amapá;AP;Macapá;0.034934;-51.0694;1944-02-26T00:00:00Z;1600303
Gurupi Esporte Clube;Tocantins;TO;Gurupi;-11.7279;-49.068;1988-01-01T00:00:00Z;1709500
Cametá Sport Club;Pará;PA;Cametá;-2.24295;-49.4979;2007-01-01T00:00:00Z;1502103
Centro de Futebol Zico do Rio Sociedade Esportiva;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1996-01-01T00:00:00Z;3304557
Osasco Futebol Clube;Piauí;PI;Brasileira;-4.1337;-41.7859;1992-01-01T00:00:00Z;2201960
Sociedade Esportiva River Plate;Sergipe;SE;Carmópolis;-10.6449;-36.9887;1967-01-01T00:00:00Z;2801504
Sport Club Santa Cruz;Rio Grande do Norte;RN;Santa Cruz;-6.22475;-36.0193;2003-01-01T00:00:00Z;2411205
Tocantins Futebol Clube;Paraná;PR;Palmas;-26.4839;-51.9888;1979-08-10T00:00:00Z;4117602
Bosque Formosa Esporte Clube;Goiás;GO;Formosa;-15.54;-47.337;1978-01-01T00:00:00Z;5208004
Plácido de Castro Futebol Club;Acre;AC;Plácido de Castro;-10.2806;-67.1371;1979-01-01T00:00:00Z;1200385
Veranópolis Esporte Clube Recreativo e Cultural;Rio Grande do Sul;RS;Veranópolis;-28.9312;-51.5516;1992-01-01T00:00:00Z;4322806
Galícia Esporte Clube;Bahia;BA;Salvador;-12.9718;-38.5011;1933-01-01T00:00:00Z;2927408
Paulínia Futebol Clube;São Paulo;SP;Paulínia;-22.7542;-47.1488;2004-01-01T00:00:00Z;3536505
Aquidauanense Futebol Clube;Mato Grosso do Sul;MS;Aquidauana;-20.4666;-55.7868;2001-01-01T00:00:00Z;5001102
Esporte Clube Alexandria;Minas Gerais;MG;Alagoa;-22.171;-44.6413;1935-11-21T00:00:00Z;3101300
Esporte Clube 14 de Julho;Paraíba;PB;Livramento;-7.37113;-36.9491;1902-07-14T00:00:00Z;2508505
Esporte Clube Barroso;Alagoas;AL;Maceió;-9.66599;-35.735;1921-01-01T00:00:00Z;2704302
Esporte Clube Internacional de Lages;Santa Catarina;SC;Lages;-27.815;-50.3259;1949-01-01T00:00:00Z;4209300
Real Brasília Futebol Clube;Minas Gerais;MG;Bandeira;-15.8783;-40.5622;1994-01-01T00:00:00Z;3105202
Esporte Clube Comercial;Alagoas;AL;Campo Grande;-9.95542;-36.7926;1943-03-15T00:00:00Z;2701506
Esporte Clube Ipitanga Bahia;Bahia;BA;Senhor do Bonfim;-10.4594;-40.1865;2003-09-20T00:00:00Z;2930105
Sociedade Esportiva Santa Inês;Bahia;BA;Santa Inês;-13.2793;-39.814;1998-01-01T00:00:00Z;2927903
Sociedade Esportiva Nova Andradina;Mato Grosso do Sul;MS;Nova Andradina;-22.238;-53.3437;1989-01-01T00:00:00Z;5006200
Sociedade Esportiva Unaí Itapuã;Minas Gerais;MG;Paracatu;-17.2252;-46.8711;2002-01-01T00:00:00Z;3147006
Sociedade Esportiva Ypiranga Futebol Clube;Pernambuco;PE;Santa Cruz do Capibaribe;-7.94802;-36.2061;1938-08-03T00:00:00Z;2612505
Sociedade Esportiva e Recreativa Chapadão;Mato Grosso do Sul;MS;Chapadão do Sul;-18.788;-52.6263;1981-01-01T00:00:00Z;5002951
Sociedade Esportiva e Recreativa São José;Amapá;AP;Macapá;0.034934;-51.0694;1946-08-26T00:00:00Z;1600303
Sociedade Imperatriz de Desportos;Maranhão;MA;Imperatriz;-5.51847;-47.4777;1962-01-04T00:00:00Z;2105302
Sorriso Esporte Clube;Mato Grosso;MT;Sorriso;-12.5425;-55.7211;1985-01-01T00:00:00Z;5107925
Sport Club Americano;Espírito Santo;ES;Vitória;-20.3155;-40.3128;1935-05-09T00:00:00Z;3205309
Sport Club Luso Brasileiro;Maranhão;MA;São Luís;-2.53874;-44.2825;1917-02-24T00:00:00Z;2111300
Sport Club Mangueira;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1906-01-01T00:00:00Z;3304557
Sport Club Penedense;Alagoas;AL;Penedo;-10.2874;-36.5819;1909-01-01T00:00:00Z;2706703
Sport Club Santos Dumont;São Paulo;SP;Dumont;-21.2324;-47.9756;1904-01-01T00:00:00Z;3514601
Sport Club Bom Jesus;Alagoas;AL;Matriz de Camaragibe;-9.15437;-35.5243;1928-01-01T00:00:00Z;2705101
Sport Club Ulbra Ji-Paraná;Rondônia;RO;Ji-Paraná;-10.8777;-61.9322;2005-01-01T00:00:00Z;1100122
Sport Clube Camaçariense;Bahia;BA;Camaçari;-12.6996;-38.3263;2002-11-03T00:00:00Z;2905701
Esporte Clube São Bento;São Paulo;SP;Sorocaba;-23.4969;-47.4451;1913-01-01T00:00:00Z;3552205
CEA Clube;Amapá;AP;Macapá;0.034934;-51.0694;1955-01-01T00:00:00Z;1600303
Concórdia Atlético Clube;Santa Catarina;SC;Concórdia;-27.2335;-52.026;2005-01-01T00:00:00Z;4204301
Corumbaense Futebol Clube;Mato Grosso do Sul;MS;Corumbá;-19.0077;-57.651;1914-01-01T00:00:00Z;5003207
Costa Rica Esporte Clube;Mato Grosso do Sul;MS;Costa Rica;-18.5432;-53.1287;;5003256
Coxim Atlético Clube;Mato Grosso do Sul;MS;Coxim;-18.5013;-54.751;2002-01-01T00:00:00Z;5003306
Democrata Futebol Clube;Minas Gerais;MG;Sete Lagoas;-19.4569;-44.2413;1914-01-01T00:00:00Z;3167202
Santa Cruz Esporte Clube;Mato Grosso;MT;Barra do Bugres;-15.0702;-57.1878;1982-01-01T00:00:00Z;5101704
Santa Cruz Futebol Clube;Alagoas;AL;Maceió;-9.66599;-35.735;1931-08-25T00:00:00Z;2704302
Santa Quitéria Futebol Clube;Maranhão;MA;Santa Quitéria do Maranhão;-3.49308;-42.5688;2003-01-01T00:00:00Z;2110104
Santo Antônio Futebol Clube;Espírito Santo;ES;Vitória;-20.3155;-40.3128;1919-01-01T00:00:00Z;3205309
Santos Futebol Clube (Manaus);Amazonas;AM;Manaus;-3.11866;-60.0212;1952-01-01T00:00:00Z;1302603
Santos Futebol Clube Amapá;Amapá;AP;Macapá;0.034934;-51.0694;1973-01-01T00:00:00Z;1600303
Sociedade Esportiva Juventude;Espírito Santo;ES;São Mateus;-18.7214;-39.8579;;3204906
Sociedade Desportiva Serra Futebol Clube;Espírito Santo;ES;Serra;-20.121;-40.3074;1930-07-24T00:00:00Z;3205002
Colatina Sociedade Esportiva;Espírito Santo;ES;Colatina;-19.5493;-40.6269;2009-01-01T00:00:00Z;3201506
Colinas Esporte Clube;Tocantins;TO;Colinas do Tocantins;-8.05764;-48.4757;2001-01-01T00:00:00Z;1705508
Colorado Esporte Clube;Paraná;PR;Curitiba;-25.4195;-49.2646;1971-06-29T00:00:00Z;4106902
Comercial Futebol Clube (Alagoas);Rio Grande do Norte;RN;Viçosa;-5.98253;-37.9462;1965-01-01T00:00:00Z;2414902
Concórdia Futebol Clube;Ceará;CE;Catarina;-6.12291;-39.8736;2003-01-01T00:00:00Z;2303600
Confiança Esporte Clube;Paraíba;PB;Sapé;-7.09359;-35.228;1953-04-22T00:00:00Z;2515302
Botafogo Futebol Clube de Jaguaré;Espírito Santo;ES;Jaguaré;-18.907;-40.0759;2011-01-01T00:00:00Z;3203056
Hercílio Luz Futebol Clube;Santa Catarina;SC;Tubarão;-28.4713;-49.0144;1918-01-01T00:00:00Z;4218707
Ibiraçu Esporte Clube;Espírito Santo;ES;Ibiraçu;-19.8366;-40.3732;1959-10-09T00:00:00Z;3202504
Igaci Futebol Clube;Minas Gerais;MG;Alagoa;-22.171;-44.6413;2001-02-10T00:00:00Z;3101300
Imbituba Futebol Clube;Santa Catarina;SC;Imbituba;-28.2284;-48.6659;2007-01-01T00:00:00Z;4207304
Independente Esporte Clube;Bahia;BA;Santana;-12.9792;-44.0506;1962-01-19T00:00:00Z;2928208
Independência Futebol Clube;Mato Grosso;MT;Rio Branco;-15.2483;-58.1259;1946-08-02T00:00:00Z;5107206
Ipanema Atlético Clube;Alagoas;AL;Santana do Ipanema;-9.36999;-37.248;1923-01-01T00:00:00Z;2708006
Itabuna Esporte Clube;Bahia;BA;Itabuna;-14.7876;-39.2781;1967-05-23T00:00:00Z;2914802
Itapajé Futebol Clube;Ceará;CE;Itapajé;-3.68314;-39.5855;1998-01-01T00:00:00Z;2306306
Itapipoca Esporte Clube;Ceará;CE;Itapipoca;-3.49933;-39.5836;1993-01-01T00:00:00Z;2306405
Tuna Luso Brasileira;Pará;PA;Belém;-1.4554;-48.4898;1903-01-01T00:00:00Z;1501402
Juazeiro Social Clube;Bahia;BA;Juazeiro;-9.41622;-40.5033;1995-01-01T00:00:00Z;2918407
Juventus Esporte Clube;Amapá;AP;Macapá;0.034934;-51.0694;1959-01-01T00:00:00Z;1600303
Clube de Natação e Regatas Álvares Cabral;Espírito Santo;ES;Vitória;-20.3155;-40.3128;1902-01-01T00:00:00Z;3205309
Grêmio Esportivo Renner;Rio Grande do Sul;RS;Porto Alegre;-30.0318;-51.2065;1931-07-27T00:00:00Z;4314902
Íbis Sport Club;Paraíba;PB;Paulista;-6.59138;-37.6185;1938-11-15T00:00:00Z;2510907
Sport Club Mackenzie;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Esporte Clube Pau Grande;Rio de Janeiro;RJ;Magé;-22.6632;-43.0315;1908-01-01T00:00:00Z;3302502
Penarol Atlético Clube;Amazonas;AM;Itacoatiara;-3.13861;-58.4449;1947-08-08T00:00:00Z;1301902
Ji-Paraná Futebol Clube;Rondônia;RO;Ji-Paraná;-10.8777;-61.9322;1991-01-01T00:00:00Z;1100122
Sport Club São Paulo;Rio Grande do Sul;RS;Rio Grande;-32.0349;-52.1071;1908-01-01T00:00:00Z;4315602
Esporte Clube Internacional;Rio Grande do Sul;RS;Santa Maria;-29.6868;-53.8149;1928-05-16T00:00:00Z;4316907
Auto Esporte Clube;Piauí;PI;Teresina;-5.09194;-42.8034;1951-01-01T00:00:00Z;2211001
Abaeté Futebol Clube;Pará;PA;Abaetetuba;-1.72183;-48.8788;1936-01-01T00:00:00Z;1500107
Academia Desportiva Manthiqueira;São Paulo;SP;Guaratinguetá;-22.8075;-45.1938;2005-01-01T00:00:00Z;3518404
Agremiação Esportiva Canedense;Goiás;GO;Senador Canedo;-16.7084;-49.0914;2005-01-01T00:00:00Z;5220454
Bela Vista Futebol Clube (São Gonçalo);Mato Grosso do Sul;MS;Bela Vista;-22.1073;-56.5263;1977-01-01T00:00:00Z;5002100
Belo Jardim Futebol Clube;Pernambuco;PE;Belo Jardim;-8.3313;-36.4258;2005-01-01T00:00:00Z;2601706
Berga Esporte Clube;Mato Grosso;MT;Cuiabá;-15.601;-56.0974;1983-01-01T00:00:00Z;5103403
Boa Viagem Esporte Clube;Ceará;CE;Boa Viagem;-5.11258;-39.7337;1999-01-01T00:00:00Z;2302404
Botafogo Esporte Clube;Piauí;PI;Teresina;-5.09194;-42.8034;1930-01-01T00:00:00Z;2211001
Botafogo Reptiles;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1999-01-01T00:00:00Z;3304557
Americano Futebol Clube;Rio de Janeiro;RJ;Campos dos Goytacazes;-21.7622;-41.3181;1914-01-01T00:00:00Z;3301009
Clube 15 de Novembro;Rio Grande do Sul;RS;Campo Bom;-29.6747;-51.0606;1911-01-01T00:00:00Z;4303905
Grêmio Esportivo Tiradentes;Minas Gerais;MG;Tiradentes;-21.1102;-44.1744;1967-02-03T00:00:00Z;3168804
Mogi Mirim Esporte Clube;São Paulo;SP;Mogi Mirim;-22.4332;-46.9532;1932-02-01T00:00:00Z;3530805
Grêmio Atlético Coariense;Amazonas;AM;Coari;-4.09412;-63.1441;1977-01-01T00:00:00Z;1301209
Grêmio Esportivo Jaciara;Mato Grosso;MT;Jaciara;-15.9548;-54.9733;1975-01-01T00:00:00Z;5104807
Grêmio Esportivo Anápolis;Goiás;GO;Anápolis;-16.3281;-48.953;1999-01-01T00:00:00Z;5201108
Grêmio Esportivo Olímpico;Santa Catarina;SC;Blumenau;-26.9155;-49.0709;1919-01-01T00:00:00Z;4202404
Guarany Atlético Clube;Amapá;AP;Macapá;0.034934;-51.0694;1961-01-01T00:00:00Z;1600303
Guarani Esporte Clube (Ceará);Ceará;CE;Juazeiro do Norte;-7.19621;-39.3076;1941-01-01T00:00:00Z;2307304
Guarapari Esporte Clube;Espírito Santo;ES;Guarapari;-20.6772;-40.5093;1926-06-12T00:00:00Z;3202405
Sul América Esporte Clube;Amazonas;AM;Manaus;-3.11866;-60.0212;1932-01-01T00:00:00Z;1302603
São Francisco Futebol Clube (Acre);Mato Grosso;MT;Rio Branco;-15.2483;-58.1259;1967-10-04T00:00:00Z;5107206
São Paulo Futebol Clube (Macapá);Amapá;AP;Macapá;0.034934;-51.0694;1988-01-01T00:00:00Z;1600303
São Raimundo Esporte Clube (Roraima);Roraima;RR;Boa Vista;2.82384;-60.6753;1963-01-01T00:00:00Z;1400100
São Raimundo Esporte Clube (Manaus);Amazonas;AM;Manaus;-3.11866;-60.0212;1918-01-01T00:00:00Z;1302603
Taguatinga Esporte Clube;Tocantins;TO;Taguatinga;-12.4026;-46.437;1975-01-01T00:00:00Z;1720903
Trindade Atlético Clube;Goiás;GO;Trindade;-16.6517;-49.4927;2005-01-01T00:00:00Z;5221403
Esporte Clube Cruzeiro;Tocantins;TO;Cachoeirinha;-6.1156;-47.9234;1913-01-01T00:00:00Z;1703826
Grêmio Esportivo Inhumense;Goiás;GO;Anápolis;-16.3281;-48.953;1999-01-01T00:00:00Z;5201108
Ubiratan Esporte Clube;Mato Grosso do Sul;MS;Dourados;-22.2231;-54.812;1947-02-05T00:00:00Z;5003702
Sport Club Americano (São Paulo);São Paulo;SP;Santos;-23.9535;-46.335;1903-01-01T00:00:00Z;3548500
Unisul Esporte Clube;Santa Catarina;SC;Tubarão;-28.4713;-49.0144;2000-01-01T00:00:00Z;4218707
Esporte Clube Aracruz;Espírito Santo;ES;Aracruz;-19.82;-40.2764;1954-01-01T00:00:00Z;3200607
Arapongas Esporte Clube;Paraná;PR;Arapongas;-23.4153;-51.4259;1974-01-01T00:00:00Z;4101507
Clube Atlético Sorocaba;São Paulo;SP;Sorocaba;-23.4969;-47.4451;1991-02-21T00:00:00Z;3552205
Associação Botafogo Futebol Clube;São Paulo;SP;Guará;-20.4302;-47.8236;2009-01-01T00:00:00Z;3517703
Vilhena Esporte Clube;Rondônia;RO;Vilhena;-12.7502;-60.1488;1991-01-01T00:00:00Z;1100304
Grêmio Esportivo Novorizontino;Santa Catarina;SC;Novo Horizonte;-26.4442;-52.8281;1973-01-01T00:00:00Z;4211652
Caiçara Esporte Clube;Piauí;PI;Campo Maior;-4.8217;-42.1641;1954-02-27T00:00:00Z;2202208
Camboriú Futebol Clube;Santa Catarina;SC;Camboriú;-27.0241;-48.6503;2003-01-01T00:00:00Z;4203204
Clube Atlético Assisense;São Paulo;SP;Assis;-22.66;-50.4183;1995-01-01T00:00:00Z;3504008
Clube Atlético Alto Vale;Santa Catarina;SC;Rio do Sul;-27.2156;-49.643;1995-01-01T00:00:00Z;4214805
Clube Atlético Bandeirante;Tocantins;TO;Taguatinga;-12.4026;-46.437;1981-01-01T00:00:00Z;1720903
Clube Atlético Carazinho;Rio Grande do Sul;RS;Carazinho;-28.2958;-52.7933;1970-07-01T00:00:00Z;4304705
Clube Atlético Castelo Branco;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1990-01-01T00:00:00Z;3304557
Clube Atlético Ferroviário (Curitiba);Paraná;PR;Curitiba;-25.4195;-49.2646;1930-01-12T00:00:00Z;4106902
Clube Atlético Guaçuano;São Paulo;SP;Mogi Guaçu;-22.3675;-46.9428;1929-02-26T00:00:00Z;3530706
Clube Atlético Jalesense;São Paulo;SP;Jales;-20.2672;-50.5494;1960-01-03T00:00:00Z;3524808
Jacareí Futebol Clube;São Paulo;SP;Jacareí;-23.2983;-45.9658;1998-01-01T00:00:00Z;3524402
Clube Atlético Lençoense/Bariri;São Paulo;SP;Bariri;-22.073;-48.7438;1943-12-12T00:00:00Z;3505203
Clube Atlético Linense;São Paulo;SP;Lins;-21.6718;-49.7526;1927-06-12T00:00:00Z;3527108
Cordino Esporte Clube;Maranhão;MA;Barra do Corda;-5.49682;-45.2485;2010-01-01T00:00:00Z;2101608
Cotinguiba Esporte Clube;Sergipe;SE;Aracaju;-10.9091;-37.0677;1909-01-01T00:00:00Z;2800308
Crateús Esporte Clube;Ceará;CE;Crateús;-5.16768;-40.6536;2001-01-01T00:00:00Z;2304103
Crato Esporte Clube;Ceará;CE;Crato;-7.2153;-39.4103;1997-01-01T00:00:00Z;2304202
Cruzeiro Esporte Clube (Rondônia);Rondônia;RO;Porto Velho;-8.76077;-63.8999;1963-05-01T00:00:00Z;1100205
Cruzeiro Futebol Clube (Bahia);Bahia;BA;Cruz das Almas;-12.6675;-39.1008;1967-09-26T00:00:00Z;2909802
Serrano Foot Ball Club;Rio de Janeiro;RJ;Petrópolis;-22.52;-43.1926;1915-01-01T00:00:00Z;3303906
Auto Esporte Clube;Paraíba;PB;João Pessoa;-7.11509;-34.8641;1936-01-01T00:00:00Z;2507507
Bandeirante Esporte Clube;São Paulo;SP;Birigui;-21.291;-50.3432;1965-11-28T00:00:00Z;3506508
Barcelona Esporte Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1999-01-01T00:00:00Z;3304557
Barra Futebol Clube;Rio de Janeiro;RJ;Teresópolis;-22.4165;-42.9752;1939-06-08T00:00:00Z;3305802
Barra Mansa Futebol Clube;Rio de Janeiro;RJ;Barra Mansa;-22.5481;-44.1752;1908-01-01T00:00:00Z;3300407
Barras Futebol Club;Piauí;PI;Barras;-4.24468;-42.2922;2004-11-15T00:00:00Z;2201200
Barretos Esporte Clube;São Paulo;SP;Barretos;-20.5531;-48.5698;1960-10-28T00:00:00Z;3505500
Batatais Futebol Clube;São Paulo;SP;Batatais;-20.8929;-47.5921;1919-01-01T00:00:00Z;3505906
Bayer Esporte Clube;Rio de Janeiro;RJ;Belford Roxo;-22.764;-43.3992;1962-01-01T00:00:00Z;3300456
Club de Regatas Vasco da Gama;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1898-08-21T00:00:00Z;3304557
Itaperuna Esporte Clube;Rio de Janeiro;RJ;Itaperuna;-21.1997;-41.8799;1989-01-01T00:00:00Z;3302205
Comercial Futebol Clube;São Paulo;SP;Ribeirão Preto;-21.1699;-47.8099;1911-01-01T00:00:00Z;3543402
Resende Futebol Clube;Rio de Janeiro;RJ;Resende;-22.4705;-44.4509;1909-01-01T00:00:00Z;3304201
Alto Acre Futebol Club;Acre;AC;Epitaciolândia;-11.0188;-68.7341;2009-01-01T00:00:00Z;1200252
Amadense Esporte Clube;Sergipe;SE;Tobias Barreto;-11.1798;-37.9995;1981-01-01T00:00:00Z;2807402
América Futebol Clube (Paraná);Paraná;PR;Curitiba;-25.4195;-49.2646;1914-01-01T00:00:00Z;4106902
América Futebol Clube (Caaporã);Paraíba;PB;Caaporã;-7.51351;-34.9055;1944-01-01T00:00:00Z;2503001
América Futebol Clube (Pernambuco);Pernambuco;PE;Recife;-8.04666;-34.8771;1914-01-01T00:00:00Z;2611606
América Futebol Clube;Sergipe;SE;Propriá;-10.2138;-36.8442;1942-01-01T00:00:00Z;2805703
América Futebol Clube (Três Rios);Rio de Janeiro;RJ;Três Rios;-22.1165;-43.2185;1929-01-01T00:00:00Z;3306008
Américo Esporte Clube;São Paulo;SP;Américo Brasiliense;-21.7288;-48.1147;2007-09-25T00:00:00Z;3501707
Angra dos Reis Esporte Clube;Rio de Janeiro;RJ;Angra dos Reis;-23.0011;-44.3196;1999-01-01T00:00:00Z;3300100
Aperibeense Futebol Clube;Rio de Janeiro;RJ;Aperibé;-21.6252;-42.1017;1951-01-01T00:00:00Z;3300159
Apucarana Atlético Clube;Paraná;PR;Apucarana;-23.55;-51.4635;1975-01-01T00:00:00Z;4101408
Araripina Futebol Clube;Pernambuco;PE;Araripina;-7.57073;-40.494;2008-01-01T00:00:00Z;2601102
Araxá Esporte Clube;Minas Gerais;MG;Araxá;-19.5902;-46.9438;1958-01-01T00:00:00Z;3104007
Ariquemes Futebol Clube;Rondônia;RO;Ariquemes;-9.90571;-63.0325;1996-01-01T00:00:00Z;1100023
Arsenal Atividades Desportivas Sport Club;Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;2006-01-01T00:00:00Z;3106200
Artsul Futebol Clube;Rio de Janeiro;RJ;Nova Iguaçu;-22.7556;-43.4603;2001-01-01T00:00:00Z;3303500
Associação Atlética Alvorada;Tocantins;TO;Alvorada;-12.4785;-49.1249;1993-01-01T00:00:00Z;1700707
Associação Atlética Batel;Paraná;PR;Guarapuava;-25.3902;-51.4623;1951-01-01T00:00:00Z;4109401
Associação Atlética Carapebus;Rio de Janeiro;RJ;Carapebus;-22.1821;-41.663;2006-01-01T00:00:00Z;3300936
Associação Atlética Cori-Sabbá;Piauí;PI;Floriano;-6.77182;-43.0241;1973-01-01T00:00:00Z;2203909
Associação Atlética Ferroviária (Botucatu);São Paulo;SP;Botucatu;-22.8837;-48.4437;1939-05-03T00:00:00Z;3507506
Associação Atlética Flamengo;São Paulo;SP;Guarulhos;-23.4538;-46.5333;1954-01-01T00:00:00Z;3518800
Associação Atlética Guarany;Sergipe;SE;Porto da Folha;-9.91626;-37.2842;1940-01-01T00:00:00Z;2805604
Associação Atlética Internacional (Bebedouro);São Paulo;SP;Bebedouro;-20.9491;-48.4791;1906-01-01T00:00:00Z;3506102
Associação Atlética Nova Venécia;Espírito Santo;ES;Nova Venécia;-18.715;-40.4053;1983-01-01T00:00:00Z;3203908
Associação Atlética Santa Rita;Alagoas;AL;Boca da Mata;-9.64308;-36.2125;1974-01-03T00:00:00Z;2701001
Associação Atlética São Bento;São Paulo;SP;São Paulo;-23.5329;-46.6395;1914-01-01T00:00:00Z;3550308
Associação Boquinhense de Desporto;Sergipe;SE;Boquim;-11.1397;-37.6195;1965-10-11T00:00:00Z;2800670
Associação Cultural e Desportiva Potyguar Seridoense;Rio Grande do Norte;RN;Currais Novos;-6.25484;-36.5146;1989-01-01T00:00:00Z;2403103
Associação Desportiva Cabense;Pernambuco;PE;Cabo de Santo Agostinho;-8.28218;-35.0253;1995-01-01T00:00:00Z;2602902
Associação Desportiva Guarabira;Paraíba;PB;Guarabira;-6.85064;-35.485;2005-01-01T00:00:00Z;2506301
Associação Desportiva Guarujá;São Paulo;SP;Guarujá;-23.9888;-46.258;1992-01-01T00:00:00Z;3518701
Associação Desportiva Perilima;Paraíba;PB;Campina Grande;-7.22196;-35.8731;1992-01-01T00:00:00Z;2504009
Associação Desportiva Socorrense;Sergipe;SE;Nossa Senhora do Socorro;-10.8468;-37.1231;2005-01-01T00:00:00Z;2804805
Associação Esportiva Araçatuba;São Paulo;SP;Araçatuba;-21.2076;-50.4401;1972-01-01T00:00:00Z;3502804
Associação Esportiva Colorado;Mato Grosso do Sul;MS;Caarapó;-22.6368;-54.8209;1978-01-01T00:00:00Z;5002407
Associação Esportiva Real;Roraima;RR;São Luiz;1.01019;-60.0419;2006-01-01T00:00:00Z;1400605
Associação Esportiva Recreativa Engenheiro Beltrão;Paraná;PR;Engenheiro Beltrão;-23.797;-52.2659;2003-01-01T00:00:00Z;4107504
Associação Esportiva Santacruzense;São Paulo;SP;Santa Cruz do Rio Pardo;-22.8988;-49.6354;1931-01-01T00:00:00Z;3546405
Associação Esportiva Social e Recreativa Riopardense;Rio Grande do Sul;RS;Rio Grande;-32.0349;-52.1071;2009-01-01T00:00:00Z;4315602
Associação Esportiva Velo Clube Rioclarense;Rio de Janeiro;RJ;Rio Claro;-22.72;-44.1419;1910-01-01T00:00:00Z;3304409
Associação Esportiva e Recreativa Santo Ângelo;Rio Grande do Sul;RS;Santo Ângelo;-28.3001;-54.2668;1989-01-01T00:00:00Z;4317509
Associação Ferroviária de Esportes;São Paulo;SP;Araraquara;-21.7845;-48.178;1950-01-01T00:00:00Z;3503208
Associação Maga Esporte Clube;Ceará;CE;Catarina;-6.12291;-39.8736;1993-01-01T00:00:00Z;2303600
Associação Nova Prata de Esportes Cultura e Lazer;Rio Grande do Sul;RS;Nova Prata;-28.7799;-51.6113;2003-01-01T00:00:00Z;4313300
Associação Portuguesa Londrinense;Paraná;PR;Londrina;-23.304;-51.1691;1950-01-01T00:00:00Z;4113700
Associação Xanxerense de Futebol;Santa Catarina;SC;Xanxerê;-26.8747;-52.4036;1978-01-01T00:00:00Z;4219507
Associação Trairiense de Futebol;Ceará;CE;Trairi;-3.26932;-39.2681;1999-01-01T00:00:00Z;2313500
Associação Sportiva São Domingos;Minas Gerais;MG;Alagoa;-22.171;-44.6413;1970-01-01T00:00:00Z;3101300
