nome_clube;estado;uf;cidade;latitude;longitude;inception;codigo_ibge
Grêmio Esportivo Sapucaiense;Rio Grande do Sul;RS;Sapucaia do Sul;-29.8276;-51.145;1941-01-01T00:00:00Z;4320008
Guanabara Esporte Clube;Rio de Janeiro;RJ;Araruama;-22.8697;-42.3326;2004-01-01T00:00:00Z;3300209
Guanambi Atlético Clube;Bahia;BA;Guanambi;-14.2231;-42.7799;1983-01-01T00:00:00Z;2911709
Guarany Futebol Clube (Camaquã);Rio Grande do Sul;RS;Camaquã;-30.8489;-51.8043;1946-02-12T00:00:00Z;4303509
Kaburé Esporte Clube;Tocantins;TO;Colinas do Tocantins;-8.05764;-48.4757;1985-01-01T00:00:00Z;1705508
Riachuelo Futebol Clube;Rio Grande do Norte;RN;Riachuelo;-5.82156;-35.8215;1933-06-11T00:00:00Z;2410900
Rio Bananal Futebol Clube;São Paulo;SP;Bananal;-22.6819;-44.3281;2007-01-17T00:00:00Z;3504909
Riograndense Futebol Clube;Rio Grande do Sul;RS;Santa Maria;-29.6868;-53.8149;1912-01-01T00:00:00Z;4316907
River Esporte Clube;Roraima;RR;Boa Vista;2.82384;-60.6753;1962-12-22T00:00:00Z;1400100
Rodoviário Piraí Futebol Clube;Rio de Janeiro;RJ;Piraí;-22.6215;-43.9081;1956-06-06T00:00:00Z;3304003
Rolim de Moura Esporte Clube;Rondônia;RO;Rolim de Moura;-11.7271;-61.7714;2002-01-01T00:00:00Z;1100288
Rondonópolis Esporte Clube;Mato Grosso;MT;Rondonópolis;-16.4673;-54.6372;2006-01-01T00:00:00Z;5107602
Rubro Social Esporte Clube;Rio de Janeiro;RJ;Araruama;-22.8697;-42.3326;1991-01-01T00:00:00Z;3300209
Lagarto Futebol Clube;Sergipe;SE;Lagarto;-10.9136;-37.6689;2009-01-01T00:00:00Z;2803500
Laranjeiras Esporte Clube;Sergipe;SE;Laranjeiras;-10.7981;-37.1731;2008-01-01T00:00:00Z;2803609
Lauro Müller Futebol Clube;Ceará;CE;Catarina;-6.12291;-39.8736;1924-01-01T00:00:00Z;2303600
Yale Atlético Clube;Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;1910-01-01T00:00:00Z;3106200
Barreiras Esporte Clube;Bahia;BA;Barreiras;-12.1439;-44.9968;;2903201
Bela Vista Futebol Clube (Sete Lagoas);Mato Grosso do Sul;MS;Bela Vista;-22.1073;-56.5263;;5002100
Belford Roxo Futebol Clube;Rio de Janeiro;RJ;Belford Roxo;-22.764;-43.3992;;3300456
Betim Futebol Clube;Minas Gerais;MG;Betim;-19.9668;-44.2008;;3106705
Bonitto Atlético Clube;Pernambuco;PE;Bonito;-8.47163;-35.7292;2004-02-01T00:00:00Z;2602308
Botafogo Futebol Clube (Porto Velho);Rondônia;RO;Porto Velho;-8.76077;-63.8999;;1100205
Brasil Industrial Esporte Clube;Rio de Janeiro;RJ;Paracambi;-22.6078;-43.7108;1912-01-01T00:00:00Z;3303609
Cachoeira Futebol Clube;Ceará;CE;Barro;-7.17188;-38.7741;1914-02-24T00:00:00Z;2302008
Carapebus Esporte Clube;Rio de Janeiro;RJ;Carapebus;-22.1821;-41.663;;3300936
Carpinense Esporte Clube;Pernambuco;PE;Carpina;-7.84566;-35.2514;1998-01-06T00:00:00Z;2604007
Carpina Sport Club;Pernambuco;PE;Carpina;-7.84566;-35.2514;;2604007
Centro Esportivo Academia do Gol;Rio de Janeiro;RJ;Niterói;-22.8832;-43.1034;;3303302
Centro Esportivo União;Ceará;CE;Fortaleza;-3.71664;-38.5423;;2304400
Chã Grande Futebol Clube;Pernambuco;PE;Chã Grande;-8.23827;-35.4571;;2604502
Club Athletico Sorocabano;Paraíba;PB;São Bento;-6.48529;-37.4488;1902-12-25T00:00:00Z;2513901
Club Vasco da Gama;Amazonas;AM;Manaus;-3.11866;-60.0212;1913-10-11T00:00:00Z;1302603
Clube Atlético Babaçu;Maranhão;MA;Bacabal;-4.22447;-44.7832;;2101202
Clube Atlético Comercial;São Paulo;SP;Lins;-21.6718;-49.7526;1938-03-25T00:00:00Z;3527108
Clube Atlético Embu-Guaçu;São Paulo;SP;Embu-Guaçu;-23.8297;-46.8136;1934-07-07T00:00:00Z;3515103
Clube Atlético Itapemirim;Espírito Santo;ES;Itapemirim;-21.0095;-40.8307;1965-01-01T00:00:00Z;3202801
Clube Atlético Parque da Moóca;São Paulo;SP;São Paulo;-23.5329;-46.6395;;3550308
Clube Atlético Paulistano (São Roque);Paraíba;PB;Aguiar;-7.0918;-38.1681;;2500205
Clube Atlético Potengi;Ceará;CE;Potengi;-7.09154;-40.0233;;2311207
Clube Atlético Santista;São Paulo;SP;Santos;-23.9535;-46.335;1913-09-07T00:00:00Z;3548500
Clube Esportivo Guaicurus;Alagoas;AL;Campo Grande;-9.95542;-36.7926;;2701506
Clube Esportivo Nova Andradina;São Paulo;SP;Andradina;-20.8948;-51.3786;;3502101
Clube São João;São Paulo;SP;Jundiaí;-23.1852;-46.8974;;3525904
Clube de Campo Associação Atlética Guapira;São Paulo;SP;São Paulo;-23.5329;-46.6395;1918-10-20T00:00:00Z;3550308
Clube de Futebol Rio de Janeiro;Paraíba;PB;Mari;-7.05942;-35.318;;2509107
Clube dos Trinta (Tocantins);Tocantins;TO;Araguaína;-7.19238;-48.2044;;1702109
Colégio Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Comercial Esporte Clube (Três Lagoas);Mato Grosso do Sul;MS;Três Lagoas;-20.7849;-51.7007;1931-02-03T00:00:00Z;5008305
Comercial Futebol Clube;São Paulo;SP;São Paulo;-23.5329;-46.6395;1939-01-01T00:00:00Z;3550308
Copacabana Titãs;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;2004-10-02T00:00:00Z;3304557
Corinthians Futebol Clube;São Paulo;SP;Santo André;-23.6737;-46.5432;1912-01-01T00:00:00Z;3547809
Corinthians Jundiaiense Foot-Ball Club;São Paulo;SP;Jundiaí;-23.1852;-46.8974;;3525904
Coroatá Futebol Clube;Maranhão;MA;Coroatá;-4.13442;-44.1244;1986-04-08T00:00:00Z;2103604
Cosmos Social Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Cotia Futebol Clube;São Paulo;SP;Campo Limpo Paulista;-23.2078;-46.7889;;3509601
Cristalina Atlético Clube;Goiás;GO;Cristalina;-16.7676;-47.6131;;5206206
Cruzeiro Esporte Clube (Paraíba);São Paulo;SP;Itaporanga;-23.7043;-49.4819;1969-10-28T00:00:00Z;3522802
Cruzeiro Futebol Clube (Distrito Federal);São Paulo;SP;Cruzeiro;-22.5728;-44.969;2000-05-10T00:00:00Z;3513405
Cruzeiro Futebol Clube (São Paulo);São Paulo;SP;Cruzeiro;-22.5728;-44.969;1914-09-03T00:00:00Z;3513405
Curitiba Brown Spiders;Paraná;PR;Curitiba;-25.4195;-49.2646;2001-01-01T00:00:00Z;4106902
Curitiba Hurricanes;Paraná;PR;Curitiba;-25.4195;-49.2646;2013-01-01T00:00:00Z;4106902
Curitiba Predadores;Paraná;PR;Curitiba;-25.4195;-49.2646;2010-08-27T00:00:00Z;4106902
Cáceres Esporte Clube;Mato Grosso;MT;Cáceres;-16.0764;-57.6818;;5102504
Departamento de Estradas de Rodagem Atlético Clube;São Paulo;SP;Itapetininga;-23.5886;-48.0483;;3522307
Destilaria Esporte Clube;Pernambuco;PE;Cabo de Santo Agostinho;-8.28218;-35.0253;;2602902
Dorense Futebol Clube;Sergipe;SE;Nossa Senhora das Dores;-10.4854;-37.1963;1948-01-01T00:00:00Z;2804607
Dracena Futebol Clube;São Paulo;SP;Dracena;-21.4843;-51.535;1948-07-02T00:00:00Z;3514403
Duartina Futebol Clube;São Paulo;SP;Duartina;-22.4146;-49.4084;;3514502
Duque de Caxias Foot-Ball Club;Maranhão;MA;Caxias;-4.86505;-43.3617;;2103000
E.C. Aranãs;Minas Gerais;MG;Capelinha;-17.6888;-42.5147;;3112307
Elite Clube Desportivo;Rio Grande do Sul;RS;Rio Grande;-32.0349;-52.1071;;4315602
Energia Circular Sport Clube;Bahia;BA;Salvador;-12.9718;-38.5011;;2927408
Equador Futebol Clube;Pernambuco;PE;Recife;-8.04666;-34.8771;;2611606
Ponta Grossa Esporte Clube;Paraná;PR;Ponta Grossa;-25.0916;-50.1668;1994-01-01T00:00:00Z;4119905
Ponta Porã Sociedade Esportiva;Mato Grosso do Sul;MS;Ponta Porã;-22.5296;-55.7203;1998-01-01T00:00:00Z;5006606
Ponte Preta Sumaré Futebol Clube;Rio Grande do Sul;RS;Ponte Preta;-27.6587;-52.4848;2001-01-01T00:00:00Z;4314787
Prudentópolis Esporte Clube;Paraná;PR;Prudentópolis;-25.2111;-50.9754;1968-01-01T00:00:00Z;4120606
Quissamã Futebol Clube;Rio de Janeiro;RJ;Quissamã;-22.1031;-41.4693;1919-01-01T00:00:00Z;3304151
Radium Futebol Clube;São Paulo;SP;Mococa;-21.4647;-47.0024;1919-01-01T00:00:00Z;3530508
Real Noroeste Capixaba Futebol Clube;Espírito Santo;ES;Águia Branca;-18.9846;-40.7437;2008-01-01T00:00:00Z;3200136
Sabiá Futebol Clube;Maranhão;MA;Caxias;-4.86505;-43.3617;2011-01-01T00:00:00Z;2103000
Sampaio Corrêa Futebol e Esporte;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;2006-01-01T00:00:00Z;3304557
Santa Cruz Futebol Clube (Rio de Janeiro);Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;2007-10-01T00:00:00Z;3304557
Santa Cruz Recreativo Esporte Clube;Maranhão;MA;Santa Rita;-3.14241;-44.3211;1939-04-15T00:00:00Z;2110203
Santa Helena Esporte Clube;Goiás;GO;Santa Helena de Goiás;-17.8115;-50.5977;1965-11-17T00:00:00Z;5219308
Santa Rosa Esporte Clube;Pará;PA;Belém;-1.4554;-48.4898;1924-01-01T00:00:00Z;1501402
Santos Futebol Clube (João Pessoa);Paraíba;PB;João Pessoa;-7.11509;-34.8641;1949-09-09T00:00:00Z;2507507
Scottish Wanderers Football Club;São Paulo;SP;São Paulo;-23.5329;-46.6395;;3550308
Serra Macaense Futebol Clube;Rio de Janeiro;RJ;Macaé;-22.3768;-41.7848;1992-01-01T00:00:00Z;3302403
Serra Talhada Futebol Clube;Pernambuco;PE;Serra Talhada;-7.98178;-38.289;2011-01-01T00:00:00Z;2613909
Serrano Centro-Sul Esporte Clube;Paraná;PR;Prudentópolis;-25.2111;-50.9754;2007-01-01T00:00:00Z;4120606
Serrano Sport Club;Bahia;BA;Porto Seguro;-16.4435;-39.0643;1979-01-01T00:00:00Z;2925303
Sete de Junho Esporte Clube;Sergipe;SE;Tobias Barreto;-11.1798;-37.9995;1983-01-01T00:00:00Z;2807402
Sete de Setembro Esporte Clube;Pernambuco;PE;Garanhuns;-8.88243;-36.4966;1950-01-01T00:00:00Z;2606002
Serra Branca Esporte Clube;Paraíba;PB;Cajazeiras;-6.88004;-38.5577;2007-07-13T00:00:00Z;2503704
Sociedade Esportiva Ariquemes;Rondônia;RO;Ariquemes;-9.90571;-63.0325;1981-01-01T00:00:00Z;1100023
Sociedade Esportiva Brazlândia;Maranhão;MA;Chapadinha;-3.73875;-43.3538;1996-01-01T00:00:00Z;2103208
Sociedade Esportiva Itapirense;São Paulo;SP;Itapira;-22.4357;-46.8224;1947-03-24T00:00:00Z;3522604
Sociedade Esportiva Palmeiras B;São Paulo;SP;São Paulo;-23.5329;-46.6395;2000-01-01T00:00:00Z;3550308
Sociedade Esportiva Matonense;São Paulo;SP;Matão;-21.6025;-48.364;1976-01-01T00:00:00Z;3529302
Sociedade Esportiva Palmeirinha;Piauí;PI;Porto;-3.88815;-42.6998;1955-04-03T00:00:00Z;2208502
Sociedade Esportiva Recreativa e Cultural Brasil;Rio Grande do Sul;RS;Farroupilha;-29.2227;-51.3419;1939-01-01T00:00:00Z;4307906
Sociedade Esportiva União Cacoalense;Rondônia;RO;Cacoal;-11.4343;-61.4562;1982-01-01T00:00:00Z;1100049
Sociedade Esportiva Veneciano;Rio Grande do Norte;RN;Espírito Santo;-6.33563;-35.3052;2001-01-01T00:00:00Z;2403509
Sociedade Esportiva e Cultural Terra e Mar Clube;Ceará;CE;Fortaleza;-3.71664;-38.5423;1938-06-01T00:00:00Z;2304400
Sociedade Esportiva e Recreativa Operários Mafrenses;Ceará;CE;Catarina;-6.12291;-39.8736;1897-01-01T00:00:00Z;2303600
Sousa Esporte Clube;Paraíba;PB;Sousa;-6.75148;-38.2311;1991-01-01T00:00:00Z;2516201
Sport Club Atibaia;São Paulo;SP;Atibaia;-23.1171;-46.5563;2005-01-01T00:00:00Z;3504107
Sport Club Barueri;São Paulo;SP;Barueri;-23.5057;-46.879;1998-01-01T00:00:00Z;3505708
Sport Club Belém;Pará;PA;Belém;-1.4554;-48.4898;1965-12-02T00:00:00Z;1501402
Sport Club Flamengo;Pernambuco;PE;Recife;-8.04666;-34.8771;1914-01-01T00:00:00Z;2611606
Sport Club Gararu;Sergipe;SE;Gararu;-9.9722;-37.0869;1989-01-01T00:00:00Z;2802403
Sport Club Gaúcho;Rio Grande do Sul;RS;Passo Fundo;-28.2576;-52.4091;1918-01-01T00:00:00Z;4314100
Sport Club Guarany;Rio Grande do Sul;RS;Cruz Alta;-28.645;-53.6048;1913-01-01T00:00:00Z;4306106
Sport Club Guaraí;Tocantins;TO;Guaraí;-8.83543;-48.5114;1983-01-01T00:00:00Z;1709302
Sport Club Maguary;Ceará;CE;Fortaleza;-3.71664;-38.5423;2009-01-01T00:00:00Z;2304400
Sport Clube Santo Antônio;Paraná;PR;Atalaia;-23.1517;-52.0551;2007-07-13T00:00:00Z;4102208
Sport Clube Shallon;Rondônia;RO;Porto Velho;-8.76077;-63.8999;2000-01-01T00:00:00Z;1100205
Teresópolis Futebol Clube;Rio de Janeiro;RJ;Teresópolis;-22.4165;-42.9752;1915-01-01T00:00:00Z;3305802
Timbaúba Futebol Clube;Pernambuco;PE;Timbaúba;-7.50484;-35.3119;;2615300
Tocantins Esporte Clube (Maranhão);Maranhão;MA;Imperatriz;-5.51847;-47.4777;1975-01-01T00:00:00Z;2105302
Tocantins Esporte Clube;Tocantins;TO;Miracema do Tocantins;-9.56556;-48.393;1993-01-01T00:00:00Z;1713205
Esperança Futebol Clube;Paraíba;PB;Esperança;-7.02278;-35.8597;;2506004
Esporte Clube 21 de Abril;Tocantins;TO;Fátima;-10.7603;-48.9076;1962-04-21T00:00:00Z;1707553
Club Athletico Cornélio Procópio;Paraná;PR;Cornélio Procópio;-23.1829;-50.6498;;4106407
Esporte Clube ASA da Amazônia;Amazonas;AM;Manaus;-3.11866;-60.0212;2009-09-08T00:00:00Z;1302603
Esporte Clube Biguaçu;Santa Catarina;SC;Biguaçu;-27.496;-48.6598;;4202305
Esporte Clube Cascatinha;Rio de Janeiro;RJ;Petrópolis;-22.52;-43.1926;;3303906
Esporte Clube Corintians;São Paulo;SP;Presidente Venceslau;-21.8732;-51.8447;1946-11-26T00:00:00Z;3541505
Esporte Clube Corinthians de Votorantim;São Paulo;SP;São Paulo;-23.5329;-46.6395;1944-06-01T00:00:00Z;3550308
Esporte Clube Corintians (Casa Branca);São Paulo;SP;Casa Branca;-21.7708;-47.0852;;3510807
Esporte Clube Estrela;Rio Grande do Sul;RS;Estrela;-29.5002;-51.9495;1914-12-14T00:00:00Z;4307807
Esporte Clube Estrela de Março;Rio Grande do Sul;RS;Estrela;-29.5002;-51.9495;;4307807
Esporte Clube Falcão;Maranhão;MA;São Luís;-2.53874;-44.2825;2002-10-20T00:00:00Z;2111300
Esporte Clube Gazeta;São Paulo;SP;Ourinhos;-22.9797;-49.8697;;3534708
Esporte Clube Golfinho;São Paulo;SP;Guarulhos;-23.4538;-46.5333;1970-12-12T00:00:00Z;3518800
Esporte Clube Hepacaré;São Paulo;SP;Lorena;-22.7334;-45.1197;;3527207
Esporte Clube Iguaçu;Rio de Janeiro;RJ;Nova Iguaçu;-22.7556;-43.4603;1912-01-01T00:00:00Z;3303500
Esporte Clube Lageado;Espírito Santo;ES;Alegre;-20.758;-41.5382;;3200201
Esporte Clube Jardim;Ceará;CE;Jardim;-7.57599;-39.2826;;2307106
Esporte Clube Lemense;São Paulo;SP;Leme;-22.1809;-47.3841;;3526704
Esporte Clube Limoeiro;Pernambuco;PE;Limoeiro;-7.8726;-35.4402;;2608909
Guarany Foot-Ball Club (Belo Horizonte);Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;;3106200
Guarulhos Rhynos;São Paulo;SP;São Paulo;-23.5329;-46.6395;;3550308
Oriente Atlético Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1927-06-13T00:00:00Z;3304557
Heliópolis Atlético Clube;Rio de Janeiro;RJ;Belford Roxo;-22.764;-43.3992;;3300456
Minas Futebol Brasil;Paraíba;PB;Lagoa;-6.58572;-37.9127;;2508109
Minister Clube;São Paulo;SP;São Paulo;-23.5329;-46.6395;1964-01-01T00:00:00Z;3550308
Miracema Esporte Clube;Tocantins;TO;Miracema do Tocantins;-9.56556;-48.393;;1713205
Mirandópolis Esporte Clube;São Paulo;SP;Mirandópolis;-21.1313;-51.1035;1962-01-01T00:00:00Z;3530102
Monte Cristo Esporte Clube;Goiás;GO;Goiânia;-16.6864;-49.2643;1970-01-01T00:00:00Z;5208707
Monte Rey Futebol Clube;Rio Grande do Norte;RN;Vera Cruz;-6.04399;-35.428;;2414803
Montes Claros Futebol Clube;Minas Gerais;MG;Montes Claros;-16.7282;-43.8578;;3143302
Mossoró Esporte Clube;Rio Grande do Norte;RN;Mossoró;-5.18374;-37.3474;;2408003
Municipal Futebol Clube;Piauí;PI;Paquetá;-7.10303;-41.7;;2207553
Nacional Atlético Clube (Porto Alegre);Rio Grande do Sul;RS;Porto Alegre;-30.0318;-51.2065;1937-04-16T00:00:00Z;4314902
Nacional Esporte Clube;Goiás;GO;Itumbiara;-18.4093;-49.2158;;5211503
Nacional FootBall Club;Ceará;CE;Fortaleza;-3.71664;-38.5423;1926-08-01T00:00:00Z;2304400
Navegantes Esporte Clube;Santa Catarina;SC;Navegantes;-26.8943;-48.6546;;4211306
Nerópolis Esporte Clube;Goiás;GO;Itauçu;-16.2029;-49.6109;;5211404
Niteroiense Futebol Clube;Rio de Janeiro;RJ;Niterói;-22.8832;-43.1034;1913-05-11T00:00:00Z;3303302
Nova Friburgo Futebol Clube;Rio de Janeiro;RJ;Nova Friburgo;-22.2932;-42.5377;;3303401
Novo Futebol Clube;Alagoas;AL;Campo Grande;-9.95542;-36.7926;2010-10-11T00:00:00Z;2701506
Oeiras Atlético Clube;Piauí;PI;Oeiras;-7.01915;-42.1283;1997-09-08T00:00:00Z;2207009
Oeste Futebol Clube (Chapecó);Ceará;CE;Catarina;-6.12291;-39.8736;;2303600
Olinda Futebol Clube;Pernambuco;PE;Olinda;-8.01017;-34.8545;;2609600
Olympico Club (Belo Horizonte);Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;1940-02-04T00:00:00Z;3106200
São Domingos Futebol Clube;Bahia;BA;São Domingos;-11.4649;-39.5268;2004-01-01T00:00:00Z;2928950
São Gabriel Futebol Clube;Rio Grande do Sul;RS;São Gabriel;-30.3337;-54.3217;2000-01-01T00:00:00Z;4318309
São Vicente Atlético Clube;São Paulo;SP;Santos;-23.9535;-46.335;1928-04-21T00:00:00Z;3548500
Tanabi Esporte Clube;São Paulo;SP;Tanabi;-20.6228;-49.6563;1942-01-01T00:00:00Z;3553401
Tangará Esporte Clube;Paraíba;PB;Mato Grosso;-6.54018;-37.7279;1991-01-01T00:00:00Z;2509370
Unibol Pernambuco Futebol Clube;Paraíba;PB;Paulista;-6.59138;-37.6185;1996-01-01T00:00:00Z;2510907
União Central Futebol Clube;Bahia;BA;Central;-11.1376;-42.1116;1986-04-14T00:00:00Z;2907608
União Frederiquense de Futebol;Rio Grande do Sul;RS;Frederico Westphalen;-27.3586;-53.3958;2010-01-01T00:00:00Z;4308508
União Futebol Clube;São Paulo;SP;Mogi das Cruzes;-23.5208;-46.1854;1913-01-01T00:00:00Z;3530607
União Recreativa dos Trabalhadores;Minas Gerais;MG;Patos de Minas;-18.5699;-46.5013;1939-01-01T00:00:00Z;3148004
União Suzano Atlético Clube;São Paulo;SP;Suzano;-23.5448;-46.3112;1969-01-25T00:00:00Z;3552502
União de Marechal Hermes Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1915-01-01T00:00:00Z;3304557
Valeriodoce Esporte Clube;Minas Gerais;MG;Itabira;-19.6239;-43.2312;1942-11-22T00:00:00Z;3131703
Vasco Esporte Clube;Sergipe;SE;Aracaju;-10.9091;-37.0677;1931-08-15T00:00:00Z;2800308
Vera Cruz Futebol Clube (Vitória de Santo Antão);Pernambuco;PE;Vitória de Santo Antão;-8.12819;-35.2976;1960-02-03T00:00:00Z;2616407
Vila Isabel Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1912-01-01T00:00:00Z;3304557
Villa Rio Esporte Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;2004-01-01T00:00:00Z;3304557
Votoraty Futebol Clube;São Paulo;SP;Votorantim;-23.5446;-47.4388;2005-01-01T00:00:00Z;3557006
Acriano Futebol Clube;Acre;AC;Rodrigues Alves;-7.73864;-72.661;;1200427
Adolfo Konder Futebol Clube;Santa Catarina;SC;Florianópolis;-27.5945;-48.5477;;4205407
Afogadense Futebol Clube;Pernambuco;PE;Afogados da Ingazeira;-7.74312;-37.631;2005-01-01T00:00:00Z;2600104
Agroceres Futebol Clube;Paraná;PR;Santo Antônio da Platina;-23.2959;-50.0815;;4124103
Alto Santo Esporte Clube;Ceará;CE;Alto Santo;-5.50894;-38.2743;;2300705
Amapá Futebol Clube;Amapá;AP;Amapá;2.05267;-50.7957;;1600105
Amax Esporte Clube;Acre;AC;Xapuri;-10.6516;-68.4969;2009-01-01T00:00:00Z;1200708
Amparo Athlético Club;Paraíba;PB;Amparo;-7.55502;-37.0628;;2500734
Andarahy Athletico Club;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1909-01-01T00:00:00Z;3304557
Antarctica Futebol Clube;São Paulo;SP;São Paulo;-23.5329;-46.6395;1915-01-01T00:00:00Z;3550308
Aracaju Futebol Clube;Sergipe;SE;Aracaju;-10.9091;-37.0677;2005-01-01T00:00:00Z;2800308
Araguari Atlético Clube;Minas Gerais;MG;Araguari;-18.6456;-48.1934;1944-01-01T00:00:00Z;3103504
Asas Futebol Clube;Pernambuco;PE;Jaboatão dos Guararapes;-8.11298;-35.015;;2607901
Associação Athletica Internacional;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Luzitano Futebol Clube;Minas Gerais;MG;Luz;-19.7911;-45.6794;1920-01-01T00:00:00Z;3138807
Macau Esporte Clube;Rio Grande do Norte;RN;Macau;-5.10795;-36.6318;1978-01-01T00:00:00Z;2407203
Sumaré Atlético Clube;São Paulo;SP;Paulínia;-22.7542;-47.1488;2005-01-01T00:00:00Z;3536505
Caicó Esporte Clube;Rio Grande do Norte;RN;Caicó;-6.45441;-37.1067;1933-01-01T00:00:00Z;2402006
Três Rios Futebol Clube;Rio de Janeiro;RJ;Três Rios;-22.1165;-43.2185;;3306008
Associação Desportiva Picuiense;Paraíba;PB;Picuí;-6.50845;-36.3497;2008-06-08T00:00:00Z;2511400
Humaitá Sport Club;Ceará;CE;Fortaleza;-3.71664;-38.5423;;2304400
Icasa Esporte Clube;Ceará;CE;Juazeiro do Norte;-7.19621;-39.3076;1963-01-01T00:00:00Z;2307304
Ideal Club;Paraíba;PB;Paulista;-6.59138;-37.6185;1912-01-01T00:00:00Z;2510907
Ideal Esporte Clube;Bahia;BA;Santo Amaro;-12.5472;-38.7137;1955-01-01T00:00:00Z;2928604
Igarapava Esporte Clube;São Paulo;SP;Igarapava;-20.0407;-47.7466;1919-08-21T00:00:00Z;3520103
Imagine Futebol Clube Ltda.;Paraná;PR;Palmas;-26.4839;-51.9888;;4117602
Imperial Futebol Clube Paciência;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1979-01-01T00:00:00Z;3304557
Império Toledo de Futebol;Minas Gerais;MG;Toledo;-22.7421;-46.3728;;3169109
Independente Esporte Clube (São Paulo);São Paulo;SP;São Paulo;-23.5329;-46.6395;;3550308
Independência Esporte Clube (Osasco);Rio Grande do Sul;RS;Independência;-27.8354;-54.1886;;4310405
Industrial Futebol Clube;Sergipe;SE;Aracaju;-10.9091;-37.0677;;2800308
Inhumas Esporte Clube;Goiás;GO;Inhumas;-16.3611;-49.5001;;5210000
Inove Esporte Clube;Paraná;PR;Palmas;-26.4839;-51.9888;;4117602
Sport Club Internacional;Espírito Santo;ES;Alegre;-20.758;-41.5382;;3200201
Intercontinental Futebol Clube do Recife;Pernambuco;PE;Ipojuca;-8.39303;-35.0609;;2607208
Internacional Futebol Clube (Rio de Janeiro);Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Internacional Sport Club;Mato Grosso;MT;Rio Branco;-15.2483;-58.1259;;5107206
Internato Futebol Clube;Santa Catarina;SC;Florianópolis;-27.5945;-48.5477;1910-01-01T00:00:00Z;4205407
Ipanema Tatuís;Minas Gerais;MG;Ipanema;-19.7992;-41.7164;2005-01-01T00:00:00Z;3131208
Ipiranga de Aliança Esporte Clube;Tocantins;TO;Aliança do Tocantins;-11.3056;-48.9361;;1700350
Ipojuca Atlético Clube;Pernambuco;PE;Ipojuca;-8.39303;-35.0609;2005-01-01T00:00:00Z;2607208
Ipojuca Futebol Clube;Pernambuco;PE;Ipojuca;-8.39303;-35.0609;;2607208
Iporá Esporte Clube;Goiás;GO;Iporá;-16.4398;-51.118;2000-01-01T00:00:00Z;5210208
Irajá Atlético Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1912-01-01T00:00:00Z;3304557
Itaboraí Futebol Clube;Rio de Janeiro;RJ;Itaboraí;-22.7565;-42.8639;;3301900
Itaboraí Profute Futebol Clube;Rio de Janeiro;RJ;Itaboraí;-22.7565;-42.8639;;3301900
Itapeba Atlético Clube;Rio de Janeiro;RJ;Maricá;-22.9354;-42.8246;;3302700
Itapevi Futebol Clube;São Paulo;SP;Alumínio;-23.5306;-47.2546;2004-04-09T00:00:00Z;3501152
Itaquaquecetuba Atlético Clube;São Paulo;SP;Itaquaquecetuba;-23.4835;-46.3457;;3523107
Itatiba Esporte Clube;Rio Grande do Sul;RS;Itati;-29.4974;-50.1016;;4310652
Ivinhema Esporte Clube;Mato Grosso do Sul;MS;Ivinhema;-22.3046;-53.8184;1986-01-01T00:00:00Z;5004700
Jaciobá Atlético Clube;Minas Gerais;MG;Alagoa;-22.171;-44.6413;;3101300
Japeri Esporte Clube;Rio de Janeiro;RJ;Japeri;-22.6435;-43.6602;;3302270
Jaraguá Esporte Clube;Goiás;GO;Jaraguá;-15.7529;-49.3344;;5211800
Jardim Sport Clube;Ceará;CE;Jardim;-7.57599;-39.2826;;2307106
Jequiá Iate Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Joaçaba Atlético Clube;Ceará;CE;Catarina;-6.12291;-39.8736;;2303600
Joinville Gladiators;Ceará;CE;Catarina;-6.12291;-39.8736;;2303600
José Bonifácio Esporte Clube;São Paulo;SP;José Bonifácio;-21.0551;-49.6892;1961-01-01T00:00:00Z;3525706
José de Alencar Foot-Ball Club;Ceará;CE;Fortaleza;-3.71664;-38.5423;;2304400
