estado;divisao;ano;data;mandante;visitante;placar
para;2;2023;2023-08-27;Santos-PA;ESMAC;0-0
para;2;2023;2023-08-27;Izabelense;Sporting Maracanã;2-2
para;2;2023;2023-08-27;Canaã FC;Atlético Paraense;1-0
para;2;2023;2023-08-27;Gavião Kyikatejê;Carajás;0-3
para;2;2023;2023-08-28;São Raimundo-PA;Amazônia Independente;1-0
para;2;2023;2023-08-30;Sport Belém;Izabelense;1-0
para;2;2023;2023-08-30;Sporting Maracanã;Santos-PA;0-1
para;2;2023;2023-08-30;União Paraense;Pinheirense;2-1
para;2;2023;2023-08-30;Capitão Poço;Paraense SC;1-0
para;2;2023;2023-08-30;Paragominas;Santa Rosa;1-1
para;2;2023;2023-08-31;Parauapebas;Canaã FC;2-1
para;2;2023;2023-08-31;Atlético Paraense;Gavião Kyikatejê;1-2
para;2;2023;2023-09-06;São Raimundo-PA;União Paraense;0-0
para;2;2023;2023-09-11;Vila Rica;São Raimundo-PA;0-4
para;2;2023;2023-09-11;Amazônia Independente;União Paraense;1-2
para;2;2023;2023-09-16;Carajás;Santa Rosa;0-1
para;2;2023;2023-09-17;Paragominas;Canaã FC;0-1
para;2;2023;2023-09-23;Santa Rosa;Carajás;1-1
para;2;2023;2023-09-24;Canaã FC;Paragominas;"0-1(7-6 Pen.)"
para;2;2023;2023-09-25;União Paraense;Sport Belém;0-2
para;2;2023;2023-09-25;ESMAC;São Raimundo-PA;1-2
para;2;2023;2023-09-28;Sport Belém;União Paraense;0-1
para;2;2023;2023-09-30;Santa Rosa;Capitão Poço;1-0
para;2;2023;2023-09-30;Canaã FC;Pinheirense;2-0
para;2;2023;2023-10-01;São Raimundo-PA;ESMAC;3-0
para;2;2023;2023-10-03;Sport Belém;Santos-PA;1-2
para;2;2023;2023-10-05;Pinheirense;Canaã FC;1-2
para;2;2023;2023-10-07;Capitão Poço;Santa Rosa;"2-1(3-4 Pen.)"
para;2;2023;2023-10-08;São Raimundo-PA;Parauapebas;0-2
para;2;2023;2023-10-10;Santos-PA;Sport Belém;2-1
para;2;2023;2023-10-15;Santa Rosa;Santos-PA;1-0
para;2;2023;2023-10-15;Parauapebas;São Raimundo-PA;1-1
para;2;2023;2023-10-21;Parauapebas;Canaã FC;0-0
para;2;2023;2023-10-22;Santos-PA;Santa Rosa;"1-0(1-3 Pen.)"
para;2;2023;2023-10-28;Canaã FC;Parauapebas;2-1
para;2;2023;2023-11-05;Canaã FC;Santa Rosa;1-0
para;2;2022;2022-09-09;Atlético Paraense;Carajás;1-0
para;2;2022;2022-09-10;ESMAC;Paraense SC;3-0
para;2;2022;2022-09-10;Tiradentes-PA;Vila Rica;1-0
para;2;2022;2022-09-10;Sport Belém;Fonte Nova;0-2
para;2;2022;2022-09-10;Grêmio Carajás;Santa Rosa;1-2
para;2;2022;2022-09-10;Cametá;Vênus-PA;1-0
para;2;2022;2022-09-10;Altamira;Gavião Kyikatejê;0-3
para;2;2022;2022-09-10;Parauapebas;Canaã FC;2-1
para;2;2022;2022-09-11;São Raimundo-PA;Izabelense;0-1
para;2;2022;2022-09-11;União Paraense;Santos-PA;2-2
para;2;2022;2022-09-11;Pedreira-PA;São Francisco-PA;1-2
para;2;2022;2022-09-11;Capitão Poço;Pinheirense;0-0
para;2;2022;2022-09-13;ESMAC;Tiradentes-PA;2-0
para;2;2022;2022-09-13;Canaã FC;Carajás;0-2
para;2;2022;2022-09-14;Fonte Nova;São Raimundo-PA;1-2
para;2;2022;2022-09-14;Santa Rosa;Izabelense;2-0
para;2;2022;2022-09-14;Grêmio Carajás;Sport Belém;1-4
para;2;2022;2022-09-14;Santos-PA;Pedreira-PA;3-1
para;2;2022;2022-09-14;São Francisco-PA;Cametá;0-1
para;2;2022;2022-09-14;Vênus-PA;União Paraense;0-2
para;2;2022;2022-09-14;Paraense SC;Capitão Poço;1-1
para;2;2022;2022-09-14;Vila Rica;Pinheirense;3-1
para;2;2022;2022-09-14;Gavião Kyikatejê;Parauapebas;0-3
para;2;2022;2022-09-14;Altamira;Atlético Paraense;0-1
para;2;2022;2022-09-17;Pinheirense;Paraense SC;1-2
para;2;2022;2022-09-17;Gavião Kyikatejê;Canaã FC;0-1
para;2;2022;2022-09-18;Vila Rica;ESMAC;1-0
para;2;2022;2022-09-18;Sport Belém;Santa Rosa;3-2
para;2;2022;2022-09-18;São Raimundo-PA;Grêmio Carajás;3-2
para;2;2022;2022-09-18;Capitão Poço;Tiradentes-PA;1-0
para;2;2022;2022-09-18;Izabelense;Fonte Nova;1-1
para;2;2022;2022-09-18;União Paraense;Cametá;1-1
para;2;2022;2022-09-18;São Francisco-PA;Santos-PA;1-4
para;2;2022;2022-09-18;Pedreira-PA;Vênus-PA;2-2
para;2;2022;2022-09-18;Parauapebas;Atlético Paraense;1-0
para;2;2022;2022-09-18;Carajás;Altamira;2-0
para;2;2022;2022-09-21;ESMAC;Pinheirense;1-2
para;2;2022;2022-09-21;Santa Rosa;São Raimundo-PA;1-0
para;2;2022;2022-09-21;Vila Rica;Capitão Poço;0-1
para;2;2022;2022-09-21;Tiradentes-PA;Paraense SC;2-1
para;2;2022;2022-09-21;Izabelense;Sport Belém;0-0
para;2;2022;2022-09-21;Fonte Nova;Grêmio Carajás;3-2
para;2;2022;2022-09-21;Santos-PA;Vênus-PA;2-1
para;2;2022;2022-09-21;Cametá;Pedreira-PA;1-0
para;2;2022;2022-09-21;Atlético Paraense;Gavião Kyikatejê;2-1
para;2;2022;2022-09-21;Canaã FC;Altamira;3-0
para;2;2022;2022-09-22;São Francisco-PA;União Paraense;4-2
para;2;2022;2022-09-22;Carajás;Parauapebas;0-0
para;2;2022;2022-09-24;Capitão Poço;ESMAC;1-0
para;2;2022;2022-09-24;Paraense SC;Vila Rica;0-2
para;2;2022;2022-09-24;Pinheirense;Tiradentes-PA;1-3
para;2;2022;2022-09-25;União Paraense;Pedreira-PA;3-0
para;2;2022;2022-09-25;Santos-PA;Cametá;0-4
para;2;2022;2022-09-25;Vênus-PA;São Francisco-PA;1-3
para;2;2022;2022-09-25;Sport Belém;São Raimundo-PA;1-3
para;2;2022;2022-09-25;Fonte Nova;Santa Rosa;0-0
para;2;2022;2022-09-25;Izabelense;Grêmio Carajás;5-2
para;2;2022;2022-09-25;Parauapebas;Altamira;4-1
para;2;2022;2022-09-25;Canaã FC;Atlético Paraense;1-1
para;2;2022;2022-09-25;Gavião Kyikatejê;Carajás;3-3
para;2;2022;2022-09-28;São Francisco-PA;São Raimundo-PA;1-1
para;2;2022;2022-09-29;ESMAC;Parauapebas;2-1
para;2;2022;2022-09-29;Canaã FC;Cametá;0-1
para;2;2022;2022-09-29;Izabelense;Santa Rosa;2-1
para;2;2022;2022-09-29;Carajás;Santos-PA;4-0
para;2;2022;2022-09-29;União Paraense;Atlético Paraense;1-2
para;2;2022;2022-09-29;Tiradentes-PA;Vila Rica;0-2
para;2;2022;2022-09-30;Fonte Nova;Capitão Poço;1-2
para;2;2022;2022-10-05;Vila Rica;Tiradentes-PA;"1-3(5-4 Pen.)"
para;2;2022;2022-10-05;Atlético Paraense;União Paraense;2-1
para;2;2022;2022-10-06;Santa Rosa;Izabelense;3-1
para;2;2022;2022-10-06;Santos-PA;Carajás;0-0
para;2;2022;2022-10-06;São Raimundo-PA;São Francisco-PA;1-2
para;2;2022;2022-10-06;Cametá;Canaã FC;1-0
para;2;2022;2022-10-06;Capitão Poço;Fonte Nova;3-0
para;2;2022;2022-10-18;Parauapebas;ESMAC;1-2
para;2;2022;2022-10-22;Vila Rica;Santa Rosa;1-2
para;2;2022;2022-10-23;União Paraense;Cametá;1-0
para;2;2022;2022-10-23;ESMAC;São Francisco-PA;1-2
para;2;2022;2022-10-23;Carajás;Capitão Poço;1-2
para;2;2022;2022-10-26;Santa Rosa;Vila Rica;1-0
para;2;2022;2022-10-27;São Francisco-PA;ESMAC;3-1
para;2;2022;2022-10-27;Capitão Poço;Carajás;1-0
para;2;2022;2022-10-27;Cametá;União Paraense;4-0
para;2;2022;2022-11-03;São Francisco-PA;Capitão Poço;1-0
para;2;2022;2022-11-03;Santa Rosa;Cametá;2-1
para;2;2022;2022-11-06;Capitão Poço;São Francisco-PA;0-2
para;2;2022;2022-11-06;Cametá;Santa Rosa;"2-1(4-2 Pen.)"
para;2;2022;2022-11-13;São Francisco-PA;Cametá;0-1
para;2;2022;2022-11-19;Cametá;São Francisco-PA;2-0
para;2;2021;2021-10-16;Tiradentes-PA;Pinheirense;2-3
para;2;2021;2021-10-16;Vila Rica;Canaã FC;3-4
para;2;2021;2021-10-16;São Francisco-PA;Altamira;0-0
para;2;2021;2021-10-16;Santos-PA;Cametá;0-2
para;2;2021;2021-10-16;Atlético Paraense;Parauapebas;2-3
para;2;2021;2021-10-16;Izabelense;Santa Rosa;4-0
para;2;2021;2021-10-16;Caeté;Capitão Poço;4-1
para;2;2021;2021-10-17;ESMAC;Sport Belém;2-0
para;2;2021;2021-10-17;Amazônia Independente;Paraense SC;4-1
para;2;2021;2021-10-17;União Paraense;Vênus-PA;1-0
para;2;2021;2021-10-17;Pedreira-PA;Fonte Nova;0-0
para;2;2021;2021-10-19;Canaã FC;Tiradentes-PA;3-0
para;2;2021;2021-10-19;Santa Rosa;Caeté;1-1
para;2;2021;2021-10-19;Pinheirense;Vila Rica;0-0
para;2;2021;2021-10-19;Capitão Poço;Izabelense;3-2
para;2;2021;2021-10-19;São Raimundo-PA;Altamira;2-1
para;2;2021;2021-10-20;Paraense SC;União Paraense;2-2
para;2;2021;2021-10-20;Fonte Nova;ESMAC;1-1
para;2;2021;2021-10-20;Sport Belém;Pedreira-PA;0-1
para;2;2021;2021-10-20;Vênus-PA;Amazônia Independente;0-1
para;2;2021;2021-10-20;Santos-PA;Atlético Paraense;1-1
para;2;2021;2021-10-20;Parauapebas;Cametá;2-0
para;2;2021;2021-10-22;Santa Rosa;Capitão Poço;2-1
para;2;2021;2021-10-22;Tiradentes-PA;Vila Rica;0-2
para;2;2021;2021-10-22;Pinheirense;Canaã FC;3-0
para;2;2021;2021-10-23;ESMAC;Pedreira-PA;1-2
para;2;2021;2021-10-23;Sport Belém;Fonte Nova;1-4
para;2;2021;2021-10-23;Amazônia Independente;União Paraense;2-1
para;2;2021;2021-10-23;Paraense SC;Vênus-PA;0-3
para;2;2021;2021-10-23;Atlético Paraense;Cametá;2-3
para;2;2021;2021-10-23;Izabelense;Caeté;0-3
para;2;2021;2021-10-23;São Francisco-PA;São Raimundo-PA;1-3
para;2;2021;2021-10-24;Parauapebas;Santos-PA;3-1
para;2;2021;2021-10-26;Vila Rica;Tiradentes-PA;3-2
para;2;2021;2021-10-26;Canaã FC;Pinheirense;0-0
para;2;2021;2021-10-26;Fonte Nova;Sport Belém;2-1
para;2;2021;2021-10-26;Capitão Poço;Santa Rosa;1-0
para;2;2021;2021-10-27;Pedreira-PA;ESMAC;0-0
para;2;2021;2021-10-27;Altamira;São Francisco-PA;0-2
para;2;2021;2021-10-27;Vênus-PA;Paraense SC;0-1
para;2;2021;2021-10-27;União Paraense;Amazônia Independente;1-0
para;2;2021;2021-10-27;Cametá;Santos-PA;1-2
para;2;2021;2021-10-27;Caeté;Izabelense;1-2
para;2;2021;2021-10-27;Parauapebas;Atlético Paraense;1-2
para;2;2021;2021-10-30;Vila Rica;Pinheirense;2-4
para;2;2021;2021-10-30;Tiradentes-PA;Canaã FC;2-7
para;2;2021;2021-10-30;ESMAC;Fonte Nova;1-1
para;2;2021;2021-10-30;União Paraense;Paraense SC;0-0
para;2;2021;2021-10-30;Amazônia Independente;Vênus-PA;3-0
para;2;2021;2021-10-30;Altamira;São Raimundo-PA;1-3
para;2;2021;2021-10-31;Pedreira-PA;Sport Belém;4-0
para;2;2021;2021-10-31;Cametá;Parauapebas;2-3
para;2;2021;2021-10-31;Atlético Paraense;Santos-PA;3-0
para;2;2021;2021-10-31;Caeté;Santa Rosa;5-1
para;2;2021;2021-10-31;Izabelense;Capitão Poço;2-1
para;2;2021;2021-11-03;São Raimundo-PA;São Francisco-PA;4-0
para;2;2021;2021-11-03;Canaã FC;Vila Rica;3-1
para;2;2021;2021-11-03;Fonte Nova;Pedreira-PA;1-1
para;2;2021;2021-11-03;Sport Belém;ESMAC;1-4
para;2;2021;2021-11-03;Vênus-PA;União Paraense;2-1
para;2;2021;2021-11-03;Paraense SC;Amazônia Independente;0-1
para;2;2021;2021-11-03;Cametá;Atlético Paraense;1-2
para;2;2021;2021-11-03;Santos-PA;Parauapebas;0-5
para;2;2021;2021-11-03;Capitão Poço;Caeté;5-2
para;2;2021;2021-11-03;Santa Rosa;Izabelense;2-2
para;2;2021;2021-11-04;Pinheirense;Tiradentes-PA;2-0
para;2;2021;2021-11-07;Atlético Paraense;Pedreira-PA;0-1
para;2;2021;2021-11-07;Canaã FC;Amazônia Independente;0-1
para;2;2021;2021-11-07;Caeté;Pinheirense;2-0
para;2;2021;2021-11-07;São Raimundo-PA;Parauapebas;0-0
para;2;2021;2021-11-10;Pinheirense;Caeté;2-1
para;2;2021;2021-11-10;Amazônia Independente;Canaã FC;3-1
para;2;2021;2021-11-10;Pedreira-PA;Atlético Paraense;1-1
para;2;2021;2021-11-12;Parauapebas;São Raimundo-PA;4-2
para;2;2021;2021-11-17;Pedreira-PA;Amazônia Independente;1-1
para;2;2021;2021-11-21;Amazônia Independente;Pedreira-PA;2-0
para;2;2021;2021-12-16;Caeté;São Raimundo-PA;1-0
para;2;2021;2021-12-19;São Raimundo-PA;Caeté;0-3
para;2;2021;2021-12-22;Amazônia Independente;Caeté;"1-1(8-7 Pen.)"
para;2;2020;2020-11-07;Parauapebas;Gavião Kyikatejê;2-1
para;2;2020;2020-11-07;Caeté;Pinheirense;2-1
para;2;2020;2020-11-08;Tuna Luso;União Paraense;3-1
para;2;2020;2020-11-08;São Raimundo-PA;Fonte Nova;0-0
para;2;2020;2020-11-08;Sport Belém;Santa Rosa;1-0
para;2;2020;2020-11-09;São Francisco-PA;Vênus-PA;4-0
para;2;2020;2020-11-10;Atlético Paraense;Cametá;3-0
para;2;2020;2020-11-11;Tiradentes-PA;Sport Belém;1-1
para;2;2020;2020-11-11;Vila Rica;Paraense SC;2-1
para;2;2020;2020-11-11;União Paraense;Caeté;0-2
para;2;2020;2020-11-11;Pedreira-PA;Tuna Luso;0-1
para;2;2020;2020-11-12;Santa Rosa;São Raimundo-PA;0-3
para;2;2020;2020-11-13;Canaã FC;Vila Rica;1-1
para;2;2020;2020-11-13;Gavião Kyikatejê;Atlético Paraense;1-1
para;2;2020;2020-11-13;Paraense SC;São Francisco-PA;0-2
para;2;2020;2020-11-13;Pinheirense;União Paraense;3-0
para;2;2020;2020-11-13;Caeté;Pedreira-PA;2-0
para;2;2020;2020-11-16;São Raimundo-PA;Tiradentes-PA;2-1
para;2;2020;2020-11-16;Fonte Nova;Santa Rosa;1-1
para;2;2020;2020-11-17;São Francisco-PA;Canaã FC;2-0
para;2;2020;2020-11-17;Izabelense;Parauapebas;1-1
para;2;2020;2020-11-17;Pedreira-PA;Pinheirense;1-3
para;2;2020;2020-11-18;Vênus-PA;Paraense SC;1-2
para;2;2020;2020-11-18;Tuna Luso;Caeté;2-1
para;2;2020;2020-11-19;Cametá;Parauapebas;3-1
para;2;2020;2020-11-19;Sport Belém;São Raimundo-PA;1-2
para;2;2020;2020-11-19;Tiradentes-PA;Fonte Nova;1-2
para;2;2020;2020-11-21;Pinheirense;Tuna Luso;0-0
para;2;2020;2020-11-21;Gavião Kyikatejê;Izabelense;2-0
para;2;2020;2020-11-22;Vila Rica;São Francisco-PA;0-2
para;2;2020;2020-11-22;Canaã FC;Vênus-PA;3-1
para;2;2020;2020-11-23;Atlético Paraense;Izabelense;4-3
para;2;2020;2020-11-23;Cametá;Gavião Kyikatejê;0-1
para;2;2020;2020-11-23;Fonte Nova;Sport Belém;2-0
para;2;2020;2020-11-25;Paraense SC;Canaã FC;0-3
para;2;2020;2020-11-25;Vênus-PA;Vila Rica;1-1
para;2;2020;2020-11-26;Parauapebas;Atlético Paraense;2-0
para;2;2020;2020-12-02;Canaã FC;Atlético Paraense;2-0
para;2;2020;2020-12-02;Gavião Kyikatejê;São Raimundo-PA;1-1
para;2;2020;2020-12-02;Fonte Nova;Tuna Luso;2-0
para;2;2020;2020-12-02;Caeté;São Francisco-PA;2-1
para;2;2020;2020-12-06;Tuna Luso;Fonte Nova;3-0
para;2;2020;2020-12-07;São Raimundo-PA;Gavião Kyikatejê;0-1
para;2;2020;2020-12-07;Atlético Paraense;Canaã FC;0-2
para;2;2020;2020-12-08;São Francisco-PA;Caeté;1-0
para;2;2020;2020-12-12;Tuna Luso;Canaã FC;2-0
para;2;2020;2020-12-12;Gavião Kyikatejê;São Francisco-PA;1-0
para;2;2020;2020-12-16;Canaã FC;Tuna Luso;0-1
para;2;2020;2020-12-16;São Francisco-PA;Gavião Kyikatejê;2-2
para;2;2020;2020-12-20;Tuna Luso;Gavião Kyikatejê;4-2
para;1;2025;2025-01-18;Remo;São Francisco-PA;5-0
para;1;2025;2025-01-19;Castanhal;Caeté;1-0
para;1;2025;2025-01-19;Santa Rosa;Independente Tucuruí;1-3
para;1;2025;2025-01-19;Tuna Luso;Bragantino-PA;2-1
para;1;2025;2025-01-19;Cametá;Águia;0-1
para;1;2025;2025-01-19;Paysandu;Capitão Poço;4-1
para;1;2025;2025-01-25;São Francisco-PA;Castanhal;0-2
para;1;2025;2025-01-25;Capitão Poço;Cametá;1-1
para;1;2025;2025-01-25;Bragantino-PA;Santa Rosa;1-0
para;1;2025;2025-01-25;Independente Tucuruí;Tuna Luso;1-1
para;1;2025;2025-01-25;Águia;Paysandu;2-4
para;1;2025;2025-01-26;Caeté;Remo;0-4
para;1;2025;2025-01-28;Independente Tucuruí;São Francisco-PA;0-4
para;1;2025;2025-01-28;Cametá;Santa Rosa;2-1
para;1;2025;2025-01-28;Paysandu;Tuna Luso;2-1
para;1;2025;2025-01-29;Capitão Poço;Castanhal;0-0
para;1;2025;2025-01-29;Bragantino-PA;Caeté;2-1
para;1;2025;2025-01-29;Águia;Remo;0-1
para;1;2025;2025-02-01;Tuna Luso;Cametá;3-0
para;1;2025;2025-02-01;Caeté;Independente Tucuruí;3-0
para;1;2025;2025-02-02;Castanhal;Águia;1-1
para;1;2025;2025-02-02;São Francisco-PA;Bragantino-PA;1-2
para;1;2025;2025-02-02;Santa Rosa;Paysandu;2-1
para;1;2025;2025-02-03;Remo;Capitão Poço;2-2
para;1;2025;2025-02-08;Santa Rosa;Castanhal;1-1
para;1;2025;2025-02-08;Caeté;Capitão Poço;0-1
para;1;2025;2025-02-08;Independente Tucuruí;Cametá;0-1
para;1;2025;2025-02-09;Bragantino-PA;Paysandu;0-0
para;1;2025;2025-02-09;Tuna Luso;Remo;0-3
para;1;2025;2025-02-10;São Francisco-PA;Águia;2-3
para;1;2025;2025-02-15;Águia;Caeté;1-0
para;1;2025;2025-02-16;Capitão Poço;São Francisco-PA;2-0
para;1;2025;2025-02-16;Cametá;Bragantino-PA;0-2
para;1;2025;2025-02-16;Castanhal;Tuna Luso;2-2
para;1;2025;2025-02-16;Remo;Santa Rosa;1-0
para;1;2025;2025-02-17;Paysandu;Independente Tucuruí;1-0
para;1;2025;2025-02-22;Águia;Independente Tucuruí;0-0
para;1;2025;2025-02-23;Castanhal;Cametá;3-1
para;1;2025;2025-02-23;Capitão Poço;Bragantino-PA;1-1
para;1;2025;2025-02-23;Caeté;Santa Rosa;0-1
