estado;divisao;ano;data;mandante;visitante;placar
goias;3;2025;2025-11-15;ABD FC;Pires do Rio;3-0
goias;3;2025;2025-11-15;Aparecida EC;Guanabara City;1-2
goias;3;2024;2024-08-17;Guanabara City;Mineiros;2-0
goias;3;2024;2024-08-17;Rioverdense;Itumbiara;0-0
goias;3;2024;2024-08-18;Rio Verde-GO;Tupy-GO;0-1
goias;3;2024;2024-08-18;Bela Vista FC;Itaberaí;1-1
goias;3;2024;2024-08-19;Pires do Rio;Uruaçu FC;1-3
goias;3;2024;2024-08-20;Cerrado EC;Aparecida EC;1-2
goias;3;2024;2024-08-21;Itaberaí;Guanabara City;0-1
goias;3;2024;2024-08-21;Mineiros;América-GO;0-0
goias;3;2024;2024-08-24;Uruaçu FC;Rio Verde-GO;1-3
goias;3;2024;2024-08-24;Tupy-GO;Pires do Rio;4-0
goias;3;2024;2024-08-24;Aparecida EC;Rioverdense;1-1
goias;3;2024;2024-08-24;Itumbiara;Cerrado EC;2-2
goias;3;2024;2024-08-25;América-GO;Bela Vista FC;0-3
goias;3;2024;2024-08-25;Mineiros;Itaberaí;4-0
goias;3;2024;2024-08-28;Bela Vista FC;Mineiros;1-1
goias;3;2024;2024-08-28;América-GO;Guanabara City;0-1
goias;3;2024;2024-08-31;Tupy-GO;Uruaçu FC;1-2
goias;3;2024;2024-08-31;Itumbiara;Aparecida EC;2-1
goias;3;2024;2024-08-31;Cerrado EC;Rioverdense;3-0
goias;3;2024;2024-08-31;Guanabara City;Bela Vista FC;1-2
goias;3;2024;2024-09-01;Rio Verde-GO;Pires do Rio;8-1
goias;3;2024;2024-09-01;Itaberaí;América-GO;2-0
goias;3;2024;2024-09-04;Guanabara City;América-GO;1-1
goias;3;2024;2024-09-07;Uruaçu FC;Tupy-GO;4-1
goias;3;2024;2024-09-07;Rioverdense;Cerrado EC;1-2
goias;3;2024;2024-09-08;Pires do Rio;Rio Verde-GO;0-5
goias;3;2024;2024-09-08;Aparecida EC;Itumbiara;3-0
goias;3;2024;2024-09-08;Mineiros;Bela Vista FC;1-1
goias;3;2024;2024-09-11;Bela Vista FC;Guanabara City;0-0
goias;3;2024;2024-09-11;América-GO;Itaberaí;2-2
goias;3;2024;2024-09-14;Pires do Rio;Tupy-GO;1-7
goias;3;2024;2024-09-14;Rioverdense;Aparecida EC;1-2
goias;3;2024;2024-09-14;Cerrado EC;Itumbiara;0-3
goias;3;2024;2024-09-14;Itaberaí;Mineiros;0-2
goias;3;2024;2024-09-15;Rio Verde-GO;Uruaçu FC;3-3
goias;3;2024;2024-09-15;Bela Vista FC;América-GO;2-2
goias;3;2024;2024-09-18;Guanabara City;Itaberaí;2-0
goias;3;2024;2024-09-18;América-GO;Mineiros;1-4
goias;3;2024;2024-09-21;Tupy-GO;Rio Verde-GO;1-0
goias;3;2024;2024-09-21;Uruaçu FC;Pires do Rio;3-2
goias;3;2024;2024-09-21;Aparecida EC;Cerrado EC;0-0
goias;3;2024;2024-09-21;Itumbiara;Rioverdense;1-0
goias;3;2024;2024-09-21;Itaberaí;Bela Vista FC;1-3
goias;3;2024;2024-09-21;Mineiros;Guanabara City;2-1
goias;3;2024;2024-09-28;Itumbiara;Aparecida EC;2-1
goias;3;2024;2024-09-29;Rio Verde-GO;Uruaçu FC;2-0
goias;3;2024;2024-09-29;Bela Vista FC;Tupy-GO;1-1
goias;3;2024;2024-09-30;Guanabara City;Mineiros;1-0
goias;3;2024;2024-10-12;Aparecida EC;Itumbiara;1-1
goias;3;2024;2024-10-12;Uruaçu FC;Rio Verde-GO;2-4
goias;3;2024;2024-10-12;Tupy-GO;Bela Vista FC;3-0
goias;3;2024;2024-10-13;Mineiros;Guanabara City;"1-0(2-3 Pen.)"
goias;3;2024;2024-10-18;Guanabara City;Rio Verde-GO;0-2
goias;3;2024;2024-10-20;Itumbiara;Tupy-GO;1-3
goias;3;2024;2024-10-26;Rio Verde-GO;Guanabara City;4-0
goias;3;2024;2024-10-26;Tupy-GO;Itumbiara;2-0
goias;3;2024;2024-11-02;Tupy-GO;Rio Verde-GO;2-2
goias;3;2024;2024-11-10;Rio Verde-GO;Tupy-GO;"1-1(4-3 Pen.)"
goias;3;2023;2023-09-02;Guanabara City;ABECAT Ouvidorense;1-5
goias;3;2023;2023-09-02;Itumbiara;Cerrado EC;0-0
goias;3;2023;2023-09-02;Uruaçu FC;Pires do Rio;3-1
goias;3;2023;2023-09-02;Tupy-GO;Trindade;1-1
goias;3;2023;2023-09-03;Mineiros;Rioverdense;6-0
goias;3;2023;2023-09-09;ABECAT Ouvidorense;Itumbiara;6-0
goias;3;2023;2023-09-09;Rioverdense;Itaberaí;1-2
goias;3;2023;2023-09-09;Cerrado EC;Uruaçu FC;0-0
goias;3;2023;2023-09-10;Pires do Rio;Guanabara City;2-1
goias;3;2023;2023-09-10;Trindade;Mineiros;5-1
goias;3;2023;2023-09-16;Guanabara City;Cerrado EC;3-1
goias;3;2023;2023-09-16;Itumbiara;Uruaçu FC;0-0
goias;3;2023;2023-09-16;ABECAT Ouvidorense;Pires do Rio;1-0
goias;3;2023;2023-09-16;Rioverdense;Trindade;0-2
goias;3;2023;2023-09-17;Itaberaí;Tupy-GO;2-0
goias;3;2023;2023-09-23;Uruaçu FC;Guanabara City;4-0
goias;3;2023;2023-09-23;Itumbiara;Pires do Rio;1-1
goias;3;2023;2023-09-23;Tupy-GO;Mineiros;2-1
goias;3;2023;2023-09-23;Cerrado EC;ABECAT Ouvidorense;0-3
goias;3;2023;2023-09-24;Trindade;Itaberaí;1-2
goias;3;2023;2023-09-30;Pires do Rio;Cerrado EC;2-1
goias;3;2023;2023-09-30;ABECAT Ouvidorense;Uruaçu FC;2-0
goias;3;2023;2023-09-30;Guanabara City;Itumbiara;3-0
goias;3;2023;2023-09-30;Tupy-GO;Rioverdense;4-2
goias;3;2023;2023-10-01;Mineiros;Itaberaí;2-1
goias;3;2023;2023-10-07;Uruaçu FC;ABECAT Ouvidorense;0-1
goias;3;2023;2023-10-07;Rioverdense;Tupy-GO;0-4
goias;3;2023;2023-10-08;Itumbiara;Guanabara City;0-1
goias;3;2023;2023-10-08;Itaberaí;Mineiros;3-1
goias;3;2023;2023-10-10;Cerrado EC;Pires do Rio;1-2
goias;3;2023;2023-10-14;ABECAT Ouvidorense;Cerrado EC;4-0
goias;3;2023;2023-10-14;Guanabara City;Uruaçu FC;1-3
goias;3;2023;2023-10-15;Pires do Rio;Itumbiara;1-0
goias;3;2023;2023-10-15;Itaberaí;Trindade;0-0
goias;3;2023;2023-10-15;Mineiros;Tupy-GO;4-2
goias;3;2023;2023-10-21;Uruaçu FC;Itumbiara;2-2
goias;3;2023;2023-10-21;Tupy-GO;Itaberaí;3-1
goias;3;2023;2023-10-21;Trindade;Rioverdense;4-0
goias;3;2023;2023-10-22;Pires do Rio;ABECAT Ouvidorense;2-2
goias;3;2023;2023-10-24;Cerrado EC;Guanabara City;1-0
goias;3;2023;2023-10-28;Guanabara City;Pires do Rio;2-0
goias;3;2023;2023-10-28;Uruaçu FC;Cerrado EC;2-0
goias;3;2023;2023-10-28;Itaberaí;Rioverdense;5-0
goias;3;2023;2023-10-29;Itumbiara;ABECAT Ouvidorense;1-1
goias;3;2023;2023-10-29;Mineiros;Trindade;1-2
goias;3;2023;2023-11-04;ABECAT Ouvidorense;Guanabara City;0-2
goias;3;2023;2023-11-04;Cerrado EC;Itumbiara;1-1
goias;3;2023;2023-11-04;Pires do Rio;Uruaçu FC;1-1
goias;3;2023;2023-11-04;Rioverdense;Mineiros;0-3
goias;3;2023;2023-11-04;Trindade;Tupy-GO;2-1
goias;3;2023;2023-11-11;Uruaçu FC;ABECAT Ouvidorense;1-1
goias;3;2023;2023-11-12;Itaberaí;Trindade;1-0
goias;3;2023;2023-11-18;ABECAT Ouvidorense;Uruaçu FC;"2-2(4-2 Pen.)"
goias;3;2023;2023-11-19;Trindade;Itaberaí;"1-0(5-4 Pen.)"
goias;3;2023;2023-11-23;Trindade;ABECAT Ouvidorense;0-2
goias;3;2023;2023-11-26;ABECAT Ouvidorense;Trindade;2-1
goias;3;2022;2022-09-03;Rioverdense;Independente de Rio Verde;0-1
goias;3;2022;2022-09-03;Uruaçu FC;União Inhumas;1-0
goias;3;2022;2022-09-07;Santa Helena;Mineiros;4-1
goias;3;2022;2022-09-07;ABD FC;Guanabara City;0-0
goias;3;2022;2022-09-07;América-GO;Bela Vista FC;2-3
goias;3;2022;2022-09-10;Independente de Rio Verde;Santa Helena;1-6
goias;3;2022;2022-09-10;Guanabara City;Trindade;1-1
goias;3;2022;2022-09-11;Mineiros;Rioverdense;1-2
goias;3;2022;2022-09-11;União Inhumas;Centro Oeste FC;1-3
goias;3;2022;2022-09-11;Bela Vista FC;Royal FC;0-0
goias;3;2022;2022-09-17;Independente de Rio Verde;Mineiros;0-2
goias;3;2022;2022-09-17;Centro Oeste FC;Uruaçu FC;2-1
goias;3;2022;2022-09-17;Royal FC;América-GO;0-0
goias;3;2022;2022-09-18;Santa Helena;Rioverdense;1-2
goias;3;2022;2022-09-18;Trindade;ABD FC;1-0
goias;3;2022;2022-09-24;Rioverdense;Santa Helena;0-3
goias;3;2022;2022-09-24;Royal FC;Bela Vista FC;2-2
goias;3;2022;2022-09-25;Mineiros;Independente de Rio Verde;1-1
goias;3;2022;2022-09-25;Trindade;Guanabara City;1-0
goias;3;2022;2022-09-25;Centro Oeste FC;União Inhumas;3-0
goias;3;2022;2022-10-08;Rioverdense;Mineiros;1-1
goias;3;2022;2022-10-08;América-GO;Royal FC;1-1
goias;3;2022;2022-10-09;Santa Helena;Independente de Rio Verde;1-0
goias;3;2022;2022-10-09;Uruaçu FC;Centro Oeste FC;2-1
goias;3;2022;2022-10-10;ABD FC;Trindade;1-1
goias;3;2022;2022-10-15;Independente de Rio Verde;Rioverdense;0-3
goias;3;2022;2022-10-15;Guanabara City;ABD FC;1-0
goias;3;2022;2022-10-15;União Inhumas;Uruaçu FC;1-2
goias;3;2022;2022-10-16;Mineiros;Santa Helena;1-1
goias;3;2022;2022-10-16;Bela Vista FC;América-GO;2-2
goias;3;2022;2022-10-22;Royal FC;Centro Oeste FC;0-1
goias;3;2022;2022-10-22;Guanabara City;Uruaçu FC;2-1
goias;3;2022;2022-10-22;Rioverdense;Trindade;1-1
goias;3;2022;2022-10-23;Bela Vista FC;Santa Helena;1-2
goias;3;2022;2022-11-02;Centro Oeste FC;Royal FC;0-0
goias;3;2022;2022-11-02;Uruaçu FC;Guanabara City;2-0
goias;3;2022;2022-11-02;Trindade;Rioverdense;4-2
goias;3;2022;2022-11-02;Santa Helena;Bela Vista FC;2-0
goias;3;2022;2022-11-06;Trindade;Santa Helena;0-2
goias;3;2022;2022-11-06;Uruaçu FC;Centro Oeste FC;0-0
goias;3;2022;2022-11-12;Santa Helena;Trindade;2-0
goias;3;2022;2022-11-12;Centro Oeste FC;Uruaçu FC;1-0
goias;3;2022;2022-11-15;Centro Oeste FC;Santa Helena;1-2
goias;3;2022;2022-11-19;Santa Helena;Centro Oeste FC;"2-3(4-2 Pen.)"
goias;3;2021;2021-10-16;Independente de Rio Verde;Mineiros;1-2
goias;3;2021;2021-10-16;ABD FC;América-GO;1-0
goias;3;2021;2021-10-16;Bela Vista FC;Guanabara City;0-1
goias;3;2021;2021-10-16;Santa Helena;Rioverdense;2-1
goias;3;2021;2021-10-16;ASEEV;Monte Cristo;6-1
goias;3;2021;2021-10-16;União Inhumas;Cerrado EC;0-0
goias;3;2021;2021-10-19;Rioverdense;Independente de Rio Verde;1-0
goias;3;2021;2021-10-19;Mineiros;Santa Helena;1-0
goias;3;2021;2021-10-19;América-GO;Bela Vista FC;1-2
goias;3;2021;2021-10-20;Cerrado EC;ASEEV;1-3
goias;3;2021;2021-10-20;Monte Cristo;União Inhumas;1-2
goias;3;2021;2021-10-21;Guanabara City;ABD FC;1-2
goias;3;2021;2021-10-23;Rioverdense;Mineiros;2-2
goias;3;2021;2021-10-23;Monte Cristo;Cerrado EC;0-7
goias;3;2021;2021-10-23;Santa Helena;Independente de Rio Verde;0-1
goias;3;2021;2021-10-23;ASEEV;União Inhumas;5-1
goias;3;2021;2021-10-24;Bela Vista FC;ABD FC;2-0
goias;3;2021;2021-10-24;Guanabara City;América-GO;3-1
goias;3;2021;2021-10-30;Independente de Rio Verde;Santa Helena;4-1
goias;3;2021;2021-10-30;ABD FC;Bela Vista FC;2-1
goias;3;2021;2021-10-30;Cerrado EC;Monte Cristo;6-1
goias;3;2021;2021-10-30;Mineiros;Rioverdense;1-2
goias;3;2021;2021-10-30;América-GO;Guanabara City;0-0
goias;3;2021;2021-10-30;União Inhumas;ASEEV;0-2
goias;3;2021;2021-11-02;ABD FC;Guanabara City;1-1
goias;3;2021;2021-11-02;Santa Helena;Mineiros;1-2
goias;3;2021;2021-11-02;ASEEV;Cerrado EC;1-3
goias;3;2021;2021-11-03;Independente de Rio Verde;Rioverdense;1-0
goias;3;2021;2021-11-03;Bela Vista FC;América-GO;3-1
goias;3;2021;2021-11-03;União Inhumas;Monte Cristo;9-0
goias;3;2021;2021-11-06;Cerrado EC;União Inhumas;5-1
goias;3;2021;2021-11-06;Mineiros;Independente de Rio Verde;0-0
goias;3;2021;2021-11-06;Rioverdense;Santa Helena;2-1
goias;3;2021;2021-11-06;América-GO;ABD FC;1-3
goias;3;2021;2021-11-06;Guanabara City;Bela Vista FC;0-1
goias;3;2021;2021-11-06;Monte Cristo;ASEEV;1-9
goias;3;2021;2021-11-10;Independente de Rio Verde;ABD FC;1-4
goias;3;2021;2021-11-11;Guanabara City;ASEEV;2-3
goias;3;2021;2021-11-11;Rioverdense;Cerrado EC;1-6
goias;3;2021;2021-11-11;Mineiros;Bela Vista FC;0-2
goias;3;2021;2021-11-15;ABD FC;Independente de Rio Verde;7-0
goias;3;2021;2021-11-15;ASEEV;Guanabara City;"0-1(1-3 Pen.)"
goias;3;2021;2021-11-15;Cerrado EC;Rioverdense;5-0
goias;3;2021;2021-11-15;Bela Vista FC;Mineiros;1-0
goias;3;2021;2021-11-18;Bela Vista FC;Cerrado EC;0-0
goias;3;2021;2021-11-18;ASEEV;ABD FC;3-1
goias;3;2021;2021-11-21;ABD FC;ASEEV;4-3
goias;3;2021;2021-11-26;Cerrado EC;Bela Vista FC;1-0
goias;3;2021;2021-11-30;ASEEV;Cerrado EC;2-2
goias;3;2021;2021-12-03;Cerrado EC;ASEEV;"2-2(5-3 Pen.)"
goias;2;2025;2025-05-21;Tupy-GO;Trindade;1-2
goias;2;2025;2025-05-21;Centro Oeste FC;Anapolina;0-3
goias;2;2025;2025-05-21;Rio Verde-GO;Iporá;4-0
goias;2;2025;2025-05-21;Grêmio Anápolis;Morrinhos;0-0
goias;2;2025;2025-05-24;Anapolina;Tupy-GO;2-2
goias;2;2025;2025-05-25;Trindade;Centro Oeste FC;0-1
goias;2;2025;2025-05-25;Iporá;Grêmio Anápolis;1-1
goias;2;2025;2025-05-25;Morrinhos;Rio Verde-GO;2-0
goias;2;2025;2025-05-31;Tupy-GO;Centro Oeste FC;3-2
goias;2;2025;2025-05-31;Rio Verde-GO;Grêmio Anápolis;1-0
goias;2;2025;2025-06-01;Iporá;Morrinhos;2-1
goias;2;2025;2025-06-02;Trindade;Anapolina;2-2
goias;2;2025;2025-06-07;Centro Oeste FC;Rio Verde-GO;0-0
goias;2;2025;2025-06-07;Grêmio Anápolis;Tupy-GO;1-1
goias;2;2025;2025-06-08;Morrinhos;Trindade;0-1
goias;2;2025;2025-06-08;Anapolina;Iporá;3-1
goias;2;2025;2025-06-14;Centro Oeste FC;Grêmio Anápolis;2-0
goias;2;2025;2025-06-14;Tupy-GO;Morrinhos;0-0
goias;2;2025;2025-06-15;Rio Verde-GO;Anapolina;0-0
goias;2;2025;2025-06-15;Iporá;Trindade;1-2
goias;2;2025;2025-06-18;Trindade;Rio Verde-GO;3-0
goias;2;2025;2025-06-19;Tupy-GO;Iporá;5-3
goias;2;2025;2025-06-19;Grêmio Anápolis;Anapolina;0-1
goias;2;2025;2025-06-19;Morrinhos;Centro Oeste FC;0-3
goias;2;2025;2025-06-22;Trindade;Grêmio Anápolis;1-1
goias;2;2025;2025-06-22;Centro Oeste FC;Iporá;3-0
goias;2;2025;2025-06-22;Rio Verde-GO;Tupy-GO;0-0
goias;2;2025;2025-06-22;Anapolina;Morrinhos;2-0
goias;2;2025;2025-06-29;Tupy-GO;Rio Verde-GO;2-2
goias;2;2025;2025-06-29;Grêmio Anápolis;Trindade;3-2
goias;2;2025;2025-06-29;Iporá;Centro Oeste FC;1-3
goias;2;2025;2025-06-29;Morrinhos;Anapolina;2-2
goias;2;2025;2025-07-05;Centro Oeste FC;Morrinhos;0-0
goias;2;2025;2025-07-05;Anapolina;Grêmio Anápolis;2-0
goias;2;2025;2025-07-06;Rio Verde-GO;Trindade;2-1
goias;2;2025;2025-07-06;Iporá;Tupy-GO;1-1
goias;2;2025;2025-07-09;Morrinhos;Tupy-GO;0-1
goias;2;2025;2025-07-09;Trindade;Iporá;4-0
goias;2;2025;2025-07-09;Grêmio Anápolis;Centro Oeste FC;1-1
goias;2;2025;2025-07-10;Anapolina;Rio Verde-GO;0-0
goias;2;2025;2025-07-13;Trindade;Morrinhos;2-1
goias;2;2025;2025-07-13;Tupy-GO;Grêmio Anápolis;0-1
goias;2;2025;2025-07-13;Iporá;Anapolina;0-0
goias;2;2025;2025-07-13;Rio Verde-GO;Centro Oeste FC;1-0
goias;2;2025;2025-07-19;Centro Oeste FC;Tupy-GO;1-0
goias;2;2025;2025-07-19;Grêmio Anápolis;Rio Verde-GO;1-2
goias;2;2025;2025-07-20;Anapolina;Trindade;2-0
goias;2;2025;2025-07-20;Morrinhos;Iporá;1-0
goias;2;2025;2025-07-26;Centro Oeste FC;Trindade;2-1
goias;2;2025;2025-07-26;Grêmio Anápolis;Iporá;2-1
goias;2;2025;2025-07-27;Tupy-GO;Anapolina;0-1
goias;2;2025;2025-07-27;Rio Verde-GO;Morrinhos;1-1
goias;2;2025;2025-07-30;Iporá;Rio Verde-GO;2-2
goias;2;2025;2025-07-30;Morrinhos;Grêmio Anápolis;2-2
goias;2;2025;2025-07-30;Trindade;Tupy-GO;1-1
goias;2;2025;2025-08-03;Anapolina;Centro Oeste FC;0-0
goias;2;2024;2024-04-28;Santa Helena;Grêmio Anápolis;2-1
goias;2;2024;2024-04-28;ABECAT Ouvidorense;Centro Oeste FC;0-3
goias;2;2024;2024-04-28;Trindade;Inhumas;0-3
goias;2;2024;2024-04-28;Anapolina;ASEEV;0-1
goias;2;2024;2024-05-04;Centro Oeste FC;Santa Helena;1-1
goias;2;2024;2024-05-05;Inhumas;Anapolina;0-2
goias;2;2024;2024-05-05;ASEEV;Trindade;1-2
goias;2;2024;2024-05-06;Grêmio Anápolis;ABECAT Ouvidorense;0-1
goias;2;2024;2024-05-11;ABECAT Ouvidorense;Santa Helena;2-0
goias;2;2024;2024-05-11;Centro Oeste FC;Grêmio Anápolis;0-2
goias;2;2024;2024-05-12;Inhumas;ASEEV;1-0
goias;2;2024;2024-05-12;Trindade;Anapolina;1-0
goias;2;2024;2024-05-19;ASEEV;Centro Oeste FC;0-1
goias;2;2024;2024-05-19;Santa Helena;Trindade;2-0
goias;2;2024;2024-05-19;Anapolina;ABECAT Ouvidorense;2-1
goias;2;2024;2024-05-20;Grêmio Anápolis;Inhumas;1-2
goias;2;2024;2024-05-25;ABECAT Ouvidorense;ASEEV;1-0
goias;2;2024;2024-05-26;Santa Helena;Anapolina;0-1
goias;2;2024;2024-05-26;Inhumas;Centro Oeste FC;1-3
goias;2;2024;2024-05-26;Trindade;Grêmio Anápolis;2-0
goias;2;2024;2024-06-01;ABECAT Ouvidorense;Inhumas;2-2
goias;2;2024;2024-06-01;Centro Oeste FC;Trindade;0-0
goias;2;2024;2024-06-02;ASEEV;Santa Helena;5-2
goias;2;2024;2024-06-02;Anapolina;Grêmio Anápolis;3-2
goias;2;2024;2024-06-08;Centro Oeste FC;Anapolina;0-0
goias;2;2024;2024-06-09;Santa Helena;Inhumas;0-1
goias;2;2024;2024-06-09;Trindade;ABECAT Ouvidorense;1-0
goias;2;2024;2024-06-11;Grêmio Anápolis;ASEEV;1-0
goias;2;2024;2024-06-15;Inhumas;Santa Helena;3-0
goias;2;2024;2024-06-15;ABECAT Ouvidorense;Trindade;1-0
goias;2;2024;2024-06-15;Anapolina;Centro Oeste FC;1-2
goias;2;2024;2024-06-16;ASEEV;Grêmio Anápolis;3-0
goias;2;2024;2024-06-22;Inhumas;ABECAT Ouvidorense;1-2
goias;2;2024;2024-06-22;Grêmio Anápolis;Anapolina;2-1
goias;2;2024;2024-06-23;Santa Helena;ASEEV;3-0
goias;2;2024;2024-06-23;Trindade;Centro Oeste FC;0-0
goias;2;2024;2024-06-28;Grêmio Anápolis;Trindade;3-1
goias;2;2024;2024-06-29;Centro Oeste FC;Inhumas;1-2
goias;2;2024;2024-06-30;ASEEV;ABECAT Ouvidorense;0-2
goias;2;2024;2024-06-30;Anapolina;Santa Helena;1-0
goias;2;2024;2024-07-06;ABECAT Ouvidorense;Anapolina;0-3
goias;2;2024;2024-07-06;Centro Oeste FC;ASEEV;0-1
goias;2;2024;2024-07-07;Inhumas;Grêmio Anápolis;1-0
goias;2;2024;2024-07-08;Trindade;Santa Helena;3-1
goias;2;2024;2024-07-10;Grêmio Anápolis;Centro Oeste FC;1-2
goias;2;2024;2024-07-11;Anapolina;Trindade;0-1
goias;2;2024;2024-07-14;ASEEV;Inhumas;4-1
goias;2;2024;2024-07-14;Santa Helena;ABECAT Ouvidorense;0-1
goias;2;2024;2024-07-16;Anapolina;Inhumas;1-1
goias;2;2024;2024-07-20;ABECAT Ouvidorense;Grêmio Anápolis;1-1
goias;2;2024;2024-07-21;Trindade;ASEEV;1-0
goias;2;2024;2024-07-21;Santa Helena;Centro Oeste FC;0-0
goias;2;2024;2024-07-28;Centro Oeste FC;ABECAT Ouvidorense;0-0
goias;2;2024;2024-07-28;ASEEV;Anapolina;0-2
goias;2;2024;2024-07-28;Inhumas;Trindade;2-0
goias;2;2024;2024-07-28;Grêmio Anápolis;Santa Helena;3-2
goias;2;2023;2023-08-05;Centro Oeste FC;Jataiense;0-0
goias;2;2023;2023-08-05;Jaraguá;Goiatuba EC;0-2
goias;2;2023;2023-08-06;Santa Helena;Anapolina;0-0
goias;2;2023;2023-08-06;ASEEV;Aparecida EC;1-1
goias;2;2023;2023-08-13;Jataiense;ASEEV;0-1
goias;2;2023;2023-08-13;Goiatuba EC;Santa Helena;2-0
goias;2;2023;2023-08-13;Anapolina;Jaraguá;1-0
goias;2;2023;2023-08-14;Aparecida EC;Centro Oeste FC;1-3
goias;2;2023;2023-08-19;Centro Oeste FC;ASEEV;1-0
goias;2;2023;2023-08-19;Anapolina;Goiatuba EC;0-0
goias;2;2023;2023-08-20;Jataiense;Aparecida EC;2-0
goias;2;2023;2023-08-20;Santa Helena;Jaraguá;2-0
goias;2;2023;2023-08-23;Aparecida EC;Anapolina;1-0
goias;2;2023;2023-08-23;Jaraguá;Centro Oeste FC;0-1
goias;2;2023;2023-08-23;Goiatuba EC;Jataiense;2-0
goias;2;2023;2023-08-23;ASEEV;Santa Helena;1-0
goias;2;2023;2023-08-26;Centro Oeste FC;Goiatuba EC;0-0
goias;2;2023;2023-08-26;Jaraguá;ASEEV;0-3
goias;2;2023;2023-08-27;Jataiense;Anapolina;0-1
goias;2;2023;2023-08-27;Santa Helena;Aparecida EC;0-2
goias;2;2023;2023-09-03;Santa Helena;Jataiense;3-3
