estado;divisao;ano;data;mandante;mandante_estado;visitante;visitante_estado;placar;resultado;peso_importancia;gols_mandante;gols_visitante;estado_slug
regional;0;2022;2022-02-16;BAHIA;regional;CSA;regional;1-1;D;1.0;1;1;regional
regional;0;2022;2022-02-16;ALTOS;regional;CAMPINENSE;regional;1-0;H;1.0;1;0;regional
regional;0;2022;2022-02-17;FLORESTA;regional;SERGIPE;regional;1-0;H;1.0;1;0;regional
regional;0;2022;2022-02-17;CRB;regional;GLOBO;regional;2-0;H;1.0;2;0;regional
regional;0;2022;2022-02-19;ATLÉTICO;regional;CEARÁ;regional;0-1;A;1.0;0;1;regional
regional;0;2022;2022-02-19;FORTALEZA;regional;BAHIA;regional;3-1;H;1.0;3;1;regional
regional;0;2022;2022-02-19;CAMPINENSE;regional;SOUSA;regional;2-1;H;1.0;2;1;regional
regional;0;2022;2022-02-20;CSA;regional;NÁUTICO;regional;3-1;H;1.0;3;1;regional
regional;0;2022;2022-02-20;GLOBO;regional;ALTOS;regional;1-0;H;1.0;1;0;regional
regional;0;2022;2022-02-20;SERGIPE;regional;CRB;regional;1-2;A;1.0;1;2;regional
regional;0;2022;2022-02-20;SAMPAIO CORRÊA;regional;FLORESTA;regional;3-0;H;1.0;3;0;regional
regional;0;2022;2022-02-24;BAHIA;regional;SAMPAIO CORRÊA;regional;2-0;H;1.0;2;0;regional
regional;0;2022;2022-02-24;SPORT;regional;BOTAFOGO;regional;0-1;A;1.0;0;1;regional
regional;0;2022;2022-02-27;ALTOS;regional;SPORT;regional;0-0;D;1.0;0;0;regional
regional;0;2022;2022-03-02;BOTAFOGO;regional;SERGIPE;regional;3-0;H;1.0;3;0;regional
regional;0;2022;2022-03-05;CRB;regional;SAMPAIO CORRÊA;regional;1-0;H;1.0;1;0;regional
regional;0;2022;2022-03-05;ALTOS;regional;FORTALEZA;regional;1-1;D;1.0;1;1;regional
regional;0;2022;2022-03-05;BAHIA;regional;SPORT;regional;2-3;A;1.0;2;3;regional
regional;0;2022;2022-03-05;CEARÁ;regional;CSA;regional;2-0;H;1.0;2;0;regional
regional;0;2022;2022-03-06;FLORESTA;regional;ATLÉTICO;regional;1-2;A;1.0;1;2;regional
regional;0;2022;2022-03-06;BOTAFOGO;regional;CAMPINENSE;regional;1-1;D;1.0;1;1;regional
regional;0;2022;2022-03-06;NÁUTICO;regional;SERGIPE;regional;3-0;H;1.0;3;0;regional
regional;0;2022;2022-03-06;SOUSA;regional;GLOBO;regional;5-1;H;1.0;5;1;regional
regional;0;2022;2022-03-10;ATLÉTICO;regional;CRB;regional;1-0;H;1.0;1;0;regional
regional;0;2022;2022-03-19;FORTALEZA;regional;CRB;regional;2-0;H;1.0;2;0;regional
regional;0;2022;2022-03-19;SPORT;regional;FLORESTA;regional;3-0;H;1.0;3;0;regional
regional;0;2022;2022-03-19;SERGIPE;regional;BAHIA;regional;1-3;A;1.0;1;3;regional
regional;0;2022;2022-03-19;SAMPAIO CORRÊA;regional;BOTAFOGO;regional;0-2;A;1.0;0;2;regional
regional;0;2022;2022-03-19;CAMPINENSE;regional;CEARÁ;regional;0-1;A;1.0;0;1;regional
regional;0;2022;2022-03-19;GLOBO;regional;NÁUTICO;regional;0-2;A;1.0;0;2;regional
regional;0;2022;2022-03-19;ATLÉTICO;regional;SOUSA;regional;0-0;D;1.0;0;0;regional
regional;0;2022;2022-03-19;CSA;regional;ALTOS;regional;3-0;H;1.0;3;0;regional
regional;0;2022;2022-03-22;FORTALEZA;regional;ATLÉTICO;regional;5-1;H;1.0;5;1;regional
regional;0;2022;2022-03-22;CSA;regional;SPORT;regional;0-0(1-3 Pen.);D;1.0;0;0;regional
regional;0;2022;2022-03-23;BOTAFOGO;regional;NÁUTICO;regional;1-1(3-4 Pen.);D;1.0;1;1;regional
regional;0;2022;2022-03-24;CEARÁ;regional;CRB;regional;0-0(3-4 Pen.);D;1.0;0;0;regional
regional;0;2022;2022-03-26;FORTALEZA;regional;NÁUTICO;regional;2-0;H;1.0;2;0;regional
regional;0;2022;2022-03-27;SPORT;regional;CRB;regional;3-1;H;1.0;3;1;regional
regional;0;2022;2022-03-31;SPORT;regional;FORTALEZA;regional;1-1;D;1.0;1;1;regional
regional;0;2022;2022-04-03;FORTALEZA;regional;SPORT;regional;1-0;H;1.0;1;0;regional
regional;0;2021;2021-02-27;VITÓRIA;regional;SANTA CRUZ;regional;2-0;H;1.0;2;0;regional
regional;0;2021;2021-02-27;BOTAFOGO;regional;4 DE JULHO;regional;0-0;D;1.0;0;0;regional
regional;0;2021;2021-02-27;ALTOS;regional;CONFIANÇA;regional;2-1;H;1.0;2;1;regional
regional;0;2021;2021-02-28;CSA;regional;TREZE;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-02-28;SALGUEIRO;regional;BAHIA;regional;2-3;A;1.0;2;3;regional
regional;0;2021;2021-02-28;SPORT;regional;SAMPAIO CORRÊA;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-03-01;ABC;regional;CEARÁ;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-03-03;FORTALEZA;regional;CRB;regional;1-0;H;1.0;1;0;regional
regional;0;2021;2021-03-06;CEARÁ;regional;VITÓRIA;regional;3-1;H;1.0;3;1;regional
regional;0;2021;2021-03-06;CRB;regional;SPORT;regional;2-0;H;1.0;2;0;regional
regional;0;2021;2021-03-06;BAHIA;regional;BOTAFOGO;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-03-06;TREZE;regional;ALTOS;regional;1-0;H;1.0;1;0;regional
regional;0;2021;2021-03-06;SAMPAIO CORRÊA;regional;FORTALEZA;regional;0-2;A;1.0;0;2;regional
regional;0;2021;2021-03-07;4 DE JULHO;regional;SALGUEIRO;regional;1-0;H;1.0;1;0;regional
regional;0;2021;2021-03-07;SANTA CRUZ;regional;ABC;regional;0-1;A;1.0;0;1;regional
regional;0;2021;2021-03-07;CONFIANÇA;regional;CSA;regional;2-2;D;1.0;2;2;regional
regional;0;2021;2021-03-11;SALGUEIRO;regional;SANTA CRUZ;regional;1-0;H;1.0;1;0;regional
regional;0;2021;2021-03-13;VITÓRIA;regional;BAHIA;regional;1-0;H;1.0;1;0;regional
regional;0;2021;2021-03-13;ALTOS;regional;CEARÁ;regional;0-0;D;1.0;0;0;regional
regional;0;2021;2021-03-13;FORTALEZA;regional;TREZE;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-03-13;ABC;regional;CONFIANÇA;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-03-13;BOTAFOGO;regional;SAMPAIO CORRÊA;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-03-14;CSA;regional;CRB;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-03-17;SPORT;regional;4 DE JULHO;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-03-20;4 DE JULHO;regional;ALTOS;regional;0-2;A;1.0;0;2;regional
regional;0;2021;2021-03-20;CEARÁ;regional;FORTALEZA;regional;0-0;D;1.0;0;0;regional
regional;0;2021;2021-03-20;BAHIA;regional;SPORT;regional;4-0;H;1.0;4;0;regional
regional;0;2021;2021-03-20;CONFIANÇA;regional;SALGUEIRO;regional;0-0;D;1.0;0;0;regional
regional;0;2021;2021-03-20;SANTA CRUZ;regional;CSA;regional;1-2;A;1.0;1;2;regional
regional;0;2021;2021-03-20;SAMPAIO CORRÊA;regional;VITÓRIA;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-03-21;TREZE;regional;ABC;regional;0-2;A;1.0;0;2;regional
regional;0;2021;2021-03-21;CRB;regional;BOTAFOGO;regional;2-1;H;1.0;2;1;regional
regional;0;2021;2021-03-23;ALTOS;regional;SAMPAIO CORRÊA;regional;0-1;A;1.0;0;1;regional
regional;0;2021;2021-03-23;SPORT;regional;CONFIANÇA;regional;0-1;A;1.0;0;1;regional
regional;0;2021;2021-03-23;FORTALEZA;regional;SANTA CRUZ;regional;0-1;A;1.0;0;1;regional
regional;0;2021;2021-03-23;CSA;regional;BAHIA;regional;2-0;H;1.0;2;0;regional
regional;0;2021;2021-03-24;VITÓRIA;regional;CRB;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-03-24;SALGUEIRO;regional;TREZE;regional;1-0;H;1.0;1;0;regional
regional;0;2021;2021-03-25;BOTAFOGO;regional;CEARÁ;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-03-27;4 DE JULHO;regional;FORTALEZA;regional;1-2;A;1.0;1;2;regional
regional;0;2021;2021-03-27;CONFIANÇA;regional;VITÓRIA;regional;0-0;D;1.0;0;0;regional
regional;0;2021;2021-03-28;BAHIA;regional;ALTOS;regional;5-0;H;1.0;5;0;regional
regional;0;2021;2021-03-29;SAMPAIO CORRÊA;regional;SALGUEIRO;regional;3-2;H;1.0;3;2;regional
regional;0;2021;2021-03-30;CRB;regional;ABC;regional;2-0;H;1.0;2;0;regional
regional;0;2021;2021-03-31;CEARÁ;regional;CSA;regional;2-0;H;1.0;2;0;regional
regional;0;2021;2021-03-31;SANTA CRUZ;regional;SPORT;regional;1-2;A;1.0;1;2;regional
regional;0;2021;2021-04-01;TREZE;regional;BOTAFOGO;regional;1-0;H;1.0;1;0;regional
regional;0;2021;2021-04-03;FORTALEZA;regional;BAHIA;regional;2-1;H;1.0;2;1;regional
regional;0;2021;2021-04-03;SPORT;regional;CEARÁ;regional;0-4;A;1.0;0;4;regional
regional;0;2021;2021-04-03;ABC;regional;SAMPAIO CORRÊA;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-04-03;CSA;regional;4 DE JULHO;regional;2-2;D;1.0;2;2;regional
regional;0;2021;2021-04-04;ALTOS;regional;SANTA CRUZ;regional;2-0;H;1.0;2;0;regional
regional;0;2021;2021-04-04;SALGUEIRO;regional;CRB;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-04-04;VITÓRIA;regional;TREZE;regional;3-1;H;1.0;3;1;regional
regional;0;2021;2021-04-05;BOTAFOGO;regional;CONFIANÇA;regional;0-0;D;1.0;0;0;regional
regional;0;2021;2021-04-07;ABC;regional;4 DE JULHO;regional;2-2;D;1.0;2;2;regional
regional;0;2021;2021-04-10;BAHIA;regional;ABC;regional;2-1;H;1.0;2;1;regional
regional;0;2021;2021-04-10;CEARÁ;regional;SALGUEIRO;regional;3-0;H;1.0;3;0;regional
regional;0;2021;2021-04-10;CONFIANÇA;regional;FORTALEZA;regional;0-1;A;1.0;0;1;regional
regional;0;2021;2021-04-10;TREZE;regional;SPORT;regional;2-2;D;1.0;2;2;regional
regional;0;2021;2021-04-10;SAMPAIO CORRÊA;regional;CSA;regional;0-0;D;1.0;0;0;regional
regional;0;2021;2021-04-10;CRB;regional;ALTOS;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-04-10;4 DE JULHO;regional;VITÓRIA;regional;1-1;D;1.0;1;1;regional
regional;0;2021;2021-04-10;SANTA CRUZ;regional;BOTAFOGO;regional;0-1;A;1.0;0;1;regional
regional;0;2021;2021-04-17;FORTALEZA;regional;CSA;regional;2-1;H;1.0;2;1;regional
regional;0;2021;2021-04-17;BAHIA;regional;CRB;regional;4-0;H;1.0;4;0;regional
regional;0;2021;2021-04-17;VITÓRIA;regional;ALTOS;regional;2-1;H;1.0;2;1;regional
regional;0;2021;2021-04-18;CEARÁ;regional;SAMPAIO CORRÊA;regional;3-0;H;1.0;3;0;regional
regional;0;2021;2021-04-24;CEARÁ;regional;VITÓRIA;regional;2-0;H;1.0;2;0;regional
regional;0;2021;2021-04-24;FORTALEZA;regional;BAHIA;regional;0-0(2-4 Pen.);D;1.0;0;0;regional
regional;0;2021;2021-05-01;BAHIA;regional;CEARÁ;regional;0-1;A;1.0;0;1;regional
regional;0;2021;2021-05-08;CEARÁ;regional;BAHIA;regional;1-2(2-4 Pen.);A;1.0;1;2;regional
regional;0;2020;2020-01-21;IMPERATRIZ;regional;CRB;regional;2-1;H;1.0;2;1;regional
regional;0;2020;2020-01-23;NÁUTICO;regional;RIVER;regional;1-1;D;1.0;1;1;regional
regional;0;2020;2020-01-25;SANTA CRUZ;regional;BAHIA;regional;0-0;D;1.0;0;0;regional
regional;0;2020;2020-01-25;VITÓRIA;regional;FORTALEZA;regional;0-0;D;1.0;0;0;regional
regional;0;2020;2020-01-25;CSA;regional;SPORT;regional;0-1;A;1.0;0;1;regional
regional;0;2020;2020-01-25;AMÉRICA;regional;BOTAFOGO;regional;0-0;D;1.0;0;0;regional
regional;0;2020;2020-01-25;CONFIANÇA;regional;ABC;regional;1-0;H;1.0;1;0;regional
regional;0;2020;2020-01-26;CEARÁ;regional;FREI PAULISTANO;regional;2-2;D;1.0;2;2;regional
regional;0;2020;2020-01-28;BAHIA;regional;IMPERATRIZ;regional;2-0;H;1.0;2;0;regional
regional;0;2020;2020-01-29;CRB;regional;SANTA CRUZ;regional;1-0;H;1.0;1;0;regional
regional;0;2020;2020-02-01;SPORT;regional;VITÓRIA;regional;1-1;D;1.0;1;1;regional
regional;0;2020;2020-02-01;RIVER;regional;CSA;regional;3-1;H;1.0;3;1;regional
regional;0;2020;2020-02-01;FORTALEZA;regional;CEARÁ;regional;1-1;D;1.0;1;1;regional
regional;0;2020;2020-02-01;BOTAFOGO;regional;CONFIANÇA;regional;1-1;D;1.0;1;1;regional
regional;0;2020;2020-02-01;FREI PAULISTANO;regional;NÁUTICO;regional;0-2;A;1.0;0;2;regional
regional;0;2020;2020-02-02;ABC;regional;AMÉRICA;regional;2-1;H;1.0;2;1;regional
regional;0;2020;2020-02-06;SPORT;regional;IMPERATRIZ;regional;2-2;D;1.0;2;2;regional
regional;0;2020;2020-02-08;FORTALEZA;regional;SANTA CRUZ;regional;3-0;H;1.0;3;0;regional
regional;0;2020;2020-02-08;BOTAFOGO;regional;NÁUTICO;regional;2-1;H;1.0;2;1;regional
regional;0;2020;2020-02-08;ABC;regional;CEARÁ;regional;0-0;D;1.0;0;0;regional
regional;0;2020;2020-02-08;BAHIA;regional;VITÓRIA;regional;0-2;A;1.0;0;2;regional
regional;0;2020;2020-02-08;FREI PAULISTANO;regional;CONFIANÇA;regional;2-4;A;1.0;2;4;regional
regional;0;2020;2020-02-09;CRB;regional;CSA;regional;1-1;D;1.0;1;1;regional
regional;0;2020;2020-02-09;RIVER;regional;AMÉRICA;regional;2-3;A;1.0;2;3;regional
regional;0;2020;2020-02-13;SANTA CRUZ;regional;ABC;regional;1-0;H;1.0;1;0;regional
regional;0;2020;2020-02-15;CEARÁ;regional;BAHIA;regional;2-2;D;1.0;2;2;regional
regional;0;2020;2020-02-15;AMÉRICA;regional;CRB;regional;1-1;D;1.0;1;1;regional
regional;0;2020;2020-02-15;NÁUTICO;regional;SPORT;regional;2-0;H;1.0;2;0;regional
regional;0;2020;2020-02-15;CONFIANÇA;regional;RIVER;regional;2-0;H;1.0;2;0;regional
regional;0;2020;2020-02-16;VITÓRIA;regional;FREI PAULISTANO;regional;0-0;D;1.0;0;0;regional
regional;0;2020;2020-02-16;CSA;regional;BOTAFOGO;regional;0-1;A;1.0;0;1;regional
regional;0;2020;2020-02-17;IMPERATRIZ;regional;FORTALEZA;regional;1-2;A;1.0;1;2;regional
regional;0;2020;2020-02-19;CSA;regional;BAHIA;regional;0-2;A;1.0;0;2;regional
regional;0;2020;2020-02-22;CONFIANÇA;regional;FORTALEZA;regional;2-0;H;1.0;2;0;regional
regional;0;2020;2020-02-22;IMPERATRIZ;regional;RIVER;regional;1-0;H;1.0;1;0;regional
regional;0;2020;2020-02-22;AMÉRICA;regional;SPORT;regional;1-1;D;1.0;1;1;regional
regional;0;2020;2020-02-26;CEARÁ;regional;BOTAFOGO;regional;2-2;D;1.0;2;2;regional
regional;0;2020;2020-02-26;SANTA CRUZ;regional;FREI PAULISTANO;regional;3-1;H;1.0;3;1;regional
regional;0;2020;2020-02-27;VITÓRIA;regional;CRB;regional;2-1;H;1.0;2;1;regional
regional;0;2020;2020-02-27;NÁUTICO;regional;ABC;regional;1-1;D;1.0;1;1;regional
regional;0;2020;2020-03-03;RIVER;regional;CEARÁ;regional;0-4;A;1.0;0;4;regional
regional;0;2020;2020-03-04;CRB;regional;NÁUTICO;regional;2-3;A;1.0;2;3;regional
regional;0;2020;2020-03-07;BAHIA;regional;CONFIANÇA;regional;1-0;H;1.0;1;0;regional
regional;0;2020;2020-03-07;SPORT;regional;SANTA CRUZ;regional;1-0;H;1.0;1;0;regional
regional;0;2020;2020-03-07;FORTALEZA;regional;CSA;regional;1-0;H;1.0;1;0;regional
regional;0;2020;2020-03-07;BOTAFOGO;regional;IMPERATRIZ;regional;2-1;H;1.0;2;1;regional
regional;0;2020;2020-03-08;ABC;regional;VITÓRIA;regional;1-1;D;1.0;1;1;regional
regional;0;2020;2020-03-08;FREI PAULISTANO;regional;AMÉRICA;regional;1-0;H;1.0;1;0;regional
regional;0;2020;2020-03-12;SANTA CRUZ;regional;BOTAFOGO;regional;3-0;H;1.0;3;0;regional
regional;0;2020;2020-03-14;AMÉRICA;regional;BAHIA;regional;0-2;A;1.0;0;2;regional
regional;0;2020;2020-03-14;CONFIANÇA;regional;CRB;regional;0-1;A;1.0;0;1;regional
regional;0;2020;2020-03-14;NÁUTICO;regional;FORTALEZA;regional;0-3;A;1.0;0;3;regional
regional;0;2020;2020-03-14;IMPERATRIZ;regional;ABC;regional;3-4;A;1.0;3;4;regional
regional;0;2020;2020-03-15;CEARÁ;regional;SPORT;regional;2-1;H;1.0;2;1;regional
regional;0;2020;2020-03-15;VITÓRIA;regional;RIVER;regional;4-1;H;1.0;4;1;regional
regional;0;2020;2020-03-15;CSA;regional;FREI PAULISTANO;regional;4-0;H;1.0;4;0;regional
regional;0;2020;2020-07-21;FORTALEZA;regional;AMÉRICA;regional;3-1;H;1.0;3;1;regional
regional;0;2020;2020-07-22;SPORT;regional;CONFIANÇA;regional;1-1;D;1.0;1;1;regional
regional;0;2020;2020-07-22;ABC;regional;CSA;regional;0-2;A;1.0;0;2;regional
regional;0;2020;2020-07-22;CRB;regional;CEARÁ;regional;1-2;A;1.0;1;2;regional
regional;0;2020;2020-07-22;BAHIA;regional;NÁUTICO;regional;4-1;H;1.0;4;1;regional
regional;0;2020;2020-07-22;BOTAFOGO;regional;VITÓRIA;regional;1-1;D;1.0;1;1;regional
regional;0;2020;2020-07-22;RIVER;regional;SANTA CRUZ;regional;0-1;A;1.0;0;1;regional
regional;0;2020;2020-07-25;FORTALEZA;regional;SPORT;regional;0-0(4-1 Pen.);D;1.0;0;0;regional
regional;0;2020;2020-07-25;CEARÁ;regional;VITÓRIA;regional;1-0;H;1.0;1;0;regional
regional;0;2020;2020-07-25;CONFIANÇA;regional;SANTA CRUZ;regional;0-0(4-2 Pen.);D;1.0;0;0;regional
regional;0;2020;2020-07-25;BAHIA;regional;BOTAFOGO;regional;3-1;H;1.0;3;1;regional
regional;0;2020;2020-07-28;FORTALEZA;regional;CEARÁ;regional;0-1;A;1.0;0;1;regional
regional;0;2020;2020-07-29;BAHIA;regional;CONFIANÇA;regional;1-0;H;1.0;1;0;regional
regional;0;2020;2020-08-01;CEARÁ;regional;BAHIA;regional;3-1;H;1.0;3;1;regional
regional;0;2020;2020-08-04;BAHIA;regional;CEARÁ;regional;0-1;A;1.0;0;1;regional
nacional;0;2020;2020-02-05;RÍVER;piaui;BAHIA;bahia;1-0;H;10.0;1;0;piaui
