origem;destino;dist_reta_km;dist_rod_km;tempo_rod_h
Porto Alegre/RIO_GRANDE_DO_SUL;Curitiba/PARANA;545.22;740.44;9.5
Porto Alegre/RIO_GRANDE_DO_SUL;Caxias do Sul/RIO_GRANDE_DO_SUL;96.16;125.83;1.94
Porto Alegre/RIO_GRANDE_DO_SUL;Chapecó/SANTA_CATARINA;352.73;451.66;6.38
Porto Alegre/RIO_GRANDE_DO_SUL;Florianópolis/SANTA_CATARINA;375.49;455.88;5.61
Porto Alegre/RIO_GRANDE_DO_SUL;Ponta Grossa/PARANA;557.2;853.31;10.98
Porto Alegre/RIO_GRANDE_DO_SUL;Criciúma/SANTA_CATARINA;234.03;279.59;3.53
Porto Alegre/RIO_GRANDE_DO_SUL;Brusque/SANTA_CATARINA;395.65;538.46;6.87
Porto Alegre/RIO_GRANDE_DO_SUL;Pelotas/RIO_GRANDE_DO_SUL;219.73;259.42;3.93
Porto Alegre/RIO_GRANDE_DO_SUL;Erechim/RIO_GRANDE_DO_SUL;285.15;369.39;5.13
Porto Alegre/RIO_GRANDE_DO_SUL;Cascavel/PARANA;604.56;789.72;11.19
Porto Alegre/RIO_GRANDE_DO_SUL;Itajaí/SANTA_CATARINA;427.45;535.06;6.66
Porto Alegre/RIO_GRANDE_DO_SUL;Joinville/SANTA_CATARINA;474.43;614.66;7.68
Porto Alegre/RIO_GRANDE_DO_SUL;Tubarão/SANTA_CATARINA;275.88;320.68;3.96
Porto Alegre/RIO_GRANDE_DO_SUL;Ijuí/RIO_GRANDE_DO_SUL;319.34;408.94;5.5
Porto Alegre/RIO_GRANDE_DO_SUL;Balneário Camboriú/SANTA_CATARINA;421.6;519.91;6.45
Porto Alegre/RIO_GRANDE_DO_SUL;Concórdia/SANTA_CATARINA;319.87;438.11;6.15
Porto Alegre/RIO_GRANDE_DO_SUL;São Leopoldo/RIO_GRANDE_DO_SUL;31.49;35.02;0.59
Porto Alegre/RIO_GRANDE_DO_SUL;Novo Hamburgo/RIO_GRANDE_DO_SUL;39.68;43.34;0.72
Porto Alegre/RIO_GRANDE_DO_SUL;Pato Branco/PARANA;445.66;588.87;8.79
Porto Alegre/RIO_GRANDE_DO_SUL;Jaraguá do Sul/SANTA_CATARINA;446.04;625.53;7.89
Porto Alegre/RIO_GRANDE_DO_SUL;Camboriú/SANTA_CATARINA;418.05;521.66;6.48
Porto Alegre/RIO_GRANDE_DO_SUL;Paranaguá/PARANA;566.98;734.94;9.31
Porto Alegre/RIO_GRANDE_DO_SUL;Rio Grande/RIO_GRANDE_DO_SUL;237.19;320.34;4.85
Porto Alegre/RIO_GRANDE_DO_SUL;São José dos Pinhais/PARANA;536.48;726.75;9.22
Porto Alegre/RIO_GRANDE_DO_SUL;Toledo/PARANA;638.89;825.14;11.71
Porto Alegre/RIO_GRANDE_DO_SUL;Lages/SANTA_CATARINA;261.1;351.62;5.9
Porto Alegre/RIO_GRANDE_DO_SUL;Foz do Iguaçu/PARANA;597.87;781.11;11.73
Porto Alegre/RIO_GRANDE_DO_SUL;Santa Maria/RIO_GRANDE_DO_SUL;253.17;290.03;4.31
Porto Alegre/RIO_GRANDE_DO_SUL;São Borja/RIO_GRANDE_DO_SUL;489.04;584.25;8.07
Porto Alegre/RIO_GRANDE_DO_SUL;Guarapuava/PARANA;515.09;750.9;10.7
Porto Alegre/RIO_GRANDE_DO_SUL;Palhoça/SANTA_CATARINA;363.13;438.71;5.37
Porto Alegre/RIO_GRANDE_DO_SUL;Campo Largo/PARANA;538.66;748.49;9.52
Porto Alegre/RIO_GRANDE_DO_SUL;Blumenau/SANTA_CATARINA;404.44;587.06;7.46
Porto Alegre/RIO_GRANDE_DO_SUL;Santo Ângelo/RIO_GRANDE_DO_SUL;353.1;437.61;6.26
Porto Alegre/RIO_GRANDE_DO_SUL;Gramado/RIO_GRANDE_DO_SUL;80.14;115.44;1.93
Porto Alegre/RIO_GRANDE_DO_SUL;Bento Gonçalves/RIO_GRANDE_DO_SUL;100.31;122.0;1.92
Porto Alegre/RIO_GRANDE_DO_SUL;São José/SANTA_CATARINA;368.77;445.68;5.47
Porto Alegre/RIO_GRANDE_DO_SUL;Nova Veneza/SANTA_CATARINA;228.12;284.85;3.73
Porto Alegre/RIO_GRANDE_DO_SUL;Araucária/PARANA;523.35;748.35;9.48
Porto Alegre/RIO_GRANDE_DO_SUL;Prudentópolis/PARANA;534.89;784.11;10.79
Porto Alegre/RIO_GRANDE_DO_SUL;Sapucaia do Sul/RIO_GRANDE_DO_SUL;23.83;32.42;0.5
Porto Alegre/RIO_GRANDE_DO_SUL;Rio do Sul/SANTA_CATARINA;348.38;480.05;8.22
Porto Alegre/RIO_GRANDE_DO_SUL;União da Vitória/PARANA;421.47;608.33;8.35
Porto Alegre/RIO_GRANDE_DO_SUL;Caçador/SANTA_CATARINA;361.81;585.58;8.25
Porto Alegre/RIO_GRANDE_DO_SUL;Bagé/RIO_GRANDE_DO_SUL;311.92;378.13;5.57
Porto Alegre/RIO_GRANDE_DO_SUL;Santa Cruz do Sul/RIO_GRANDE_DO_SUL;122.77;151.95;2.31
Porto Alegre/RIO_GRANDE_DO_SUL;Rio Pardo/RIO_GRANDE_DO_SUL;112.39;147.6;2.18
Porto Alegre/RIO_GRANDE_DO_SUL;Capão da Canoa/RIO_GRANDE_DO_SUL;119.83;140.57;1.83
Porto Alegre/RIO_GRANDE_DO_SUL;Francisco Beltrão/PARANA;474.35;615.23;8.61
Porto Alegre/RIO_GRANDE_DO_SUL;Esteio/RIO_GRANDE_DO_SUL;20.0;23.04;0.4
Porto Alegre/RIO_GRANDE_DO_SUL;Passo Fundo/RIO_GRANDE_DO_SUL;227.97;288.4;3.88
Porto Alegre/RIO_GRANDE_DO_SUL;Irati/PARANA;508.27;727.81;9.94
Porto Alegre/RIO_GRANDE_DO_SUL;Verê/PARANA;483.83;655.11;9.27
Porto Alegre/RIO_GRANDE_DO_SUL;Canoas/RIO_GRANDE_DO_SUL;13.1;16.89;0.32
Porto Alegre/RIO_GRANDE_DO_SUL;Porto União/SANTA_CATARINA;421.19;609.69;8.39
Porto Alegre/RIO_GRANDE_DO_SUL;Campo Mourão/PARANA;673.28;964.02;13.44
Porto Alegre/RIO_GRANDE_DO_SUL;Venâncio Aires/RIO_GRANDE_DO_SUL;104.48;127.11;1.95
Porto Alegre/RIO_GRANDE_DO_SUL;Curitiba/SERGIPE;545.15;740.61;9.5
Porto Alegre/RIO_GRANDE_DO_SUL;Cachoeirinha/RIO_GRANDE_DO_SUL;15.2;19.05;0.3
Porto Alegre/RIO_GRANDE_DO_SUL;Nova Prata/RIO_GRANDE_DO_SUL;144.03;193.26;3.48
Porto Alegre/RIO_GRANDE_DO_SUL;Marau/RIO_GRANDE_DO_SUL;199.64;270.29;4.08
Porto Alegre/RIO_GRANDE_DO_SUL;Itararé/SAO_PAULO;682.16;1025.8;13.06
Porto Alegre/RIO_GRANDE_DO_SUL;Garibaldi/RIO_GRANDE_DO_SUL;91.64;112.61;1.7
Porto Alegre/RIO_GRANDE_DO_SUL;Imbituba/SANTA_CATARINA;317.56;369.46;4.55
Porto Alegre/RIO_GRANDE_DO_SUL;Carazinho/RIO_GRANDE_DO_SUL;250.09;289.15;3.78
Porto Alegre/RIO_GRANDE_DO_SUL;Vacaria/RIO_GRANDE_DO_SUL;171.35;246.62;4.1
Porto Alegre/RIO_GRANDE_DO_SUL;Viamão/RIO_GRANDE_DO_SUL;19.25;22.41;0.53
Porto Alegre/RIO_GRANDE_DO_SUL;São João Batista/SANTA_CATARINA;382.88;516.31;6.53
Porto Alegre/RIO_GRANDE_DO_SUL;Navegantes/SANTA_CATARINA;428.93;538.28;6.83
Porto Alegre/RIO_GRANDE_DO_SUL;Três Passos/RIO_GRANDE_DO_SUL;389.25;471.4;6.48
Porto Alegre/RIO_GRANDE_DO_SUL;Igrejinha/RIO_GRANDE_DO_SUL;65.71;84.54;1.38
Porto Alegre/RIO_GRANDE_DO_SUL;São Gabriel/RIO_GRANDE_DO_SUL;300.28;329.59;4.69
Porto Alegre/RIO_GRANDE_DO_SUL;Frederico Westphalen/RIO_GRANDE_DO_SUL;365.37;427.44;5.51
Porto Alegre/RIO_GRANDE_DO_SUL;Farroupilha/RIO_GRANDE_DO_SUL;90.31;110.71;1.62
Porto Alegre/RIO_GRANDE_DO_SUL;Cruz Alta/RIO_GRANDE_DO_SUL;278.86;352.64;4.87
Porto Alegre/RIO_GRANDE_DO_SUL;Canoinhas/SANTA_CATARINA;435.16;685.81;9.28
Porto Alegre/RIO_GRANDE_DO_SUL;Orleans/SANTA_CATARINA;263.9;323.38;4.23
Porto Alegre/RIO_GRANDE_DO_SUL;Lajeado/RIO_GRANDE_DO_SUL;96.25;114.46;1.66
Curitiba/PARANA;Rio de Janeiro/RIO_DE_JANEIRO;679.81;841.3;11.11
Curitiba/PARANA;São Paulo/SAO_PAULO;338.91;402.94;5.72
Curitiba/PARANA;Caxias do Sul/RIO_GRANDE_DO_SUL;455.23;576.81;9.87
Curitiba/PARANA;Chapecó/SANTA_CATARINA;381.72;474.36;6.8
Curitiba/PARANA;Florianópolis/SANTA_CATARINA;250.68;301.98;4.2
Curitiba/PARANA;Bragança Paulista/SAO_PAULO;390.04;481.58;6.83
Curitiba/PARANA;Santos/SAO_PAULO;339.02;394.25;5.64
Curitiba/PARANA;Ponta Grossa/PARANA;96.83;113.72;1.7
Curitiba/PARANA;Campinas/SAO_PAULO;358.63;473.83;6.42
Curitiba/PARANA;Criciúma/SANTA_CATARINA;360.15;480.59;6.38
Curitiba/PARANA;São Bernardo do Campo/SAO_PAULO;334.9;406.69;5.95
Curitiba/PARANA;Brusque/SANTA_CATARINA;188.72;240.74;3.57
Curitiba/PARANA;Novo Horizonte/SAO_PAULO;438.06;644.61;8.33
Curitiba/PARANA;Ribeirão Preto/SAO_PAULO;493.98;694.12;8.99
Curitiba/PARANA;Itu/SAO_PAULO;312.71;410.98;6.05
Curitiba/PARANA;Londrina/PARANA;303.9;384.04;5.54
Curitiba/PARANA;Volta Redonda/RIO_DE_JANEIRO;617.11;719.63;9.5
Curitiba/PARANA;Mirassol/SAO_PAULO;511.02;679.23;9.06
Curitiba/PARANA;Erechim/RIO_GRANDE_DO_SUL;385.56;471.59;6.3
Curitiba/PARANA;Araraquara/SAO_PAULO;417.75;617.1;7.98
Curitiba/PARANA;Cascavel/PARANA;425.11;496.65;7.03
Curitiba/PARANA;Itajaí/SANTA_CATARINA;174.43;212.08;3.07
Curitiba/PARANA;Nova Iguaçu/RIO_DE_JANEIRO;661.82;804.75;10.61
Curitiba/PARANA;Joinville/SANTA_CATARINA;106.06;130.79;1.99
Curitiba/PARANA;Barueri/SAO_PAULO;322.8;396.67;5.53
Curitiba/PARANA;São João del-Rei/MINAS_GERAIS;699.18;863.8;12.01
Curitiba/PARANA;Limeira/SAO_PAULO;370.28;529.23;6.99
Curitiba/PARANA;Cianorte/PARANA;390.04;502.91;6.83
Curitiba/PARANA;Maringá/PARANA;349.55;423.44;5.84
Curitiba/PARANA;Tubarão/SANTA_CATARINA;338.76;420.84;5.62
Curitiba/PARANA;Resende/RIO_DE_JANEIRO;590.14;677.52;8.91
Curitiba/PARANA;Pouso Alegre/MINAS_GERAIS;491.11;597.68;8.28
Curitiba/PARANA;Ijuí/RIO_GRANDE_DO_SUL;565.93;716.43;9.93
Curitiba/PARANA;Balneário Camboriú/SANTA_CATARINA;184.71;222.98;3.17
Curitiba/PARANA;Santo André/SAO_PAULO;339.47;410.46;6.03
Curitiba/PARANA;Concórdia/SANTA_CATARINA;340.1;412.93;5.56
Curitiba/PARANA;São Leopoldo/RIO_GRANDE_DO_SUL;514.09;744.92;9.64
Curitiba/PARANA;Sorocaba/SAO_PAULO;282.04;372.21;5.61
Curitiba/PARANA;São José dos Campos/SAO_PAULO;420.43;497.41;6.75
Curitiba/PARANA;Piracicaba/SAO_PAULO;341.99;481.08;6.99
Curitiba/PARANA;Diadema/SAO_PAULO;330.75;399.47;5.77
Curitiba/PARANA;Varginha/MINAS_GERAIS;580.78;709.58;9.64
Curitiba/PARANA;Duque de Caxias/RIO_DE_JANEIRO;672.62;820.4;10.84
Curitiba/PARANA;Piraí/RIO_DE_JANEIRO;627.67;746.62;9.75
Curitiba/PARANA;Novo Hamburgo/RIO_GRANDE_DO_SUL;506.07;753.23;9.77
Curitiba/PARANA;Pato Branco/PARANA;351.9;451.57;5.92
Curitiba/PARANA;Poços de Caldas/MINAS_GERAIS;489.19;640.8;8.54
Curitiba/PARANA;Jaraguá do Sul/SANTA_CATARINA;118.7;160.78;2.5
Curitiba/PARANA;Capivari/SAO_PAULO;323.24;446.97;6.56
Curitiba/PARANA;Bauru/SAO_PAULO;345.58;536.08;6.93
Curitiba/PARANA;São Gonçalo/RIO_DE_JANEIRO;695.25;859.75;11.39
Curitiba/PARANA;Marília/SAO_PAULO;361.46;498.45;6.51
Curitiba/PARANA;Monte Azul Paulista/SAO_PAULO;521.62;757.38;9.87
Curitiba/PARANA;Presidente Prudente/SAO_PAULO;424.26;543.02;7.47
Curitiba/PARANA;Camboriú/SANTA_CATARINA;186.63;223.07;3.15
Curitiba/PARANA;Votuporanga/SAO_PAULO;558.93;748.78;9.91
Curitiba/PARANA;São Caetano do Sul/SAO_PAULO;339.14;411.56;5.94
Curitiba/PARANA;Petrópolis/RIO_DE_JANEIRO;699.56;859.05;11.43
Curitiba/PARANA;Americana/SAO_PAULO;356.99;510.34;6.74
Curitiba/PARANA;Indaiatuba/SAO_PAULO;332.89;433.97;6.32
Curitiba/PARANA;Rio Claro/SAO_PAULO;376.77;557.52;7.34
Curitiba/PARANA;Porto Feliz/SAO_PAULO;303.09;407.51;6.22
Curitiba/PARANA;Lins/SAO_PAULO;418.64;572.89;7.68
Curitiba/PARANA;São Carlos/SAO_PAULO;403.37;614.16;8.02
Curitiba/PARANA;Penápolis/SAO_PAULO;452.13;616.36;8.19
Curitiba/PARANA;Osasco/SAO_PAULO;327.61;392.43;5.47
Curitiba/PARANA;Sertãozinho/SAO_PAULO;493.63;721.19;9.26
Curitiba/PARANA;Suzano/SAO_PAULO;365.99;457.82;6.36
Curitiba/PARANA;Taubaté/SAO_PAULO;461.88;539.81;7.28
Curitiba/PARANA;Jaú/SAO_PAULO;354.32;545.35;7.06
Curitiba/PARANA;Barretos/SAO_PAULO;544.15;763.78;9.7
Curitiba/PARANA;Jundiaí/SAO_PAULO;346.62;437.76;5.97
Curitiba/PARANA;Birigui/SAO_PAULO;471.5;643.35;8.53
Curitiba/PARANA;Paranaguá/PARANA;76.71;91.38;1.28
Curitiba/PARANA;Catanduva/SAO_PAULO;476.37;693.67;9.11
Curitiba/PARANA;São José do Rio Preto/SAO_PAULO;511.34;684.76;9.15
Curitiba/PARANA;Rio Brilhante/MATO_GROSSO_DO_SUL;671.15;914.77;12.23
Curitiba/PARANA;Itapira/SAO_PAULO;414.89;548.39;7.3
Curitiba/PARANA;Taquaritinga/SAO_PAULO;449.31;672.09;8.67
Curitiba/PARANA;Mauá/SAO_PAULO;345.26;444.28;6.1
Curitiba/PARANA;São José dos Pinhais/PARANA;13.57;16.27;0.37
Curitiba/PARANA;Rolândia/PARANA;317.41;392.06;5.52
Curitiba/PARANA;Matão/SAO_PAULO;433.6;643.87;8.34
Curitiba/PARANA;Assis/SAO_PAULO;327.65;475.57;6.2
Curitiba/PARANA;Guarulhos/SAO_PAULO;353.59;428.61;5.93
Curitiba/PARANA;Bebedouro/SAO_PAULO;502.43;720.02;9.2
Curitiba/PARANA;Franca/SAO_PAULO;574.55;777.73;9.93
Curitiba/PARANA;Guaratinguetá/SAO_PAULO;505.96;585.22;7.8
Curitiba/PARANA;Dourados/MATO_GROSSO_DO_SUL;665.88;877.18;11.72
Curitiba/PARANA;Toledo/PARANA;457.07;538.78;7.58
Curitiba/PARANA;Belford Roxo/RIO_DE_JANEIRO;665.77;809.56;10.69
Curitiba/PARANA;Lages/SANTA_CATARINA;284.26;360.19;5.97
Curitiba/PARANA;Santa Bárbara d'Oeste/SAO_PAULO;351.23;518.11;6.79
Curitiba/PARANA;Jacareí/SAO_PAULO;409.81;487.81;6.66
Curitiba/PARANA;Araras/SAO_PAULO;390.83;550.94;7.26
Curitiba/PARANA;Foz do Iguaçu/PARANA;534.53;636.1;8.89
Curitiba/PARANA;Santa Maria/RIO_GRANDE_DO_SUL;650.15;835.56;11.68
Curitiba/PARANA;Caieiras/SAO_PAULO;344.34;416.65;5.81
Curitiba/PARANA;Paranavaí/PARANA;415.62;497.18;7.0
Curitiba/PARANA;Nilópolis/RIO_DE_JANEIRO;662.77;813.27;10.76
Curitiba/PARANA;Guarapuava/PARANA;223.56;258.21;3.89
Curitiba/PARANA;Alvorada do Sul/PARANA;354.3;452.43;6.38
Curitiba/PARANA;Angra dos Reis/RIO_DE_JANEIRO;570.26;803.12;10.83
Curitiba/PARANA;Batatais/SAO_PAULO;531.37;732.67;9.43
Curitiba/PARANA;Palhoça/SANTA_CATARINA;252.94;302.39;4.18
Curitiba/PARANA;Campo Largo/PARANA;10.75;12.27;0.32
Curitiba/PARANA;Olímpia/SAO_PAULO;520.68;737.07;9.79
Curitiba/PARANA;Blumenau/SANTA_CATARINA;166.48;211.38;3.5
Curitiba/PARANA;Santo Ângelo/RIO_GRANDE_DO_SUL;589.18;761.93;10.71
Curitiba/PARANA;Gramado/RIO_GRANDE_DO_SUL;465.25;727.92;9.97
Curitiba/PARANA;Bento Gonçalves/RIO_GRANDE_DO_SUL;469.88;722.59;10.75
Curitiba/PARANA;São José/SANTA_CATARINA;250.53;298.14;4.16
Curitiba/PARANA;Nova Veneza/SANTA_CATARINA;355.21;499.64;6.74
Curitiba/PARANA;Araucária/PARANA;22.81;28.89;0.56
Curitiba/PARANA;Tanabi/SAO_PAULO;534.67;708.18;9.44
Curitiba/PARANA;Santana de Parnaíba/SAO_PAULO;324.39;411.4;5.75
Curitiba/PARANA;Prudentópolis/PARANA;173.14;202.01;3.01
Curitiba/PARANA;Sapucaia do Sul/RIO_GRANDE_DO_SUL;521.51;736.6;9.51
Curitiba/PARANA;Barra Mansa/RIO_DE_JANEIRO;609.45;711.05;9.29
Curitiba/PARANA;Mogi das Cruzes/SAO_PAULO;377.28;470.08;6.51
Curitiba/PARANA;Rio do Sul/SANTA_CATARINA;201.25;285.67;4.88
Curitiba/PARANA;Uberaba/MINAS_GERAIS;643.86;860.96;10.95
Curitiba/PARANA;Paraty/RIO_DE_JANEIRO;523.43;676.52;10.31
Curitiba/PARANA;União da Vitória/PARANA;202.19;236.48;3.18
Curitiba/PARANA;Caçador/SANTA_CATARINA;229.64;336.37;4.74
Curitiba/PARANA;Cambé/PARANA;313.33;401.96;5.6
Curitiba/PARANA;Santa Cruz do Sul/RIO_GRANDE_DO_SUL;568.6;764.47;10.25
Curitiba/PARANA;Rio Pardo/RIO_GRANDE_DO_SUL;590.37;789.59;10.55
Curitiba/PARANA;Arapongas/PARANA;312.19;377.98;5.28
Curitiba/PARANA;Capão da Canoa/RIO_GRANDE_DO_SUL;485.35;613.56;8.14
Curitiba/PARANA;Francisco Beltrão/PARANA;386.19;499.59;6.71
Curitiba/PARANA;Esteio/RIO_GRANDE_DO_SUL;525.55;743.97;9.54
Curitiba/PARANA;Apucarana/PARANA;303.84;363.52;5.07
Curitiba/PARANA;Passo Fundo/RIO_GRANDE_DO_SUL;442.31;552.61;7.52
Curitiba/PARANA;Irati/PARANA;139.4;153.86;2.26
Curitiba/PARANA;Araçatuba/SAO_PAULO;482.14;656.9;8.69
Curitiba/PARANA;Verê/PARANA;363.97;445.13;6.52
Curitiba/PARANA;Canoas/RIO_GRANDE_DO_SUL;532.29;737.81;9.46
Curitiba/PARANA;Porto União/SANTA_CATARINA;201.46;237.6;3.2
Curitiba/PARANA;Leme/SAO_PAULO;407.1;569.25;7.46
Curitiba/PARANA;Fernandópolis/SAO_PAULO;578.83;783.87;10.29
Curitiba/PARANA;Tupã/SAO_PAULO;406.98;573.99;7.55
Curitiba/PARANA;Campo Mourão/PARANA;349.37;453.21;6.75
Curitiba/PARANA;Naviraí/MATO_GROSSO_DO_SUL;563.81;745.05;10.29
Curitiba/PARANA;Ivinhema/MATO_GROSSO_DO_SUL;577.83;748.3;10.16
Curitiba/PARANA;Venâncio Aires/RIO_GRANDE_DO_SUL;545.01;754.75;10.19
Curitiba/PARANA;Curitiba/SERGIPE;0.19;0.66;0.03
Curitiba/PARANA;Niterói/RIO_DE_JANEIRO;687.35;848.28;11.24
Curitiba/PARANA;Amparo/SAO_PAULO;395.37;511.52;7.21
Curitiba/PARANA;Santa Cruz do Rio Pardo/SAO_PAULO;282.76;443.96;5.86
Curitiba/PARANA;Cachoeirinha/RIO_GRANDE_DO_SUL;532.34;724.3;9.25
Curitiba/PARANA;Nova Prata/RIO_GRANDE_DO_SUL;437.75;663.34;9.3
Curitiba/PARANA;Atibaia/SAO_PAULO;376.92;460.76;6.56
Curitiba/PARANA;Marau/RIO_GRANDE_DO_SUL;442.68;582.77;8.2
Curitiba/PARANA;Três Corações/MINAS_GERAIS;582.36;700.56;9.48
Curitiba/PARANA;Osvaldo Cruz/SAO_PAULO;433.83;617.47;8.2
Curitiba/PARANA;Itararé/SAO_PAULO;145.76;286.22;3.77
Curitiba/PARANA;Garibaldi/RIO_GRANDE_DO_SUL;479.39;608.68;10.54
Curitiba/PARANA;Mesquita/RIO_DE_JANEIRO;661.86;810.57;10.72
Curitiba/PARANA;Araxá/MINAS_GERAIS;689.4;945.62;12.24
Curitiba/PARANA;Imbituba/SANTA_CATARINA;317.53;376.27;5.17
Curitiba/PARANA;Carazinho/RIO_GRANDE_DO_SUL;468.29;596.92;8.23
Curitiba/PARANA;Santa Rita do Sapucaí/MINAS_GERAIS;506.05;616.42;8.4
Curitiba/PARANA;Queimados/RIO_DE_JANEIRO;654.34;794.47;10.5
Curitiba/PARANA;Vacaria/RIO_GRANDE_DO_SUL;379.09;460.86;7.61
Curitiba/PARANA;Viamão/RIO_GRANDE_DO_SUL;543.8;730.48;9.41
Curitiba/PARANA;São João Batista/SANTA_CATARINA;209.84;267.08;4.04
Curitiba/PARANA;Navegantes/SANTA_CATARINA;173.58;208.15;2.97
Curitiba/PARANA;Três Passos/RIO_GRANDE_DO_SUL;516.85;672.67;10.58
Curitiba/PARANA;Andradina/SAO_PAULO;546.36;717.81;9.7
Curitiba/PARANA;Igrejinha/RIO_GRANDE_DO_SUL;483.03;724.53;9.55
Curitiba/PARANA;Mogi Mirim/SAO_PAULO;406.9;536.74;7.11
Curitiba/PARANA;Frederico Westphalen/RIO_GRANDE_DO_SUL;463.46;581.67;8.92
Curitiba/PARANA;Farroupilha/RIO_GRANDE_DO_SUL;468.7;598.74;10.16
Curitiba/PARANA;Cruz Alta/RIO_GRANDE_DO_SUL;557.97;710.93;9.77
Curitiba/PARANA;Passos/MINAS_GERAIS;588.6;769.78;10.13
Curitiba/PARANA;Três Lagoas/MATO_GROSSO_DO_SUL;573.53;765.33;10.53
Curitiba/PARANA;Bataguassu/MATO_GROSSO_DO_SUL;521.8;659.2;8.96
Curitiba/PARANA;Canoinhas/SANTA_CATARINA;139.63;188.26;2.68
Curitiba/PARANA;Nova Andradina/MATO_GROSSO_DO_SUL;543.78;690.84;9.39
Curitiba/PARANA;Águas de Lindóia/SAO_PAULO;422.87;577.25;7.74
Curitiba/PARANA;Capão Bonito/SAO_PAULO;183.56;400.86;5.25
Curitiba/PARANA;Orleans/SANTA_CATARINA;324.35;471.41;6.46
Curitiba/PARANA;Lajeado/RIO_GRANDE_DO_SUL;520.94;729.05;9.83
Rio de Janeiro/RIO_DE_JANEIRO;São Paulo/SAO_PAULO;361.26;432.01;5.44
Rio de Janeiro/RIO_DE_JANEIRO;Belo Horizonte/MINAS_GERAIS;340.36;438.87;6.28
Rio de Janeiro/RIO_DE_JANEIRO;Bragança Paulista/SAO_PAULO;345.64;451.45;5.64
Rio de Janeiro/RIO_DE_JANEIRO;Santos/SAO_PAULO;343.4;500.86;6.42
Rio de Janeiro/RIO_DE_JANEIRO;Campinas/SAO_PAULO;398.86;490.39;6.06
Rio de Janeiro/RIO_DE_JANEIRO;São Bernardo do Campo/SAO_PAULO;357.78;445.53;5.73
Rio de Janeiro/RIO_DE_JANEIRO;Novo Horizonte/SAO_PAULO;644.0;803.86;9.84
Rio de Janeiro/RIO_DE_JANEIRO;Ribeirão Preto/SAO_PAULO;515.56;712.49;8.76
Rio de Janeiro/RIO_DE_JANEIRO;Itu/SAO_PAULO;424.38;525.08;6.5
Rio de Janeiro/RIO_DE_JANEIRO;Volta Redonda/RIO_DE_JANEIRO;104.65;130.47;1.79
Rio de Janeiro/RIO_DE_JANEIRO;Mirassol/SAO_PAULO;692.93;851.02;10.37
Rio de Janeiro/RIO_DE_JANEIRO;Tombos/MINAS_GERAIS;265.08;373.39;6.1
Rio de Janeiro/RIO_DE_JANEIRO;Araraquara/SAO_PAULO;529.81;674.19;8.31
Rio de Janeiro/RIO_DE_JANEIRO;Nova Iguaçu/RIO_DE_JANEIRO;33.09;38.73;0.56
Rio de Janeiro/RIO_DE_JANEIRO;AGUIA DE MARABA Branca/ESPIRITO_SANTO;503.19;702.31;11.17
Rio de Janeiro/RIO_DE_JANEIRO;Governador Valadares/MINAS_GERAIS;466.58;589.51;9.59
Rio de Janeiro/RIO_DE_JANEIRO;Joinville/SANTA_CATARINA;686.69;956.46;12.45
Rio de Janeiro/RIO_DE_JANEIRO;Barueri/SAO_PAULO;384.86;456.74;5.71
Rio de Janeiro/RIO_DE_JANEIRO;São João del-Rei/MINAS_GERAIS;225.9;333.85;4.77
Rio de Janeiro/RIO_DE_JANEIRO;Limeira/SAO_PAULO;436.23;547.59;6.77
Rio de Janeiro/RIO_DE_JANEIRO;Vitória/ESPIRITO_SANTO;412.31;519.25;8.08
Rio de Janeiro/RIO_DE_JANEIRO;Resende/RIO_DE_JANEIRO;140.09;165.89;2.22
Rio de Janeiro/RIO_DE_JANEIRO;Pouso Alegre/MINAS_GERAIS;293.64;393.33;5.13
Rio de Janeiro/RIO_DE_JANEIRO;Santo André/SAO_PAULO;353.81;454.67;5.7
Rio de Janeiro/RIO_DE_JANEIRO;Sorocaba/SAO_PAULO;443.19;525.0;6.51
Rio de Janeiro/RIO_DE_JANEIRO;São José dos Campos/SAO_PAULO;281.74;345.23;4.32
Rio de Janeiro/RIO_DE_JANEIRO;Maricá/RIO_DE_JANEIRO;36.39;59.84;1.24
Rio de Janeiro/RIO_DE_JANEIRO;Serra/ESPIRITO_SANTO;418.42;528.76;8.24
Rio de Janeiro/RIO_DE_JANEIRO;Saquarema/RIO_DE_JANEIRO;68.29;120.5;1.89
Rio de Janeiro/RIO_DE_JANEIRO;Piracicaba/SAO_PAULO;459.8;561.9;6.95
Rio de Janeiro/RIO_DE_JANEIRO;Diadema/SAO_PAULO;363.21;445.71;5.82
Rio de Janeiro/RIO_DE_JANEIRO;Varginha/MINAS_GERAIS;276.66;387.18;6.28
Rio de Janeiro/RIO_DE_JANEIRO;Patrocínio/MINAS_GERAIS;592.1;829.09;12.45
Rio de Janeiro/RIO_DE_JANEIRO;Duque de Caxias/RIO_DE_JANEIRO;20.12;24.74;0.38
Rio de Janeiro/RIO_DE_JANEIRO;Piraí/RIO_DE_JANEIRO;81.01;95.02;1.28
Rio de Janeiro/RIO_DE_JANEIRO;Poços de Caldas/MINAS_GERAIS;370.68;494.37;6.82
Rio de Janeiro/RIO_DE_JANEIRO;Capivari/SAO_PAULO;444.46;543.28;6.9
Rio de Janeiro/RIO_DE_JANEIRO;Bauru/SAO_PAULO;608.66;753.38;9.09
