origem;destino;dist_reta_km;dist_rod_km;tempo_rod_h
São Luís/MARANHAO;Maranguape/CEARA;644.0;886.89;13.55
São Luís/MARANHAO;Picos/PIAUI;593.07;744.1;10.87
São Luís/MARANHAO;Araguaína/TOCANTINS;672.74;863.57;12.19
São Luís/MARANHAO;Oeiras/PIAUI;549.21;741.03;10.8
São Luís/MARANHAO;Tuntum/MARANHAO;303.6;375.5;5.86
São Luís/MARANHAO;Floriano/PIAUI;490.42;657.09;9.8
São Luís/MARANHAO;Cachoeirinha/TOCANTINS;571.31;777.64;11.28
São Luís/MARANHAO;Itupiranga/PARA;628.7;851.29;12.49
São Luís/MARANHAO;Capitão Poço/PARA;318.4;658.98;9.54
São Luís/MARANHAO;Campo Maior/PIAUI;347.71;514.55;7.68
São Luís/MARANHAO;São José de Ribamar/MARANHAO;27.85;31.88;0.63
São Luís/MARANHAO;Chapadinha/MARANHAO;170.78;245.94;3.96
São Luís/MARANHAO;Crateús/CEARA;498.19;733.99;11.16
São Luís/MARANHAO;Viana/MARANHAO;108.8;215.68;3.65
São Luís/MARANHAO;Santa Izabel do Pará/PARA;449.92;746.64;10.51
São Luís/MARANHAO;Ananindeua/PARA;470.71;772.77;10.95
São Luís/MARANHAO;Quixadá/CEARA;646.74;908.35;14.56
São Luís/MARANHAO;Bacabal/MARANHAO;194.8;244.81;3.87
São Luís/MARANHAO;Abaetetuba/PARA;516.57;874.68;12.35
São Luís/MARANHAO;Itarema/CEARA;490.45;681.95;10.65
São Luís/MARANHAO;Tianguá/CEARA;393.78;570.8;8.83
São Luís/MARANHAO;Caridade/CEARA;601.59;833.97;13.29
São Luís/MARANHAO;Caxias/MARANHAO;279.15;361.24;5.47
São Luís/MARANHAO;Augusto Corrêa/PARA;309.83;659.65;10.32
São Luís/MARANHAO;Lago Verde/MARANHAO;150.62;220.99;3.6
São Luís/MARANHAO;Maracanã/PARA;400.6;737.1;10.52
São Luís/MARANHAO;Balsas/MARANHAO;585.38;796.44;12.21
São Luís/MARANHAO;Araioses/MARANHAO;270.5;385.68;6.73
Volta Redonda/RIO_DE_JANEIRO;Mirassol/SAO_PAULO;588.91;734.8;8.91
Volta Redonda/RIO_DE_JANEIRO;Tombos/MINAS_GERAIS;289.51;375.09;6.47
Volta Redonda/RIO_DE_JANEIRO;Araraquara/SAO_PAULO;427.82;557.97;6.84
Volta Redonda/RIO_DE_JANEIRO;Itajaí/SANTA_CATARINA;670.29;921.53;12.07
Volta Redonda/RIO_DE_JANEIRO;Nova Iguaçu/RIO_DE_JANEIRO;71.85;94.15;1.42
Volta Redonda/RIO_DE_JANEIRO;AGUIA DE MARABA Branca/ESPIRITO_SANTO;525.61;721.31;12.04
Volta Redonda/RIO_DE_JANEIRO;Governador Valadares/MINAS_GERAIS;463.67;591.2;9.96
Volta Redonda/RIO_DE_JANEIRO;Joinville/SANTA_CATARINA;638.23;840.24;10.99
Volta Redonda/RIO_DE_JANEIRO;Barueri/SAO_PAULO;304.88;340.52;4.24
Volta Redonda/RIO_DE_JANEIRO;São João del-Rei/MINAS_GERAIS;153.9;231.96;4.68
Volta Redonda/RIO_DE_JANEIRO;Limeira/SAO_PAULO;339.68;431.37;5.3
Volta Redonda/RIO_DE_JANEIRO;Vitória/ESPIRITO_SANTO;462.31;557.36;9.26
Volta Redonda/RIO_DE_JANEIRO;Resende/RIO_DE_JANEIRO;36.47;49.67;0.75
Volta Redonda/RIO_DE_JANEIRO;Pouso Alegre/MINAS_GERAIS;191.37;277.11;3.67
Volta Redonda/RIO_DE_JANEIRO;Balneário Camboriú/SANTA_CATARINA;674.84;932.43;12.17
Volta Redonda/RIO_DE_JANEIRO;Santo André/SAO_PAULO;279.6;338.45;4.23
Volta Redonda/RIO_DE_JANEIRO;Sorocaba/SAO_PAULO;360.57;408.78;5.05
Volta Redonda/RIO_DE_JANEIRO;São José dos Campos/SAO_PAULO;200.51;229.01;2.85
Volta Redonda/RIO_DE_JANEIRO;Maricá/RIO_DE_JANEIRO;139.19;177.77;2.94
Volta Redonda/RIO_DE_JANEIRO;Serra/ESPIRITO_SANTO;467.15;566.87;9.43
Volta Redonda/RIO_DE_JANEIRO;Saquarema/RIO_DE_JANEIRO;169.82;238.42;3.59
Volta Redonda/RIO_DE_JANEIRO;Piracicaba/SAO_PAULO;365.28;445.68;5.48
Volta Redonda/RIO_DE_JANEIRO;Diadema/SAO_PAULO;288.78;329.49;4.35
Volta Redonda/RIO_DE_JANEIRO;Varginha/MINAS_GERAIS;173.67;270.96;4.81
Volta Redonda/RIO_DE_JANEIRO;Patrocínio/MINAS_GERAIS;497.48;908.06;11.55
Volta Redonda/RIO_DE_JANEIRO;Duque de Caxias/RIO_DE_JANEIRO;85.84;109.8;1.65
Volta Redonda/RIO_DE_JANEIRO;Piraí/RIO_DE_JANEIRO;23.94;36.02;0.56
Volta Redonda/RIO_DE_JANEIRO;Poços de Caldas/MINAS_GERAIS;266.61;378.14;5.35
Volta Redonda/RIO_DE_JANEIRO;Jaraguá do Sul/SANTA_CATARINA;668.55;871.74;11.6
Volta Redonda/RIO_DE_JANEIRO;Capivari/SAO_PAULO;353.69;427.06;5.44
Volta Redonda/RIO_DE_JANEIRO;Bauru/SAO_PAULO;510.88;637.16;7.62
Volta Redonda/RIO_DE_JANEIRO;Venda Nova do Imigrante/ESPIRITO_SANTO;391.98;493.29;8.53
Volta Redonda/RIO_DE_JANEIRO;São Gonçalo/RIO_DE_JANEIRO;113.12;149.14;2.2
Volta Redonda/RIO_DE_JANEIRO;Marília/SAO_PAULO;602.74;751.77;8.91
Volta Redonda/RIO_DE_JANEIRO;Uberlândia/MINAS_GERAIS;589.84;870.1;10.54
Volta Redonda/RIO_DE_JANEIRO;Monte Azul Paulista/SAO_PAULO;509.62;701.71;8.72
Volta Redonda/RIO_DE_JANEIRO;Camboriú/SANTA_CATARINA;678.36;932.52;12.15
Volta Redonda/RIO_DE_JANEIRO;Votuporanga/SAO_PAULO;651.59;804.39;9.71
Volta Redonda/RIO_DE_JANEIRO;São Caetano do Sul/SAO_PAULO;281.11;320.04;4.13
Volta Redonda/RIO_DE_JANEIRO;Petrópolis/RIO_DE_JANEIRO;94.92;148.45;2.24
Volta Redonda/RIO_DE_JANEIRO;Campos dos Goytacazes/RIO_DE_JANEIRO;298.12;394.68;5.76
Volta Redonda/RIO_DE_JANEIRO;Cabo Frio/RIO_DE_JANEIRO;217.1;271.67;4.04
Volta Redonda/RIO_DE_JANEIRO;Nova Venécia/ESPIRITO_SANTO;572.25;758.84;12.7
Volta Redonda/RIO_DE_JANEIRO;Americana/SAO_PAULO;333.16;412.49;5.05
Volta Redonda/RIO_DE_JANEIRO;Indaiatuba/SAO_PAULO;325.46;411.87;5.01
Volta Redonda/RIO_DE_JANEIRO;Rio Claro/SAO_PAULO;356.33;459.67;5.65
Volta Redonda/RIO_DE_JANEIRO;Cariacica/ESPIRITO_SANTO;452.12;546.94;9.08
Volta Redonda/RIO_DE_JANEIRO;Porto Feliz/SAO_PAULO;359.26;426.34;5.25
Volta Redonda/RIO_DE_JANEIRO;Catalão/GOIAS;627.24;974.45;11.83
Volta Redonda/RIO_DE_JANEIRO;Lins/SAO_PAULO;589.61;740.47;8.85
Volta Redonda/RIO_DE_JANEIRO;São Carlos/SAO_PAULO;393.99;516.3;6.33
Volta Redonda/RIO_DE_JANEIRO;Patos de Minas/MINAS_GERAIS;503.16;696.78;11.41
Volta Redonda/RIO_DE_JANEIRO;Penápolis/SAO_PAULO;629.01;788.56;9.41
Volta Redonda/RIO_DE_JANEIRO;Osasco/SAO_PAULO;297.84;331.21;4.16
Volta Redonda/RIO_DE_JANEIRO;Sertãozinho/SAO_PAULO;429.61;619.71;7.62
Volta Redonda/RIO_DE_JANEIRO;Suzano/SAO_PAULO;253.14;300.8;3.73
Volta Redonda/RIO_DE_JANEIRO;Betim/MINAS_GERAIS;281.95;447.16;6.81
Volta Redonda/RIO_DE_JANEIRO;Vila Velha/ESPIRITO_SANTO;463.26;555.43;9.22
Volta Redonda/RIO_DE_JANEIRO;Taubaté/SAO_PAULO;159.57;185.87;2.34
Volta Redonda/RIO_DE_JANEIRO;Jaú/SAO_PAULO;459.56;580.14;7.09
Volta Redonda/RIO_DE_JANEIRO;Nova Friburgo/RIO_DE_JANEIRO;163.65;235.32;3.61
Volta Redonda/RIO_DE_JANEIRO;Macaé/RIO_DE_JANEIRO;239.13;306.51;4.36
Volta Redonda/RIO_DE_JANEIRO;Barretos/SAO_PAULO;511.08;708.12;8.56
Volta Redonda/RIO_DE_JANEIRO;Jundiaí/SAO_PAULO;295.75;364.87;4.51
Volta Redonda/RIO_DE_JANEIRO;Birigui/SAO_PAULO;658.96;815.56;9.76
Volta Redonda/RIO_DE_JANEIRO;Paranaguá/PARANA;558.57;759.39;10.07
Volta Redonda/RIO_DE_JANEIRO;Catanduva/SAO_PAULO;526.59;669.65;8.13
Volta Redonda/RIO_DE_JANEIRO;São José do Rio Preto/SAO_PAULO;577.75;722.88;8.76
Volta Redonda/RIO_DE_JANEIRO;Itapira/SAO_PAULO;280.1;435.65;5.38
Volta Redonda/RIO_DE_JANEIRO;Taquaritinga/SAO_PAULO;470.7;616.43;7.53
Volta Redonda/RIO_DE_JANEIRO;Juiz de Fora/MINAS_GERAIS;113.92;170.03;2.72
Volta Redonda/RIO_DE_JANEIRO;Mauá/SAO_PAULO;273.22;333.04;4.12
Volta Redonda/RIO_DE_JANEIRO;Ipatinga/MINAS_GERAIS;374.88;566.07;9.43
Volta Redonda/RIO_DE_JANEIRO;São José dos Pinhais/PARANA;617.55;729.87;9.47
Volta Redonda/RIO_DE_JANEIRO;Matão/SAO_PAULO;451.73;588.21;7.2
Volta Redonda/RIO_DE_JANEIRO;Nova Lima/MINAS_GERAIS;281.6;432.51;6.63
Volta Redonda/RIO_DE_JANEIRO;Assis/SAO_PAULO;649.23;742.61;8.66
Volta Redonda/RIO_DE_JANEIRO;Santo Antônio de Pádua/RIO_DE_JANEIRO;225.84;261.12;4.42
Volta Redonda/RIO_DE_JANEIRO;Linhares/ESPIRITO_SANTO;543.5;680.9;11.27
Volta Redonda/RIO_DE_JANEIRO;Guarulhos/SAO_PAULO;270.01;300.91;3.77
Volta Redonda/RIO_DE_JANEIRO;Bebedouro/SAO_PAULO;484.97;664.35;8.06
Volta Redonda/RIO_DE_JANEIRO;Franca/SAO_PAULO;406.04;679.88;8.24
Volta Redonda/RIO_DE_JANEIRO;Guaratinguetá/SAO_PAULO;116.72;141.74;1.81
Volta Redonda/RIO_DE_JANEIRO;Pinheiros/ESPIRITO_SANTO;608.53;805.79;13.43
Volta Redonda/RIO_DE_JANEIRO;Carapebus/RIO_DE_JANEIRO;256.85;335.5;4.84
Volta Redonda/RIO_DE_JANEIRO;Contagem/MINAS_GERAIS;286.39;431.56;6.58
Volta Redonda/RIO_DE_JANEIRO;Muriaé/MINAS_GERAIS;235.55;298.07;5.0
Volta Redonda/RIO_DE_JANEIRO;Belford Roxo/RIO_DE_JANEIRO;76.59;98.96;1.5
Volta Redonda/RIO_DE_JANEIRO;Ubá/MINAS_GERAIS;195.93;296.67;5.13
Volta Redonda/RIO_DE_JANEIRO;Cachoeiro de Itapemirim/ESPIRITO_SANTO;360.45;438.05;7.33
Volta Redonda/RIO_DE_JANEIRO;Santa Bárbara d'Oeste/SAO_PAULO;341.87;420.29;5.18
Volta Redonda/RIO_DE_JANEIRO;Jacareí/SAO_PAULO;210.12;241.98;3.03
Volta Redonda/RIO_DE_JANEIRO;Araras/SAO_PAULO;337.99;453.08;5.57
Volta Redonda/RIO_DE_JANEIRO;Caieiras/SAO_PAULO;286.05;343.85;4.38
Volta Redonda/RIO_DE_JANEIRO;Nilópolis/RIO_DE_JANEIRO;77.85;102.67;1.57
Volta Redonda/RIO_DE_JANEIRO;Angra dos Reis/RIO_DE_JANEIRO;58.51;93.19;1.69
Volta Redonda/RIO_DE_JANEIRO;Batatais/SAO_PAULO;402.76;634.81;7.74
Volta Redonda/RIO_DE_JANEIRO;Campo Largo/PARANA;627.62;755.44;9.79
Volta Redonda/RIO_DE_JANEIRO;Itabirito/MINAS_GERAIS;253.16;392.04;6.3
Volta Redonda/RIO_DE_JANEIRO;Olímpia/SAO_PAULO;535.7;720.74;8.83
Volta Redonda/RIO_DE_JANEIRO;Blumenau/SANTA_CATARINA;699.84;920.83;12.5
Volta Redonda/RIO_DE_JANEIRO;Araucária/PARANA;638.12;755.3;9.75
Volta Redonda/RIO_DE_JANEIRO;Tanabi/SAO_PAULO;612.42;763.78;9.25
Volta Redonda/RIO_DE_JANEIRO;Colatina/ESPIRITO_SANTO;489.06;635.07;10.7
Volta Redonda/RIO_DE_JANEIRO;Santana de Parnaíba/SAO_PAULO;306.58;349.96;4.46
Volta Redonda/RIO_DE_JANEIRO;Barra Mansa/RIO_DE_JANEIRO;7.87;10.28;0.27
Volta Redonda/RIO_DE_JANEIRO;Mogi das Cruzes/SAO_PAULO;241.12;286.05;3.66
Volta Redonda/RIO_DE_JANEIRO;Divinópolis/MINAS_GERAIS;275.17;401.02;7.5
Volta Redonda/RIO_DE_JANEIRO;Uberaba/MINAS_GERAIS;502.32;763.1;9.26
Volta Redonda/RIO_DE_JANEIRO;Magé/RIO_DE_JANEIRO;109.84;142.93;2.06
Volta Redonda/RIO_DE_JANEIRO;Paraty/RIO_DE_JANEIRO;99.94;159.98;2.85
Volta Redonda/RIO_DE_JANEIRO;Montes Claros/MINAS_GERAIS;640.69;840.97;12.36
Volta Redonda/RIO_DE_JANEIRO;São Mateus/ESPIRITO_SANTO;610.49;762.3;12.66
Volta Redonda/RIO_DE_JANEIRO;Armação dos Búzios/RIO_DE_JANEIRO;229.42;295.12;4.49
Volta Redonda/RIO_DE_JANEIRO;Arraial do Cabo/RIO_DE_JANEIRO;219.08;282.56;4.24
Volta Redonda/RIO_DE_JANEIRO;Araçatuba/SAO_PAULO;670.22;829.1;9.92
Volta Redonda/RIO_DE_JANEIRO;Itabira/MINAS_GERAIS;334.19;537.23;8.31
Volta Redonda/RIO_DE_JANEIRO;Santa Luzia/MINAS_GERAIS;305.07;449.33;6.96
Volta Redonda/RIO_DE_JANEIRO;Teófilo Otoni/MINAS_GERAIS;582.82;726.07;11.88
Volta Redonda/RIO_DE_JANEIRO;Araruama/RIO_DE_JANEIRO;185.04;236.58;3.46
Volta Redonda/RIO_DE_JANEIRO;Leme/SAO_PAULO;340.9;471.39;5.77
Volta Redonda/RIO_DE_JANEIRO;Itapemirim/ESPIRITO_SANTO;385.49;459.29;7.71
Volta Redonda/RIO_DE_JANEIRO;Fernandópolis/SAO_PAULO;684.68;839.47;10.1
Volta Redonda/RIO_DE_JANEIRO;Tupã/SAO_PAULO;664.19;826.9;9.91
Volta Redonda/RIO_DE_JANEIRO;Ouvidor/GOIAS;622.67;984.71;12.1
Volta Redonda/RIO_DE_JANEIRO;Nova Serrana/MINAS_GERAIS;306.78;437.73;8.09
Volta Redonda/RIO_DE_JANEIRO;Curitiba/SERGIPE;617.06;724.46;9.52
Volta Redonda/RIO_DE_JANEIRO;Niterói/RIO_DE_JANEIRO;110.21;137.68;2.05
Volta Redonda/RIO_DE_JANEIRO;Itaboraí/RIO_DE_JANEIRO;130.59;169.47;2.51
Volta Redonda/RIO_DE_JANEIRO;Paracatu/MINAS_GERAIS;654.31;919.48;13.92
Volta Redonda/RIO_DE_JANEIRO;Amparo/SAO_PAULO;274.3;380.63;4.98
Volta Redonda/RIO_DE_JANEIRO;Manhuaçu/MINAS_GERAIS;328.92;426.48;7.11
Volta Redonda/RIO_DE_JANEIRO;Santa Cruz do Rio Pardo/SAO_PAULO;569.67;654.0;7.66
Volta Redonda/RIO_DE_JANEIRO;Itaúna/MINAS_GERAIS;275.18;495.98;7.59
Volta Redonda/RIO_DE_JANEIRO;Atibaia/SAO_PAULO;259.95;312.27;3.86
Volta Redonda/RIO_DE_JANEIRO;Três Corações/MINAS_GERAIS;149.66;243.31;4.36
Volta Redonda/RIO_DE_JANEIRO;Itararé/SAO_PAULO;563.42;653.85;8.2
Volta Redonda/RIO_DE_JANEIRO;Jaguaré/ESPIRITO_SANTO;578.97;747.49;12.38
Volta Redonda/RIO_DE_JANEIRO;Rio das Ostras/RIO_DE_JANEIRO;222.0;286.7;4.16
Volta Redonda/RIO_DE_JANEIRO;Mesquita/RIO_DE_JANEIRO;74.36;99.97;1.53
Volta Redonda/RIO_DE_JANEIRO;Araxá/MINAS_GERAIS;438.49;847.77;10.55
Volta Redonda/RIO_DE_JANEIRO;Santa Rita do Sapucaí/MINAS_GERAIS;167.88;250.19;3.27
Volta Redonda/RIO_DE_JANEIRO;Queimados/RIO_DE_JANEIRO;60.27;83.86;1.31
Volta Redonda/RIO_DE_JANEIRO;Castelo/ESPIRITO_SANTO;369.23;458.2;7.82
Volta Redonda/RIO_DE_JANEIRO;Casimiro de Abreu/RIO_DE_JANEIRO;195.12;252.6;3.57
Volta Redonda/RIO_DE_JANEIRO;Navegantes/SANTA_CATARINA;668.83;917.6;11.98
Volta Redonda/RIO_DE_JANEIRO;Mogi Mirim/SAO_PAULO;294.16;424.0;5.18
Volta Redonda/RIO_DE_JANEIRO;Ouro Branco/MINAS_GERAIS;225.42;353.43;5.35
Volta Redonda/RIO_DE_JANEIRO;Minas Novas/MINAS_GERAIS;607.73;937.14;13.96
Volta Redonda/RIO_DE_JANEIRO;Araguari/MINAS_GERAIS;604.36;902.63;11.03
Volta Redonda/RIO_DE_JANEIRO;Passos/MINAS_GERAIS;327.36;533.25;7.65
Volta Redonda/RIO_DE_JANEIRO;Paraíba do Sul/RIO_DE_JANEIRO;92.26;108.85;1.84
Volta Redonda/RIO_DE_JANEIRO;Águas de Lindóia/SAO_PAULO;260.77;374.31;5.28
Volta Redonda/RIO_DE_JANEIRO;Capão Bonito/SAO_PAULO;464.54;540.48;6.76
Volta Redonda/RIO_DE_JANEIRO;Coronel Fabriciano/MINAS_GERAIS;366.0;564.92;9.43
Volta Redonda/RIO_DE_JANEIRO;Pirapora/MINAS_GERAIS;578.37;766.22;11.41
Volta Redonda/RIO_DE_JANEIRO;São Gotardo/MINAS_GERAIS;409.26;604.24;9.95
Volta Redonda/RIO_DE_JANEIRO;Itaperuna/RIO_DE_JANEIRO;270.97;321.17;5.42
Belém/PARA;Tocantinópolis/TOCANTINS;550.58;694.5;11.19
Belém/PARA;Marabá/PARA;436.74;544.26;7.89
Belém/PARA;Macapá/AMAPA;331.04;1941.05;53.48
Belém/PARA;Imperatriz/MARANHAO;463.59;586.81;9.34
Belém/PARA;Castanhal/PARA;66.18;75.74;1.28
Belém/PARA;São Mateus do Maranhão/MARANHAO;485.96;640.12;9.03
Belém/PARA;Bragança/PARA;197.05;215.11;4.06
Belém/PARA;Barra do Corda/MARANHAO;574.2;835.95;12.31
Belém/PARA;Paragominas/PARA;212.22;298.06;4.79
Belém/PARA;Tucuruí/PARA;287.37;439.75;6.92
Belém/PARA;Cametá/PARA;142.02;229.48;6.21
Belém/PARA;Pinheiro/MARANHAO;397.0;463.32;6.27
Belém/PARA;Araguaína/TOCANTINS;635.07;812.39;11.89
Belém/PARA;Tuntum/MARANHAO;597.89;851.56;12.33
Belém/PARA;Canaã dos Carajás/PARA;578.99;755.01;10.72
Belém/PARA;Santana/AMAPA;342.36;1941.19;53.56
Belém/PARA;Cachoeirinha/TOCANTINS;560.2;772.45;10.98
Belém/PARA;Itupiranga/PARA;418.65;594.9;8.52
Belém/PARA;Capitão Poço/PARA;162.25;216.88;3.41
Belém/PARA;São José de Ribamar/MARANHAO;507.99;808.25;11.6
Belém/PARA;Chapadinha/MARANHAO;624.64;831.54;11.83
Belém/PARA;Viana/MARANHAO;434.43;592.19;8.39
Belém/PARA;Parauapebas/PARA;533.94;700.77;10.01
Belém/PARA;Santa Izabel do Pará/PARA;40.38;46.83;0.84
Belém/PARA;Ananindeua/PARA;16.33;23.17;0.44
Belém/PARA;Bacabal/MARANHAO;513.63;646.65;9.11
Belém/PARA;Abaetetuba/PARA;52.43;118.2;1.74
Belém/PARA;Santa Fé do Araguaia/TOCANTINS;630.81;856.62;12.71
Belém/PARA;Altamira/PARA;456.24;809.9;12.04
Belém/PARA;Caxias/MARANHAO;684.08;837.3;11.94
Belém/PARA;Calçoene/AMAPA;516.07;2247.89;57.07
Belém/PARA;Augusto Corrêa/PARA;210.48;230.39;4.29
Belém/PARA;Lago Verde/MARANHAO;438.11;580.52;8.07
Belém/PARA;Mazagão/AMAPA;355.02;1877.97;53.3
Belém/PARA;Maracanã/PARA;137.69;165.62;2.75
Mirassol/SAO_PAULO;Araraquara/SAO_PAULO;174.27;180.68;2.26
Mirassol/SAO_PAULO;Cascavel/PARANA;612.85;699.04;9.32
Mirassol/SAO_PAULO;Aparecida de Goiânia/GOIAS;443.02;515.47;6.78
Mirassol/SAO_PAULO;Itajaí/SANTA_CATARINA;679.3;861.86;12.0
Mirassol/SAO_PAULO;Nova Iguaçu/RIO_DE_JANEIRO;660.61;815.49;10.05
Mirassol/SAO_PAULO;Taguatinga/DISTRITO_FEDERAL;572.9;717.21;9.5
Mirassol/SAO_PAULO;Joinville/SANTA_CATARINA;611.14;780.58;10.92
Mirassol/SAO_PAULO;Barueri/SAO_PAULO;402.18;446.12;5.35
Mirassol/SAO_PAULO;São João del-Rei/MINAS_GERAIS;545.36;705.87;9.31
Mirassol/SAO_PAULO;Limeira/SAO_PAULO;289.79;305.97;3.76
Mirassol/SAO_PAULO;Cianorte/PARANA;449.3;511.53;6.79
Mirassol/SAO_PAULO;Anápolis/GOIAS;500.25;586.77;7.88
Mirassol/SAO_PAULO;Maringá/PARANA;382.59;434.08;5.8
Mirassol/SAO_PAULO;Resende/RIO_DE_JANEIRO;552.92;688.26;8.35
Mirassol/SAO_PAULO;Pouso Alegre/MINAS_GERAIS;400.56;486.88;6.38
Mirassol/SAO_PAULO;Campo Grande/MATO_GROSSO_DO_SUL;536.77;590.44;8.29
Mirassol/SAO_PAULO;Balneário Camboriú/SANTA_CATARINA;689.35;872.76;12.1
Mirassol/SAO_PAULO;Santo André/SAO_PAULO;438.76;470.65;5.87
Mirassol/SAO_PAULO;Ceilândia/DISTRITO_FEDERAL;571.72;720.99;9.54
Mirassol/SAO_PAULO;Sorocaba/SAO_PAULO;364.01;416.41;5.17
Mirassol/SAO_PAULO;São José dos Campos/SAO_PAULO;456.6;508.15;6.19
Mirassol/SAO_PAULO;Piracicaba/SAO_PAULO;284.64;314.73;3.89
Mirassol/SAO_PAULO;Diadema/SAO_PAULO;434.05;466.15;5.77
Mirassol/SAO_PAULO;Varginha/MINAS_GERAIS;429.52;521.46;7.26
Mirassol/SAO_PAULO;Patrocínio/MINAS_GERAIS;334.23;425.12;5.77
Mirassol/SAO_PAULO;Duque de Caxias/RIO_DE_JANEIRO;674.67;831.14;10.28
Mirassol/SAO_PAULO;Piraí/RIO_DE_JANEIRO;612.1;757.36;9.19
Mirassol/SAO_PAULO;Goianésia/GOIAS;610.2;707.81;9.61
Mirassol/SAO_PAULO;Pato Branco/PARANA;680.95;858.44;11.91
Mirassol/SAO_PAULO;Iporá/GOIAS;513.85;693.71;8.97
Mirassol/SAO_PAULO;Poços de Caldas/MINAS_GERAIS;322.31;387.47;5.04
Mirassol/SAO_PAULO;Costa Rica/MATO_GROSSO_DO_SUL;454.46;517.11;6.84
Mirassol/SAO_PAULO;Jaraguá do Sul/SANTA_CATARINA;628.99;819.58;11.34
Mirassol/SAO_PAULO;Capivari/SAO_PAULO;317.21;348.52;4.28
Mirassol/SAO_PAULO;Bauru/SAO_PAULO;171.65;214.58;2.71
Mirassol/SAO_PAULO;Marília/SAO_PAULO;162.49;179.67;2.55
Mirassol/SAO_PAULO;Uberlândia/MINAS_GERAIS;245.9;298.58;4.11
Mirassol/SAO_PAULO;Monte Azul Paulista/SAO_PAULO;88.27;104.58;1.52
Mirassol/SAO_PAULO;Gama/DISTRITO_FEDERAL;552.64;699.42;9.21
Mirassol/SAO_PAULO;Presidente Prudente/SAO_PAULO;243.42;264.62;3.55
Mirassol/SAO_PAULO;Camboriú/SANTA_CATARINA;691.87;872.86;12.08
Mirassol/SAO_PAULO;Votuporanga/SAO_PAULO;66.76;71.85;0.89
Mirassol/SAO_PAULO;São Caetano do Sul/SAO_PAULO;432.14;462.2;5.73
Mirassol/SAO_PAULO;Petrópolis/RIO_DE_JANEIRO;679.68;869.79;10.87
Mirassol/SAO_PAULO;Americana/SAO_PAULO;308.64;330.52;4.07
Mirassol/SAO_PAULO;Indaiatuba/SAO_PAULO;344.98;380.65;4.68
Mirassol/SAO_PAULO;Rio Claro/SAO_PAULO;266.72;278.87;3.46
Mirassol/SAO_PAULO;Porto Feliz/SAO_PAULO;334.27;375.34;4.8
Mirassol/SAO_PAULO;Catalão/GOIAS;335.82;408.58;5.42
Mirassol/SAO_PAULO;Lins/SAO_PAULO;98.11;115.1;1.57
Mirassol/SAO_PAULO;São Carlos/SAO_PAULO;213.06;219.3;2.71
Mirassol/SAO_PAULO;Patos de Minas/MINAS_GERAIS;398.27;500.59;6.76
Mirassol/SAO_PAULO;Penápolis/SAO_PAULO;89.42;100.53;1.44
Mirassol/SAO_PAULO;Osasco/SAO_PAULO;409.75;446.95;5.37
Mirassol/SAO_PAULO;Sertãozinho/SAO_PAULO;160.87;181.45;2.33
Mirassol/SAO_PAULO;Suzano/SAO_PAULO;445.46;492.58;6.04
Mirassol/SAO_PAULO;Betim/MINAS_GERAIS;560.26;650.96;8.33
Mirassol/SAO_PAULO;Taubaté/SAO_PAULO;474.72;550.55;6.72
Mirassol/SAO_PAULO;Jaú/SAO_PAULO;190.24;247.49;3.1
Mirassol/SAO_PAULO;Barretos/SAO_PAULO;100.59;107.99;1.41
Mirassol/SAO_PAULO;Jundiaí/SAO_PAULO;375.33;398.34;4.86
Mirassol/SAO_PAULO;Brasília/DISTRITO_FEDERAL;581.62;722.58;9.54
Mirassol/SAO_PAULO;Birigui/SAO_PAULO;102.2;132.54;1.86
Mirassol/SAO_PAULO;Paranaguá/PARANA;529.82;751.56;10.31
Mirassol/SAO_PAULO;Catanduva/SAO_PAULO;64.33;70.29;0.95
Mirassol/SAO_PAULO;São José do Rio Preto/SAO_PAULO;12.14;14.39;0.26
Mirassol/SAO_PAULO;Rio Brilhante/MATO_GROSSO_DO_SUL;535.33;647.98;8.51
Mirassol/SAO_PAULO;Itapira/SAO_PAULO;329.51;369.95;4.6
Mirassol/SAO_PAULO;Taquaritinga/SAO_PAULO;122.92;134.05;1.67
Mirassol/SAO_PAULO;Juiz de Fora/MINAS_GERAIS;646.04;878.14;11.45
Mirassol/SAO_PAULO;Mauá/SAO_PAULO;444.04;477.35;5.98
Mirassol/SAO_PAULO;São José dos Pinhais/PARANA;523.18;671.03;9.42
Mirassol/SAO_PAULO;Rolândia/PARANA;337.44;384.97;5.31
Mirassol/SAO_PAULO;Matão/SAO_PAULO;145.75;152.29;1.93
Mirassol/SAO_PAULO;Nova Lima/MINAS_GERAIS;596.35;699.28;9.12
Mirassol/SAO_PAULO;Assis/SAO_PAULO;225.18;249.84;3.47
Mirassol/SAO_PAULO;Aquidauana/MATO_GROSSO_DO_SUL;656.54;726.42;10.01
Mirassol/SAO_PAULO;Guarulhos/SAO_PAULO;422.37;463.37;5.61
Mirassol/SAO_PAULO;Bebedouro/SAO_PAULO;106.55;122.84;1.63
Mirassol/SAO_PAULO;Franca/SAO_PAULO;220.25;238.0;2.93
Mirassol/SAO_PAULO;Guaratinguetá/SAO_PAULO;496.57;595.96;7.24
Mirassol/SAO_PAULO;Dourados/MATO_GROSSO_DO_SUL;571.6;723.83;9.35
Mirassol/SAO_PAULO;Goiatuba/GOIAS;310.6;379.85;5.26
