clube_id;lat;lon;score;cluster_k2;cluster_k3;cluster_k4;serie_d_k2;serie_d_k3;serie_d_k4
CR AQUIDAUANA/mato_grosso_do_sul;-20.4714;-55.7872;0.0005734943059161;1;2;1;0;0;2
BATAGUASSU/mato_grosso_do_sul;-21.7144;-52.4228;0.0005734943059161;1;1;1;0;0;2
PASSO FUNDO/rio_grande_do_sul;-28.2576;-52.4091;0.0005631257918969;1;1;1;1;1;1
CAÇADOR/santa_catarina;-26.7757;-51.012;0.0005556254766728;1;1;1;1;1;3
BLUMENAU/santa_catarina;-26.9155;-49.0709;0.0005546124527984;1;1;1;1;2;3
APUCARANA SPORTS/parana;-23.5511;-51.4614;0.0005292455803403;1;1;1;0;0;0
AVENIDA/rio_grande_do_sul;-29.722;-52.4343;0.00052734979233;1;1;1;1;1;1
ARUKO/parana;-23.4205;-51.9333;0.000523690256118;1;1;1;0;0;0
BATEL/parana;-25.3902;-51.4623;0.0005168632420701;1;1;1;1;2;3
ITARARÉ/sao_paulo;-24.1114;-49.3331;0.0005165605059331;1;1;1;0;2;0
TUPÃ/sao_paulo;-21.9347;-50.5136;0.0005164812816141;1;1;1;0;0;0
GUARANY DE BAGÉ/rio_grande_do_sul;-31.3297;-54.0999;0.0005156171850789;1;1;1;1;1;1
NOVOPERÁRIO/mato_grosso_do_sul;-20.9317;-54.9614;0.0005106607015701;1;2;1;0;0;2
IGREJINHA/rio_grande_do_sul;-29.5693;-50.7919;0.0005070087755437;1;1;1;1;1;1
ATLÉTICO CATARINENSE/santa_catarina;-27.6136;-48.6366;0.0005069184109804;1;1;1;1;2;3
PRUDENTÓPOLIS/parana;-25.2111;-50.9754;0.0005045102129529;1;1;1;1;2;3
SAPUCAIENSE/rio_grande_do_sul;-29.8276;-51.145;0.0005021994422904;1;1;1;1;1;1
CONCORDIA ATLÉTICO CLUBE/santa_catarina;-27.2335;-52.026;0.0004960720842285;1;1;1;1;1;1
FLUMINENSE DE JOINVILLE/santa_catarina;-26.3045;-48.8487;0.000487296260486;1;1;1;1;2;3
ARAUCÁRIA/parana;-25.5917;-49.4103;0.0004650887436952;1;1;1;1;2;3
VERÊ/parana;-25.8772;-52.9051;0.0004645939945587;1;1;1;1;1;1
ROLÂNDIA/parana;-23.3101;-51.3659;0.0004554865640821;1;1;1;0;0;0
RIOPARDENSE/rio_grande_do_sul;-32.0349;-52.1071;0.0004458905638916;1;1;1;1;1;1
PRÓSPERA/santa_catarina;-28.6723;-49.3729;0.0004408533401587;1;1;1;1;1;3
NOVO HORIZONTE/rio_grande_do_sul;-29.8519;-51.1825;0.0004377076481644;1;1;1;1;1;1
GRÊMIO MARINGÁ/parana;-23.4205;-51.9333;0.0004359261990317;1;1;1;0;0;0
GLÓRIA/rio_grande_do_sul;-28.5079;-50.9418;0.0004339904895161;1;1;1;1;1;1
GALO MARINGÁ/parana;-23.4205;-51.9333;0.0004332521144787;1;1;1;0;0;0
GARIBALDI/rio_grande_do_sul;-29.2564;-51.5239;0.0004291839879501;1;1;1;1;1;1
ASSISENSE/sao_paulo;-22.66;-50.4183;0.0004202654069685;1;1;1;0;0;0
PORTUGUESA/mato_grosso_do_sul;-20.4697;-54.6201;0.0004199321095698;1;2;1;0;0;2
ARAGUAIA/mato_grosso;-17.3153;-53.2181;0.0004181619145402;1;2;1;0;0;2
OSVALDO CRUZ/sao_paulo;-21.7961;-50.8839;0.000417900615995;1;1;1;0;0;0
UNIÃO BELTRÃO/parana;-26.0778;-53.0514;0.0004115781143737;1;1;1;1;1;1
GRÊMIO S23/rio_grande_do_sul;-29.9740266;-51.1949496;0.000410810235297;1;1;1;1;1;1
IRATY/parana;-25.4697;-50.6493;0.0003953532730092;1;1;1;1;2;3
FARROUPILHA/rio_grande_do_sul;-31.7649;-52.3371;0.0003934967320025;1;1;1;1;1;1
JUVENTUDE B/rio_grande_do_sul;-29.1629;-51.1792;0.0003908927957155;1;1;1;1;1;1
ARAPONGAS/parana;-23.4153;-51.4259;0.0003872477054493;1;1;1;0;0;0
SANTO ÂNGELO/rio_grande_do_sul;-28.3001;-54.2668;0.0003792629927558;1;1;1;1;1;1
UNIÃO/mato_grosso_do_sul;-19.9275;-54.3585;0.000379085862353;1;2;1;0;0;2
GUARANY/rio_grande_do_sul;-28.645;-53.6048;0.0003786440836463;1;1;1;1;1;1
FERNANDÓPOLIS/sao_paulo;-20.2806;-50.2471;0.0003733363333482;1;1;1;0;0;0
IMBITUBA/santa_catarina;-28.2284;-48.6659;0.0003714991390366;1;1;1;1;2;3
PORTUGUESA LONDRINENSE/parana;-23.304;-51.1691;0.0003690943143535;1;1;1;0;0;0
JUVENTUS/santa_catarina;-26.4851;-49.0713;0.0003668303504454;1;1;1;1;2;3
CAMPO MOURÃO/parana;-24.0463;-52.378;0.0003661490527753;1;1;1;0;0;0
CAMBÉ/parana;-23.2756;-51.2781;0.000361132386355;1;1;1;0;0;0
ATLÉTICO ITAJAÍ/santa_catarina;-26.9061;-48.6617;0.0003609435859956;1;1;1;1;2;3
PANTANAL/mato_grosso_do_sul;-19.0089;-57.5973;0.0003602504376879;1;2;1;0;0;2
GRÊMIO B/rio_grande_do_sul;-29.9740266;-51.1949496;0.0003506116348721;1;1;1;1;1;1
NÁUTICO/mato_grosso_do_sul;-20.4697;-54.6201;0.0003390935558886;1;2;1;0;0;2
SANTACRUZENSE/sao_paulo;-22.8988;-49.6354;0.0003285647781833;1;1;1;0;2;0
INTER SM/rio_grande_do_sul;-29.6842;-53.8069;0.0003237619614874;1;1;1;1;1;1
12 HORAS/rio_grande_do_sul;-30.0331;-51.23;0.0003107736961288;1;1;1;1;1;1
HOPE INTERNACIONAL/parana;-25.4195;-49.2646;0.0002936604400374;1;1;1;1;2;3
INTERNACIONAL B/rio_grande_do_sul;-30.0318;-51.2065;0.0002935995598766;1;1;1;1;1;1
PORTO/santa_catarina;-26.2451;-51.0759;0.0002931055043869;1;1;1;1;2;3
SÃOJOSEENSE/parana;-25.5347;-49.2064;0.0002929586171752;1;1;1;1;2;3
SER CRUZ ALTA/rio_grande_do_sul;-28.645;-53.6048;0.0002843965578119;1;1;1;1;1;1
ANDRADINA/sao_paulo;-20.8948;-51.3786;0.0002806636624925;1;1;1;0;0;2
JARAGUÁ/santa_catarina;-26.4851;-49.0713;0.0002746917361666;1;1;1;1;2;3
PONTAPORANENSE/mato_grosso_do_sul;-22.5361;-55.7256;0.0002735039051411;1;1;1;0;0;2
BRASIL DE FARROUPILHA/rio_grande_do_sul;-29.2227;-51.3419;0.0002715782088313;1;1;1;1;1;1
MARAU/rio_grande_do_sul;-28.4492;-52.2;0.0002642882808784;1;1;1;1;1;1
PEDRA BRANCA/santa_catarina;-27.6419;-48.6667;0.0002597259515253;1;1;1;1;2;3
CORITIBA B/parana;-25.4195;-49.2646;0.0002567119900908;1;1;1;1;2;3
SÃO GABRIEL/mato_grosso_do_sul;-19.395;-54.5658;0.0002544526507277;1;2;1;0;0;2
NAVEGANTES/santa_catarina;-26.8943;-48.6546;0.0002514522565764;1;1;1;1;2;3
NOVA PRATA/rio_grande_do_sul;-28.7799;-51.6113;0.0002500473972286;1;1;1;1;1;1
ATLÉTICO BATISTENSE/santa_catarina;-27.2764;-48.8497;0.0002460312320994;1;1;1;1;2;3
TRÊS PASSOS/rio_grande_do_sul;-27.4555;-53.9296;0.0002455355768369;1;1;1;1;1;1
CHAPECOENSE B/santa_catarina;-27.103888888;-52.606666666;0.0002358879542997;1;1;1;1;1;1
PRS/rio_grande_do_sul;-30.0331;-51.23;0.0002352122448292;1;1;1;1;1;1
UNIÃO FREDERIQUENSE/rio_grande_do_sul;-27.3586;-53.3958;0.0002285515303704;1;1;1;1;1;1
OSASCO/sao_paulo;-23.5324;-46.7916;0.0002252105202863;1;1;1;0;2;0
TRÊS LAGOAS/mato_grosso_do_sul;-20.7849;-51.7007;0.0002249191726199;1;1;1;0;0;2
7 DE SETEMBRO/mato_grosso_do_sul;-22.2231;-54.812;0.0002227926889246;1;1;1;0;0;2
ATLÉTICO/rio_grande_do_sul;-29.9413;-50.9869;0.0002227228724143;1;1;1;1;1;1
OESTE BRASIL/parana;-24.7119;-53.7431;0.0002195277933749;1;1;1;0;0;2
GRÊMIO OSASCO/sao_paulo;-23.5324;-46.7916;0.0002178355934575;1;1;1;0;2;0
CLUBE 1992/rio_grande_do_sul;-28.2839;-52.7844;0.0002166124293408;1;1;1;1;1;1
RIO BRANCO SPORT CLUB/parana;-25.5161;-48.5225;0.0002139219427692;1;1;1;1;2;3
VOTUPORANGUENSE/sao_paulo;-20.4222;-49.9725;0.0002115058849399;1;1;1;0;0;0
CITY LONDON/parana;-23.3103;-51.1628;0.0002107923999466;1;1;1;0;0;0
UNIÃO HARMONIA/rio_grande_do_sul;-29.9189;-51.1767;0.0002106913085538;1;1;1;1;1;1
COMERCIAL DE TRÊS LAGOAS/mato_grosso_do_sul;-20.7849;-51.7007;0.0002104710753;1;1;1;0;0;2
TUBARÃO/santa_catarina;-28.4713;-49.0144;0.0002104152500159;1;1;1;1;1;3
ELOSPORT CAPÃO BONITO/sao_paulo;-24.004;-48.3393;0.000209925191567;1;1;1;0;2;0
CANOINHAS/santa_catarina;-26.1772;-50.39;0.0002073594204067;1;1;1;1;2;3
CRICIÚMA B/santa_catarina;-28.6723;-49.3729;0.0002061332657394;1;1;1;1;1;3
ATLÉTICO/mato_grosso;-17.3153;-53.2181;0.0002015416235223;1;2;1;0;0;2
ATHLETICO PARANAENSE B/parana;-25.4195;-49.2646;0.0002003804999993;1;1;1;1;2;3
GRECAL/parana;-25.4195;-49.2646;0.0001994209971474;1;1;1;1;2;3
MORENINHAS/mato_grosso_do_sul;-20.4697;-54.6201;0.0001962697813812;1;2;1;0;0;2
TAVEIRÓPOLIS/mato_grosso_do_sul;-20.4697;-54.6201;0.000195780168435;1;2;1;0;0;2
SÃO GABRIEL/rio_grande_do_sul;-30.3337;-54.3217;0.0001882780934211;1;1;1;1;1;1
NOVA ANDRADINA/mato_grosso_do_sul;-22.238;-53.3437;0.0001864028861708;1;1;1;0;0;2
MISTO/mato_grosso_do_sul;-20.7849;-51.7007;0.0001767712975113;1;1;1;0;0;2
CEART/mato_grosso_do_sul;-22.2239;-54.8064;0.0001723776389498;1;1;1;0;0;2
AVAÍ B/santa_catarina;-27.5945;-48.5477;0.0001706968525685;1;1;1;1;2;3
LAJEADENSE/rio_grande_do_sul;-29.4675;-51.9614;0.000166853914446;1;1;1;1;1;1
ORLEANS/santa_catarina;-28.3487;-49.2986;0.0001612903225806;1;1;1;1;1;3
ABC/rio_grande_do_norte;-5.7945;-35.2119;0.0037048591331053;0;0;2;1;0;0
CONFIANÇA/sergipe;-10.9091;-37.0677;0.003637034306389;0;0;2;1;1;3
AMÉRICA/rio_grande_do_norte;-5.79357;-35.1986;0.0030505174092406;0;0;2;1;0;0
BOTAFOGO/paraiba;-7.11509;-34.8641;0.0029295921000792;0;0;2;1;0;0
RETRÔ/pernambuco;-8.02351;-34.9782;0.0027967180996647;0;0;2;1;0;0
FERROVIÁRIO/ceara;-6.12291;-39.8736;0.0027933078655836;0;0;2;0;2;1
ALTOS/piaui;-5.03888;-42.4612;0.0026123272617818;0;0;2;0;2;1
SANTA CRUZ/pernambuco;-8.04666;-34.8771;0.0024487430585053;0;0;2;1;0;0
FLORESTA/ceara;-3.71664;-38.5423;0.0022026285183247;0;0;2;0;2;2
SOUSA/paraiba;-6.75148;-38.2311;0.0021248619170207;0;0;2;0;0;2
SERGIPE/sergipe;-10.9091;-37.0677;0.0020264922369049;0;0;2;1;1;3
ITABAIANA/sergipe;-10.6853;-37.4253;0.0019098788170711;0;0;2;1;1;3
ASA/alagoas;-9.75487;-36.6615;0.0017938306194787;0;0;2;1;1;3
JUAZEIRENSE/bahia;-9.41622;-40.5033;0.0017508242834471;0;0;2;0;1;3
JACUIPENSE/bahia;-11.8067;-39.3818;0.0017477150264343;0;0;2;1;1;3
CAMPINENSE/paraiba;-7.22196;-35.8731;0.0017348897926868;0;0;2;1;0;0
TREZE/paraiba;-7.22196;-35.8731;0.0016749139717173;0;0;2;1;0;0
BAHIA DE FEIRA/bahia;-12.2664;-38.9663;0.0016700393822807;0;0;2;1;1;3
LAGARTO/sergipe;-10.9136;-37.6689;0.0016289734243975;0;0;2;1;1;3
MOTO CLUB/maranhao;-2.5307;-44.3068;0.0016186587936605;0;0;2;0;2;1
MARANHÃO/maranhao;-4.22447;-44.7832;0.001584361285811;0;0;2;0;2;1
RÍVER/piaui;-5.09194;-42.8034;0.0014412037200732;0;0;2;0;2;1
FLUMINENSE/piaui;-5.09194;-42.8034;0.0014396439471251;0;0;2;0;2;1
ATLÉTICO/bahia;-12.1335;-38.4208;0.0014114549186694;0;0;2;1;1;3
IGUATU/ceara;-6.36281;-39.2892;0.0014022300036167;0;0;2;0;2;2
4 DE JULHO/piaui;-4.27157;-41.7716;0.0013887986517974;0;0;2;0;2;1
PARNAHYBA/piaui;-2.90585;-41.7754;0.0012812306997234;0;0;2;0;2;1
CENTRAL/pernambuco;-8.28455;-35.9699;0.0012360067895959;0;0;2;1;0;0
MARACANÃ/ceara;-3.86699;-38.6259;0.0011885122263281;0;0;2;0;2;2
GLOBO/rio_grande_do_norte;-5.64323;-35.4247;0.0011864265535585;0;0;2;1;0;2
ICASA/ceara;-7.19621;-39.3076;0.0011566784089083;0;0;2;0;0;2
CAUCAIA/ceara;-3.72797;-38.6619;0.0011255574570259;0;0;2;0;2;2
ALECRIM/rio_grande_do_norte;-5.79357;-35.1986;0.0010862888454212;0;0;2;1;0;0
FALCON/sergipe;-10.9091;-37.0677;0.0010656391544034;0;0;2;1;1;3
BARRA/sergipe;-10.91;-37.0317;0.0010540345573266;0;0;2;1;1;3
PETROLINA/pernambuco;-9.38866;-40.5027;0.0010420851540369;0;0;2;0;1;1
CSE/alagoas;-9.40568;-36.6328;0.001027835929828;0;0;2;1;1;0
PACAJUS/ceara;-4.17107;-38.465;0.0010207045541293;0;0;2;0;2;2
POTIGUAR/rio_grande_do_norte;-5.18374;-37.3474;0.0010200795533113;0;0;2;0;0;2
OLÍMPICO/sergipe;-11.2693;-37.7875;0.0009943008252477;0;0;2;1;1;3
MURICI/alagoas;-9.30682;-35.9428;0.0009386375818578;0;0;2;1;0;0
SANTA CRUZ DE NATAL/rio_grande_do_norte;-6.22475;-36.0193;0.0009240052019565;0;0;2;1;0;0
ITABUNA/bahia;-14.7876;-39.2781;0.0009091985121529;0;0;2;1;1;3
AFOGADOS DA INGAZEIRA/pernambuco;-7.74312;-37.631;0.000901859532701;0;0;2;1;0;2
CRUZEIRO/alagoas;-9.75164;-36.6604;0.000890912141156;0;0;2;1;1;3
GUARANY/sergipe;-9.91626;-37.2842;0.0008880477018278;0;0;2;1;1;3
SALGUEIRO/pernambuco;-8.07373;-39.1247;0.0008667095336529;0;0;2;0;0;2
ATLÉTICO GLORIENSE/sergipe;-10.1172;-37.4528;0.0008563637731729;0;0;2;1;1;3
AMÉRICA/sergipe;-10.2138;-36.8442;0.0008556263260566;0;0;2;1;1;3
ZUMBI/alagoas;-9.15921;-36.0223;0.0008516114241134;0;0;2;1;0;0
NACIONAL/paraiba;-6.98731;-34.8284;0.0008459959902614;0;0;2;1;0;0
BARCELONA DE ILHÉUS/bahia;-14.7935;-39.0331;0.0008316527548176;0;0;2;1;1;3
JEQUIÉ/bahia;-13.8583;-40.0825;0.0008311673567098;0;0;2;1;1;3
HORIZONTE/ceara;-4.1025;-38.4875;0.0008287590925173;0;0;2;0;2;2
TIMON/piaui;-5.09769;-42.8329;0.000826369293587;0;0;2;0;2;1
ATLÉTICO/ceara;-3.71664;-38.5423;0.0008259855892665;0;0;2;0;2;2
IAPE/maranhao;-2.5307;-44.3068;0.0008193086737022;0;0;2;0;2;1
FLUMINENSE DE FEIRA/bahia;-12.2664;-38.9663;0.0008048211429747;0;0;2;1;1;3
JUVENTUDE/maranhao;-4.0417;-44.4717;0.0008042347015699;0;0;2;0;2;1
VITÓRIA DAS TABOCAS/pernambuco;-8.1136;-35.2956;0.0008014768894724;0;0;2;1;0;0
CORURIPE/alagoas;-10.1276;-36.1717;0.0007993936017373;0;0;2;1;1;3
ITAPIPOCA/ceara;-3.49933;-39.5836;0.0007929634302335;0;0;2;0;2;1
LAGUNA/rio_grande_do_norte;-6.2344;-35.0911;0.0007881939255703;0;0;2;1;0;0
DORENSE/sergipe;-10.4854;-37.1963;0.0007865169039196;0;0;2;1;1;3
CRATO/ceara;-7.2153;-39.4103;0.00078334348432;0;0;2;0;0;1
MARANGUAPE/ceara;-3.89143;-38.6829;0.0007830559030606;0;0;2;0;2;2
PICOS/piaui;-7.07721;-41.467;0.0007763037112474;0;0;2;0;2;1
VITÓRIA DA CONQUISTA/bahia;-12.9718;-38.5011;0.0007753463403321;0;0;2;1;1;3
ATLÉTICO/paraiba;-6.59138;-37.6185;0.0007707307223252;0;0;2;0;0;2
VERA CRUZ/pernambuco;-8.12819;-35.2976;0.0007698205424366;0;0;2;1;0;0
SÃO PAULO CRYSTAL/paraiba;-7.1517;-35.0847;0.0007587679021529;0;0;2;1;0;0
FREI PAULISTANO/sergipe;-10.5513;-37.5279;0.0007504319717845;0;0;2;1;1;3
ATLÉTICO CEARENSE/ceara;-3.71664;-38.5423;0.0007447255070539;0;0;2;0;2;2
SERRA BRANCA/paraiba;-6.88004;-38.5577;0.0007179990234484;0;0;2;0;0;2
TUNTUM/maranhao;-5.25476;-44.6444;0.0007007461342236;0;0;2;0;2;1
ÍBIS/pernambuco;-7.9408;-34.8722;0.0006877597020244;0;0;2;1;0;0
PORTO/pernambuco;-8.28455;-35.9699;0.0006864771772613;0;0;2;1;0;0
COLO COLO/bahia;-14.793;-39.046;0.0006732533712082;0;0;2;1;1;3
ESTANCIANO/sergipe;-11.2659;-37.4484;0.0006657091808168;0;0;2;1;1;3
PINHEIRO/maranhao;-2.52224;-45.0788;0.0006620450493691;0;0;2;0;2;1
CORDINO/maranhao;-5.49682;-45.2485;0.0006597837196582;0;0;2;0;2;1
BARBALHA/ceara;-7.2982;-39.3021;0.0006592971785941;0;0;2;0;0;2
CONFIANÇA/paraiba;-7.09359;-35.228;0.0006589680316345;0;0;2;1;0;0
BARAÚNAS/rio_grande_do_norte;-5.18374;-37.3474;0.0006460768555691;0;0;2;0;0;2
CARIRI/ceara;-7.2372;-39.4121;0.0006379787698039;0;0;2;0;0;1
MAGUARY/pernambuco;-8.4719;-35.7272;0.0006275094006237;0;0;2;1;0;0
OEIRENSE/piaui;-7.0253;-42.1311;0.0006263991880998;0;0;2;0;2;1
GUARANY DE SOBRAL/ceara;-3.71664;-38.5423;0.00061980762403;0;0;2;0;2;2
GRAPIÚNA/bahia;-14.7876;-39.2781;0.0006172195879898;0;0;2;1;1;3
AUTO ESPORTE/paraiba;-7.11509;-34.8641;0.0006130073057495;0;0;2;1;0;0
GUARANI DE JUAZEIRO/ceara;-7.19621;-39.3076;0.0006115346993686;0;0;2;0;0;2
GUARANY/alagoas;-9.66599;-35.735;0.0006038806867193;0;0;2;1;0;0
CSP/paraiba;-7.115;-34.8631;0.000601842056556;0;0;2;1;0;0
MOSSORÓ/rio_grande_do_norte;-5.18374;-37.3474;0.0005968139977202;0;0;2;0;0;2
QFC/rio_grande_do_norte;-5.9158;-35.2628;0.0005889850791002;0;0;2;1;0;0
DECISÃO/pernambuco;-8.47163;-35.7292;0.0005886985364552;0;0;2;1;0;0
POTYGUAR SERIDOENSE/rio_grande_do_norte;-6.25484;-36.5146;0.0005877420552395;0;0;2;0;0;2
CORISABBÁ/piaui;-6.77182;-43.0241;0.0005761974911662;0;0;2;0;2;1
INDEPENDENTE/sergipe;-10.7417;-37.8108;0.0005695002767394;0;0;2;1;1;3
MARUINENSE/sergipe;-10.7308;-37.0856;0.0005679664542364;0;0;2;1;1;3
FLAMENGO/piaui;-5.09194;-42.8034;0.0005674374095592;0;0;2;0;2;1
ATLÉTICO CENTRAL/sergipe;-10.91;-37.0317;0.0005664966087;0;0;2;1;1;3
TIRADENTES/ceara;-3.71664;-38.5423;0.0005577328944455;0;0;2;0;2;2
GALÍCIA/bahia;-12.9718;-38.5011;0.0005561466428226;0;0;2;1;1;3
CENTRO LIMOEIRENSE/pernambuco;-7.8726;-35.4402;0.0005537863213898;0;0;2;1;0;0
YPIRANGA/pernambuco;-7.94802;-36.2061;0.0005511984220961;0;0;2;1;0;0
FORÇA E LUZ/rio_grande_do_norte;-5.7945;-35.2119;0.0005466980357959;0;0;2;1;0;0
JACOBINA/bahia;-11.1811;-40.5181;0.0005458813026955;0;0;2;1;1;3
PENEDENSE/alagoas;-10.2874;-36.5819;0.0005457920641873;0;0;2;1;1;3
CARUARU CITY/pernambuco;-8.28455;-35.9699;0.0005454334043601;0;0;2;1;0;0
AD CARMÓPOLIS/sergipe;-10.6449;-36.9887;0.0005432282312289;0;0;2;1;1;3
DESPORTIVA GUARABIRA/paraiba;-6.85064;-35.485;0.000543218787519;0;0;2;1;0;0
PIAUÍ/piaui;-5.09194;-42.8034;0.0005408587591558;0;0;2;0;2;1
IPOJUCA/pernambuco;-8.39303;-35.0609;0.0005402579496243;0;0;2;1;0;0
PACATUBA/ceara;-3.9784;-38.6183;0.0005368885935153;0;0;2;0;2;2
AMÉRICA DE PEDRINHAS/sergipe;-10.2138;-36.8442;0.0005337339610584;0;0;2;1;1;3
CANINDÉ/sergipe;-9.6436;-37.7886;0.0005308043372427;0;0;2;1;1;3
TUPAN/maranhao;-2.53874;-44.2825;0.0005285211859047;0;0;2;0;2;1
ESPORTE/paraiba;-6.59138;-37.6185;0.000526993299379;0;0;2;0;0;2
AFOGADOS/pernambuco;-7.74312;-37.631;0.0005240177398;0;0;2;1;0;2
BOQUINHENSE/sergipe;-11.1397;-37.6195;0.0005207907280872;0;0;2;1;1;3
AMÉRICA/pernambuco;-8.04666;-34.8771;0.0005189106049036;0;0;2;1;0;0
DESPORTIVO ALIANÇA/alagoas;-9.405;-35.50694;0.0005103270303703;0;0;2;1;0;0
COMERCIAL/piaui;-4.8217;-42.1641;0.0005093319895933;0;0;2;0;2;1
FF SPORT/alagoas;-9.3697;-36.2417;0.0004961448752567;0;0;2;1;0;0
QUIXADÁ/ceara;-4.9663;-39.0155;0.0004870788314778;0;0;2;0;2;2
QUEIMADENSE/paraiba;-7.3583;-35.8953;0.0004857243242548;0;0;2;1;0;0
CRATEÚS/ceara;-5.16768;-40.6536;0.0004852529181635;0;0;2;0;2;1
DESPORTIVA ARACAJU/sergipe;-10.9091;-37.0677;0.0004847159135075;0;0;2;1;1;3
SETE DE SETEMBRO/pernambuco;-8.88243;-36.4966;0.0004771471451253;0;0;2;1;0;0
CHAPADINHA/maranhao;-3.73875;-43.3538;0.0004706431261585;0;0;2;0;2;1
GRÊMIO PAGUE MENOS/ceara;-3.71664;-38.5423;0.0004690261036103;0;0;2;0;2;2
VIANA/maranhao;-3.2208;-45.0022;0.0004644624506202;0;0;2;0;2;1
JAGUAR/pernambuco;-8.1139;-35.0153;0.0004627891529696;0;0;2;1;0;0
BOCA JÚNIOR/sergipe;-11.4744;-37.7553;0.0004619770242146;0;0;2;1;1;3
UNIRB/bahia;-12.1335;-38.4208;0.0004603477287565;0;0;2;1;1;3
SOCORRENSE/sergipe;-10.8468;-37.1231;0.0004569296493423;0;0;2;1;1;3
LUMINENSE/maranhao;-2.5283;-44.1133;0.0004557259360051;0;0;2;0;2;1
TIROL/ceara;-3.7319;-38.5267;0.000452684373605;0;0;2;0;2;2
PICUIENSE/paraiba;-6.50845;-36.3497;0.0004517544256558;0;0;2;1;0;2
VISÃO CELESTE/rio_grande_do_norte;-5.79357;-35.1986;0.0004455845675444;0;0;2;1;0;0
AMADENSE/sergipe;-11.1798;-37.9995;0.0004405845254062;0;0;2;1;1;3
GUARANY/ceara;-3.71664;-38.5423;0.0004277218509239;0;0;2;0;2;2
JACOBINENSE/bahia;-11.1812;-40.5117;0.0004172064260952;0;0;2;1;1;3
RIO GRANDE/rio_grande_do_norte;-5.79357;-35.1986;0.0004141806819006;0;0;2;1;0;0
POMBAL/paraiba;-6.7725;-37.8011;0.0004106641984587;0;0;2;0;0;2
PALMEIRA DE GOIANINHA/rio_grande_do_norte;-6.2675;-35.2117;0.0004051522888328;0;0;2;1;0;0
BOTAFOGO/bahia;-12.9718;-38.5011;0.0004050484970573;0;0;2;1;1;3
IGACI/alagoas;-9.5372;-36.6321;0.0004020051666525;0;0;2;1;1;3
SPARTAX/paraiba;-7.115;-34.8631;0.0004008044400143;0;0;2;1;0;0
SANTA CRUZ RIACHUELO/sergipe;-11.2659;-37.4484;0.0003982096744047;0;0;2;1;1;3
SÃO LUÍS/maranhao;-2.53874;-44.2825;0.0003981934023049;0;0;2;0;2;1
BELO JARDIM/pernambuco;-8.3313;-36.4258;0.0003937417385057;0;0;2;1;0;0
DIMENSÃO SAÚDE/alagoas;-9.41122;-36.0736;0.0003934091799836;0;0;2;1;0;0
FLAMENGO/pernambuco;-8.04666;-34.8771;0.0003870785854999;0;0;2;1;0;0
FORÇA JOVEM AQUIDABÃ/sergipe;-10.2817;-37.0194;0.000385170119441;0;0;2;1;1;3
JUAZEIRO/bahia;-9.41622;-40.5033;0.0003835549461521;0;0;2;0;1;3
SÃO JOSÉ/maranhao;-2.5622;-44.0531;0.0003821647338374;0;0;2;0;2;1
CEO/alagoas;-9.53686;-37.2971;0.0003812492335275;0;0;2;1;1;3
SETE DE JUNHO/sergipe;-11.1798;-37.9995;0.0003790459567795;0;0;2;1;1;3
UNIÃO/ceara;-3.71664;-38.5423;0.0003773558714061;0;0;2;0;2;2
SOCORRO/sergipe;-10.8468;-37.1231;0.0003728228224006;0;0;2;1;1;3
PARNAMIRIM/rio_grande_do_norte;-5.9158;-35.2628;0.0003701445497908;0;0;2;1;0;0
ATLÉTICO PERNAMBUCANO/pernambuco;-7.8489;-35.2444;0.0003686997619512;0;0;2;1;0;0
1° DE MAIO/pernambuco;-9.38866;-40.5027;0.0003679438454319;0;0;2;0;1;3
DOCE MEL/bahia;-14.1375;-39.7375;0.0003653939603925;0;0;2;1;1;3
FLAMENGO/sergipe;-10.4854;-37.1963;0.0003642576875906;0;0;2;1;1;3
MIGUELENSE/alagoas;-9.7826;-36.0886;0.0003582244514445;0;0;2;1;1;0
PERILIMA/paraiba;-7.22196;-35.8731;0.0003568319573686;0;0;2;1;0;0
BOTAFOGO PB/paraiba;-7.11509;-34.8641;0.000354941460023;0;0;2;1;0;0
TIRADENTES/piaui;-5.0919;-42.8033;0.0003541496570749;0;0;2;0;2;1
FERROVIÁRIO DO CABO/pernambuco;-8.2328;-35.796;0.0003509366607162;0;0;2;1;0;0
PROPRIÁ/sergipe;-10.2138;-36.8442;0.0003502809800176;0;0;2;1;1;3
SPORT LAGOA SECA/paraiba;-6.8928;-34.8647;0.0003496785901377;0;0;2;1;0;0
CRUZEIRO/paraiba;-7.3039;-38.1506;0.0003454959371132;0;0;2;0;0;2
SSA/bahia;-12.9718;-38.5011;0.0003414028699555;0;0;2;1;1;3
JACIOBÁ/alagoas;-9.7497;-37.4375;0.000338804292056;0;0;2;1;1;3
CAMPO GRANDE/ceara;-7.2372;-39.4121;0.000337701930785;0;0;2;0;0;1
CABENSE/pernambuco;-8.28218;-35.0253;0.0003346045316922;0;0;2;1;0;0
UNIVAP APODI/rio_grande_do_norte;-5.6606;-37.7972;0.0003336156055174;0;0;2;0;0;2
RIACHÃO/sergipe;-11.0729;-37.731;0.0003276621821741;0;0;2;1;1;3
CORITIBA/sergipe;-10.6853;-37.4253;0.0003251146903862;0;0;2;1;1;3
AGRIMAQ JEQUIAENSE/alagoas;-10.0039;-36.021;0.0003235978222305;0;0;2;1;1;3
