clube_id;lat;lon;score;cluster_k2;cluster_k3;cluster_k4
SERRA BRANCA/paraiba;-7.47139;-36.6567;0.0007340669933072841;1;2;3
SANTA CATARINA/santa_catarina;-27.2136;-49.6458;0.0007331888330989547;0;0;2
IZABELENSE/para;-1.3008;-48.1617;0.0007310574785242901;1;1;1
RIOGRANDENSE/rio_grande_do_sul;-29.6842;-53.8069;0.0007309411645344914;0;0;2
TUNTUM/maranhao;-5.2533;-44.6597;0.0007307780037574105;1;2;3
ORATÓRIO/amapa;0.0349;-51.0694;0.0007289702524639478;1;1;1
ELITE CD/rio_grande_do_sul;-28.3015;-54.2636;0.0007267434572329169;0;0;2
PINHEIRENSE/para;-1.4558;-48.4902;0.0007256698300257618;1;1;1
JATAIENSE/goias;-17.8814;-51.7142;0.00072404634625409;0;1;2
TAGUATINGA/distrito_federal;-15.8267;-48.0619;0.0007203874595091671;0;1;0
RIO BRANCO/parana;-25.5167;-48.5167;0.0007189725818701929;0;0;2
MATONENSE/sao_paulo;-21.6036;-48.3667;0.0007187313384302057;0;0;2
PORTO/pernambuco;-8.285;-35.9747;0.0007184048396404405;1;2;3
LUZIÂNIA/goias;-16.2514;-47.9514;0.0007172458577790958;0;1;0
ESTRELA DO NORTE/espirito_santo;-20.8475;-41.1119;0.0007171791535948427;0;0;0
ATLÉTICO/acre;-9.9749;-67.8243;0.0007149269918944902;0;1;1
BÚZIOS/rio_de_janeiro;-22.7475;-41.8833;0.0007130481879788033;0;0;0
GRÊMIO MAUAENSE/sao_paulo;-23.6672;-46.4614;0.0007127503913259359;0;0;0
COLO COLO/bahia;-14.7935;-39.0459;0.0007126907268558032;1;2;3
ÍBIS/pernambuco;-7.9436;-34.8731;0.0007125621801945662;1;2;3
RIO PRETO/sao_paulo;-20.8122;-49.3772;0.0007121480367248867;0;0;2
BATALHÃO/tocantins;-10.2128;-48.3603;0.0007082528464233229;1;1;1
PATRIOTAS/parana;-25.4284;-49.2733;0.0007067785178311019;0;0;2
TANABI/sao_paulo;-20.6133;-49.6533;0.0007066719421492493;0;0;2
ESTANCIANO/sergipe;-11.2667;-37.4333;0.0007048784896748963;1;2;3
ABD/goias;-16.6869;-49.2648;0.0006962019237428043;0;1;0
PINHEIRO/maranhao;-2.52139;-45.0825;0.0006930359921995368;1;2;3
SAMAMBAIA/distrito_federal;-15.8786;-48.0506;0.000691647548937174;0;1;0
CORDINO/maranhao;-5.5019;-45.2506;0.0006904931418085804;1;2;3
ARRAIAL DO CABO/rio_de_janeiro;-22.9694;-42.0247;0.0006901306755893485;0;0;0
UNIÃO CACOALENSE/rondonia;-11.4367;-61.4475;0.0006892454915215964;0;1;1
CONFIANÇA/paraiba;-7.0917;-35.2333;0.0006887753484279909;1;2;3
JABAQUARA/sao_paulo;-23.9608;-46.3333;0.0006859466664939124;0;0;0
GUARANY DE BAGÉ/rio_grande_do_sul;-31.3308;-54.1072;0.0006854069326333787;0;0;2
NOVA CIDADE/rio_de_janeiro;-22.8075;-43.4111;0.0006824960866108998;0;0;0
DOM BOSCO/mato_grosso;-15.601;-56.0974;0.000681948148339017;0;1;1
BARAÚNAS/rio_grande_do_norte;-5.1875;-37.3442;0.0006817706729813663;1;2;3
FUTEBOL COM VIDA/rio_grande_do_sul;-30.0817;-51.0256;0.0006805300116080183;0;0;2
INDEPENDÊNCIA/acre;-9.9749;-67.8243;0.0006794107756063232;0;1;1
IMPÉRIO SERRANO/rio_de_janeiro;-22.9068;-43.1729;0.0006764899270371343;0;0;0
CORUMBAENSE/mato_grosso_do_sul;-19.0053;-57.6473;0.0006755455941980253;0;1;2
CEILANDENSE/distrito_federal;-15.8267;-48.1033;0.0006754007766834763;0;1;0
ATLÉTICO PARAENSE/para;-6.0714;-49.9022;0.0006747694881896157;1;1;1
PARATY/rio_de_janeiro;-23.2203;-44.7131;0.0006739295308675446;0;0;0
7 DE ABRIL/rio_de_janeiro;-22.9068;-43.1729;0.0006724138414149615;0;0;0
RIO VERDE/goias;-17.7919;-50.9244;0.0006710964807650772;0;1;2
NITEROIENSE/rio_de_janeiro;-22.8833;-43.1036;0.0006708697848529387;0;0;0
AMÉRICA/sao_paulo;-20.8122;-49.3772;0.0006704049724029183;0;0;2
VILAVELHENSE/espirito_santo;-20.3297;-40.2925;0.0006677676803437586;0;2;0
COXIM/mato_grosso_do_sul;-18.5067;-54.7603;0.0006662045618861796;0;1;2
IGUAÇU/parana;-26.2333;-51.0833;0.0006661940377978724;0;0;2
INTER DE LAGES/santa_catarina;-27.8134;-50.3255;0.0006661745390626121;0;0;2
TUPY/goias;-15.8653;-50.8753;0.0006626100646798985;0;1;0
CARIRI/ceara;-7.2297;-39.3225;0.000658720265950678;1;2;3
ESMAC/para;-1.3636;-48.3756;0.0006580822997352165;1;1;1
PENAROL/amazonas;-3.1431;-58.4442;0.000657572233592092;1;1;1
ARAGUAÍNA/tocantins;-7.1914;-48.2053;0.0006572295170340288;1;1;1
ATLÉTICO TUBARÃO/santa_catarina;-28.475;-49.0056;0.0006565738964169317;0;0;2
TOCANTINS MIRACEMA/tocantins;-9.5636;-48.3936;0.0006564433062371862;1;1;1
OEIRENSE/piaui;-7.02139;-42.19167;0.0006562934327104255;1;2;3
LARANJA MECÂNICA/parana;-23.4139;-51.4264;0.0006542388978760523;0;0;2
GRAPIÚNA/bahia;-14.7892;-39.2797;0.0006535642876313286;1;2;3
MANTHIQUEIRA/sao_paulo;-22.8133;-45.1917;0.0006533250784394691;0;0;0
BARBALHA/ceara;-7.3117;-39.3033;0.000649858172954901;1;2;3
MAGUARY/pernambuco;-8.4797;-35.7275;0.000647925042492358;1;2;3
ARAÇATUBA/sao_paulo;-21.2086;-50.4328;0.0006470447809710223;0;0;2
ITZ SPORT/maranhao;-5.5264;-47.4917;0.0006452076476459463;1;1;1
UNIÃO PARAENSE/para;-5.3575;-49.1233;0.000643196056843632;1;1;1
ANGRA DOS REIS/rio_de_janeiro;-23.0067;-44.3183;0.0006426096050236453;0;0;0
CARAVAGGIO/santa_catarina;-28.6275;-49.5036;0.0006400726816875037;0;0;2
CAPIXABA/espirito_santo;-20.3155;-40.3128;0.0006363039596901739;0;2;0
OPERÁRIO/amazonas;-3.2964;-60.6214;0.0006322839706297773;1;1;1
MOSSORÓ/rio_grande_do_norte;-5.1875;-37.3442;0.0006313360142629966;1;2;3
SÃO FRANCISCO/acre;-9.9747;-67.8076;0.0006311493725654411;0;1;1
GUARANI DE JUAZEIRO/ceara;-7.2139;-39.3139;0.0006300079392028927;1;2;3
AUTO ESPORTE/paraiba;-7.115;-34.8642;0.000629079192493198;1;2;3
MARACAJU/mato_grosso_do_sul;-21.6119;-55.1681;0.0006270386678327684;0;0;2
QFC/rio_grande_do_norte;-5.79448;-35.211;0.0006234785833655792;1;2;3
PSTC/parana;-22.7833;-51.2333;0.0006231523518503256;0;0;2
MORRINHOS/goias;-17.7317;-49.1025;0.0006224309579480288;0;1;0
CSP/paraiba;-7.115;-34.8642;0.0006205422820480436;1;2;3
POTYGUAR SERIDOENSE/rio_grande_do_norte;-6.2575;-36.5136;0.0006185039647661652;1;2;3
APAFUT/rio_grande_do_sul;-29.1678;-51.1794;0.0006132348547991536;0;0;2
DECISÃO/pernambuco;-8.4797;-35.7275;0.0006131275887465163;1;2;3
GUARANY/alagoas;-9.6658;-35.7353;0.0006100583689979295;1;2;3
BATAGUASSU/mato_grosso_do_sul;-21.7175;-52.4236;0.0006079121178187758;0;0;2
CR AQUIDAUANA/mato_grosso_do_sul;-20.4733;-55.7833;0.0006079121178187758;0;1;2
GUARANI/santa_catarina;-27.646;-48.6704;0.0006058695890963524;0;0;2
CORISABBÁ/piaui;-6.7747;-43.0236;0.0006052490551124144;1;2;3
JUVENTUS/rio_de_janeiro;-22.9068;-43.1729;0.0006042670660156659;0;0;0
PELOTAS/rio_grande_do_sul;-31.7654;-52.3376;0.000604060732153233;0;0;2
INDEPENDENTE/sergipe;-10.7417;-38.1056;0.00060358306820308;1;2;3
MARUINENSE/sergipe;-10.7333;-37.1333;0.000601293971785077;1;2;3
ATLÉTICO CENTRAL/sergipe;-11.2658;-37.4394;0.0006003277972926848;1;2;3
APARECIDA/goias;-16.8233;-49.2442;0.0005953840677647103;0;1;0
FLAMENGO/piaui;-5.08917;-42.80167;0.0005944240519936254;1;2;3
PLANALTINA/distrito_federal;-15.6236;-47.6733;0.0005913731905670485;0;1;0
SANTOS/para;-1.4558;-48.4902;0.0005911551674423543;1;1;1
UNIÃO LUZIENSE/minas_gerais;-19.7725;-43.8547;0.0005909766926729401;0;0;0
BAGÉ/rio_grande_do_sul;-31.3317;-54.1068;0.0005896736981822089;0;0;2
ITUMBIARA/goias;-18.4186;-49.2186;0.0005890932006249086;0;0;0
SANTA CRUZ/rio_de_janeiro;-22.9068;-43.1729;0.0005883886633701039;0;0;0
GALÍCIA/bahia;-12.9714;-38.5014;0.0005875797157627886;1;2;3
CONTAGEM/minas_gerais;-19.9319;-44.0539;0.0005871268001292019;0;0;0
METROPOLITANO/santa_catarina;-26.9194;-49.0661;0.0005870512320129054;0;0;2
ARAGUACEMA/tocantins;-8.8139;-49.5636;0.0005863295413081746;1;1;1
SORRISO/mato_grosso;-12.5453;-55.7147;0.0005832691593681547;0;1;1
BRASÍLIA/distrito_federal;-15.7939;-47.8828;0.0005831057475391317;0;1;0
CENTRO LIMOEIRENSE/pernambuco;-7.8753;-35.4536;0.0005830416330637419;1;2;3
GUARAÍ/tocantins;-8.8375;-48.5111;0.0005816863499107025;1;1;1
YPIRANGA/pernambuco;-7.9575;-36.2053;0.0005809050966804055;1;2;3
TOLEDO/parana;-24.7253;-53.7378;0.0005790965895315201;0;0;2
SOBRADINHO/distrito_federal;-15.6533;-47.7975;0.000578757805276508;0;1;0
BARCELONA/rondonia;-12.7414;-60.1458;0.0005768879447479507;0;1;1
JACOBINA/bahia;-11.1825;-40.5086;0.0005755089266336093;1;2;3
AD CARMÓPOLIS/sergipe;-10.5358;-37.0936;0.0005747751486089409;1;2;3
AE PARACATU/minas_gerais;-17.2217;-46.8756;0.0005742229130553351;0;1;0
FORÇA E LUZ/rio_grande_do_norte;-5.79448;-35.211;0.000573258369845697;1;2;3
TIRADENTES/ceara;-3.7172;-38.5433;0.0005731168296467709;1;2;3
CARUARU CITY/pernambuco;-8.2828;-35.9742;0.000572303976699808;1;2;3
CRIXÁS/goias;-14.5467;-49.9733;0.0005721823958921908;0;1;0
RIO SÃO PAULO/rio_de_janeiro;-22.9068;-43.1729;0.0005721065403498204;0;0;0
GUAPORÉ/rondonia;-11.7256;-61.7736;0.0005697846240830507;0;1;1
FONTE NOVA/para;-1.4558;-48.4902;0.0005690787279309531;1;1;1
IPOJUCA/pernambuco;-8.3975;-35.0653;0.0005690678759897034;1;2;3
CAÇADOR/santa_catarina;-26.7747;-51.0189;0.0005687449424681139;0;0;2
PIAUÍ/piaui;-5.08917;-42.80167;0.0005671298091364085;1;2;3
AMÉRICA DE PEDRINHAS/sergipe;-11.0111;-37.5333;0.0005654784122935083;1;2;3
DESPORTIVA GUARABIRA/paraiba;-6.9856;-35.4936;0.0005643725309054287;1;2;3
CANINDÉ/sergipe;-9.6556;-37.7833;0.0005625496629038816;1;2;3
TUPAN/maranhao;-2.5307;-44.3068;0.0005595794579780544;1;2;3
CERRADO/goias;-16.8225;-49.2436;0.0005593992645129622;0;1;0
SÃO CARLOS/sao_paulo;-22.0175;-47.8861;0.0005590034309301247;0;0;0
BLUMENAU/santa_catarina;-26.9194;-49.0661;0.000558300921703789;0;0;2
RIO NEGRO/amazonas;-3.119;-60.0217;0.0005576629983868421;1;1;1
SINOP/mato_grosso;-11.8536;-55.5033;0.0005561874054454501;0;1;1
CARAJÁS/para;-1.4558;-48.4902;0.0005538658478575385;1;1;1
ITUPIRANGA/para;-5.1458;-49.3333;0.0005532505610144507;1;1;1
GUARULHOS/sao_paulo;-23.4539;-46.5333;0.0005521353199654006;0;0;0
BOQUINHENSE/sergipe;-11.2658;-37.4375;0.0005519817117214386;1;2;3
CAAC BRASIL/rio_de_janeiro;-22.9068;-43.1729;0.0005514917645818044;0;0;0
PACATUBA/ceara;-3.9833;-38.6211;0.0005512858033414531;1;2;3
POCONÉ/mato_grosso;-16.2567;-56.6228;0.000548490808838526;0;1;1
ESPORTE/paraiba;-7.0233;-37.2753;0.0005482673507797259;1;2;3
TAPAJÓS/para;-2.4431;-54.7083;0.0005480534856648796;1;1;1
ATLÉTICO CARIOCA/rio_de_janeiro;-22.8222;-43.0522;0.0005475872539235693;0;0;0
AMÉRICA/pernambuco;-8.0543;-34.8813;0.000546454772489728;1;2;3
PASSO FUNDO/rio_grande_do_sul;-28.2628;-52.4076;0.0005450035976229884;0;0;2
APUCARANA SPORTS/parana;-23.5528;-51.4608;0.0005414465338001904;0;0;2
NOVOPERÁRIO/mato_grosso_do_sul;-20.4428;-54.6461;0.00054044884925325;0;1;2
GAVIÃO KYIKATEJÊ/para;-5.3575;-49.1233;0.0005403064681102192;1;1;1
ITARARÉ/sao_paulo;-24.1136;-49.3325;0.0005398244092526877;0;0;2
TUPÃ/sao_paulo;-21.9358;-50.5139;0.0005395125043865313;0;0;2
CERES/rio_de_janeiro;-22.9068;-43.1729;0.0005378614069826755;0;0;0
SPORT SINOP/mato_grosso;-11.8536;-55.5033;0.0005375767732897076;0;1;1
COMERCIAL/piaui;-4.8264;-42.1678;0.0005364795745191089;1;2;3
SÃO PAULO/amapa;0.0349;-51.0694;0.0005348970979769046;1;1;1
JARAGUÁ/goias;-15.7564;-49.3356;0.0005348789392730336;0;1;0
IGREJINHA/rio_grande_do_sul;-29.5714;-50.7936;0.0005304047674304466;0;0;2
NÁUTICO/roraima;1.8275;-61.1375;0.0005286530322730558;1;1;1
PENEDENSE/alagoas;-10.2919;-36.5908;0.0005260251212144381;1;2;3
SAPUCAIENSE/rio_grande_do_sul;-29.8275;-51.1517;0.0005259394946275006;0;0;2
ECUS/sao_paulo;-23.5386;-46.3111;0.0005259144094545292;0;0;0
URUAÇU/goias;-14.5225;-49.1417;0.0005258501369387752;0;1;0
PORTUGUESA/amapa;0.0349;-51.0694;0.0005256629504031537;1;1;1
AÇÃO/mato_grosso;-15.6014;-56.0979;0.0005252892168862487;0;1;1
BOM JESUS/goias;-17.9256;-49.6736;0.0005248575008275477;0;1;0
SANTA MARIA/distrito_federal;-15.9967;-48.0267;0.0005238528354805875;0;1;0
AMPARO/sao_paulo;-22.7033;-46.7619;0.0005228397553367038;0;0;0
DESPORTIVO ALIANÇA/alagoas;-9.6658;-35.7353;0.0005224052960837592;1;2;3
VERA CRUZ/rio_de_janeiro;-22.7833;-43.3167;0.000520313479231517;0;0;0
PRUDENTÓPOLIS/parana;-25.2125;-50.9764;0.0005200070249327703;0;0;2
CRISTAL/amapa;0.0349;-51.0694;0.0005187642965356328;1;1;1
ARARUAMA/rio_de_janeiro;-22.8756;-42.3422;0.0005174166248650728;0;0;0
JAGUARÉ/espirito_santo;-18.9056;-40.0817;0.0005171081560211964;0;2;0
ESPORTIVO/rio_grande_do_sul;-29.1673;-51.5133;0.000515267223956666;0;0;2
DESPORTIVA ARACAJU/sergipe;-10.9167;-37.05;0.000513601021045689;1;2;3
ATLÉTICO CATARINENSE/santa_catarina;-27.6133;-48.6258;0.0005125446050538832;0;0;2
POÇOS DE CALDAS/minas_gerais;-21.7847;-46.5635;0.0005113534646995371;0;0;0
BATEL/parana;-25.393;-51.495;0.0005103766513391893;0;0;2
FF SPORT/alagoas;-9.6658;-35.7353;0.0005088779238886868;1;2;3
BATATAIS/sao_paulo;-20.8917;-47.5833;0.0005075883446928201;0;0;0
TIGRES DO BRASIL/rio_de_janeiro;-22.7833;-43.3111;0.000506279222091635;0;0;0
QUEIMADENSE/paraiba;-7.3639;-35.7256;0.0005056843861951488;1;2;3
CRATEÚS/ceara;-5.1786;-40.6775;0.0005041749110695969;1;2;3
FLUMINENSE DE JOINVILLE/santa_catarina;-26.3044;-48.8464;0.0004984554996280983;0;0;2
PINHEIROS/espirito_santo;-18.4033;-40.2333;0.0004979399756023387;0;2;0
ARAXÁ/minas_gerais;-19.5908;-46.9436;0.0004972110585007425;0;0;0
CHAPADINHA/maranhao;-3.7417;-43.3533;0.0004969713521958804;1;2;3
CÁCERES/mato_grosso;-16.0708;-57.675;0.0004944920607136923;0;1;1
SETE DE SETEMBRO/pernambuco;-8.8917;-36.4919;0.0004938176404621459;1;2;3
QUIXADÁ/ceara;-4.9711;-39.0153;0.0004924404255795976;1;2;3
VIANA/maranhao;-3.2233;-45.0019;0.0004915589075729133;1;2;3
BARRA MANSA/rio_de_janeiro;-22.5417;-44.1736;0.0004914975607414084;0;0;0
BARÉ/roraima;2.8235;-60.6758;0.0004887492347647716;1;1;1
BOCA JÚNIOR/sergipe;-10.5358;-37.0953;0.0004878410906041065;1;2;3
UNIÃO CENTRAL/rio_de_janeiro;-22.9068;-43.1729;0.0004876112666671714;0;0;0
SÃO JOSÉ/amapa;0.0349;-51.0694;0.0004875538028593459;1;1;1
AT. ITAPEMIRIM/espirito_santo;-20.8433;-40.8356;0.00048571970754388195;0;0;0
UNIRB/bahia;-12.1392;-38.4214;0.00048506410649328923;1;2;3
VERÊ/parana;-25.9186;-52.8583;0.00048465832502857345;0;0;2
ACADEMIA/mato_grosso;-16.4677;-54.6351;0.00048464951527886816;0;1;2
SOCORRENSE/sergipe;-10.8536;-37.1353;0.0004843136195089069;1;2;3
PEDREIRA/para;-1.4558;-48.4902;0.0004840999635412484;1;1;1
INTER DE MINAS/minas_gerais;-20.0733;-44.5786;0.0004828966826207495;0;0;0
LUMINENSE/maranhao;-2.53073;-44.3068;0.00048281640472165724;1;2;3
MAGEENSE/rio_de_janeiro;-22.6536;-43.0433;0.00048269310676638254;0;0;0
VILHENENSE/rondonia;-12.7414;-60.1458;0.0004811981863364447;0;1;1
JAGUAR/pernambuco;-8.1133;-35.0133;0.0004799594327140446;1;2;3
ARAUCÁRIA/parana;-25.5944;-49.4075;0.00047833807316819527;0;0;2
UNAÍ/minas_gerais;-16.3575;-46.9058;0.00047758998802307725;0;1;0
GRÊMIO PAGUE MENOS/ceara;-3.7319;-38.5267;0.0004768475287558754;1;2;3
ALVORADA/amazonas;-3.119;-60.0217;0.00047609829362361934;1;1;1
SPARTA/tocantins;-7.1931;-48.2053;0.000475105422750487;1;1;1
SANTANA/amapa;-0.0558;-51.1794;0.0004746750802593242;1;1;1
ROLÂNDIA/parana;-23.3086;-51.3756;0.00047427837956477806;0;0;2
SPORT BELÉM/para;-1.4558;-48.4902;0.0004720148876686732;1;1;1
VISÃO CELESTE/rio_grande_do_norte;-5.9108;-35.2633;0.0004717565300336007;1;2;3
PICUIENSE/paraiba;-6.4958;-36.3386;0.00047151393646266876;1;2;3
AVENIDA/rio_grande_do_sul;-29.7175;-52.4353;0.0004707309448534833;0;0;2
MAZAGÃO/amapa;-0.115;-51.3883;0.0004690790797715533;1;1;1
CLIPER/amazonas;-3.119;-60.0217;0.0004689047099477675;1;1;1
BOSTON CITY BRASIL/minas_gerais;-20.2639;-42.0353;0.00046807371132978414;0;0;0
GENUS/rondonia;-8.7619;-63.9039;0.00046789358394628254;0;1;1
AMADENSE/sergipe;-11.2636;-37.4389;0.00046702079596110964;1;2;3
PARAENSE/para;-1.4558;-48.4902;0.0004654472503385574;1;1;1
RIOPARDENSE/rio_grande_do_sul;-29.9825;-52.3811;0.00046505924789243226;0;0;2
PRIMAVERA/mato_grosso;-15.5583;-54.2958;0.00046258882136651435;0;1;1
ATLÉTICO RORAIMA/roraima;2.8235;-60.6758;0.00045865182262734653;1;1;1
NOVO HORIZONTE/rio_grande_do_sul;-29.8575;-51.1783;0.00045665344246382725;0;0;2
GRÊMIO MARINGÁ/parana;-23.421;-51.9331;0.0004545549372334505;0;0;2
GLÓRIA/rio_grande_do_sul;-28.5086;-50.9356;0.0004530224061867033;0;0;2
VILA RICA/para;-1.4558;-48.4902;0.00044909174857656785;1;1;1
GARIBALDI/rio_grande_do_sul;-29.2553;-51.5336;0.0004473146665227239;0;0;2
NACIONAL UBERABA/minas_gerais;-19.7489;-47.9333;0.00044608370188249885;0;0;0
PORTUGUESA/mato_grosso_do_sul;-20.4486;-54.6291;0.0004446542864569251;0;1;2
SPORT ATIBAIA/sao_paulo;-23.1153;-46.5503;0.0004408895606467171;0;0;0
JACOBINENSE/bahia;-11.1825;-40.5086;0.00044067581041005354;1;2;3
ASSISENSE/sao_paulo;-22.6625;-50.4133;0.00044038537796327673;0;0;2
OSVALDO CRUZ/sao_paulo;-21.7967;-50.8667;0.0004390547298237316;0;0;2
RIO GRANDE/rio_grande_do_norte;-5.79448;-35.211;0.00043855772383254166;1;2;3
SANTARRITENSE/minas_gerais;-22.2486;-45.7056;0.0004379120334247211;0;0;0
TIROL/ceara;-3.71722;-38.54333;0.0004313232864605396;1;2;3
OLÍMPIA/sao_paulo;-20.7386;-48.9136;0.0004309982214211179;0;0;2
PRÓSPERA/santa_catarina;-28.6794;-49.3711;0.00043024390926982525;0;0;2
VASCO DA GAMA/acre;-9.9747;-67.8076;0.0004293355492196523;0;1;1
BOTAFOGO/bahia;-12.9714;-38.5014;0.0004292922871661503;1;2;3
RED BULL BRASIL/sao_paulo;-22.9533;-46.5422;0.00042834401219215;0;0;0
UNIÃO MOGI/sao_paulo;-23.5228;-46.1883;0.00042744803822673014;0;0;0
PALMEIRA DE GOIANINHA/rio_grande_do_norte;-6.26667;-35.2083;0.00042622093333731574;1;2;3
POMBAL/paraiba;-6.7675;-37.8028;0.0004241924741416876;1;2;3
SANTA CRUZ RIACHUELO/sergipe;-10.7333;-37.25;0.00042215855400762906;1;2;3
SÃO LUÍS/maranhao;-2.5307;-44.3068;0.00042176263470925716;1;2;3
UNIÃO BELTRÃO/parana;-26.0767;-53.0556;0.00042175485124742735;0;0;2
BARCELONA/rio_de_janeiro;-22.9068;-43.1729;0.0004211710999637153;0;0;0
SPARTAX/paraiba;-7.115;-34.8642;0.00041784039450453586;1;2;3
CTE COLATINA/espirito_santo;-19.5386;-40.6275;0.0004171633023049312;0;2;0
NOVA CONQUISTA/tocantins;-7.1558;-48.7153;0.00041598923505973244;1;1;1
IGACI/alagoas;-9.5433;-36.6386;0.00041475160538465754;1;2;3
LEGIÃO/distrito_federal;-15.7939;-47.8828;0.0004125351949288414;0;1;0
BELO JARDIM/pernambuco;-8.3386;-36.4136;0.0004118354988126464;1;2;3
ITABERAÍ/goias;-16.0186;-49.8153;0.00041104877418569603;0;1;0
RED BULL BRAGANTINO II/sao_paulo;-22.9533;-46.5422;0.00041067118285214975;0;0;0
ARAGUAIA/mato_grosso;-15.8917;-52.2594;0.0004103189948449525;0;1;2
IRATY/parana;-25.475;-50.6583;0.0004101447192596835;0;0;2
SPORT CAPIXABA/espirito_santo;-20.2417;-40.3083;0.0004093325021173892;0;2;0
FORÇA JOVEM AQUIDABÃ/sergipe;-10.3114;-37.0514;0.00040824720490542773;1;2;3
FARROUPILHA/rio_grande_do_sul;-31.7654;-52.3376;0.0004078875446175691;0;0;2
LEMENSE/sao_paulo;-22.1858;-47.3917;0.0004077652002590007;0;0;0
FLAMENGO/pernambuco;-8.4211;-37.0586;0.0004076317901622631;1;2;3
DIMENSÃO SAÚDE/alagoas;-9.4167;-36.05;0.00040731993299221935;1;2;3
JUAZEIRO/bahia;-9.4125;-40.5033;0.0004059986541015637;1;2;3
RIOVERDENSE/goias;-17.7919;-50.9244;0.00040591635116535546;0;1;2
ARAPONGAS/parana;-23.4153;-51.4333;0.00040543709896325537;0;0;2
OPERÁRIO CEOV/mato_grosso;-15.6536;-56.1333;0.0004049159296024262;0;1;1
SETE DE JUNHO/sergipe;-11.1819;-37.9958;0.00040175609224535623;1;2;3
UNIÃO/mato_grosso_do_sul;-20.4428;-54.6464;0.0004014282888875155;0;1;2
SÃO JOSÉ/maranhao;-2.5617;-44.0583;0.00040071243469200457;1;2;3
PLÁCIDO DE CASTRO/acre;-10.2736;-67.1736;0.00040014997988793683;0;1;1
ADESG/acre;-10.1475;-67.7364;0.00039669125298144646;0;1;1
SANTO ÂNGELO/rio_grande_do_sul;-28.3014;-54.2636;0.0003954956988823048;0;0;2
SOCORRO/sergipe;-10.8536;-37.1353;0.0003950901592937051;1;2;3
PORTO/bahia;-16.4497;-39.0647;0.0003949570942273347;1;2;0
CACERENSE/mato_grosso;-16.0717;-57.6764;0.00039473914292154934;0;1;1
CEO/alagoas;-9.5786;-37.3561;0.00039283020551331973;1;2;3
ITABORAÍ PROFUTE/rio_de_janeiro;-22.7475;-42.8553;0.00039264055483693387;0;0;0
RIOSTRENSE/rio_de_janeiro;-22.5225;-41.9436;0.0003920535724843473;0;0;0
IMBITUBA/santa_catarina;-28.2428;-48.671;0.0003919544778689513;0;0;2
PARNAMIRIM/rio_grande_do_norte;-5.91083;-35.2608;0.000391897303401439;1;2;3
FERNANDÓPOLIS/sao_paulo;-20.2819;-50.2586;0.0003913255106229668;0;0;2
UNIÃO/ceara;-3.71722;-38.54333;0.0003911472702999492;1;2;3
SÃO MATEUS/espirito_santo;-18.7153;-39.8589;0.0003905649717204664;0;2;0
ATLÉTICO PERNAMBUCANO/pernambuco;-7.8517;-35.2442;0.0003889176988912549;1;2;3
1° DE MAIO/pernambuco;-9.3933;-40.5008;0.0003886790677230215;1;2;3
PORTUGUESA LONDRINENSE/parana;-23.3045;-51.1696;0.0003881413837256768;0;0;2
FLAMENGO/sergipe;-10.9167;-37.05;0.0003860479733062631;1;2;3
VILLA REAL/minas_gerais;-21.7644;-43.3494;0.0003854126425192426;0;0;0
CAMPO MOURÃO/parana;-24.0478;-52.3786;0.00038310807610704087;0;0;2
DOCE MEL/bahia;-14.1375;-39.7375;0.00038229018252690925;1;2;3
PANTANAL/mato_grosso_do_sul;-19.0039;-57.6019;0.0003811170862905108;0;1;2
REAL/roraima;0.8167;-60.2167;0.00038075317849279916;1;1;1
CAMBÉ/parana;-23.2797;-51.2819;0.0003801260867771475;0;0;2
ATLÉTICO ITAJAÍ/santa_catarina;-26.9083;-48.6667;0.00037944710226102873;0;0;2
SERRANENSE/minas_gerais;-19.8736;-44.9833;0.0003792898970336058;0;0;0
NOVO ESPORTE/minas_gerais;-19.4672;-42.5375;0.0003792290468401995;0;0;0
ARUC/distrito_federal;-15.77972;-47.92972;0.0003774550462973321;0;1;0
SESP SAMAMBAENSE/distrito_federal;-15.8786;-48.0506;0.0003757489479368519;0;1;0
MIGUELENSE/alagoas;-9.7833;-36.1056;0.00037505064923279674;1;2;3
TIRADENTES/piaui;-5.0892;-42.8016;0.0003713790031088094;1;2;3
PROPRIÁ/sergipe;-10.2067;-36.8356;0.0003713063183793118;1;2;3
GRÊMIO VALPARAÍSO/goias;-16.0636;-47.9753;0.00037070421822072775;0;1;0
PERILIMA/paraiba;-7.2307;-35.8814;0.0003698976811435543;1;2;3
FERROVIÁRIO DO CABO/pernambuco;-8.2933;-35.0358;0.00036945299851753074;1;2;3
LINHARES/espirito_santo;-19.3911;-40.0722;0.0003668869502294286;0;2;0
SPORT LAGOA SECA/paraiba;-7.17111;-35.8586;0.0003665491535671901;1;2;3
CRUZEIRO/paraiba;-7.3025;-38.1553;0.0003628301251814844;1;2;3
MONTE RORAIMA/roraima;2.8236;-60.6753;0.00036176798506992703;1;1;1
SSA/bahia;-12.9714;-38.5014;0.0003612703108381339;1;2;3
ATL. TRÊS CORAÇÕES/minas_gerais;-21.6967;-45.2533;0.000360737970404589;0;0;0
NÁUTICO/mato_grosso_do_sul;-20.4486;-54.6291;0.0003594259048243371;0;1;2
FORMOSA/goias;-15.5389;-47.3356;0.00035766154927502976;0;1;0
TARUMÃ/amazonas;-3.119;-60.0217;0.0003555884099793974;1;1;1
