clube_id;clube;estado;lat;lon;cidade;pagerank_score;cluster_k2;cluster_k3;cluster_k4;cluster_k5;sub_cluster_m0_k2;sub_cluster_m0_k3;sub_cluster_m0_k4;sub_cluster_m1_k2;sub_cluster_m1_k3;sub_cluster_m1_k4;sub_cluster_m2_k2;sub_cluster_m2_k3;sub_cluster_m2_k4
CAMETÁ/para;Cametá;para;-2.24295;-49.4979;Cametá;0.0010139085635711;0;0;3;3;1.0;0.0;3.0;;;;;;
MONTE AZUL/sao_paulo;Monte Azul;sao_paulo;-20.9065;-48.6387;Monte Azul Paulista;0.0010060872289804;1;1;0;0;;;;0.0;0.0;1.0;;;
VELO CLUBE/sao_paulo;Velo Clube;sao_paulo;-22.4114;-47.5614;Rio Claro;0.0010007360468211;1;1;0;0;;;;0.0;0.0;1.0;;;
COMERCIAL/mato_grosso_do_sul;Comercial;mato_grosso_do_sul;-20.7849;-51.7007;Três Lagoas;0.0010001240557685;1;1;0;0;;;;0.0;0.0;1.0;;;
OLÍMPICO/sergipe;Olímpico;sergipe;-11.2693;-37.7875;Itabaianinha;0.0009943008252477;0;2;2;2;;;;;;;1.0;0.0;3.0
MAMORÉ/minas_gerais;Mamoré;minas_gerais;-18.5699;-46.5013;Patos de Minas;0.0009942170127268;1;1;0;0;;;;0.0;0.0;1.0;;;
FLAMENGO/sao_paulo;Flamengo;sao_paulo;-23.4538;-46.5333;Guarulhos;0.000993429796585;1;1;0;0;;;;0.0;0.0;1.0;;;
PAULISTA/sao_paulo;Paulista;sao_paulo;-23.1852;-46.8974;Jundiaí;0.0009916856993811;1;1;0;0;;;;0.0;0.0;1.0;;;
CENTRO OESTE/goias;Centro Oeste;goias;-15.9333;-50.14;Goiás;0.0009881951118381;1;1;0;0;;;;0.0;0.0;0.0;;;
AYMORÉS/minas_gerais;Aymorés;minas_gerais;-21.1206;-42.9422;Ubá;0.0009811981527603;1;1;0;0;;;;0.0;2.0;2.0;;;
MACAPÁ/amapa;Macapá;amapa;0.034934;-51.0694;Macapá;0.0009802018918973;0;0;3;3;1.0;0.0;3.0;;;;;;
PARAGOMINAS/para;Paragominas;para;-3.00212;-47.3527;Paragominas;0.0009790907118782;0;0;3;3;1.0;0.0;3.0;;;;;;
CA VOTUPORANGUENSE/sao_paulo;Ca Votuporanguense;sao_paulo;-20.4222;-49.9725;Votuporanga;0.0009773707840596;1;1;0;0;;;;0.0;0.0;1.0;;;
PALMAS/tocantins;Palmas;tocantins;-10.1844;-48.3336;Palmas;0.0009748282831442;0;0;3;3;1.0;0.0;0.0;;;;;;
MONSOON/rio_grande_do_sul;Monsoon;rio_grande_do_sul;-29.75;-50.0167;Capão da Canoa;0.0009731533762723;1;1;0;4;;;;1.0;1.0;3.0;;;
BRAGANTINO/para;Bragantino;para;-1.06126;-46.7826;Bragança;0.0009722083285549;0;0;3;3;1.0;0.0;3.0;;;;;;
BONSUCESSO/rio_de_janeiro;Bonsucesso;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0009705265640226;1;1;0;0;;;;0.0;2.0;2.0;;;
BOA ESPORTE/minas_gerais;Boa Esporte;minas_gerais;-21.5556;-45.4364;Varginha;0.000970193087945;1;1;0;0;;;;0.0;2.0;2.0;;;
CAPIVARIANO/sao_paulo;Capivariano;sao_paulo;-22.9951;-47.5071;Capivari;0.0009687061326111;1;1;0;0;;;;0.0;0.0;1.0;;;
UNIÃO BARBARENSE/sao_paulo;União Barbarense;sao_paulo;-23.5208;-46.1854;Mogi das Cruzes;0.0009589327174555;1;1;0;0;;;;0.0;0.0;1.0;;;
AGUIA DE MARABA/para;Aguia De Maraba;para;-5.38075;-49.1327;Marabá;0.0009542912189041;0;0;3;3;1.0;0.0;0.0;;;;;;
NACIONAL/sao_paulo;Nacional;sao_paulo;-23.5329;-46.6395;São Paulo;0.0009502565755264;1;1;0;0;;;;0.0;0.0;1.0;;;
PENAPOLENSE/sao_paulo;Penapolense;sao_paulo;-21.4148;-50.0769;Penápolis;0.0009483728816039;1;1;0;0;;;;0.0;0.0;1.0;;;
ITAPIRENSE/sao_paulo;Itapirense;sao_paulo;-22.4357;-46.8224;Itapira;0.0009453602657315;1;1;0;0;;;;0.0;0.0;1.0;;;
INDEPENDENTE DE LIMEIRA/sao_paulo;Independente De Limeira;sao_paulo;-22.566;-47.397;Limeira;0.0009432701632682;1;1;0;0;;;;0.0;0.0;1.0;;;
JI-PARANÁ/rondonia;Ji-Paraná;rondonia;-10.8777;-61.9322;Ji-Paraná;0.0009429126067683;0;0;1;1;0.0;2.0;2.0;;;;;;
GUARANI V. AIRES/rio_grande_do_sul;Guarani V. Aires;rio_grande_do_sul;-29.6103;-52.1906;Venâncio Aires;0.0009412850232531;1;1;0;4;;;;1.0;1.0;3.0;;;
MURICI/alagoas;Murici;alagoas;-9.30682;-35.9428;Murici;0.0009386375818578;0;2;2;2;;;;;;;1.0;0.0;3.0
REAL ARIQUEMES/rondonia;Real Ariquemes;rondonia;-9.90571;-63.0325;Ariquemes;0.0009380076554786;0;0;1;1;0.0;2.0;2.0;;;;;;
GOYTACAZ/rio_de_janeiro;Goytacaz;rio_de_janeiro;-21.7622;-41.3181;Campos dos Goytacazes;0.0009353654101475;1;1;0;0;;;;0.0;2.0;2.0;;;
DESPORTIVA FERROVIÁRIA/espirito_santo;Desportiva Ferroviária;espirito_santo;-20.3375;-40.3847;Cariacica;0.0009352862866238;1;1;0;0;;;;0.0;2.0;2.0;;;
GOIÂNIA/goias;Goiânia;goias;-16.6864;-49.2643;Goiânia;0.0009332656893979;1;1;0;0;;;;0.0;0.0;0.0;;;
TUPYNAMBÁS/minas_gerais;Tupynambás;minas_gerais;-21.7595;-43.3398;Juiz de Fora;0.0009314775655805;1;1;0;0;;;;0.0;2.0;2.0;;;
SÃO RAIMUNDO/para;São Raimundo;para;-2.43849;-54.6996;Santarém;0.0009309083911812;0;0;3;3;1.0;0.0;3.0;;;;;;
SANTOS/amapa;Santos;amapa;0.034934;-51.0694;Macapá;0.0009303371429007;0;0;3;3;1.0;0.0;3.0;;;;;;
CANAÃ/para;Canaã;para;-6.495;-49.8731;Canaã dos Carajás;0.0009266532689157;0;0;3;3;1.0;0.0;0.0;;;;;;
INHUMAS/goias;Inhumas;goias;-16.3611;-49.5001;Inhumas;0.0009265448273933;1;1;0;0;;;;0.0;0.0;0.0;;;
MAUÁ/sao_paulo;Mauá;sao_paulo;-23.6678;-46.4614;Mauá;0.000926466243714;1;1;0;0;;;;0.0;0.0;1.0;;;
SANTA CRUZ DE NATAL/rio_grande_do_norte;Santa Cruz De Natal;rio_grande_do_norte;-6.22475;-36.0193;Santa Cruz;0.0009240052019565;0;2;2;2;;;;;;;0.0;2.0;2.0
GALVEZ/acre;Galvez;acre;-9.974;-67.8076;Rio Branco;0.0009189345623347;0;0;1;1;0.0;2.0;2.0;;;;;;
VILLA NOVA/minas_gerais;Villa Nova;minas_gerais;-19.9758;-43.8509;Nova Lima;0.0009167479824945;1;1;0;0;;;;0.0;2.0;2.0;;;
AZURIZ FUTEBOL/parana;Azuriz Futebol;parana;-26.2292;-52.6706;Pato Branco;0.0009164423606346;1;1;0;4;;;;1.0;1.0;3.0;;;
JUVENTUS/sao_paulo;Juventus;sao_paulo;-23.5329;-46.6395;São Paulo;0.0009154268084457;1;1;0;0;;;;0.0;0.0;1.0;;;
RIO CLARO/sao_paulo;Rio Claro;sao_paulo;-22.4114;-47.5614;Rio Claro;0.0009148388429386;1;1;0;0;;;;0.0;0.0;1.0;;;
GAZIN PORTO VELHO/rondonia;Gazin Porto Velho;rondonia;-8.76077;-63.8999;Porto Velho;0.0009135194335924;0;0;1;1;0.0;2.0;2.0;;;;;;
ÁGUIA/para;Águia;para;-5.38075;-49.1327;Marabá;0.0009123191248794;0;0;3;3;1.0;0.0;0.0;;;;;;
PRIMAVERA/sao_paulo;Primavera;sao_paulo;-23.0816;-47.2101;Indaiatuba;0.0009098255933404;1;1;0;0;;;;0.0;0.0;1.0;;;
ITABUNA/bahia;Itabuna;bahia;-14.7876;-39.2781;Itabuna;0.0009091985121529;0;2;2;2;;;;;;;1.0;0.0;1.0
GOIATUBA/goias;Goiatuba;goias;-18.0105;-49.3658;Goiatuba;0.0009084835835799;1;1;0;0;;;;0.0;0.0;0.0;;;
UNI SOUZA/rio_de_janeiro;Uni Souza;rio_de_janeiro;-22.8669;-43.3458;Rio de Janeiro;0.0009058781745621;1;1;0;0;;;;0.0;2.0;2.0;;;
GONÇALENSE/rio_de_janeiro;Gonçalense;rio_de_janeiro;-22.5047;-43.1814;Petrópolis;0.0009032161849025;1;1;0;0;;;;0.0;2.0;2.0;;;
AFOGADOS DA INGAZEIRA/pernambuco;Afogados Da Ingazeira;pernambuco;-7.74312;-37.631;Afogados da Ingazeira;0.000901859532701;0;2;2;2;;;;;;;0.0;1.0;0.0
DESPORTIVO BRASIL/sao_paulo;Desportivo Brasil;sao_paulo;-23.2093;-47.5251;Porto Feliz;0.00090171822114;1;1;0;0;;;;0.0;0.0;1.0;;;
NORTH ESPORTE CLUBE/minas_gerais;North Esporte Clube;minas_gerais;-16.7244;-43.8617;Montes Claros;0.000895896981987;1;1;0;0;;;;0.0;2.0;2.0;;;
TRINDADE/goias;Trindade;goias;-16.6517;-49.4927;Trindade;0.0008936257661115;1;1;0;0;;;;0.0;0.0;0.0;;;
NACIONAL ATL. MURIAÉ/minas_gerais;Nacional Atl. Muriaé;minas_gerais;-21.13;-42.3693;Muriaé;0.0008928065655105;1;1;0;0;;;;0.0;2.0;2.0;;;
CRUZEIRO/alagoas;Cruzeiro;alagoas;-9.75164;-36.6604;Arapiraca;0.000890912141156;0;2;2;2;;;;;;;1.0;0.0;3.0
GUARANY/sergipe;Guarany;sergipe;-9.91626;-37.2842;Porto da Folha;0.0008880477018278;0;2;2;2;;;;;;;1.0;0.0;3.0
INDEPENDENTE/amapa;Independente;amapa;-0.0583;-51.1817;Santana;0.0008863719410593;0;0;3;3;1.0;0.0;3.0;;;;;;
TAUBATÉ/sao_paulo;Taubaté;sao_paulo;-23.0104;-45.5593;Taubaté;0.0008808475611869;1;1;0;0;;;;0.0;2.0;2.0;;;
GURUPI/tocantins;Gurupi;tocantins;-11.7279;-49.068;Gurupi;0.0008791954522349;0;0;3;3;1.0;0.0;0.0;;;;;;
PRINCESA/amazonas;Princesa;amazonas;-3.29066;-60.6216;Manacapuru;0.0008777100266332;0;0;1;1;0.0;1.0;1.0;;;;;;
UNIÃO ATLÉTICO/tocantins;União Atlético;tocantins;-7.1925;-48.2078;Araguaína;0.0008758481995066;0;0;3;3;1.0;0.0;0.0;;;;;;
VASCO/rio_de_janeiro;Vasco;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0008740958321899;1;1;0;0;;;;0.0;2.0;2.0;;;
SÃO RAIMUNDO/amazonas;São Raimundo;amazonas;-3.11866;-60.0212;Manaus;0.0008716266339812;0;0;1;1;0.0;1.0;1.0;;;;;;
FRIBURGUENSE/rio_de_janeiro;Friburguense;rio_de_janeiro;-22.2932;-42.5377;Nova Friburgo;0.0008714456824719;1;1;0;0;;;;0.0;2.0;2.0;;;
VARGINHA/minas_gerais;Varginha;minas_gerais;-21.5597;-45.4389;Varginha;0.0008711092151266;1;1;0;0;;;;0.0;2.0;2.0;;;
CAMPO GRANDE/rio_de_janeiro;Campo Grande;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0008690852657881;1;1;0;0;;;;0.0;2.0;2.0;;;
SALGUEIRO/pernambuco;Salgueiro;pernambuco;-8.07373;-39.1247;Salgueiro;0.0008667095336529;0;2;2;2;;;;;;;0.0;1.0;0.0
UNIÃO SUZANO/sao_paulo;União Suzano;sao_paulo;-23.5208;-46.1854;Mogi das Cruzes;0.0008651946125194;1;1;0;0;;;;0.0;0.0;1.0;;;
INTER DE BEBEDOURO/sao_paulo;Inter De Bebedouro;sao_paulo;-20.9491;-48.4791;Bebedouro;0.000862756391892;1;1;0;0;;;;0.0;0.0;1.0;;;
UBERABA/minas_gerais;Uberaba;minas_gerais;-19.7472;-47.9381;Uberaba;0.0008622924205017;1;1;0;0;;;;0.0;0.0;1.0;;;
PORTUGUESA SANTISTA/sao_paulo;Portuguesa Santista;sao_paulo;-23.5329;-46.6395;São Paulo;0.0008620637169657;1;1;0;0;;;;0.0;0.0;1.0;;;
SÃO GONÇALO/rio_de_janeiro;São Gonçalo;rio_de_janeiro;-22.8268;-43.0634;São Gonçalo;0.0008617842106318;1;1;0;0;;;;0.0;2.0;2.0;;;
REAL SPORT CLUB/rio_grande_do_sul;Real Sport Club;rio_grande_do_sul;-29.7642;-50.0282;Capão da Canoa;0.0008605885770988;1;1;0;4;;;;1.0;1.0;3.0;;;
GE BRASIL/rio_grande_do_sul;Ge Brasil;rio_grande_do_sul;-29.2227;-51.3419;Farroupilha;0.0008572478577497;1;1;0;4;;;;1.0;1.0;3.0;;;
RIO GRANDE/rio_grande_do_sul;Rio Grande;rio_grande_do_sul;-32.0349;-52.1071;Rio Grande;0.0008571741940565;1;1;0;4;;;;1.0;1.0;3.0;;;
ATLÉTICO GLORIENSE/sergipe;Atlético Gloriense;sergipe;-10.1172;-37.4528;Nossa Senhora da Glória;0.0008563637731729;0;2;2;2;;;;;;;1.0;0.0;3.0
AMÉRICA/sergipe;América;sergipe;-10.2138;-36.8442;Propriá;0.0008556263260566;0;2;2;2;;;;;;;1.0;0.0;3.0
SÃO FRANCISCO/para;São Francisco;para;-2.43849;-54.6996;Santarém;0.0008542278722195;0;0;3;3;1.0;0.0;3.0;;;;;;
PARANOÁ/distrito_federal;Paranoá;distrito_federal;-15.7744;-47.7817;Brasília;0.0008519995078517;1;1;0;0;;;;0.0;0.0;0.0;;;
GUANABARA CITY/goias;Guanabara City;goias;-16.6864;-49.2643;Goiânia;0.0008519460988143;1;1;0;0;;;;0.0;0.0;0.0;;;
ITABIRITO/minas_gerais;Itabirito;minas_gerais;-20.2528;-43.8053;Itabirito;0.000851944385698;1;1;0;0;;;;0.0;2.0;2.0;;;
ZUMBI/alagoas;Zumbi;alagoas;-9.15921;-36.0223;União dos Palmares;0.0008516114241134;0;2;2;2;;;;;;;1.0;0.0;3.0
AMAZÔNIA INDEPENDENTE/para;Amazônia Independente;para;-2.63609;-54.9374;Belterra;0.0008494149837162;0;0;3;3;1.0;0.0;3.0;;;;;;
BANDEIRANTE/sao_paulo;Bandeirante;sao_paulo;-21.291;-50.3432;Birigui;0.0008470232415159;1;1;0;0;;;;0.0;0.0;1.0;;;
NACIONAL/paraiba;Nacional;paraiba;-6.98731;-34.8284;Cabedelo;0.0008459959902614;0;2;2;2;;;;;;;0.0;2.0;2.0
LINENSE/sao_paulo;Linense;sao_paulo;-21.6718;-49.7526;Lins;0.0008398796771375;1;1;0;0;;;;0.0;0.0;1.0;;;
BARCELONA DE ILHÉUS/bahia;Barcelona De Ilhéus;bahia;-14.7935;-39.0331;Ilhéus;0.0008316527548176;0;2;2;2;;;;;;;1.0;0.0;1.0
JEQUIÉ/bahia;Jequié;bahia;-13.8583;-40.0825;Jequié;0.0008311673567098;0;2;2;2;;;;;;;1.0;0.0;1.0
SKA BRASIL/sao_paulo;Ska Brasil;sao_paulo;-23.4447;-46.9189;Santana de Parnaíba;0.000829884457006;1;1;0;0;;;;0.0;0.0;1.0;;;
SÃO CAETANO/sao_paulo;São Caetano;sao_paulo;-23.6229;-46.5548;São Caetano do Sul;0.000829120763326;1;1;0;0;;;;0.0;0.0;1.0;;;
HORIZONTE/ceara;Horizonte;ceara;-4.1025;-38.4875;Horizonte;0.0008287590925173;0;2;2;2;;;;;;;0.0;1.0;0.0
BARRETOS/sao_paulo;Barretos;sao_paulo;-20.5531;-48.5698;Barretos;0.0008281443620371;1;1;0;0;;;;0.0;0.0;1.0;;;
BARRA DA TIJUCA/rio_de_janeiro;Barra Da Tijuca;rio_de_janeiro;-22.4165;-42.9752;Teresópolis;0.0008280126459806;1;1;0;0;;;;0.0;2.0;2.0;;;
TIMON/piaui;Timon;piaui;-5.09769;-42.8329;Timon;0.000826369293587;0;0;3;3;1.0;0.0;0.0;;;;;;
ATLÉTICO/ceara;Atlético;ceara;-3.71664;-38.5423;Fortaleza;0.0008259855892665;0;2;2;2;;;;;;;0.0;1.0;0.0
CAETÉ/para;Caeté;para;-1.0536;-46.7656;Bragança;0.000823384413963;0;0;3;3;1.0;0.0;3.0;;;;;;
RIO DE JANEIRO/rio_de_janeiro;Rio De Janeiro;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0008214064464275;1;1;0;0;;;;0.0;2.0;2.0;;;
GAÚCHO/rio_grande_do_sul;Gaúcho;rio_grande_do_sul;-28.2576;-52.4091;Passo Fundo;0.0008209277357628;1;1;0;4;;;;1.0;1.0;3.0;;;
CAPITÃO POÇO/para;Capitão Poço;para;-1.7456;-47.0575;Capitão Poço;0.0008199352199915;0;0;3;3;1.0;0.0;3.0;;;;;;
IAPE/maranhao;Iape;maranhao;-2.5307;-44.3068;São Luís;0.0008193086737022;0;0;3;3;1.0;0.0;0.0;;;;;;
YPIRANGA/amapa;Ypiranga;amapa;0.034934;-51.0694;Macapá;0.000818720053367;0;0;3;3;1.0;0.0;3.0;;;;;;
NAVIRAIENSE/mato_grosso_do_sul;Naviraiense;mato_grosso_do_sul;-23.0618;-54.1995;Naviraí;0.0008165250595882;1;1;0;0;;;;0.0;0.0;1.0;;;
FOZ DO IGUAÇU/parana;Foz Do Iguaçu;parana;-26.2273;-51.0873;União da Vitória;0.0008154566967799;1;1;0;4;;;;1.0;1.0;3.0;;;
COMERCIAL/sao_paulo;Comercial;sao_paulo;-21.1699;-47.8099;Ribeirão Preto;0.0008083411225108;1;1;0;0;;;;0.0;0.0;1.0;;;
FLUMINENSE DE FEIRA/bahia;Fluminense De Feira;bahia;-12.2664;-38.9663;Feira de Santana;0.0008048211429747;0;2;2;2;;;;;;;1.0;0.0;1.0
JUVENTUDE/maranhao;Juventude;maranhao;-4.0417;-44.4717;São Mateus do Maranhão;0.0008042347015699;0;0;3;3;1.0;0.0;0.0;;;;;;
CARAPEBUS/rio_de_janeiro;Carapebus;rio_de_janeiro;-22.1821;-41.663;Carapebus;0.0008032490942478;1;1;0;0;;;;0.0;2.0;2.0;;;
COIMBRA/minas_gerais;Coimbra;minas_gerais;-19.9102;-43.9266;Belo Horizonte;0.0008019944283993;1;1;0;0;;;;0.0;2.0;2.0;;;
NAÇÃO/santa_catarina;Nação;santa_catarina;-26.3045;-48.8487;Joinville;0.0008019221668388;1;1;0;4;;;;1.0;1.0;3.0;;;
VITÓRIA DAS TABOCAS/pernambuco;Vitória Das Tabocas;pernambuco;-8.1136;-35.2956;Vitória de Santo Antão;0.0008014768894724;0;2;2;2;;;;;;;0.0;2.0;2.0
MINEIROS/goias;Mineiros;goias;-17.5654;-52.5537;Mineiros;0.0008003507794221;1;1;0;0;;;;0.0;0.0;0.0;;;
MADUREIRA/rio_de_janeiro;Madureira;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0007997570628567;1;1;0;0;;;;0.0;2.0;2.0;;;
CORURIPE/alagoas;Coruripe;alagoas;-10.1276;-36.1717;Coruripe;0.0007993936017373;0;2;2;2;;;;;;;1.0;0.0;3.0
CONCÓRDIA/santa_catarina;Concórdia;santa_catarina;-27.2335;-52.026;Concórdia;0.0007975224853392;1;1;0;4;;;;1.0;1.0;3.0;;;
GUARANI/minas_gerais;Guarani;minas_gerais;-20.1446;-44.8912;Divinópolis;0.0007970044541556;1;1;0;0;;;;0.0;2.0;2.0;;;
UNIÃO CACOALENSE/rondonia;União Cacoalense;rondonia;-11.4343;-61.4562;Cacoal;0.0007940553786814;0;0;1;1;0.0;2.0;2.0;;;;;;
ITAPIPOCA/ceara;Itapipoca;ceara;-3.49933;-39.5836;Itapipoca;0.0007929634302335;0;2;2;2;;;;;;;0.0;1.0;0.0
SANTA ROSA/para;Santa Rosa;para;-1.4554;-48.4898;Belém;0.0007929227759592;0;0;3;3;1.0;0.0;3.0;;;;;;
LAGUNA/rio_grande_do_norte;Laguna;rio_grande_do_norte;-6.2344;-35.0911;Tibau do Sul;0.0007881939255703;0;2;2;2;;;;;;;0.0;2.0;2.0
DORENSE/sergipe;Dorense;sergipe;-10.4854;-37.1963;Nossa Senhora das Dores;0.0007865169039196;0;2;2;2;;;;;;;1.0;0.0;3.0
GAS/roraima;Gas;roraima;2.8233;-60.675;Boa Vista;0.0007834267466984;0;0;1;1;0.0;1.0;1.0;;;;;;
CRATO/ceara;Crato;ceara;-7.2153;-39.4103;Crato;0.00078334348432;0;2;2;2;;;;;;;0.0;1.0;0.0
MARANGUAPE/ceara;Maranguape;ceara;-3.89143;-38.6829;Maranguape;0.0007830559030606;0;2;2;2;;;;;;;0.0;1.0;0.0
PICOS/piaui;Picos;piaui;-7.07721;-41.467;Picos;0.0007763037112474;0;0;3;3;1.0;0.0;0.0;;;;;;
VITÓRIA DA CONQUISTA/bahia;Vitória Da Conquista;bahia;-12.9718;-38.5011;Salvador;0.0007753463403321;0;2;2;2;;;;;;;1.0;0.0;1.0
SANTA HELENA/goias;Santa Helena;goias;-17.8115;-50.5977;Santa Helena de Goiás;0.0007736818356603;1;1;0;0;;;;0.0;0.0;0.0;;;
COLORADO CAIEIRAS/sao_paulo;Colorado Caieiras;sao_paulo;-23.3639;-46.7411;Caieiras;0.0007724526960348;1;1;0;0;;;;0.0;0.0;1.0;;;
CARLOS RENAUX/santa_catarina;Carlos Renaux;santa_catarina;-27.0977;-48.9107;Brusque;0.0007723894670025;1;1;0;4;;;;1.0;1.0;3.0;;;
SERC/mato_grosso_do_sul;Serc;mato_grosso_do_sul;-18.7836;-52.6178;Chapadão do Sul;0.0007711085393701;1;1;0;0;;;;0.0;0.0;0.0;;;
ATLÉTICO/paraiba;Atlético;paraiba;-6.59138;-37.6185;Paulista;0.0007707307223252;0;2;2;2;;;;;;;0.0;1.0;0.0
VERA CRUZ/pernambuco;Vera Cruz;pernambuco;-8.12819;-35.2976;Vitória de Santo Antão;0.0007698205424366;0;2;2;2;;;;;;;0.0;2.0;2.0
NACIONAL/parana;Nacional;parana;-25.4195;-49.2646;Curitiba;0.0007683371330468;1;1;0;4;;;;1.0;1.0;3.0;;;
AMÉRICA/goias;América;goias;-17.7334;-49.1059;Morrinhos;0.0007678461224276;1;1;0;0;;;;0.0;0.0;0.0;;;
UNIÃO DE RONDONÓPOLIS/mato_grosso;União De Rondonópolis;mato_grosso;-16.4673;-54.6372;Rondonópolis;0.0007659654766135;1;1;0;0;;;;0.0;0.0;0.0;;;
FAST CLUBE/amazonas;Fast Clube;amazonas;-3.119;-60.0217;Manaus;0.0007651273383137;0;0;1;1;0.0;1.0;1.0;;;;;;
SERRA MACAENSE/rio_de_janeiro;Serra Macaense;rio_de_janeiro;-22.3768;-41.7848;Macaé;0.0007648766438649;1;1;0;0;;;;0.0;2.0;2.0;;;
GRÊMIO MAUAENSE/sao_paulo;Grêmio Mauaense;sao_paulo;-23.6677;-46.4613;Mauá;0.0007640188711359;1;1;0;0;;;;0.0;0.0;1.0;;;
SÃO PAULO CRYSTAL/paraiba;São Paulo Crystal;paraiba;-7.1517;-35.0847;Cruz do Espírito Santo;0.0007587679021529;0;2;2;2;;;;;;;0.0;2.0;2.0
SÃO PAULO/rio_grande_do_sul;São Paulo;rio_grande_do_sul;-32.0349;-52.1071;Rio Grande;0.0007525991140481;1;1;0;4;;;;1.0;1.0;3.0;;;
SANTA CATARINA/santa_catarina;Santa Catarina;santa_catarina;-27.2156;-49.643;Rio do Sul;0.000752410467419;1;1;0;4;;;;1.0;1.0;3.0;;;
ANDRAUS/parana;Andraus;parana;-25.4578;-49.5297;Campo Largo;0.0007521009447496;1;1;0;4;;;;1.0;1.0;3.0;;;
DOM BOSCO/mato_grosso;Dom Bosco;mato_grosso;-15.601;-56.0974;Cuiabá;0.0007517220244777;1;1;0;0;;;;0.0;0.0;0.0;;;
SERTÃOZINHO/sao_paulo;Sertãozinho;sao_paulo;-21.1316;-47.9875;Sertãozinho;0.0007511032564034;1;1;0;0;;;;0.0;0.0;1.0;;;
BELA VISTA/goias;Bela Vista;goias;-16.9733;-48.9525;Bela Vista de Goiás;0.0007505785887454;1;1;0;0;;;;0.0;0.0;0.0;;;
FREI PAULISTANO/sergipe;Frei Paulistano;sergipe;-10.5513;-37.5279;Frei Paulo;0.0007504319717845;0;2;2;2;;;;;;;1.0;0.0;3.0
SANTA CRUZ/rio_grande_do_sul;Santa Cruz;rio_grande_do_sul;-29.722;-52.4343;Santa Cruz do Sul;0.0007492989182715;1;1;0;4;;;;1.0;1.0;3.0;;;
UNIÃO SÃO JOÃO/sao_paulo;União São João;sao_paulo;-22.3572;-47.3842;Araras;0.0007492686643115;1;1;0;0;;;;0.0;0.0;1.0;;;
TUPI/minas_gerais;Tupi;minas_gerais;-21.7595;-43.3398;Juiz de Fora;0.0007447730436025;1;1;0;0;;;;0.0;2.0;2.0;;;
ATLÉTICO CEARENSE/ceara;Atlético Cearense;ceara;-3.71664;-38.5423;Fortaleza;0.0007447255070539;0;2;2;2;;;;;;;0.0;1.0;0.0
PARAUAPEBAS/para;Parauapebas;para;-6.06781;-49.9037;Parauapebas;0.0007441867854349;0;0;3;3;1.0;0.0;0.0;;;;;;
PARINTINS/amazonas;Parintins;amazonas;-2.6283;-56.7358;Parintins;0.000742229608415;0;0;1;1;0.0;1.0;1.0;;;;;;
AMÉRICA T.O/minas_gerais;América T.O;minas_gerais;-19.9102;-43.9266;Belo Horizonte;0.000741853012253;1;1;0;0;;;;0.0;2.0;2.0;;;
MACAÉ/rio_de_janeiro;Macaé;rio_de_janeiro;-22.3768;-41.7848;Macaé;0.0007416975250646;1;1;0;0;;;;0.0;2.0;2.0;;;
ZINZA/rio_de_janeiro;Zinza;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.000741556105702;1;1;0;0;;;;0.0;2.0;2.0;;;
VALERIODOCE/minas_gerais;Valeriodoce;minas_gerais;-19.6239;-43.2312;Itabira;0.0007363497748823;1;1;0;0;;;;0.0;2.0;2.0;;;
JOSEENSE/sao_paulo;Joseense;sao_paulo;-23.3053;-45.9658;Jacareí;0.0007355963443542;1;1;0;0;;;;0.0;0.0;1.0;;;
PARANAVAÍ/parana;Paranavaí;parana;-23.0816;-52.4617;Paranavaí;0.0007332924897322;1;1;0;0;;;;0.0;0.0;1.0;;;
JUVENTUS JARAGUÁ/santa_catarina;Juventus Jaraguá;santa_catarina;-26.4851;-49.0713;Jaraguá do Sul;0.0007317663365158;1;1;0;4;;;;1.0;1.0;3.0;;;
SÃO CRISTÓVÃO/rio_de_janeiro;São Cristóvão;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0007301123520456;1;1;0;0;;;;0.0;2.0;2.0;;;
OSASCO AUDAX/sao_paulo;Osasco Audax;sao_paulo;-23.5324;-46.7916;Osasco;0.0007255886786679;1;1;0;0;;;;0.0;0.0;1.0;;;
RIO BRANCO/parana;Rio Branco;parana;-25.5161;-48.5225;Paranaguá;0.0007247621199163;1;1;0;4;;;;1.0;1.0;3.0;;;
OPERÁRIO/mato_grosso;Operário;mato_grosso;-15.65;-56.1325;Várzea Grande;0.0007239035968124;1;1;0;0;;;;0.0;0.0;0.0;;;
SÃO JOSEENSE/parana;São Joseense;parana;-25.5347;-49.2064;São José dos Pinhais;0.0007209907163998;1;1;0;4;;;;1.0;1.0;3.0;;;
SERRA BRANCA/paraiba;Serra Branca;paraiba;-6.88004;-38.5577;Cajazeiras;0.0007179990234484;0;2;2;2;;;;;;;0.0;1.0;0.0
