clube_id;clube;estado;lat;lon;cidade;pagerank_score;cluster_k2;cluster_k3;cluster_k4;cluster_k5;sub_cluster_m0_k2;sub_cluster_m0_k3;sub_cluster_m0_k4;sub_cluster_m1_k2;sub_cluster_m1_k3;sub_cluster_m1_k4;sub_cluster_m2_k2;sub_cluster_m2_k3;sub_cluster_m2_k4
ECUS/sao_paulo;Ecus;sao_paulo;-23.5333;-46.3106;Suzano;0.0005153343054607;1;1;0;0;;;;0.0;0.0;1.0;;;
GAVIÃO KYIKATEJÊ/para;Gavião Kyikatejê;para;-5.0424;-48.6047;Bom Jesus do Tocantins;0.0005133109751977;0;0;3;3;1.0;0.0;0.0;;;;;;
PRIMAVERA/mato_grosso;Primavera;mato_grosso;-15.5591;-54.2982;Primavera do Leste;0.000512041037735;1;1;0;0;;;;0.0;0.0;0.0;;;
NOVOPERÁRIO/mato_grosso_do_sul;Novoperário;mato_grosso_do_sul;-20.9317;-54.9614;Sidrolândia;0.0005106607015701;1;1;0;0;;;;0.0;0.0;1.0;;;
DESPORTIVO ALIANÇA/alagoas;Desportivo Aliança;alagoas;-9.405;-35.50694;Barra de Santo Antônio;0.0005103270303703;0;2;2;2;;;;;;;1.0;0.0;3.0
COMERCIAL/piaui;Comercial;piaui;-4.8217;-42.1641;Campo Maior;0.0005093319895933;0;0;3;3;1.0;0.0;0.0;;;;;;
JARAGUÁ/goias;Jaraguá;goias;-15.7529;-49.3344;Jaraguá;0.0005089157755096;1;1;0;0;;;;0.0;0.0;0.0;;;
CERES/rio_de_janeiro;Ceres;rio_de_janeiro;-22.8753;-43.4681;Rio de Janeiro;0.0005087033627072;1;1;0;0;;;;0.0;2.0;2.0;;;
SANTA MARIA/distrito_federal;Santa Maria;distrito_federal;-16.0167;-48.0167;Brasília;0.0005086003275388;1;1;0;0;;;;0.0;0.0;0.0;;;
IGREJINHA/rio_grande_do_sul;Igrejinha;rio_grande_do_sul;-29.5693;-50.7919;Igrejinha;0.0005070087755437;1;1;0;4;;;;1.0;1.0;3.0;;;
ATLÉTICO CATARINENSE/santa_catarina;Atlético Catarinense;santa_catarina;-27.6136;-48.6366;São José;0.0005069184109804;1;1;0;4;;;;1.0;1.0;3.0;;;
INTER DE MINAS/minas_gerais;Inter De Minas;minas_gerais;-20.0818;-44.5801;Itaúna;0.0005061229454318;1;1;0;0;;;;0.0;2.0;2.0;;;
SÃO PAULO/amapa;São Paulo;amapa;0.034934;-51.0694;Macapá;0.0005050206033385;0;0;3;3;1.0;0.0;3.0;;;;;;
PRUDENTÓPOLIS/parana;Prudentópolis;parana;-25.2111;-50.9754;Prudentópolis;0.0005045102129529;1;1;0;4;;;;1.0;1.0;3.0;;;
CÁCERES/mato_grosso;Cáceres;mato_grosso;-16.0764;-57.6818;Cáceres;0.0005029178446965;1;1;0;0;;;;0.0;0.0;0.0;;;
SAPUCAIENSE/rio_grande_do_sul;Sapucaiense;rio_grande_do_sul;-29.8276;-51.145;Sapucaia do Sul;0.0005021994422904;1;1;0;4;;;;1.0;1.0;3.0;;;
JAGUARÉ/espirito_santo;Jaguaré;espirito_santo;-18.907;-40.0759;Jaguaré;0.0005012887797826;1;1;0;0;;;;0.0;2.0;2.0;;;
ARARUAMA/rio_de_janeiro;Araruama;rio_de_janeiro;-22.8697;-42.3326;Araruama;0.0005009504215406;1;1;0;0;;;;0.0;2.0;2.0;;;
AMPARO/sao_paulo;Amparo;sao_paulo;-22.7033;-46.7644;Amparo;0.0004996607223646;1;1;0;0;;;;0.0;0.0;1.0;;;
PRINCESA DO SOLIMÕES/amazonas;Princesa Do Solimões;amazonas;-3.29066;-60.6216;Manacapuru;0.000499065951819;0;0;1;1;0.0;1.0;1.0;;;;;;
URUAÇU/goias;Uruaçu;goias;-14.5238;-49.1396;Uruaçu;0.0004965571542402;1;1;0;0;;;;0.0;0.0;0.0;;;
FF SPORT/alagoas;Ff Sport;alagoas;-9.3697;-36.2417;Viçosa;0.0004961448752567;0;2;2;2;;;;;;;1.0;0.0;3.0
CONCORDIA ATLÉTICO CLUBE/santa_catarina;Concordia Atlético Clube;santa_catarina;-27.2335;-52.026;Concórdia;0.0004960720842285;1;1;0;4;;;;1.0;1.0;3.0;;;
PORTUGUESA/amapa;Portuguesa;amapa;-0.0383;-51.0632;Macapá;0.0004958329561809;0;0;3;3;1.0;0.0;3.0;;;;;;
BOM JESUS/goias;Bom Jesus;goias;-18.2153;-49.9419;Bom Jesus de Goiás;0.0004953029068933;1;1;0;0;;;;0.0;0.0;0.0;;;
PETRÓPOLIS/rio_de_janeiro;Petrópolis;rio_de_janeiro;-22.505;-43.1789;Petrópolis;0.0004941559584132;1;1;0;0;;;;0.0;2.0;2.0;;;
GENUS/rondonia;Genus;rondonia;-8.7619;-63.9039;Porto Velho;0.0004938278896127;0;0;1;1;0.0;2.0;2.0;;;;;;
VILHENENSE/rondonia;Vilhenense;rondonia;-12.7502;-60.1488;Vilhena;0.0004932292843353;0;0;1;1;0.0;2.0;2.0;;;;;;
NACIONAL UBERABA/minas_gerais;Nacional Uberaba;minas_gerais;-19.7472;-47.9381;Uberaba;0.0004928709615049;1;1;0;0;;;;0.0;0.0;1.0;;;
POÇOS DE CALDAS/minas_gerais;Poços De Caldas;minas_gerais;-21.9183;-46.3843;Caldas;0.0004924624884929;1;1;0;0;;;;0.0;2.0;2.0;;;
VERA CRUZ/rio_de_janeiro;Vera Cruz;rio_de_janeiro;-23.0011;-44.3196;Angra dos Reis;0.0004922094243647;1;1;0;0;;;;0.0;2.0;2.0;;;
PORTO VELHO/rondonia;Porto Velho;rondonia;-8.76077;-63.8999;Porto Velho;0.0004916043174352;0;0;1;1;0.0;2.0;2.0;;;;;;
CRISTAL/amapa;Cristal;amapa;0.034934;-51.0694;Macapá;0.0004894840201049;0;0;3;3;1.0;0.0;3.0;;;;;;
FLUMINENSE DE JOINVILLE/santa_catarina;Fluminense De Joinville;santa_catarina;-26.3045;-48.8487;Joinville;0.000487296260486;1;1;0;4;;;;1.0;1.0;3.0;;;
QUIXADÁ/ceara;Quixadá;ceara;-4.9663;-39.0155;Quixadá;0.0004870788314778;0;2;2;2;;;;;;;0.0;1.0;0.0
QUEIMADENSE/paraiba;Queimadense;paraiba;-7.3583;-35.8953;Queimadas;0.0004857243242548;0;2;2;2;;;;;;;0.0;2.0;2.0
CRATEÚS/ceara;Crateús;ceara;-5.16768;-40.6536;Crateús;0.0004852529181635;0;0;3;3;1.0;0.0;0.0;;;;;;
BATATAIS/sao_paulo;Batatais;sao_paulo;-20.8929;-47.5921;Batatais;0.0004851849783709;1;1;0;0;;;;0.0;0.0;1.0;;;
DESPORTIVA ARACAJU/sergipe;Desportiva Aracaju;sergipe;-10.9091;-37.0677;Aracaju;0.0004847159135075;0;2;2;2;;;;;;;1.0;0.0;3.0
TIGRES DO BRASIL/rio_de_janeiro;Tigres Do Brasil;rio_de_janeiro;-22.7858;-43.3049;Duque de Caxias;0.0004786133150342;1;1;0;0;;;;0.0;2.0;2.0;;;
UNAÍ/minas_gerais;Unaí;minas_gerais;-16.3578;-46.9061;Unaí;0.000477298316711;1;1;0;0;;;;0.0;0.0;0.0;;;
SETE DE SETEMBRO/pernambuco;Sete De Setembro;pernambuco;-8.88243;-36.4966;Garanhuns;0.0004771471451253;0;2;2;2;;;;;;;1.0;0.0;3.0
PINHEIROS/espirito_santo;Pinheiros;espirito_santo;-18.4141;-40.2171;Pinheiros;0.0004758014758439;1;1;0;0;;;;0.0;2.0;2.0;;;
ATLÉTICO PATROCINENSE/minas_gerais;Atlético Patrocinense;minas_gerais;-18.9379;-46.9934;Patrocínio;0.0004753531511263;1;1;0;0;;;;0.0;0.0;1.0;;;
BARÉ/roraima;Baré;roraima;2.82384;-60.6753;Boa Vista;0.0004750147223826;0;0;1;1;0.0;1.0;1.0;;;;;;
SPARTA/tocantins;Sparta;tocantins;-7.1925;-48.2078;Araguaína;0.0004717572637843;0;0;3;3;1.0;0.0;0.0;;;;;;
CHAPADINHA/maranhao;Chapadinha;maranhao;-3.73875;-43.3538;Chapadinha;0.0004706431261585;0;0;3;3;1.0;0.0;0.0;;;;;;
GRÊMIO PAGUE MENOS/ceara;Grêmio Pague Menos;ceara;-3.71664;-38.5423;Fortaleza;0.0004690261036103;0;2;2;2;;;;;;;0.0;1.0;0.0
AT. ITAPEMIRIM/espirito_santo;At. Itapemirim;espirito_santo;-21.0095;-40.8307;Itapemirim;0.0004655014014061;1;1;0;0;;;;0.0;2.0;2.0;;;
ARAUCÁRIA/parana;Araucária;parana;-25.5917;-49.4103;Araucária;0.0004650887436952;1;1;0;4;;;;1.0;1.0;3.0;;;
BARRA MANSA/rio_de_janeiro;Barra Mansa;rio_de_janeiro;-22.5481;-44.1752;Barra Mansa;0.0004649588859004;1;1;0;0;;;;0.0;2.0;2.0;;;
VERÊ/parana;Verê;parana;-25.8772;-52.9051;Verê;0.0004645939945587;1;1;0;4;;;;1.0;1.0;3.0;;;
VIANA/maranhao;Viana;maranhao;-3.2208;-45.0022;Viana;0.0004644624506202;0;0;3;3;1.0;0.0;0.0;;;;;;
JAGUAR/pernambuco;Jaguar;pernambuco;-8.1139;-35.0153;Jaboatão dos Guararapes;0.0004627891529696;0;2;2;2;;;;;;;0.0;2.0;2.0
ATLÉTICO RORAIMA/roraima;Atlético Roraima;roraima;2.82384;-60.6753;Boa Vista;0.0004624231846993;0;0;1;1;0.0;1.0;1.0;;;;;;
BOCA JÚNIOR/sergipe;Boca Júnior;sergipe;-11.4744;-37.7553;Cristinápolis;0.0004619770242146;0;2;2;2;;;;;;;1.0;0.0;3.0
UNIÃO CENTRAL/rio_de_janeiro;União Central;rio_de_janeiro;-22.8461;-43.2778;Rio de Janeiro;0.0004612494594844;1;1;0;0;;;;0.0;2.0;2.0;;;
UNIRB/bahia;Unirb;bahia;-12.1335;-38.4208;Alagoinhas;0.0004603477287565;0;2;2;2;;;;;;;1.0;0.0;1.0
SÃO JOSÉ/amapa;São José;amapa;0.034934;-51.0694;Macapá;0.0004597864079834;0;0;3;3;1.0;0.0;3.0;;;;;;
PEDREIRA/para;Pedreira;para;-1.4554;-48.4898;Belém;0.0004580952001033;0;0;3;3;1.0;0.0;3.0;;;;;;
ALVORADA/amazonas;Alvorada;amazonas;-3.11866;-60.0212;Manaus;0.0004576409892563;0;0;1;1;0.0;1.0;1.0;;;;;;
SOCORRENSE/sergipe;Socorrense;sergipe;-10.8468;-37.1231;Nossa Senhora do Socorro;0.0004569296493423;0;2;2;2;;;;;;;1.0;0.0;3.0
MAGEENSE/rio_de_janeiro;Mageense;rio_de_janeiro;-22.6517;-43.0425;Magé;0.0004564234883818;1;1;0;0;;;;0.0;2.0;2.0;;;
LUMINENSE/maranhao;Luminense;maranhao;-2.5283;-44.1133;Paço do Lumiar;0.0004557259360051;0;0;3;3;1.0;0.0;0.0;;;;;;
ROLÂNDIA/parana;Rolândia;parana;-23.3101;-51.3659;Rolândia;0.0004554865640821;1;1;0;0;;;;0.0;0.0;1.0;;;
TIROL/ceara;Tirol;ceara;-3.7319;-38.5267;Fortaleza;0.000452684373605;0;2;2;2;;;;;;;0.0;1.0;0.0
PICUIENSE/paraiba;Picuiense;paraiba;-6.50845;-36.3497;Picuí;0.0004517544256558;0;2;2;2;;;;;;;0.0;2.0;2.0
SANTANA/amapa;Santana;amapa;-0.0583;-51.1817;Santana;0.0004483351206973;0;0;3;3;1.0;0.0;3.0;;;;;;
BOSTON CITY BRASIL/minas_gerais;Boston City Brasil;minas_gerais;-20.2575;-42.0336;Manhuaçu;0.0004476814558223;1;1;0;0;;;;0.0;2.0;2.0;;;
CLIPER/amazonas;Cliper;amazonas;-3.11866;-60.0212;Manaus;0.0004468422074693;0;0;1;1;0.0;1.0;1.0;;;;;;
SPORT BELÉM/para;Sport Belém;para;-1.4554;-48.4898;Belém;0.0004462021310853;0;0;3;3;1.0;0.0;3.0;;;;;;
RIOPARDENSE/rio_grande_do_sul;Riopardense;rio_grande_do_sul;-32.0349;-52.1071;Rio Grande;0.0004458905638916;1;1;0;4;;;;1.0;1.0;3.0;;;
VISÃO CELESTE/rio_grande_do_norte;Visão Celeste;rio_grande_do_norte;-5.79357;-35.1986;Natal;0.0004455845675444;0;2;2;2;;;;;;;0.0;2.0;2.0
MAZAGÃO/amapa;Mazagão;amapa;-0.11336;-51.2891;Mazagão;0.0004423568018691;0;0;3;3;1.0;0.0;3.0;;;;;;
UNIÃO ATLÉTICO CLUBE/tocantins;União Atlético Clube;tocantins;-7.1925;-48.2078;Araguaína;0.0004408913995791;0;0;3;3;1.0;0.0;0.0;;;;;;
PRÓSPERA/santa_catarina;Próspera;santa_catarina;-28.6723;-49.3729;Criciúma;0.0004408533401587;1;1;0;4;;;;1.0;1.0;3.0;;;
PARAENSE/para;Paraense;para;-1.36002;-48.3421;Marituba;0.0004406116065661;0;0;3;3;1.0;0.0;3.0;;;;;;
AMADENSE/sergipe;Amadense;sergipe;-11.1798;-37.9995;Tobias Barreto;0.0004405845254062;0;2;2;2;;;;;;;1.0;0.0;3.0
NOVO HORIZONTE/rio_grande_do_sul;Novo Horizonte;rio_grande_do_sul;-29.8519;-51.1825;Esteio;0.0004377076481644;1;1;0;4;;;;1.0;1.0;3.0;;;
GRÊMIO MARINGÁ/parana;Grêmio Maringá;parana;-23.4205;-51.9333;Maringá;0.0004359261990317;1;1;0;0;;;;0.0;0.0;1.0;;;
GLÓRIA/rio_grande_do_sul;Glória;rio_grande_do_sul;-28.5079;-50.9418;Vacaria;0.0004339904895161;1;1;0;4;;;;1.0;1.0;3.0;;;
GALO MARINGÁ/parana;Galo Maringá;parana;-23.4205;-51.9333;Maringá;0.0004332521144787;1;1;0;0;;;;0.0;0.0;1.0;;;
NOVA CONQUISTA/tocantins;Nova Conquista;tocantins;-10.1753;-48.8839;Paraíso do Tocantins;0.0004313380591588;0;0;3;3;1.0;0.0;0.0;;;;;;
GARIBALDI/rio_grande_do_sul;Garibaldi;rio_grande_do_sul;-29.2564;-51.5239;Garibaldi;0.0004291839879501;1;1;0;4;;;;1.0;1.0;3.0;;;
GUARANY/ceara;Guarany;ceara;-3.71664;-38.5423;Fortaleza;0.0004277218509239;0;2;2;2;;;;;;;0.0;1.0;0.0
VILA RICA/para;Vila Rica;para;-1.4554;-48.4898;Belém;0.0004249740045148;0;0;3;3;1.0;0.0;3.0;;;;;;
SPORT ATIBAIA/sao_paulo;Sport Atibaia;sao_paulo;-23.1171;-46.5563;Atibaia;0.0004237389467867;1;1;0;0;;;;0.0;0.0;1.0;;;
SANTARRITENSE/minas_gerais;Santarritense;minas_gerais;-22.2461;-45.7034;Santa Rita do Sapucaí;0.0004212761882729;1;1;0;0;;;;0.0;2.0;2.0;;;
ASSISENSE/sao_paulo;Assisense;sao_paulo;-22.66;-50.4183;Assis;0.0004202654069685;1;1;0;0;;;;0.0;0.0;1.0;;;
PORTUGUESA/mato_grosso_do_sul;Portuguesa;mato_grosso_do_sul;-20.4697;-54.6201;Campo Grande;0.0004199321095698;1;1;0;0;;;;0.0;0.0;1.0;;;
ARAGUAIA/mato_grosso;Araguaia;mato_grosso;-17.3153;-53.2181;Alto Araguaia;0.0004181619145402;1;1;0;0;;;;0.0;0.0;0.0;;;
OSVALDO CRUZ/sao_paulo;Osvaldo Cruz;sao_paulo;-21.7961;-50.8839;Osvaldo Cruz;0.000417900615995;1;1;0;0;;;;0.0;0.0;1.0;;;
JACOBINENSE/bahia;Jacobinense;bahia;-11.1812;-40.5117;Jacobina;0.0004172064260952;0;2;2;2;;;;;;;1.0;0.0;1.0
RIO GRANDE/rio_grande_do_norte;Rio Grande;rio_grande_do_norte;-5.79357;-35.1986;Natal;0.0004141806819006;0;2;2;2;;;;;;;0.0;2.0;2.0
UNIÃO MOGI/sao_paulo;União Mogi;sao_paulo;-23.5208;-46.1854;Mogi das Cruzes;0.0004119700836377;1;1;0;0;;;;0.0;0.0;1.0;;;
UNIÃO BELTRÃO/parana;União Beltrão;parana;-26.0778;-53.0514;Francisco Beltrão;0.0004115781143737;1;1;0;4;;;;1.0;1.0;3.0;;;
GRÊMIO S23/rio_grande_do_sul;Grêmio S23;rio_grande_do_sul;-29.9740266;-51.1949496;Porto Alegre;0.000410810235297;1;1;0;4;;;;1.0;1.0;3.0;;;
OLÍMPIA/sao_paulo;Olímpia;sao_paulo;-20.7366;-48.9106;Olímpia;0.0004107113418888;1;1;0;0;;;;0.0;0.0;1.0;;;
POMBAL/paraiba;Pombal;paraiba;-6.7725;-37.8011;Pombal;0.0004106641984587;0;2;2;2;;;;;;;0.0;1.0;0.0
RED BULL BRASIL/sao_paulo;Red Bull Brasil;sao_paulo;-22.9053;-47.0659;Campinas;0.0004098652247093;1;1;0;0;;;;0.0;0.0;1.0;;;
VASCO DA GAMA/acre;Vasco Da Gama;acre;-9.974;-67.8076;Rio Branco;0.0004085666510249;0;0;1;1;0.0;2.0;2.0;;;;;;
PALMEIRA DE GOIANINHA/rio_grande_do_norte;Palmeira De Goianinha;rio_grande_do_norte;-6.2675;-35.2117;Goianinha;0.0004051522888328;0;2;2;2;;;;;;;0.0;2.0;2.0
BOTAFOGO/bahia;Botafogo;bahia;-12.9718;-38.5011;Salvador;0.0004050484970573;0;2;2;2;;;;;;;1.0;0.0;1.0
OPERÁRIO CEOV/mato_grosso;Operário Ceov;mato_grosso;-15.65;-56.1325;Várzea Grande;0.0004031094661395;1;1;0;0;;;;0.0;0.0;0.0;;;
IGACI/alagoas;Igaci;alagoas;-9.5372;-36.6321;Igaci;0.0004020051666525;0;2;2;2;;;;;;;1.0;0.0;3.0
SPARTAX/paraiba;Spartax;paraiba;-7.115;-34.8631;João Pessoa;0.0004008044400143;0;2;2;2;;;;;;;0.0;2.0;2.0
CTE COLATINA/espirito_santo;Cte Colatina;espirito_santo;-19.5493;-40.6269;Colatina;0.0004005347367655;1;1;0;0;;;;0.0;2.0;2.0;;;
SANTA CRUZ RIACHUELO/sergipe;Santa Cruz Riachuelo;sergipe;-11.2659;-37.4484;Estância;0.0003982096744047;0;2;2;2;;;;;;;1.0;0.0;3.0
SÃO LUÍS/maranhao;São Luís;maranhao;-2.53874;-44.2825;São Luís;0.0003981934023049;0;0;3;3;1.0;0.0;0.0;;;;;;
BARCELONA/rio_de_janeiro;Barcelona;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0003981845962889;1;1;0;0;;;;0.0;2.0;2.0;;;
CACERENSE/mato_grosso;Cacerense;mato_grosso;-16.0764;-57.6818;Cáceres;0.0003957988419093;1;1;0;0;;;;0.0;0.0;0.0;;;
IRATY/parana;Iraty;parana;-25.4697;-50.6493;Irati;0.0003953532730092;1;1;0;4;;;;1.0;1.0;3.0;;;
BELO JARDIM/pernambuco;Belo Jardim;pernambuco;-8.3313;-36.4258;Belo Jardim;0.0003937417385057;0;2;2;2;;;;;;;0.0;2.0;2.0
FARROUPILHA/rio_grande_do_sul;Farroupilha;rio_grande_do_sul;-31.7649;-52.3371;Pelotas;0.0003934967320025;1;1;0;4;;;;1.0;1.0;3.0;;;
DIMENSÃO SAÚDE/alagoas;Dimensão Saúde;alagoas;-9.41122;-36.0736;Capela;0.0003934091799836;0;2;2;2;;;;;;;1.0;0.0;3.0
LEGIÃO/distrito_federal;Legião;distrito_federal;-15.7795;-47.9297;Brasília;0.0003925375343007;1;1;0;0;;;;0.0;0.0;0.0;;;
RED BULL BRAGANTINO II/sao_paulo;Red Bull Bragantino Ii;sao_paulo;-22.9527;-46.5419;Bragança Paulista;0.000391898101898;1;1;0;0;;;;0.0;0.0;1.0;;;
LEMENSE/sao_paulo;Lemense;sao_paulo;-22.1809;-47.3841;Leme;0.00039103602081;1;1;0;0;;;;0.0;0.0;1.0;;;
JUVENTUDE B/rio_grande_do_sul;Juventude B;rio_grande_do_sul;-29.1629;-51.1792;Caxias do Sul;0.0003908927957155;1;1;0;4;;;;1.0;1.0;3.0;;;
SPORT CAPIXABA/espirito_santo;Sport Capixaba;espirito_santo;-18.715;-40.4053;Nova Venécia;0.0003891290572393;1;1;0;0;;;;0.0;2.0;2.0;;;
ITABERAÍ/goias;Itaberaí;goias;-15.9333;-50.14;Goiás;0.0003880187828871;1;1;0;0;;;;0.0;0.0;0.0;;;
ARAPONGAS/parana;Arapongas;parana;-23.4153;-51.4259;Arapongas;0.0003872477054493;1;1;0;0;;;;0.0;0.0;1.0;;;
FLAMENGO/pernambuco;Flamengo;pernambuco;-8.04666;-34.8771;Recife;0.0003870785854999;0;2;2;2;;;;;;;0.0;2.0;2.0
FORÇA JOVEM AQUIDABÃ/sergipe;Força Jovem Aquidabã;sergipe;-10.2817;-37.0194;Aquidabã;0.000385170119441;0;2;2;2;;;;;;;1.0;0.0;3.0
JUAZEIRO/bahia;Juazeiro;bahia;-9.41622;-40.5033;Juazeiro;0.0003835549461521;0;2;2;2;;;;;;;1.0;0.0;1.0
RIOVERDENSE/goias;Rioverdense;goias;-17.7923;-50.9192;Rio Verde;0.0003830911374213;1;1;0;0;;;;0.0;0.0;0.0;;;
SÃO JOSÉ/maranhao;São José;maranhao;-2.5622;-44.0531;São José de Ribamar;0.0003821647338374;0;0;3;3;1.0;0.0;0.0;;;;;;
CEO/alagoas;Ceo;alagoas;-9.53686;-37.2971;Olho d'Água das Flores;0.0003812492335275;0;2;2;2;;;;;;;1.0;0.0;3.0
COIMBRA-MG B/minas_gerais;Coimbra-Mg B;minas_gerais;-19.9102;-43.9266;Belo Horizonte;0.0003806588493839;1;1;0;0;;;;0.0;2.0;2.0;;;
SÃO MATEUS/espirito_santo;São Mateus;espirito_santo;-18.7214;-39.8579;São Mateus;0.0003806220253779;1;1;0;0;;;;0.0;2.0;2.0;;;
PLÁCIDO DE CASTRO/acre;Plácido De Castro;acre;-10.2806;-67.1371;Plácido de Castro;0.0003802782146978;0;0;1;1;0.0;2.0;2.0;;;;;;
SANTO ÂNGELO/rio_grande_do_sul;Santo Ângelo;rio_grande_do_sul;-28.3001;-54.2668;Santo Ângelo;0.0003792629927558;1;1;0;4;;;;1.0;1.0;3.0;;;
UNIÃO/mato_grosso_do_sul;União;mato_grosso_do_sul;-19.9275;-54.3585;Bandeirantes;0.000379085862353;1;1;0;0;;;;0.0;0.0;1.0;;;
SETE DE JUNHO/sergipe;Sete De Junho;sergipe;-11.1798;-37.9995;Tobias Barreto;0.0003790459567795;0;2;2;2;;;;;;;1.0;0.0;3.0
GUARANY/rio_grande_do_sul;Guarany;rio_grande_do_sul;-28.645;-53.6048;Cruz Alta;0.0003786440836463;1;1;0;4;;;;1.0;1.0;3.0;;;
ADESG/acre;Adesg;acre;-10.1497;-67.7362;Senador Guiomard;0.0003776449687878;0;0;1;1;0.0;2.0;2.0;;;;;;
REAL/roraima;Real;roraima;1.01019;-60.0419;São Luiz;0.0003774397722197;0;0;1;1;0.0;1.0;1.0;;;;;;
UNIÃO/ceara;União;ceara;-3.71664;-38.5423;Fortaleza;0.0003773558714061;0;2;2;2;;;;;;;0.0;1.0;0.0
SERRANENSE/minas_gerais;Serranense;minas_gerais;-19.9668;-44.2008;Betim;0.0003750041800912;1;1;0;0;;;;0.0;2.0;2.0;;;
VILLA REAL/minas_gerais;Villa Real;minas_gerais;-21.6747;-45.9197;Machado;0.0003748361671906;1;1;0;0;;;;0.0;2.0;2.0;;;
PORTO/bahia;Porto;bahia;-16.4497;-39.0641;Porto Seguro;0.0003736993244452;1;1;0;0;;;;0.0;2.0;2.0;;;
FERNANDÓPOLIS/sao_paulo;Fernandópolis;sao_paulo;-20.2806;-50.2471;Fernandópolis;0.0003733363333482;1;1;0;0;;;;0.0;0.0;1.0;;;
SOCORRO/sergipe;Socorro;sergipe;-10.8468;-37.1231;Nossa Senhora do Socorro;0.0003728228224006;0;2;2;2;;;;;;;1.0;0.0;3.0
IMBITUBA/santa_catarina;Imbituba;santa_catarina;-28.2284;-48.6659;Imbituba;0.0003714991390366;1;1;0;4;;;;1.0;1.0;3.0;;;
ITABORAÍ PROFUTE/rio_de_janeiro;Itaboraí Profute;rio_de_janeiro;-22.7565;-42.8639;Itaboraí;0.0003709543878131;1;1;0;0;;;;0.0;2.0;2.0;;;
RIOSTRENSE/rio_de_janeiro;Riostrense;rio_de_janeiro;-22.5269;-41.9425;Rio das Ostras;0.0003705596402246;1;1;0;0;;;;0.0;2.0;2.0;;;
PARNAMIRIM/rio_grande_do_norte;Parnamirim;rio_grande_do_norte;-5.9158;-35.2628;Parnamirim;0.0003701445497908;0;2;2;2;;;;;;;0.0;2.0;2.0
PORTUGUESA LONDRINENSE/parana;Portuguesa Londrinense;parana;-23.304;-51.1691;Londrina;0.0003690943143535;1;1;0;0;;;;0.0;0.0;1.0;;;
NOVO ESPORTE/minas_gerais;Novo Esporte;minas_gerais;-18.5131;-41.3417;Itabirinha;0.0003690090894589;1;1;0;0;;;;0.0;2.0;2.0;;;
ATLÉTICO PERNAMBUCANO/pernambuco;Atlético Pernambucano;pernambuco;-7.8489;-35.2444;Carpina;0.0003686997619512;0;2;2;2;;;;;;;0.0;2.0;2.0
1° DE MAIO/pernambuco;1° De Maio;pernambuco;-9.38866;-40.5027;Petrolina;0.0003679438454319;0;2;2;2;;;;;;;1.0;0.0;1.0
JUVENTUS/santa_catarina;Juventus;santa_catarina;-26.4851;-49.0713;Jaraguá do Sul;0.0003668303504454;1;1;0;4;;;;1.0;1.0;3.0;;;
CAMPO MOURÃO/parana;Campo Mourão;parana;-24.0463;-52.378;Campo Mourão;0.0003661490527753;1;1;0;0;;;;0.0;0.0;1.0;;;
DOCE MEL/bahia;Doce Mel;bahia;-14.1375;-39.7375;Ipiaú;0.0003653939603925;0;2;2;2;;;;;;;1.0;0.0;1.0
FLAMENGO/sergipe;Flamengo;sergipe;-10.4854;-37.1963;Nossa Senhora das Dores;0.0003642576875906;0;2;2;2;;;;;;;1.0;0.0;3.0
MONTE RORAIMA/roraima;Monte Roraima;roraima;2.82384;-60.6753;Boa Vista;0.0003634681807947;0;0;1;1;0.0;1.0;1.0;;;;;;
CAMBÉ/parana;Cambé;parana;-23.2756;-51.2781;Cambé;0.000361132386355;1;1;0;0;;;;0.0;0.0;1.0;;;
ATLÉTICO ITAJAÍ/santa_catarina;Atlético Itajaí;santa_catarina;-26.9061;-48.6617;Itajaí;0.0003609435859956;1;1;0;4;;;;1.0;1.0;3.0;;;
PANTANAL/mato_grosso_do_sul;Pantanal;mato_grosso_do_sul;-19.0089;-57.5973;Ladário;0.0003602504376879;1;1;0;0;;;;0.0;0.0;1.0;;;
MIGUELENSE/alagoas;Miguelense;alagoas;-9.7826;-36.0886;São Miguel dos Campos;0.0003582244514445;0;2;2;2;;;;;;;1.0;0.0;3.0
FORMOSA/goias;Formosa;goias;-15.5333;-47.3333;Formosa;0.0003571785789106;1;1;0;0;;;;0.0;0.0;0.0;;;
ARUC/distrito_federal;Aruc;distrito_federal;-15.7934;-47.9406;Cruzeiro;0.0003570035494194;1;1;0;0;;;;0.0;0.0;0.0;;;
PERILIMA/paraiba;Perilima;paraiba;-7.22196;-35.8731;Campina Grande;0.0003568319573686;0;2;2;2;;;;;;;0.0;2.0;2.0
SESP SAMAMBAENSE/distrito_federal;Sesp Samambaense;distrito_federal;-15.8778;-48.0833;Samambaia;0.0003557912831092;1;1;0;0;;;;0.0;0.0;0.0;;;
BOTAFOGO PB/paraiba;Botafogo Pb;paraiba;-7.11509;-34.8641;João Pessoa;0.000354941460023;0;2;2;2;;;;;;;0.0;2.0;2.0
TIRADENTES/piaui;Tiradentes;piaui;-5.0919;-42.8033;Teresina;0.0003541496570749;0;0;3;3;1.0;0.0;0.0;;;;;;
