clube_id;lat;lon;score;cluster_k2;cluster_k3;cluster_k4;serie_d_k2;serie_d_k3;serie_d_k4
IMPÉRIO SERRANO/rio_de_janeiro;-22.9068;-43.1729;0.000677255852812;0;2;0;0;0;0
CEILANDENSE/distrito_federal;-15.8267;-48.1033;0.0006761550109924;0;1;0;1;1;1
PARATY/rio_de_janeiro;-23.2203;-44.7131;0.0006746915404607;0;2;0;0;2;0
7 DE ABRIL/rio_de_janeiro;-22.9068;-43.1729;0.0006731711870168;0;2;0;0;0;0
NITEROIENSE/rio_de_janeiro;-22.8833;-43.1036;0.0006716243632714;0;2;0;0;0;0
VILAVELHENSE/espirito_santo;-20.3297;-40.2925;0.0006684720334287;0;0;0;0;0;3
TUPY/goias;-15.8653;-50.8753;0.0006633480868848;0;1;0;1;1;1
MANTHIQUEIRA/sao_paulo;-22.8133;-45.1917;0.0006540618255784;0;2;0;0;2;2
ANGRA DOS REIS/rio_de_janeiro;-23.0067;-44.3183;0.0006433153981792;0;2;0;0;2;0
CAPIXABA/espirito_santo;-20.3155;-40.3128;0.0006369930902337;0;0;0;0;0;3
MORRINHOS/goias;-17.7317;-49.1025;0.0006230641093584;0;1;0;1;1;1
JUVENTUS/rio_de_janeiro;-22.9068;-43.1729;0.0006049514777895;0;2;0;0;0;0
APARECIDA/goias;-16.8233;-49.2442;0.000596041600081;0;1;0;1;1;1
PLANALTINA/distrito_federal;-15.6236;-47.6733;0.0005920416116143;0;1;0;1;1;1
UNIÃO LUZIENSE/minas_gerais;-19.7725;-43.8547;0.000591611747568;0;2;0;0;0;3
ITUMBIARA/goias;-18.4186;-49.2186;0.0005897383614817;0;2;0;1;1;1
SANTA CRUZ/rio_de_janeiro;-22.9068;-43.1729;0.0005890544578244;0;2;0;0;0;0
CONTAGEM/minas_gerais;-19.9319;-44.0539;0.0005877889124359;0;2;0;0;2;3
BRASÍLIA/distrito_federal;-15.7939;-47.8828;0.0005837370518805;0;1;0;1;1;1
SOBRADINHO/distrito_federal;-15.6533;-47.7975;0.0005793837795227;0;1;0;1;1;1
AE PARACATU/minas_gerais;-17.2217;-46.8756;0.0005748703516547;0;1;0;1;1;1
CRIXÁS/goias;-14.5467;-49.9733;0.0005728309781798;0;1;0;1;1;1
RIO SÃO PAULO/rio_de_janeiro;-22.9068;-43.1729;0.0005727425678917;0;2;0;0;0;0
CERRADO/goias;-16.8225;-49.2436;0.0005600281795296;0;1;0;1;1;1
SÃO CARLOS/sao_paulo;-22.0175;-47.8861;0.0005596344776364;0;2;0;1;2;2
GUARULHOS/sao_paulo;-23.4539;-46.5333;0.0005527597378612;0;2;0;0;2;2
CAAC BRASIL/rio_de_janeiro;-22.9068;-43.1729;0.0005521162376948;0;2;0;0;0;0
