clube_id;clube;lat;lon;score;cluster
SERTÃOZINHO/sao_paulo;Sertãozinho;-21.1316;-47.9875;0.000751103256403464;0
BELA VISTA/goias;Bela Vista;-16.9733;-48.9525;0.000750578588745427;0
FREI PAULISTANO/sergipe;Frei Paulistano;-10.5513;-37.5279;0.0007504319717845685;1
SANTA CRUZ/rio_grande_do_sul;Santa Cruz;-29.722;-52.4343;0.0007492989182715989;0
UNIÃO SÃO JOÃO/sao_paulo;União São João;-22.3572;-47.3842;0.0007492686643115922;0
TUPI/minas_gerais;Tupi;-21.7595;-43.3398;0.0007447730436025388;0
ATLÉTICO CEARENSE/ceara;Atlético Cearense;-3.71664;-38.5423;0.0007447255070539858;1
PARAUAPEBAS/para;Parauapebas;-6.06781;-49.9037;0.0007441867854349385;2
PARINTINS/amazonas;Parintins;-2.6283;-56.7358;0.0007422296084150965;2
AMÉRICA T.O/minas_gerais;América T.O;-19.9102;-43.9266;0.0007418530122530913;0
MACAÉ/rio_de_janeiro;Macaé;-22.3768;-41.7848;0.0007416975250646402;0
ZINZA/rio_de_janeiro;Zinza;-22.9129;-43.2003;0.0007415561057020883;0
VALERIODOCE/minas_gerais;Valeriodoce;-19.6239;-43.2312;0.0007363497748823531;0
JOSEENSE/sao_paulo;Joseense;-23.3053;-45.9658;0.0007355963443542015;0
PARANAVAÍ/parana;Paranavaí;-23.0816;-52.4617;0.0007332924897322728;0
JUVENTUS JARAGUÁ/santa_catarina;Juventus Jaraguá;-26.4851;-49.0713;0.0007317663365158458;0
SÃO CRISTÓVÃO/rio_de_janeiro;São Cristóvão;-22.9129;-43.2003;0.0007301123520456706;0
OSASCO AUDAX/sao_paulo;Osasco Audax;-23.5324;-46.7916;0.0007255886786679294;0
RIO BRANCO/parana;Rio Branco;-25.5161;-48.5225;0.0007247621199163403;0
OPERÁRIO/mato_grosso;Operário;-15.65;-56.1325;0.0007239035968124998;0
SÃO JOSEENSE/parana;São Joseense;-25.5347;-49.2064;0.0007209907163998734;0
SERRA BRANCA/paraiba;Serra Branca;-6.88004;-38.5577;0.0007179990234484042;1
IVINHEMA/mato_grosso_do_sul;Ivinhema;-22.3046;-53.8184;0.0007169147102572088;0
PATRIOTAS/parana;Patriotas;-25.4195;-49.2646;0.0007163542695117478;0
ELITE CD/rio_grande_do_sul;Elite Cd;-32.0349;-52.1071;0.0007155788224477136;0
JABAQUARA/sao_paulo;Jabaquara;-23.9535;-46.335;0.0007146040748105898;0
TAGUATINGA/distrito_federal;Taguatinga;-15.8333;-48.0569;0.0007144273093788402;0
BATALHÃO/tocantins;Batalhão;-10.1844;-48.3336;0.0007091333030901856;2
PORTO VELHO ESPORTE CLUBE/rondonia;Porto Velho Esporte Clube;-8.76077;-63.8999;0.0007088081987797482;2
RIOGRANDENSE/rio_grande_do_sul;Riograndense;-29.6868;-53.8149;0.0007082140159686193;0
ABECAT OUVIDORENSE/goias;Abecat Ouvidorense;-18.2367;-47.8389;0.0007070350932233213;0
CAMPOS/rio_de_janeiro;Campos;-21.7622;-41.3181;0.000705952040101141;0
ASEEV/goias;Aseev;-16.8317;-49.5317;0.0007048307530280674;0
TUNTUM/maranhao;Tuntum;-5.25476;-44.6444;0.0007007461342236406;1
LUZIÂNIA/goias;Luziânia;-16.253;-47.95;0.0006982895553640873;0
ESTRELA DO NORTE/espirito_santo;Estrela Do Norte;-20.8462;-41.1198;0.0006982758509332411;0
ARAGUAÍNA/tocantins;Araguaína;-7.19238;-48.2044;0.0006950185897955071;2
IZABELENSE/para;Izabelense;-1.29686;-48.1606;0.0006929357807530163;2
TOCANTINS MIRACEMA/tocantins;Tocantins Miracema;-9.56556;-48.393;0.0006920189394519588;2
SAMAMBAIA/distrito_federal;Samambaia;-15.8778;-48.0833;0.0006919840547225608;0
JATAIENSE/goias;Jataiense;-17.8784;-51.7204;0.0006915552414456811;0
PINHEIRENSE/para;Pinheirense;-1.4554;-48.4898;0.0006885553998870194;2
ORATÓRIO/amapa;Oratório;-0.0383;-51.0632;0.0006885373181046208;2
MATONENSE/sao_paulo;Matonense;-21.6025;-48.364;0.0006880999779583915;0
ÍBIS/pernambuco;Íbis;-7.9408;-34.8722;0.0006877597020244516;1
PORTO/pernambuco;Porto;-8.28455;-35.9699;0.0006864771772613304;1
ATLÉTICO/acre;Atlético;-9.974;-67.8076;0.0006845834508379647;2
RIO PRETO/sao_paulo;Rio Preto;-20.8113;-49.3758;0.000681547310147902;0
INTER DE LAGES/santa_catarina;Inter De Lages;-27.815;-50.3259;0.0006813342142250903;0
TANABI/sao_paulo;Tanabi;-20.6228;-49.6563;0.0006801985923022183;0
CA PATROCINENSE/minas_gerais;Ca Patrocinense;-18.9379;-46.9934;0.0006769557352933612;0
BÚZIOS/rio_de_janeiro;Búzios;-22.7481;-41.8817;0.0006741407177073557;0
COLO COLO/bahia;Colo Colo;-14.793;-39.046;0.0006732533712082727;1
PELOTAS/rio_grande_do_sul;Pelotas;-31.7653;-52.3375;0.0006718159442372024;0
INDEPENDENTE TUCURUÍ/para;Independente Tucuruí;-3.7664;-49.6725;0.0006713244650897226;2
ESTANCIANO/sergipe;Estanciano;-11.2659;-37.4484;0.0006657091808168982;1
PINHEIRO/maranhao;Pinheiro;-2.52224;-45.0788;0.0006620450493691749;1
CORDINO/maranhao;Cordino;-5.49682;-45.2485;0.0006597837196582033;1
BARBALHA/ceara;Barbalha;-7.2982;-39.3021;0.000659297178594118;1
CONFIANÇA/paraiba;Confiança;-7.09359;-35.228;0.0006589680316345926;1
IGUAÇU/parana;Iguaçu;-26.2273;-51.0873;0.0006572501177224261;0
ABD/goias;Abd;-15.9333;-50.14;0.0006570476585644582;0
ARRAIAL DO CABO/rio_de_janeiro;Arraial Do Cabo;-22.8697;-42.3326;0.0006543119976328483;0
FUTEBOL COM VIDA/rio_grande_do_sul;Futebol Com Vida;-30.0822;-51.0189;0.0006535656035742397;0
INDEPENDÊNCIA/acre;Independência;-9.974;-67.8076;0.000652039164594817;2
NOVA CIDADE/rio_de_janeiro;Nova Cidade;-22.8057;-43.4233;0.0006494538882910834;0
VILAVELHENSE/espirito_santo;Vilavelhense;-20.3417;-40.2875;0.0006480584241402494;0
ATLÉTICO TUBARÃO/santa_catarina;Atlético Tubarão;-28.4713;-49.0144;0.0006474981448483354;0
BARAÚNAS/rio_grande_do_norte;Baraúnas;-5.18374;-37.3474;0.0006460768555691545;1
CEILANDENSE/distrito_federal;Ceilandense;-15.8208;-48.1122;0.0006448985582928917;0
CARAVAGGIO/santa_catarina;Caravaggio;-28.6364;-49.4978;0.0006424467275871484;0
AMÉRICA/sao_paulo;América;-20.8113;-49.3758;0.0006404733297932931;0
LARANJA MECÂNICA/parana;Laranja Mecânica;-23.4144;-51.4233;0.0006403169886132379;0
ATLÉTICO PARAENSE/para;Atlético Paraense;-1.36002;-48.3421;0.0006396627467250784;2
IMPÉRIO SERRANO/rio_de_janeiro;Império Serrano;-22.9129;-43.2003;0.0006394408538768966;0
CORUMBAENSE/mato_grosso_do_sul;Corumbaense;-19.0077;-57.651;0.0006383116630150082;0
PENAROL/amazonas;Penarol;-3.13861;-58.4449;0.0006381025470646828;2
CARIRI/ceara;Cariri;-7.2372;-39.4121;0.0006379787698039904;1
PARATY/rio_de_janeiro;Paraty;-23.2178;-44.7131;0.000637427714942852;0
7 DE ABRIL/rio_de_janeiro;7 De Abril;-22.9068;-43.1729;0.0006369945334303409;0
NITEROIENSE/rio_de_janeiro;Niteroiense;-22.8832;-43.1034;0.0006355510749486299;0
RIO VERDE/goias;Rio Verde;-17.7923;-50.9192;0.0006351310798288803;0
AZURIZ/parana;Azuriz;-26.2292;-52.6706;0.0006340359480953692;0
MANTHIQUEIRA/sao_paulo;Manthiqueira;-22.8075;-45.1938;0.00063096642746126;0
COXIM/mato_grosso_do_sul;Coxim;-18.5013;-54.751;0.0006300235733681057;0
MAGUARY/pernambuco;Maguary;-8.4719;-35.7272;0.0006275094006237715;1
TUPY/goias;Tupy;-15.8653;-50.8678;0.0006268095221989117;0
OEIRENSE/piaui;Oeirense;-7.0253;-42.1311;0.0006263991880998118;1
ESMAC/para;Esmac;-1.3653;-48.3725;0.0006261673604632144;2
ARAXÁ/minas_gerais;Araxá;-19.5902;-46.9438;0.0006246938154219231;0
PSTC/parana;Pstc;-23.1811;-50.6467;0.0006228018570144597;0
ARAÇATUBA/sao_paulo;Araçatuba;-21.2076;-50.4401;0.0006216374344308106;0
BAGÉ/rio_grande_do_sul;Bagé;-31.3297;-54.0999;0.0006199752470474229;0
GUARANY DE SOBRAL/ceara;Guarany De Sobral;-3.71664;-38.5423;0.0006198076240300686;1
ANGRA DOS REIS/rio_de_janeiro;Angra Dos Reis;-23.0011;-44.3196;0.0006191451607342752;0
GUAPORÉ/rondonia;Guaporé;-11.7271;-61.7714;0.0006180690175728398;2
GRAPIÚNA/bahia;Grapiúna;-14.7876;-39.2781;0.0006172195879898566;1
AUTO ESPORTE/paraiba;Auto Esporte;-7.11509;-34.8641;0.0006130073057495136;1
GUARANI DE JUAZEIRO/ceara;Guarani De Juazeiro;-7.19621;-39.3076;0.0006115346993686405;1
CAPIXABA/espirito_santo;Capixaba;-18.715;-40.4053;0.0006114541042857051;0
UNIÃO PARAENSE/para;União Paraense;-1.36002;-48.3421;0.0006100008814224726;2
OPERÁRIO/amazonas;Operário;-3.29066;-60.6216;0.0006095941286768171;2
ITZ SPORT/maranhao;Itz Sport;-5.5264;-47.4819;0.0006092855645480283;2
GUARANI/santa_catarina;Guarani;-27.6455;-48.6697;0.0006072588651426877;0
CAPITAL/distrito_federal;Capital;-15.8222;-47.9781;0.0006060566968851571;0
SÃO FRANCISCO/acre;São Francisco;-9.974;-67.8076;0.0006054231637337458;2
BARCELONA/rondonia;Barcelona;-8.7619;-63.9039;0.0006047731353861842;2
GUARANY/alagoas;Guarany;-9.66599;-35.735;0.0006038806867193132;1
CSP/paraiba;Csp;-7.115;-34.8631;0.0006018420565560334;1
APAFUT/rio_grande_do_sul;Apafut;-29.1678;-51.1794;0.0006009919990138047;0
METROPOLITANO/santa_catarina;Metropolitano;-26.9155;-49.0709;0.0005987007214503643;0
TOLEDO/parana;Toledo;-24.7122;-53.7431;0.0005972383030687863;0
MOSSORÓ/rio_grande_do_norte;Mossoró;-5.18374;-37.3474;0.0005968139977202284;1
LEÃO DO VALE - CIANORTE/parana;Leão Do Vale - Cianorte;-23.6599;-52.6054;0.0005948696191152351;0
MORRINHOS/goias;Morrinhos;-15.9333;-50.14;0.0005938875811772198;0
MARACAJU/mato_grosso_do_sul;Maracaju;-21.6105;-55.1678;0.0005918280789768525;0
UNIÃO LUZIENSE/minas_gerais;União Luziense;-19.7697;-43.8514;0.0005909066381402753;0
BOA/minas_gerais;Boa;-21.5556;-45.4364;0.000590422837107396;0
SPORT SINOP/mato_grosso;Sport Sinop;-11.8604;-55.5091;0.000589383274354644;2
QFC/rio_grande_do_norte;Qfc;-5.9158;-35.2628;0.0005889850791002148;1
DECISÃO/pernambuco;Decisão;-8.47163;-35.7292;0.0005886985364552965;1
POTYGUAR SERIDOENSE/rio_grande_do_norte;Potyguar Seridoense;-6.25484;-36.5146;0.0005877420552395854;1
AE PARACATU/minas_gerais;Ae Paracatu;-17.2222;-46.8744;0.0005861840818734541;0
ESPORTIVO/rio_grande_do_sul;Esportivo;-29.1706;-51.52;0.0005860009751056688;0
ARAGUACEMA/tocantins;Araguacema;-9.1131;-49.5636;0.0005853748050190676;2
SORRISO/mato_grosso;Sorriso;-12.5425;-55.7211;0.0005786133409998772;2
CORISABBÁ/piaui;Corisabbá;-6.77182;-43.0241;0.0005761974911662291;1
CR AQUIDAUANA/mato_grosso_do_sul;Cr Aquidauana;-20.4714;-55.7872;0.0005734943059161586;0
BATAGUASSU/mato_grosso_do_sul;Bataguassu;-21.7144;-52.4228;0.0005734943059161586;0
JUVENTUS/rio_de_janeiro;Juventus;-22.9129;-43.2003;0.0005711771422039415;0
INDEPENDENTE/sergipe;Independente;-10.7417;-37.8108;0.0005695002767394313;1
MARUINENSE/sergipe;Maruinense;-10.7308;-37.0856;0.0005679664542364267;1
FLAMENGO/piaui;Flamengo;-5.09194;-42.8034;0.0005674374095592872;1
ATLÉTICO CENTRAL/sergipe;Atlético Central;-10.91;-37.0317;0.000566496608700009;1
GUARAÍ/tocantins;Guaraí;-8.83543;-48.5114;0.0005648521166215189;2
SOBRADINHO/distrito_federal;Sobradinho;-15.6517;-47.7853;0.0005638253423948804;0
PASSO FUNDO/rio_grande_do_sul;Passo Fundo;-28.2576;-52.4091;0.0005631257918969773;0
APARECIDA/goias;Aparecida;-16.8228;-49.2436;0.0005628156877175996;0
BRASÍLIA/distrito_federal;Brasília;-15.7795;-47.9297;0.000561734364639483;0
AÇÃO/mato_grosso;Ação;-15.8656;-56.0767;0.0005612890019595298;0
PLANALTINA/distrito_federal;Planaltina;-15.452;-47.6089;0.0005611989395850689;0
CONTAGEM/minas_gerais;Contagem;-19.9391;-44.0531;0.0005601086963179259;0
SANTOS/para;Santos;-1.8842;-48.7686;0.0005599704918651429;2
SINOP/mato_grosso;Sinop;-11.8604;-55.5091;0.0005589621191552138;2
TIRADENTES/ceara;Tiradentes;-3.71664;-38.5423;0.0005577328944455095;1
ITUMBIARA/goias;Itumbiara;-18.4093;-49.2158;0.0005576718012692191;0
SANTA CRUZ/rio_de_janeiro;Santa Cruz;-22.9129;-43.2003;0.0005563862584547439;0
GALÍCIA/bahia;Galícia;-12.9718;-38.5011;0.0005561466428226846;1
POCONÉ/mato_grosso;Poconé;-15.4608;-55.7497;0.0005558182662646201;0
CAÇADOR/santa_catarina;Caçador;-26.7757;-51.012;0.0005556254766728892;0
BLUMENAU/santa_catarina;Blumenau;-26.9155;-49.0709;0.0005546124527984126;0
CENTRO LIMOEIRENSE/pernambuco;Centro Limoeirense;-7.8726;-35.4402;0.0005537863213898682;1
YPIRANGA/pernambuco;Ypiranga;-7.94802;-36.2061;0.000551198422096129;1
ACADEMIA/mato_grosso;Academia;-16.4673;-54.6372;0.0005504125727826663;0
RIO SÃO PAULO/rio_de_janeiro;Rio São Paulo;-22.9129;-43.2003;0.0005469972652871082;0
FORÇA E LUZ/rio_grande_do_norte;Força E Luz;-5.7945;-35.2119;0.0005466980357959046;1
JACOBINA/bahia;Jacobina;-11.1811;-40.5181;0.0005458813026955039;1
PENEDENSE/alagoas;Penedense;-10.2874;-36.5819;0.0005457920641873752;1
CARUARU CITY/pernambuco;Caruaru City;-8.28455;-35.9699;0.0005454334043601303;1
AD CARMÓPOLIS/sergipe;Ad Carmópolis;-10.6449;-36.9887;0.0005432282312289578;1
DESPORTIVA GUARABIRA/paraiba;Desportiva Guarabira;-6.85064;-35.485;0.0005432187875190082;1
PIAUÍ/piaui;Piauí;-5.09194;-42.8034;0.00054085875915585;1
IPOJUCA/pernambuco;Ipojuca;-8.39303;-35.0609;0.0005402579496243095;1
CRIXÁS/goias;Crixás;-14.5489;-49.9692;0.0005399528721131702;2
FONTE NOVA/para;Fonte Nova;-1.05109;-46.6147;0.0005386469088853299;2
ITUPIRANGA/para;Itupiranga;-5.13272;-49.3358;0.0005381164949871991;2
PACATUBA/ceara;Pacatuba;-3.9784;-38.6183;0.0005368885935153742;1
SÃO CARLOS/sao_paulo;São Carlos;-22.0174;-47.886;0.0005366156906999354;0
AMÉRICA DE PEDRINHAS/sergipe;América De Pedrinhas;-10.2138;-36.8442;0.0005337339610584017;1
RIO NEGRO/amazonas;Rio Negro;-3.11866;-60.0212;0.0005322917168462839;2
CARAJÁS/para;Carajás;-6.06781;-49.9037;0.0005316153733147312;2
CANINDÉ/sergipe;Canindé;-9.6436;-37.7886;0.0005308043372427289;1
GUARULHOS/sao_paulo;Guarulhos;-23.4538;-46.5333;0.0005294518446720261;0
APUCARANA SPORTS/parana;Apucarana Sports;-23.5511;-51.4614;0.0005292455803403065;0
TAPAJÓS/para;Tapajós;-2.43849;-54.6996;0.0005285648579077779;2
TUPAN/maranhao;Tupan;-2.53874;-44.2825;0.0005285211859047967;1
CERRADO/goias;Cerrado;-16.8198;-49.2469;0.0005282520044735984;0
NÁUTICO/roraima;Náutico;1.82766;-61.1304;0.0005276826730928642;2
AVENIDA/rio_grande_do_sul;Avenida;-29.722;-52.4343;0.0005273497923300733;0
ESPORTE/paraiba;Esporte;-6.59138;-37.6185;0.0005269932993790116;1
AFOGADOS/pernambuco;Afogados;-7.74312;-37.631;0.0005240177398000017;1
ARUKO/parana;Aruko;-23.4205;-51.9333;0.0005236902561180463;0
CAAC BRASIL/rio_de_janeiro;Caac Brasil;-22.9129;-43.2003;0.000521290608042486;0
BOQUINHENSE/sergipe;Boquinhense;-11.1397;-37.6195;0.000520790728087265;1
AMÉRICA/pernambuco;América;-8.04666;-34.8771;0.0005189106049036588;1
ATLÉTICO CARIOCA/rio_de_janeiro;Atlético Carioca;-22.8268;-43.0634;0.0005174642956715551;0
BATEL/parana;Batel;-25.3902;-51.4623;0.0005168632420701005;0
ATLHETIC CE/minas_gerais;Atlhetic Ce;-21.1353;-44.2614;0.0005166818190539437;0
ITARARÉ/sao_paulo;Itararé;-24.1114;-49.3331;0.0005165605059331083;0
TUPÃ/sao_paulo;Tupã;-21.9347;-50.5136;0.0005164812816141634;0
GUARANY DE BAGÉ/rio_grande_do_sul;Guarany De Bagé;-31.3297;-54.0999;0.000515617185078999;0
ECUS/sao_paulo;Ecus;-23.5333;-46.3106;0.0005153343054607335;0
GAVIÃO KYIKATEJÊ/para;Gavião Kyikatejê;-5.0424;-48.6047;0.0005133109751977497;2
PRIMAVERA/mato_grosso;Primavera;-15.5591;-54.2982;0.0005120410377350805;0
NOVOPERÁRIO/mato_grosso_do_sul;Novoperário;-20.9317;-54.9614;0.0005106607015701313;0
DESPORTIVO ALIANÇA/alagoas;Desportivo Aliança;-9.405;-35.50694;0.0005103270303703792;1
COMERCIAL/piaui;Comercial;-4.8217;-42.1641;0.0005093319895933501;1
JARAGUÁ/goias;Jaraguá;-15.7529;-49.3344;0.0005089157755096862;0
CERES/rio_de_janeiro;Ceres;-22.8753;-43.4681;0.0005087033627072915;0
SANTA MARIA/distrito_federal;Santa Maria;-16.0167;-48.0167;0.0005086003275388697;0
IGREJINHA/rio_grande_do_sul;Igrejinha;-29.5693;-50.7919;0.0005070087755437309;0
ATLÉTICO CATARINENSE/santa_catarina;Atlético Catarinense;-27.6136;-48.6366;0.0005069184109804516;0
INTER DE MINAS/minas_gerais;Inter De Minas;-20.0818;-44.5801;0.000506122945431839;0
SÃO PAULO/amapa;São Paulo;0.034934;-51.0694;0.0005050206033385958;2
PRUDENTÓPOLIS/parana;Prudentópolis;-25.2111;-50.9754;0.0005045102129529439;0
CÁCERES/mato_grosso;Cáceres;-16.0764;-57.6818;0.0005029178446965593;0
SAPUCAIENSE/rio_grande_do_sul;Sapucaiense;-29.8276;-51.145;0.0005021994422904254;0
JAGUARÉ/espirito_santo;Jaguaré;-18.907;-40.0759;0.0005012887797826283;0
ARARUAMA/rio_de_janeiro;Araruama;-22.8697;-42.3326;0.0005009504215406341;0
AMPARO/sao_paulo;Amparo;-22.7033;-46.7644;0.0004996607223646237;0
PRINCESA DO SOLIMÕES/amazonas;Princesa Do Solimões;-3.29066;-60.6216;0.0004990659518190148;2
URUAÇU/goias;Uruaçu;-14.5238;-49.1396;0.0004965571542402137;2
FF SPORT/alagoas;Ff Sport;-9.3697;-36.2417;0.0004961448752567192;1
CONCORDIA ATLÉTICO CLUBE/santa_catarina;Concordia Atlético Clube;-27.2335;-52.026;0.0004960720842285275;0
PORTUGUESA/amapa;Portuguesa;-0.0383;-51.0632;0.0004958329561809221;2
BOM JESUS/goias;Bom Jesus;-18.2153;-49.9419;0.0004953029068933525;0
PETRÓPOLIS/rio_de_janeiro;Petrópolis;-22.505;-43.1789;0.0004941559584132863;0
GENUS/rondonia;Genus;-8.7619;-63.9039;0.0004938278896127118;2
VILHENENSE/rondonia;Vilhenense;-12.7502;-60.1488;0.0004932292843353872;2
NACIONAL UBERABA/minas_gerais;Nacional Uberaba;-19.7472;-47.9381;0.0004928709615049999;0
POÇOS DE CALDAS/minas_gerais;Poços De Caldas;-21.9183;-46.3843;0.0004924624884929203;0
VERA CRUZ/rio_de_janeiro;Vera Cruz;-23.0011;-44.3196;0.0004922094243647043;0
PORTO VELHO/rondonia;Porto Velho;-8.76077;-63.8999;0.0004916043174352446;2
CRISTAL/amapa;Cristal;0.034934;-51.0694;0.0004894840201049522;2
FLUMINENSE DE JOINVILLE/santa_catarina;Fluminense De Joinville;-26.3045;-48.8487;0.00048729626048602795;0
QUIXADÁ/ceara;Quixadá;-4.9663;-39.0155;0.0004870788314778598;1
QUEIMADENSE/paraiba;Queimadense;-7.3583;-35.8953;0.00048572432425485505;1
CRATEÚS/ceara;Crateús;-5.16768;-40.6536;0.0004852529181635897;1
BATATAIS/sao_paulo;Batatais;-20.8929;-47.5921;0.0004851849783709792;0
DESPORTIVA ARACAJU/sergipe;Desportiva Aracaju;-10.9091;-37.0677;0.00048471591350759404;1
TIGRES DO BRASIL/rio_de_janeiro;Tigres Do Brasil;-22.7858;-43.3049;0.0004786133150342051;0
UNAÍ/minas_gerais;Unaí;-16.3578;-46.9061;0.0004772983167110799;0
SETE DE SETEMBRO/pernambuco;Sete De Setembro;-8.88243;-36.4966;0.0004771471451253571;1
PINHEIROS/espirito_santo;Pinheiros;-18.4141;-40.2171;0.00047580147584397304;0
ATLÉTICO PATROCINENSE/minas_gerais;Atlético Patrocinense;-18.9379;-46.9934;0.0004753531511263613;0
BARÉ/roraima;Baré;2.82384;-60.6753;0.0004750147223826582;2
SPARTA/tocantins;Sparta;-7.1925;-48.2078;0.00047175726378431324;2
CHAPADINHA/maranhao;Chapadinha;-3.73875;-43.3538;0.00047064312615854474;1
GRÊMIO PAGUE MENOS/ceara;Grêmio Pague Menos;-3.71664;-38.5423;0.0004690261036103189;1
AT. ITAPEMIRIM/espirito_santo;At. Itapemirim;-21.0095;-40.8307;0.00046550140140614996;0
ARAUCÁRIA/parana;Araucária;-25.5917;-49.4103;0.00046508874369521316;0
BARRA MANSA/rio_de_janeiro;Barra Mansa;-22.5481;-44.1752;0.00046495888590048645;0
VERÊ/parana;Verê;-25.8772;-52.9051;0.00046459399455874993;0
VIANA/maranhao;Viana;-3.2208;-45.0022;0.0004644624506202111;1
JAGUAR/pernambuco;Jaguar;-8.1139;-35.0153;0.00046278915296966625;1
ATLÉTICO RORAIMA/roraima;Atlético Roraima;2.82384;-60.6753;0.00046242318469933027;2
BOCA JÚNIOR/sergipe;Boca Júnior;-11.4744;-37.7553;0.00046197702421461114;1
UNIÃO CENTRAL/rio_de_janeiro;União Central;-22.8461;-43.2778;0.000461249459484427;0
UNIRB/bahia;Unirb;-12.1335;-38.4208;0.00046034772875650073;1
SÃO JOSÉ/amapa;São José;0.034934;-51.0694;0.00045978640798349844;2
PEDREIRA/para;Pedreira;-1.4554;-48.4898;0.0004580952001033482;2
ALVORADA/amazonas;Alvorada;-3.11866;-60.0212;0.00045764098925634334;2
SOCORRENSE/sergipe;Socorrense;-10.8468;-37.1231;0.0004569296493423399;1
MAGEENSE/rio_de_janeiro;Mageense;-22.6517;-43.0425;0.00045642348838186107;0
LUMINENSE/maranhao;Luminense;-2.5283;-44.1133;0.00045572593600511557;1
ROLÂNDIA/parana;Rolândia;-23.3101;-51.3659;0.00045548656408210824;0
TIROL/ceara;Tirol;-3.7319;-38.5267;0.00045268437360505647;1
PICUIENSE/paraiba;Picuiense;-6.50845;-36.3497;0.0004517544256558791;1
SANTANA/amapa;Santana;-0.0583;-51.1817;0.0004483351206973242;2
BOSTON CITY BRASIL/minas_gerais;Boston City Brasil;-20.2575;-42.0336;0.00044768145582230244;0
CLIPER/amazonas;Cliper;-3.11866;-60.0212;0.00044684220746932213;2
SPORT BELÉM/para;Sport Belém;-1.4554;-48.4898;0.0004462021310853262;2
RIOPARDENSE/rio_grande_do_sul;Riopardense;-32.0349;-52.1071;0.0004458905638916132;0
VISÃO CELESTE/rio_grande_do_norte;Visão Celeste;-5.79357;-35.1986;0.0004455845675444245;1
MAZAGÃO/amapa;Mazagão;-0.11336;-51.2891;0.0004423568018691326;2
UNIÃO ATLÉTICO CLUBE/tocantins;União Atlético Clube;-7.1925;-48.2078;0.0004408913995791483;2
PRÓSPERA/santa_catarina;Próspera;-28.6723;-49.3729;0.00044085334015878076;0
PARAENSE/para;Paraense;-1.36002;-48.3421;0.00044061160656613915;2
AMADENSE/sergipe;Amadense;-11.1798;-37.9995;0.000440584525406282;1
NOVO HORIZONTE/rio_grande_do_sul;Novo Horizonte;-29.8519;-51.1825;0.0004377076481644391;0
GRÊMIO MARINGÁ/parana;Grêmio Maringá;-23.4205;-51.9333;0.000435926199031776;0
GLÓRIA/rio_grande_do_sul;Glória;-28.5079;-50.9418;0.00043399048951615774;0
GALO MARINGÁ/parana;Galo Maringá;-23.4205;-51.9333;0.0004332521144787303;0
NOVA CONQUISTA/tocantins;Nova Conquista;-10.1753;-48.8839;0.00043133805915881204;2
GARIBALDI/rio_grande_do_sul;Garibaldi;-29.2564;-51.5239;0.0004291839879501208;0
GUARANY/ceara;Guarany;-3.71664;-38.5423;0.00042772185092392805;1
VILA RICA/para;Vila Rica;-1.4554;-48.4898;0.0004249740045148418;2
SPORT ATIBAIA/sao_paulo;Sport Atibaia;-23.1171;-46.5563;0.0004237389467867031;0
SANTARRITENSE/minas_gerais;Santarritense;-22.2461;-45.7034;0.00042127618827290437;0
ASSISENSE/sao_paulo;Assisense;-22.66;-50.4183;0.00042026540696853446;0
PORTUGUESA/mato_grosso_do_sul;Portuguesa;-20.4697;-54.6201;0.0004199321095698607;0
ARAGUAIA/mato_grosso;Araguaia;-17.3153;-53.2181;0.0004181619145402932;0
OSVALDO CRUZ/sao_paulo;Osvaldo Cruz;-21.7961;-50.8839;0.0004179006159950317;0
JACOBINENSE/bahia;Jacobinense;-11.1812;-40.5117;0.00041720642609529397;1
RIO GRANDE/rio_grande_do_norte;Rio Grande;-5.79357;-35.1986;0.0004141806819006194;1
UNIÃO MOGI/sao_paulo;União Mogi;-23.5208;-46.1854;0.0004119700836377029;0
UNIÃO BELTRÃO/parana;União Beltrão;-26.0778;-53.0514;0.00041157811437373196;0
GRÊMIO S23/rio_grande_do_sul;Grêmio S23;-29.9740266;-51.1949496;0.0004108102352970481;0
OLÍMPIA/sao_paulo;Olímpia;-20.7366;-48.9106;0.0004107113418888703;0
POMBAL/paraiba;Pombal;-6.7725;-37.8011;0.0004106641984587049;1
RED BULL BRASIL/sao_paulo;Red Bull Brasil;-22.9053;-47.0659;0.00040986522470934145;0
VASCO DA GAMA/acre;Vasco Da Gama;-9.974;-67.8076;0.00040856665102495385;2
PALMEIRA DE GOIANINHA/rio_grande_do_norte;Palmeira De Goianinha;-6.2675;-35.2117;0.00040515228883289867;1
BOTAFOGO/bahia;Botafogo;-12.9718;-38.5011;0.00040504849705738383;1
OPERÁRIO CEOV/mato_grosso;Operário Ceov;-15.65;-56.1325;0.000403109466139538;0
IGACI/alagoas;Igaci;-9.5372;-36.6321;0.0004020051666525231;1
SPARTAX/paraiba;Spartax;-7.115;-34.8631;0.00040080444001439996;1
CTE COLATINA/espirito_santo;Cte Colatina;-19.5493;-40.6269;0.00040053473676550323;0
SANTA CRUZ RIACHUELO/sergipe;Santa Cruz Riachuelo;-11.2659;-37.4484;0.0003982096744047902;1
SÃO LUÍS/maranhao;São Luís;-2.53874;-44.2825;0.00039819340230498894;1
BARCELONA/rio_de_janeiro;Barcelona;-22.9129;-43.2003;0.00039818459628890713;0
CACERENSE/mato_grosso;Cacerense;-16.0764;-57.6818;0.000395798841909317;0
