clube_id;lat;lon;score;cluster_k2;cluster_k3;cluster_k4
NOVA MUTUM/mato_grosso;-13.8294;-56.0814;0.0011369985424231617;0;1;1
NACIONAL/amazonas;-3.119;-60.0217;0.0011366121655720636;1;1;1
CABOFRIENSE/rio_de_janeiro;-22.8814;-42.025;0.0011348023731454508;0;2;0
BOAVISTA/rio_de_janeiro;-22.9247;-42.5086;0.0011272860756729843;0;2;0
CATANDUVA/sao_paulo;-21.1358;-48.9753;0.0011246407459963512;0;2;2
HERCÍLIO LUZ/santa_catarina;-28.4762;-49.0044;0.001122562477145958;0;2;2
FALCON/sergipe;-10.9083;-37.0333;0.0011195665665387408;1;0;3
MARACANÃ/ceara;-3.8775;-38.6236;0.0011188919265609448;1;0;3
BARRA/sergipe;-10.9056;-37.0389;0.0011175922767659517;1;0;3
GRÊMIO ANÁPOLIS/goias;-16.3286;-48.9533;0.001111054644867029;0;1;0
CALDENSE/minas_gerais;-21.7847;-46.5633;0.001110755557832957;0;2;0
PORTO VITÓRIA/espirito_santo;-20.3155;-40.3128;0.0011086523118395196;0;0;0
UNIVASSOURAS ARTSUL/rio_de_janeiro;-22.755;-43.453;0.001106230349166458;0;2;0
VOCEM/sao_paulo;-22.6617;-50.4136;0.001101508953333373;0;2;2
GOIANÉSIA/goias;-15.3167;-49.1256;0.001096049944051766;0;1;0
CRUZEIRO/rio_grande_do_sul;-29.9514;-51.0925;0.0010882232971535972;0;2;2
AIMORÉ/rio_grande_do_sul;-29.7573;-51.1467;0.0010864994352364954;0;2;2
CA PATROCINENSE/minas_gerais;-18.9417;-46.9936;0.0010840541029451462;0;2;0
SÃO BORJA/rio_grande_do_sul;-28.6556;-56.0017;0.0010826225868784602;0;2;2
CAUCAIA/ceara;-3.7361;-38.6531;0.0010783067835094264;1;0;3
FRANCANA/sao_paulo;-20.5383;-47.4008;0.0010751196305051084;0;2;0
NOROESTE/sao_paulo;-22.3145;-49.0588;0.0010710718542369627;0;2;2
CA VOTUPORANGUENSE/sao_paulo;-20.4236;-49.9775;0.0010707796119236782;0;2;2
CRAC/goias;-18.1636;-47.9458;0.0010689956562675328;0;2;0
