clube_id;clube;estado;lat;lon;cidade;pagerank_score;cluster_k2;cluster_k3;cluster_k4;cluster_k5
POTYGUAR SERIDOENSE/rio_grande_do_norte;Potyguar Seridoense;rio_grande_do_norte;-6.25484;-36.5146;Currais Novos;0.0005877420552395854;0;2;2;2
AE PARACATU/minas_gerais;Ae Paracatu;minas_gerais;-17.2222;-46.8744;Paracatu;0.0005861840818734541;1;1;0;0
ESPORTIVO/rio_grande_do_sul;Esportivo;rio_grande_do_sul;-29.1706;-51.52;Bento Gonçalves;0.0005860009751056688;1;1;0;4
ARAGUACEMA/tocantins;Araguacema;tocantins;-9.1131;-49.5636;Araguacema;0.0005853748050190676;0;0;3;3
SORRISO/mato_grosso;Sorriso;mato_grosso;-12.5425;-55.7211;Sorriso;0.0005786133409998772;1;1;0;0
CORISABBÁ/piaui;Corisabbá;piaui;-6.77182;-43.0241;Floriano;0.0005761974911662291;0;0;3;3
CR AQUIDAUANA/mato_grosso_do_sul;Cr Aquidauana;mato_grosso_do_sul;-20.4714;-55.7872;Aquidauana;0.0005734943059161586;1;1;0;0
BATAGUASSU/mato_grosso_do_sul;Bataguassu;mato_grosso_do_sul;-21.7144;-52.4228;Bataguassu;0.0005734943059161586;1;1;0;0
JUVENTUS/rio_de_janeiro;Juventus;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0005711771422039415;1;1;0;0
INDEPENDENTE/sergipe;Independente;sergipe;-10.7417;-37.8108;Simão Dias;0.0005695002767394313;0;2;2;2
MARUINENSE/sergipe;Maruinense;sergipe;-10.7308;-37.0856;Maruim;0.0005679664542364267;0;2;2;2
FLAMENGO/piaui;Flamengo;piaui;-5.09194;-42.8034;Teresina;0.0005674374095592872;0;0;3;3
ATLÉTICO CENTRAL/sergipe;Atlético Central;sergipe;-10.91;-37.0317;Barra dos Coqueiros;0.000566496608700009;0;2;2;2
GUARAÍ/tocantins;Guaraí;tocantins;-8.83543;-48.5114;Guaraí;0.0005648521166215189;0;0;3;3
SOBRADINHO/distrito_federal;Sobradinho;distrito_federal;-15.6517;-47.7853;Sobradinho;0.0005638253423948804;1;1;0;0
PASSO FUNDO/rio_grande_do_sul;Passo Fundo;rio_grande_do_sul;-28.2576;-52.4091;Passo Fundo;0.0005631257918969773;1;1;0;4
APARECIDA/goias;Aparecida;goias;-16.8228;-49.2436;Aparecida de Goiânia;0.0005628156877175996;1;1;0;0
BRASÍLIA/distrito_federal;Brasília;distrito_federal;-15.7795;-47.9297;Brasília;0.000561734364639483;1;1;0;0
AÇÃO/mato_grosso;Ação;mato_grosso;-15.8656;-56.0767;Santo Antônio de Leverger;0.0005612890019595298;1;1;0;0
PLANALTINA/distrito_federal;Planaltina;distrito_federal;-15.452;-47.6089;Planaltina;0.0005611989395850689;1;1;0;0
CONTAGEM/minas_gerais;Contagem;minas_gerais;-19.9391;-44.0531;Contagem;0.0005601086963179259;1;1;0;0
SANTOS/para;Santos;para;-1.8842;-48.7686;Moju;0.0005599704918651429;0;0;3;3
SINOP/mato_grosso;Sinop;mato_grosso;-11.8604;-55.5091;Sinop;0.0005589621191552138;1;1;0;0
TIRADENTES/ceara;Tiradentes;ceara;-3.71664;-38.5423;Fortaleza;0.0005577328944455095;0;2;2;2
ITUMBIARA/goias;Itumbiara;goias;-18.4093;-49.2158;Itumbiara;0.0005576718012692191;1;1;0;0
SANTA CRUZ/rio_de_janeiro;Santa Cruz;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0005563862584547439;1;1;0;0
GALÍCIA/bahia;Galícia;bahia;-12.9718;-38.5011;Salvador;0.0005561466428226846;0;2;2;2
POCONÉ/mato_grosso;Poconé;mato_grosso;-15.4608;-55.7497;Chapada dos Guimarães;0.0005558182662646201;1;1;0;0
CAÇADOR/santa_catarina;Caçador;santa_catarina;-26.7757;-51.012;Caçador;0.0005556254766728892;1;1;0;4
BLUMENAU/santa_catarina;Blumenau;santa_catarina;-26.9155;-49.0709;Blumenau;0.0005546124527984126;1;1;0;4
CENTRO LIMOEIRENSE/pernambuco;Centro Limoeirense;pernambuco;-7.8726;-35.4402;Limoeiro;0.0005537863213898682;0;2;2;2
YPIRANGA/pernambuco;Ypiranga;pernambuco;-7.94802;-36.2061;Santa Cruz do Capibaribe;0.000551198422096129;0;2;2;2
ACADEMIA/mato_grosso;Academia;mato_grosso;-16.4673;-54.6372;Rondonópolis;0.0005504125727826663;1;1;0;0
RIO SÃO PAULO/rio_de_janeiro;Rio São Paulo;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0005469972652871082;1;1;0;0
FORÇA E LUZ/rio_grande_do_norte;Força E Luz;rio_grande_do_norte;-5.7945;-35.2119;Natal;0.0005466980357959046;0;2;2;2
JACOBINA/bahia;Jacobina;bahia;-11.1811;-40.5181;Jacobina;0.0005458813026955039;0;2;2;2
PENEDENSE/alagoas;Penedense;alagoas;-10.2874;-36.5819;Penedo;0.0005457920641873752;0;2;2;2
CARUARU CITY/pernambuco;Caruaru City;pernambuco;-8.28455;-35.9699;Caruaru;0.0005454334043601303;0;2;2;2
AD CARMÓPOLIS/sergipe;Ad Carmópolis;sergipe;-10.6449;-36.9887;Carmópolis;0.0005432282312289578;0;2;2;2
DESPORTIVA GUARABIRA/paraiba;Desportiva Guarabira;paraiba;-6.85064;-35.485;Guarabira;0.0005432187875190082;0;2;2;2
PIAUÍ/piaui;Piauí;piaui;-5.09194;-42.8034;Teresina;0.00054085875915585;0;0;3;3
IPOJUCA/pernambuco;Ipojuca;pernambuco;-8.39303;-35.0609;Ipojuca;0.0005402579496243095;0;2;2;2
CRIXÁS/goias;Crixás;goias;-14.5489;-49.9692;Crixás;0.0005399528721131702;1;1;0;0
FONTE NOVA/para;Fonte Nova;para;-1.05109;-46.6147;Augusto Corrêa;0.0005386469088853299;0;0;3;3
ITUPIRANGA/para;Itupiranga;para;-5.13272;-49.3358;Itupiranga;0.0005381164949871991;0;0;3;3
PACATUBA/ceara;Pacatuba;ceara;-3.9784;-38.6183;Pacatuba;0.0005368885935153742;0;2;2;2
SÃO CARLOS/sao_paulo;São Carlos;sao_paulo;-22.0174;-47.886;São Carlos;0.0005366156906999354;1;1;0;0
AMÉRICA DE PEDRINHAS/sergipe;América De Pedrinhas;sergipe;-10.2138;-36.8442;Propriá;0.0005337339610584017;0;2;2;2
RIO NEGRO/amazonas;Rio Negro;amazonas;-3.11866;-60.0212;Manaus;0.0005322917168462839;0;0;1;1
CARAJÁS/para;Carajás;para;-6.06781;-49.9037;Parauapebas;0.0005316153733147312;0;0;3;3
CANINDÉ/sergipe;Canindé;sergipe;-9.6436;-37.7886;Canindé de São Francisco;0.0005308043372427289;0;2;2;2
GUARULHOS/sao_paulo;Guarulhos;sao_paulo;-23.4538;-46.5333;Guarulhos;0.0005294518446720261;1;1;0;0
APUCARANA SPORTS/parana;Apucarana Sports;parana;-23.5511;-51.4614;Apucarana;0.0005292455803403065;1;1;0;0
TAPAJÓS/para;Tapajós;para;-2.43849;-54.6996;Santarém;0.0005285648579077779;0;0;3;3
TUPAN/maranhao;Tupan;maranhao;-2.53874;-44.2825;São Luís;0.0005285211859047967;0;0;3;3
CERRADO/goias;Cerrado;goias;-16.8198;-49.2469;Aparecida de Goiânia;0.0005282520044735984;1;1;0;0
NÁUTICO/roraima;Náutico;roraima;1.82766;-61.1304;Caracaraí;0.0005276826730928642;0;0;1;1
AVENIDA/rio_grande_do_sul;Avenida;rio_grande_do_sul;-29.722;-52.4343;Santa Cruz do Sul;0.0005273497923300733;1;1;0;4
ESPORTE/paraiba;Esporte;paraiba;-6.59138;-37.6185;Paulista;0.0005269932993790116;0;2;2;2
AFOGADOS/pernambuco;Afogados;pernambuco;-7.74312;-37.631;Afogados da Ingazeira;0.0005240177398000017;0;2;2;2
ARUKO/parana;Aruko;parana;-23.4205;-51.9333;Maringá;0.0005236902561180463;1;1;0;0
CAAC BRASIL/rio_de_janeiro;Caac Brasil;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.000521290608042486;1;1;0;0
BOQUINHENSE/sergipe;Boquinhense;sergipe;-11.1397;-37.6195;Boquim;0.000520790728087265;0;2;2;2
AMÉRICA/pernambuco;América;pernambuco;-8.04666;-34.8771;Recife;0.0005189106049036588;0;2;2;2
ATLÉTICO CARIOCA/rio_de_janeiro;Atlético Carioca;rio_de_janeiro;-22.8268;-43.0634;São Gonçalo;0.0005174642956715551;1;1;0;0
BATEL/parana;Batel;parana;-25.3902;-51.4623;Guarapuava;0.0005168632420701005;1;1;0;4
ATLHETIC CE/minas_gerais;Atlhetic Ce;minas_gerais;-21.1353;-44.2614;São João del-Rei;0.0005166818190539437;1;1;0;0
ITARARÉ/sao_paulo;Itararé;sao_paulo;-24.1114;-49.3331;Itararé;0.0005165605059331083;1;1;0;0
TUPÃ/sao_paulo;Tupã;sao_paulo;-21.9347;-50.5136;Tupã;0.0005164812816141634;1;1;0;0
GUARANY DE BAGÉ/rio_grande_do_sul;Guarany De Bagé;rio_grande_do_sul;-31.3297;-54.0999;Bagé;0.000515617185078999;1;1;0;4
ECUS/sao_paulo;Ecus;sao_paulo;-23.5333;-46.3106;Suzano;0.0005153343054607335;1;1;0;0
GAVIÃO KYIKATEJÊ/para;Gavião Kyikatejê;para;-5.0424;-48.6047;Bom Jesus do Tocantins;0.0005133109751977497;0;0;3;3
PRIMAVERA/mato_grosso;Primavera;mato_grosso;-15.5591;-54.2982;Primavera do Leste;0.0005120410377350805;1;1;0;0
NOVOPERÁRIO/mato_grosso_do_sul;Novoperário;mato_grosso_do_sul;-20.9317;-54.9614;Sidrolândia;0.0005106607015701313;1;1;0;0
DESPORTIVO ALIANÇA/alagoas;Desportivo Aliança;alagoas;-9.405;-35.50694;Barra de Santo Antônio;0.0005103270303703792;0;2;2;2
COMERCIAL/piaui;Comercial;piaui;-4.8217;-42.1641;Campo Maior;0.0005093319895933501;0;0;3;3
JARAGUÁ/goias;Jaraguá;goias;-15.7529;-49.3344;Jaraguá;0.0005089157755096862;1;1;0;0
CERES/rio_de_janeiro;Ceres;rio_de_janeiro;-22.8753;-43.4681;Rio de Janeiro;0.0005087033627072915;1;1;0;0
SANTA MARIA/distrito_federal;Santa Maria;distrito_federal;-16.0167;-48.0167;Brasília;0.0005086003275388697;1;1;0;0
IGREJINHA/rio_grande_do_sul;Igrejinha;rio_grande_do_sul;-29.5693;-50.7919;Igrejinha;0.0005070087755437309;1;1;0;4
ATLÉTICO CATARINENSE/santa_catarina;Atlético Catarinense;santa_catarina;-27.6136;-48.6366;São José;0.0005069184109804516;1;1;0;4
INTER DE MINAS/minas_gerais;Inter De Minas;minas_gerais;-20.0818;-44.5801;Itaúna;0.000506122945431839;1;1;0;0
SÃO PAULO/amapa;São Paulo;amapa;0.034934;-51.0694;Macapá;0.0005050206033385958;0;0;3;3
PRUDENTÓPOLIS/parana;Prudentópolis;parana;-25.2111;-50.9754;Prudentópolis;0.0005045102129529439;1;1;0;4
CÁCERES/mato_grosso;Cáceres;mato_grosso;-16.0764;-57.6818;Cáceres;0.0005029178446965593;1;1;0;0
SAPUCAIENSE/rio_grande_do_sul;Sapucaiense;rio_grande_do_sul;-29.8276;-51.145;Sapucaia do Sul;0.0005021994422904254;1;1;0;4
JAGUARÉ/espirito_santo;Jaguaré;espirito_santo;-18.907;-40.0759;Jaguaré;0.0005012887797826283;1;1;0;0
ARARUAMA/rio_de_janeiro;Araruama;rio_de_janeiro;-22.8697;-42.3326;Araruama;0.0005009504215406341;1;1;0;0
AMPARO/sao_paulo;Amparo;sao_paulo;-22.7033;-46.7644;Amparo;0.0004996607223646237;1;1;0;0
PRINCESA DO SOLIMÕES/amazonas;Princesa Do Solimões;amazonas;-3.29066;-60.6216;Manacapuru;0.0004990659518190148;0;0;1;1
URUAÇU/goias;Uruaçu;goias;-14.5238;-49.1396;Uruaçu;0.0004965571542402137;1;1;0;0
FF SPORT/alagoas;Ff Sport;alagoas;-9.3697;-36.2417;Viçosa;0.0004961448752567192;0;2;2;2
CONCORDIA ATLÉTICO CLUBE/santa_catarina;Concordia Atlético Clube;santa_catarina;-27.2335;-52.026;Concórdia;0.0004960720842285275;1;1;0;4
PORTUGUESA/amapa;Portuguesa;amapa;-0.0383;-51.0632;Macapá;0.0004958329561809221;0;0;3;3
BOM JESUS/goias;Bom Jesus;goias;-18.2153;-49.9419;Bom Jesus de Goiás;0.0004953029068933525;1;1;0;0
PETRÓPOLIS/rio_de_janeiro;Petrópolis;rio_de_janeiro;-22.505;-43.1789;Petrópolis;0.0004941559584132863;1;1;0;0
GENUS/rondonia;Genus;rondonia;-8.7619;-63.9039;Porto Velho;0.0004938278896127118;0;0;1;1
VILHENENSE/rondonia;Vilhenense;rondonia;-12.7502;-60.1488;Vilhena;0.0004932292843353872;0;0;1;1
NACIONAL UBERABA/minas_gerais;Nacional Uberaba;minas_gerais;-19.7472;-47.9381;Uberaba;0.0004928709615049999;1;1;0;0
POÇOS DE CALDAS/minas_gerais;Poços De Caldas;minas_gerais;-21.9183;-46.3843;Caldas;0.0004924624884929203;1;1;0;0
VERA CRUZ/rio_de_janeiro;Vera Cruz;rio_de_janeiro;-23.0011;-44.3196;Angra dos Reis;0.0004922094243647043;1;1;0;0
PORTO VELHO/rondonia;Porto Velho;rondonia;-8.76077;-63.8999;Porto Velho;0.0004916043174352446;0;0;1;1
CRISTAL/amapa;Cristal;amapa;0.034934;-51.0694;Macapá;0.0004894840201049522;0;0;3;3
FLUMINENSE DE JOINVILLE/santa_catarina;Fluminense De Joinville;santa_catarina;-26.3045;-48.8487;Joinville;0.00048729626048602795;1;1;0;4
QUIXADÁ/ceara;Quixadá;ceara;-4.9663;-39.0155;Quixadá;0.0004870788314778598;0;2;2;2
QUEIMADENSE/paraiba;Queimadense;paraiba;-7.3583;-35.8953;Queimadas;0.00048572432425485505;0;2;2;2
CRATEÚS/ceara;Crateús;ceara;-5.16768;-40.6536;Crateús;0.0004852529181635897;0;0;3;3
BATATAIS/sao_paulo;Batatais;sao_paulo;-20.8929;-47.5921;Batatais;0.0004851849783709792;1;1;0;0
DESPORTIVA ARACAJU/sergipe;Desportiva Aracaju;sergipe;-10.9091;-37.0677;Aracaju;0.00048471591350759404;0;2;2;2
TIGRES DO BRASIL/rio_de_janeiro;Tigres Do Brasil;rio_de_janeiro;-22.7858;-43.3049;Duque de Caxias;0.0004786133150342051;1;1;0;0
UNAÍ/minas_gerais;Unaí;minas_gerais;-16.3578;-46.9061;Unaí;0.0004772983167110799;1;1;0;0
SETE DE SETEMBRO/pernambuco;Sete De Setembro;pernambuco;-8.88243;-36.4966;Garanhuns;0.0004771471451253571;0;2;2;2
PINHEIROS/espirito_santo;Pinheiros;espirito_santo;-18.4141;-40.2171;Pinheiros;0.00047580147584397304;1;1;0;0
ATLÉTICO PATROCINENSE/minas_gerais;Atlético Patrocinense;minas_gerais;-18.9379;-46.9934;Patrocínio;0.0004753531511263613;1;1;0;0
BARÉ/roraima;Baré;roraima;2.82384;-60.6753;Boa Vista;0.0004750147223826582;0;0;1;1
SPARTA/tocantins;Sparta;tocantins;-7.1925;-48.2078;Araguaína;0.00047175726378431324;0;0;3;3
CHAPADINHA/maranhao;Chapadinha;maranhao;-3.73875;-43.3538;Chapadinha;0.00047064312615854474;0;0;3;3
GRÊMIO PAGUE MENOS/ceara;Grêmio Pague Menos;ceara;-3.71664;-38.5423;Fortaleza;0.0004690261036103189;0;2;2;2
AT. ITAPEMIRIM/espirito_santo;At. Itapemirim;espirito_santo;-21.0095;-40.8307;Itapemirim;0.00046550140140614996;1;1;0;0
ARAUCÁRIA/parana;Araucária;parana;-25.5917;-49.4103;Araucária;0.00046508874369521316;1;1;0;4
BARRA MANSA/rio_de_janeiro;Barra Mansa;rio_de_janeiro;-22.5481;-44.1752;Barra Mansa;0.00046495888590048645;1;1;0;0
VERÊ/parana;Verê;parana;-25.8772;-52.9051;Verê;0.00046459399455874993;1;1;0;4
VIANA/maranhao;Viana;maranhao;-3.2208;-45.0022;Viana;0.0004644624506202111;0;0;3;3
JAGUAR/pernambuco;Jaguar;pernambuco;-8.1139;-35.0153;Jaboatão dos Guararapes;0.00046278915296966625;0;2;2;2
ATLÉTICO RORAIMA/roraima;Atlético Roraima;roraima;2.82384;-60.6753;Boa Vista;0.00046242318469933027;0;0;1;1
BOCA JÚNIOR/sergipe;Boca Júnior;sergipe;-11.4744;-37.7553;Cristinápolis;0.00046197702421461114;0;2;2;2
UNIÃO CENTRAL/rio_de_janeiro;União Central;rio_de_janeiro;-22.8461;-43.2778;Rio de Janeiro;0.000461249459484427;1;1;0;0
UNIRB/bahia;Unirb;bahia;-12.1335;-38.4208;Alagoinhas;0.00046034772875650073;0;2;2;2
SÃO JOSÉ/amapa;São José;amapa;0.034934;-51.0694;Macapá;0.00045978640798349844;0;0;3;3
PEDREIRA/para;Pedreira;para;-1.4554;-48.4898;Belém;0.0004580952001033482;0;0;3;3
ALVORADA/amazonas;Alvorada;amazonas;-3.11866;-60.0212;Manaus;0.00045764098925634334;0;0;1;1
SOCORRENSE/sergipe;Socorrense;sergipe;-10.8468;-37.1231;Nossa Senhora do Socorro;0.0004569296493423399;0;2;2;2
MAGEENSE/rio_de_janeiro;Mageense;rio_de_janeiro;-22.6517;-43.0425;Magé;0.00045642348838186107;1;1;0;0
LUMINENSE/maranhao;Luminense;maranhao;-2.5283;-44.1133;Paço do Lumiar;0.00045572593600511557;0;0;3;3
ROLÂNDIA/parana;Rolândia;parana;-23.3101;-51.3659;Rolândia;0.00045548656408210824;1;1;0;0
TIROL/ceara;Tirol;ceara;-3.7319;-38.5267;Fortaleza;0.00045268437360505647;0;2;2;2
PICUIENSE/paraiba;Picuiense;paraiba;-6.50845;-36.3497;Picuí;0.0004517544256558791;0;2;2;2
SANTANA/amapa;Santana;amapa;-0.0583;-51.1817;Santana;0.0004483351206973242;0;0;3;3
BOSTON CITY BRASIL/minas_gerais;Boston City Brasil;minas_gerais;-20.2575;-42.0336;Manhuaçu;0.00044768145582230244;1;1;0;0
CLIPER/amazonas;Cliper;amazonas;-3.11866;-60.0212;Manaus;0.00044684220746932213;0;0;1;1
SPORT BELÉM/para;Sport Belém;para;-1.4554;-48.4898;Belém;0.0004462021310853262;0;0;3;3
RIOPARDENSE/rio_grande_do_sul;Riopardense;rio_grande_do_sul;-32.0349;-52.1071;Rio Grande;0.0004458905638916132;1;1;0;4
VISÃO CELESTE/rio_grande_do_norte;Visão Celeste;rio_grande_do_norte;-5.79357;-35.1986;Natal;0.0004455845675444245;0;2;2;2
MAZAGÃO/amapa;Mazagão;amapa;-0.11336;-51.2891;Mazagão;0.0004423568018691326;0;0;3;3
UNIÃO ATLÉTICO CLUBE/tocantins;União Atlético Clube;tocantins;-7.1925;-48.2078;Araguaína;0.0004408913995791483;0;0;3;3
PRÓSPERA/santa_catarina;Próspera;santa_catarina;-28.6723;-49.3729;Criciúma;0.00044085334015878076;1;1;0;4
PARAENSE/para;Paraense;para;-1.36002;-48.3421;Marituba;0.00044061160656613915;0;0;3;3
AMADENSE/sergipe;Amadense;sergipe;-11.1798;-37.9995;Tobias Barreto;0.000440584525406282;0;2;2;2
NOVO HORIZONTE/rio_grande_do_sul;Novo Horizonte;rio_grande_do_sul;-29.8519;-51.1825;Esteio;0.0004377076481644391;1;1;0;4
GRÊMIO MARINGÁ/parana;Grêmio Maringá;parana;-23.4205;-51.9333;Maringá;0.000435926199031776;1;1;0;0
GLÓRIA/rio_grande_do_sul;Glória;rio_grande_do_sul;-28.5079;-50.9418;Vacaria;0.00043399048951615774;1;1;0;4
GALO MARINGÁ/parana;Galo Maringá;parana;-23.4205;-51.9333;Maringá;0.0004332521144787303;1;1;0;0
NOVA CONQUISTA/tocantins;Nova Conquista;tocantins;-10.1753;-48.8839;Paraíso do Tocantins;0.00043133805915881204;0;0;3;3
GARIBALDI/rio_grande_do_sul;Garibaldi;rio_grande_do_sul;-29.2564;-51.5239;Garibaldi;0.0004291839879501208;1;1;0;4
GUARANY/ceara;Guarany;ceara;-3.71664;-38.5423;Fortaleza;0.00042772185092392805;0;2;2;2
VILA RICA/para;Vila Rica;para;-1.4554;-48.4898;Belém;0.0004249740045148418;0;0;3;3
SPORT ATIBAIA/sao_paulo;Sport Atibaia;sao_paulo;-23.1171;-46.5563;Atibaia;0.0004237389467867031;1;1;0;0
SANTARRITENSE/minas_gerais;Santarritense;minas_gerais;-22.2461;-45.7034;Santa Rita do Sapucaí;0.00042127618827290437;1;1;0;0
ASSISENSE/sao_paulo;Assisense;sao_paulo;-22.66;-50.4183;Assis;0.00042026540696853446;1;1;0;0
PORTUGUESA/mato_grosso_do_sul;Portuguesa;mato_grosso_do_sul;-20.4697;-54.6201;Campo Grande;0.0004199321095698607;1;1;0;0
ARAGUAIA/mato_grosso;Araguaia;mato_grosso;-17.3153;-53.2181;Alto Araguaia;0.0004181619145402932;1;1;0;0
OSVALDO CRUZ/sao_paulo;Osvaldo Cruz;sao_paulo;-21.7961;-50.8839;Osvaldo Cruz;0.0004179006159950317;1;1;0;0
JACOBINENSE/bahia;Jacobinense;bahia;-11.1812;-40.5117;Jacobina;0.00041720642609529397;0;2;2;2
RIO GRANDE/rio_grande_do_norte;Rio Grande;rio_grande_do_norte;-5.79357;-35.1986;Natal;0.0004141806819006194;0;2;2;2
UNIÃO MOGI/sao_paulo;União Mogi;sao_paulo;-23.5208;-46.1854;Mogi das Cruzes;0.0004119700836377029;1;1;0;0
UNIÃO BELTRÃO/parana;União Beltrão;parana;-26.0778;-53.0514;Francisco Beltrão;0.00041157811437373196;1;1;0;4
GRÊMIO S23/rio_grande_do_sul;Grêmio S23;rio_grande_do_sul;-29.9740266;-51.1949496;Porto Alegre;0.0004108102352970481;1;1;0;4
OLÍMPIA/sao_paulo;Olímpia;sao_paulo;-20.7366;-48.9106;Olímpia;0.0004107113418888703;1;1;0;0
POMBAL/paraiba;Pombal;paraiba;-6.7725;-37.8011;Pombal;0.0004106641984587049;0;2;2;2
RED BULL BRASIL/sao_paulo;Red Bull Brasil;sao_paulo;-22.9053;-47.0659;Campinas;0.00040986522470934145;1;1;0;0
VASCO DA GAMA/acre;Vasco Da Gama;acre;-9.974;-67.8076;Rio Branco;0.00040856665102495385;0;0;1;1
PALMEIRA DE GOIANINHA/rio_grande_do_norte;Palmeira De Goianinha;rio_grande_do_norte;-6.2675;-35.2117;Goianinha;0.00040515228883289867;0;2;2;2
BOTAFOGO/bahia;Botafogo;bahia;-12.9718;-38.5011;Salvador;0.00040504849705738383;0;2;2;2
OPERÁRIO CEOV/mato_grosso;Operário Ceov;mato_grosso;-15.65;-56.1325;Várzea Grande;0.000403109466139538;1;1;0;0
IGACI/alagoas;Igaci;alagoas;-9.5372;-36.6321;Igaci;0.0004020051666525231;0;2;2;2
SPARTAX/paraiba;Spartax;paraiba;-7.115;-34.8631;João Pessoa;0.00040080444001439996;0;2;2;2
CTE COLATINA/espirito_santo;Cte Colatina;espirito_santo;-19.5493;-40.6269;Colatina;0.00040053473676550323;1;1;0;0
SANTA CRUZ RIACHUELO/sergipe;Santa Cruz Riachuelo;sergipe;-11.2659;-37.4484;Estância;0.0003982096744047902;0;2;2;2
SÃO LUÍS/maranhao;São Luís;maranhao;-2.53874;-44.2825;São Luís;0.00039819340230498894;0;0;3;3
BARCELONA/rio_de_janeiro;Barcelona;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.00039818459628890713;1;1;0;0
CACERENSE/mato_grosso;Cacerense;mato_grosso;-16.0764;-57.6818;Cáceres;0.000395798841909317;1;1;0;0
IRATY/parana;Iraty;parana;-25.4697;-50.6493;Irati;0.0003953532730092183;1;1;0;4
BELO JARDIM/pernambuco;Belo Jardim;pernambuco;-8.3313;-36.4258;Belo Jardim;0.000393741738505721;0;2;2;2
FARROUPILHA/rio_grande_do_sul;Farroupilha;rio_grande_do_sul;-31.7649;-52.3371;Pelotas;0.0003934967320025951;1;1;0;4
DIMENSÃO SAÚDE/alagoas;Dimensão Saúde;alagoas;-9.41122;-36.0736;Capela;0.00039340917998363797;0;2;2;2
LEGIÃO/distrito_federal;Legião;distrito_federal;-15.7795;-47.9297;Brasília;0.0003925375343007439;1;1;0;0
RED BULL BRAGANTINO II/sao_paulo;Red Bull Bragantino Ii;sao_paulo;-22.9527;-46.5419;Bragança Paulista;0.0003918981018980566;1;1;0;0
LEMENSE/sao_paulo;Lemense;sao_paulo;-22.1809;-47.3841;Leme;0.00039103602081000047;1;1;0;0
JUVENTUDE B/rio_grande_do_sul;Juventude B;rio_grande_do_sul;-29.1629;-51.1792;Caxias do Sul;0.0003908927957155024;1;1;0;4
SPORT CAPIXABA/espirito_santo;Sport Capixaba;espirito_santo;-18.715;-40.4053;Nova Venécia;0.00038912905723930286;1;1;0;0
ITABERAÍ/goias;Itaberaí;goias;-15.9333;-50.14;Goiás;0.000388018782887165;1;1;0;0
ARAPONGAS/parana;Arapongas;parana;-23.4153;-51.4259;Arapongas;0.0003872477054493507;1;1;0;0
FLAMENGO/pernambuco;Flamengo;pernambuco;-8.04666;-34.8771;Recife;0.00038707858549998444;0;2;2;2
FORÇA JOVEM AQUIDABÃ/sergipe;Força Jovem Aquidabã;sergipe;-10.2817;-37.0194;Aquidabã;0.0003851701194410762;0;2;2;2
JUAZEIRO/bahia;Juazeiro;bahia;-9.41622;-40.5033;Juazeiro;0.0003835549461521228;0;2;2;2
RIOVERDENSE/goias;Rioverdense;goias;-17.7923;-50.9192;Rio Verde;0.0003830911374213384;1;1;0;0
SÃO JOSÉ/maranhao;São José;maranhao;-2.5622;-44.0531;São José de Ribamar;0.0003821647338374843;0;0;3;3
CEO/alagoas;Ceo;alagoas;-9.53686;-37.2971;Olho d'Água das Flores;0.0003812492335275508;0;2;2;2
COIMBRA-MG B/minas_gerais;Coimbra-Mg B;minas_gerais;-19.9102;-43.9266;Belo Horizonte;0.0003806588493839672;1;1;0;0
SÃO MATEUS/espirito_santo;São Mateus;espirito_santo;-18.7214;-39.8579;São Mateus;0.0003806220253779439;1;1;0;0
PLÁCIDO DE CASTRO/acre;Plácido De Castro;acre;-10.2806;-67.1371;Plácido de Castro;0.00038027821469784724;0;0;1;1
SANTO ÂNGELO/rio_grande_do_sul;Santo Ângelo;rio_grande_do_sul;-28.3001;-54.2668;Santo Ângelo;0.00037926299275584086;1;1;0;4
UNIÃO/mato_grosso_do_sul;União;mato_grosso_do_sul;-19.9275;-54.3585;Bandeirantes;0.00037908586235307884;1;1;0;0
SETE DE JUNHO/sergipe;Sete De Junho;sergipe;-11.1798;-37.9995;Tobias Barreto;0.0003790459567795224;0;2;2;2
GUARANY/rio_grande_do_sul;Guarany;rio_grande_do_sul;-28.645;-53.6048;Cruz Alta;0.0003786440836463424;1;1;0;4
ADESG/acre;Adesg;acre;-10.1497;-67.7362;Senador Guiomard;0.0003776449687878662;0;0;1;1
REAL/roraima;Real;roraima;1.01019;-60.0419;São Luiz;0.00037743977221978836;0;0;1;1
UNIÃO/ceara;União;ceara;-3.71664;-38.5423;Fortaleza;0.00037735587140613405;0;2;2;2
SERRANENSE/minas_gerais;Serranense;minas_gerais;-19.9668;-44.2008;Betim;0.0003750041800912351;1;1;0;0
VILLA REAL/minas_gerais;Villa Real;minas_gerais;-21.6747;-45.9197;Machado;0.00037483616719068624;1;1;0;0
PORTO/bahia;Porto;bahia;-16.4497;-39.0641;Porto Seguro;0.00037369932444528077;1;1;0;0
FERNANDÓPOLIS/sao_paulo;Fernandópolis;sao_paulo;-20.2806;-50.2471;Fernandópolis;0.0003733363333482181;1;1;0;0
SOCORRO/sergipe;Socorro;sergipe;-10.8468;-37.1231;Nossa Senhora do Socorro;0.00037282282240067445;0;2;2;2
