clube;uf;pagerank_score
Sul América;AM;0.0002990871832687
Rondoniense;RO;0.0002977746642868
Hope Internacional;PR;0.0002945981740409
Internacional B;RS;0.0002945480278599
Porto;SC;0.000294048238439
Sãojoseense;PR;0.000293802262962
Brazlândia;DF;0.0002928764556463
Gel;ES;0.0002926638899936
Pires Do Rio;GO;0.0002908529372639
Mesquita;RJ;0.0002902322421845
Cdc Da Amazônia;AM;0.0002881675269203
Independente;RJ;0.0002879942860938
Riachuelo;RN;0.0002857126822915
Ser Cruz Alta;RS;0.0002853169877039
Tianguá;CE;0.0002851526519174
Riacho City;DF;0.0002835732517681
Queimados;RJ;0.0002829768001052
Andradina;SP;0.0002815577086173
Femar;PB;0.0002808735162064
Serrano;PB;0.0002800341929696
Urumajó;PA;0.0002791943309804
Central Paraíso;TO;0.000278387172854
Feirense;BA;0.000277475060514
Jaraguá;SC;0.0002755757316465
Pontaporanense;MS;0.0002743730765759
Atibaia;SP;0.0002738589051413
Brasil De Farroupilha;RS;0.0002724500864705
União Atlética Araguainense;TO;0.0002712967701212
Lago Verde;MA;0.0002711095703897
Araguaia De Palmas;TO;0.0002706967607811
Royal;GO;0.0002695389206835
Lagoa;AP;0.0002683605253098
Independente;PA;0.0002680006117134
Canaã;BA;0.0002673483253732
Patrocinense;MG;0.0002662946042127
Juventus De Minas Novas;MG;0.0002659290751552
Marau;RS;0.0002651430909326
Terra E Mar;CE;0.0002637093162346
Itarema;CE;0.0002626094142705
River;RR;0.0002624238242577
Rb Do Norte;AM;0.0002621220915629
Mogi Mirim;SP;0.0002609036987273
Pedra Branca;SC;0.0002605633252608
Tupy;ES;0.0002597917863533
Latitude Zero;AP;0.0002597668866571
Atlético Amazonense;AM;0.0002596718727212
Juara;MT;0.0002596692224371
Atlético Cerrado;TO;0.0002592366061897
Campo Novo;MT;0.0002584137384874
Sabugy;PB;0.0002583456562181
Leônico;BA;0.0002582177169426
Flamengo De Guanambi;BA;0.0002577212798194
Coritiba B;PR;0.0002575160232098
Passos;MG;0.0002574673758194
Rolim De Moura;RO;0.0002560497610786
São Gabriel;MS;0.0002552618358663
Caiçara;PI;0.0002544153234285
Sampaio;RR;0.0002542245060103
Navegantes;SC;0.0002522556104105
Nova Prata;RS;0.0002508562197188
Independente De Rio Verde;GO;0.0002491553614527
Atlético Mogi;SP;0.0002491213420826
Botafogo;SE;0.0002489383344725
Fortaleza B;CE;0.0002484725417707
Cap De Uberlândia;MG;0.0002480658466907
Atlético De Cajazeiras;PB;0.0002480381613798
Miramar;PB;0.0002478385038604
Atlético Batistense;SC;0.0002468253377185
Três Passos;RS;0.0002463300097081
Pesqueira;PE;0.0002461187159614
Sabiá;MA;0.0002459257206931
Canário;AP;0.0002450624744176
Bare;AP;0.0002412998813338
Belenense;PA;0.0002406723730956
Rondonópolis;MT;0.0002401524134601
Brasilis;SP;0.0002387146245953
União De Palmas;TO;0.000236770650157
Chapecoense B;SC;0.0002365930953173
Prs;RS;0.0002359731703442
Americano;MA;0.0002359567634187
Betis;MG;0.0002359103204726
G.A.S;RR;0.0002358529126094
Ypiranga;BA;0.0002353389043398
Tesla;PA;0.0002347958345861
Adec;AP;0.0002338911489438
Marajó;PA;0.0002332375182232
Duque Caxiense;RJ;0.0002328410647762
Aliança;CE;0.0002328401278029
Pimentense;RO;0.0002320236525886
Sete;AM;0.0002313571292975
Potengi;RN;0.000230750986818
Paraíso;TO;0.0002296004398745
União Frederiquense;RS;0.0002291939147676
Paraíba Do Sul;RJ;0.0002283943199375
Crb B;AL;0.0002262279023912
Osasco;SP;0.0002259329531413
Três Lagoas;MS;0.0002256268368795
Figueirense;MG;0.0002251915612177
Atlético Bacabal;MA;0.0002250863516452
Teresina;PI;0.0002241589014682
Botafogo;GO;0.0002238131443465
7 De Setembro;MS;0.0002234679341695
Calouros Do Ar;CE;0.000223456667373
Atlético;RS;0.0002234436455229
Ceará B;CE;0.0002229363287688
Bréscia;RJ;0.0002226630341917
Ferroviário;PI;0.0002206007498158
Oeste Brasil;PR;0.0002202315445967
Grêmio Osasco;SP;0.0002185018196868
Clube 1992;RS;0.0002173131706679
Itacoatiara;AM;0.0002164778764903
Rio Branco Sport Club;PR;0.0002145920274955
União Inhumas;GO;0.0002143858759216
Votuporanguense;SP;0.000212066804436
City London;PR;0.0002114723206753
União Harmonia;RS;0.0002113730749633
Comercial De Três Lagoas;MS;0.000211147989749
Tubarão;SC;0.0002110689068887
Elosport Capão Bonito;SP;0.0002105960169567
Csa B;AL;0.0002093382307782
Librade;AM;0.0002093162991538
Santa Cruz;MT;0.0002091807899812
Guajará;RO;0.0002084330581176
Santa Cruz;AC;0.0002081700049555
Canoinhas;SC;0.0002080298660495
Águia De Cumaru;PE;0.0002078254027157
Bela Vista;RJ;0.0002070316348435
Criciúma B;SC;0.0002067889217258
Barreiros;PE;0.00020307018238
Canaã;DF;0.00020138285502
Timbaúba;PE;0.0002011822241803
Athletico Paranaense B;PR;0.0002009953575026
Grecal;PR;0.0002000615528273
Cuiabá B;MT;0.000199498082287
Arsenal;TO;0.000199171793397
Camaçariense;BA;0.0001988890134906
Moreninhas;MS;0.0001968979380849
Taveirópolis;MS;0.0001964093183414
Atlético;MT;0.0001962936223683
Sporting Maracanã;PA;0.0001959985426181
Vila Real;CE;0.00019565785422
Taquarussú;TO;0.0001939919100209
Santa Fé;PE;0.0001926989477079
Dínamo;AL;0.000191114006585
Araguari;MG;0.0001901092813237
Expressinho;MA;0.0001895655364044
Anjos Do Céu;CE;0.000189395797025
São Gabriel;RS;0.0001888870267277
Cotinguiba;SE;0.0001883874985145
Pirapora;MG;0.0001881063050051
Nova Andradina;MS;0.0001870009316186
São José De Itaperuna;RJ;0.0001862284653467
Social;MG;0.0001817248302309
Internacional;PB;0.0001803437628557
Inter São Gotardo;MG;0.0001803049633596
Brasileirinho;RJ;0.0001790018394474
Gálatas;ES;0.0001786790118103
Misto;MS;0.000177326562128
Progresso;RR;0.0001769240663311
Altamira;PA;0.0001765774892237
Balsas;MA;0.0001754826338778
Candango;DF;0.0001748421922097
Miranorte;TO;0.0001734331744073
Arsenal Caridade;CE;0.000173039229147
Ceart;MS;0.0001729302892154
São Domingos;AL;0.0001721322444528
Serrano;PE;0.0001717748686681
Portela;BA;0.0001713809228757
Avaí B;SC;0.0001712435631957
Chã Grande;PE;0.0001700572915649
Lajeadense;RS;0.0001673914636172
Colinas;TO;0.0001618122977346
Mutum;MT;0.0001618122977346
Araioses;MA;0.0001618122977346
Monte Cristo;GO;0.0001618122977346
Camaçari;BA;0.0001618122977346
Teixeira De Freitas;BA;0.0001618122977346
Paulistano;MT;0.0001618122977346
Orleans;SC;0.0001618122977346
Grêmio Carajás;PA;0.0001618122977346
Bolamense;SE;0.0001618122977346
